BinBase name,L1_SAT_748,L2_SAT_748,L3_SAT_748,normL1_SAT_748,normL2_SAT_748,normL3_SAT_748
404049,32299,19067,17948,1.1569652982552946e-4,7.785529634223919e-5,6.462895708416155e-5
400553,409,294,273,1.465057144141972e-6,1.200475015713973e-6,9.830457590804603e-7
400202,3765,4104,3888,1.3486406229081966e-5,1.67576512397624e-5,1.4000300041409632e-5
396760,14689,4011,10189,5.261668555085923e-5,1.6377909142954915e-5,3.668957230502128e-5
396036,92138,196403,114367,3.3004262872115647e-4,8.019622262288144e-4,4.118241550503846e-4
391901,2995470,105742,868721,0.010729913749542672,4.3177084731845893e-4,0.003128177636901599
391335,6927,4343,7690,2.4812838233426503e-5,1.7733547596074098e-5,2.7690922664207838e-5
390198,2360,2431,15044,8.45363046497568e-6,9.926376745580504e-6,5.417194285570126e-5
390194,6569868,4904392,7841675,0.023533574693080022,0.020025850555331577,0.02823708920453212
390145,35192,11650,30381,1.2605939123873906e-4,4.756984330975437e-5,1.0939894947481122e-4
390130,54575,56169,70800,1.9549020450256263e-4,2.2935197672666036e-4,2.549437353219655e-4
389549,10721,4380,4851,3.8403123819917066e-5,1.7884627785126537e-5,1.7467966949814334e-5
385008,81664,46440,87778,2.925242704626161e-4,1.896260535025745e-4,3.160798191962075e-4
384914,14934,7696,13326,5.3494287018621536e-5,3.142467932290726e-5,4.798559628390555e-5
383524,90150,56897,65709,3.2292151966845664e-4,2.3232458152747592e-4,2.3661155232021234e-4
382948,378,7189,1881,1.3540136931189862e-6,2.9354472408053577e-5,6.773293307070864e-6
382947,247,588,371,8.847655613766921e-7,2.400950031427946e-6,1.3359339802888306e-6
382905,33487,24410,28668,1.1995200143247485e-4,9.96720922910819e-5,1.0323060740409757e-4
382622,1130,693,1060,4.0477128921281866e-6,2.8296911084686508e-6,3.816954229396659e-6
382616,10760,161875,8960,3.85428236453976e-5,6.609758271044196e-4,3.226406593905101e-5
382613,5411,69802,65750,1.9382455273721783e-5,2.850189015199549e-4,2.3675918922908522e-4
382601,1923,2142,1452,6.888276010232303e-6,8.746317971630375e-6,5.228507114230141e-6
381736,6071,4748,7676,2.174660616646922e-5,1.9387263178945385e-5,2.764051006117807e-5
381214,54934,37401,36371,1.9677615930634496e-4,1.5271757164189899e-4,1.3096834177111875e-4
380652,5046,7320,6051,1.8075008189096308e-5,2.9889377942266267e-5,2.1789047209508662e-5
380602,5710,3475,5548,2.0453487269072516e-5,1.418928802587094e-5,1.9977794400653456e-5
380297,9113,3968,2734,3.264319255395059e-5,1.6202329463785865e-5,9.84486119167025e-6
380205,11073,13702,18173,3.9664004296049036e-5,5.594866892963557e-5,6.543915963285423e-5
379924,132581,89261,126070,4.749113477444664e-4,3.644748312164794e-4,4.539654902830536e-4
379876,7609,2970,4520,2.7255794155932187e-5,1.2127247607722789e-5,1.627606897818198e-5
379063,1215,3195,1485,4.352186870739598e-6,1.3045978487095727e-5,5.347336821371735e-6
378996,85456,26879,17820,3.061073919554923e-4,1.0975363247406762e-4,6.416804185646082e-5
377666,2098,2503,2472,7.515134201491093e-6,1.0220370626979845e-5,8.901425334970322e-6
377276,6903,430,1402,2.4726869110053867e-5,1.7557967916905047e-6,5.048462103409543e-6
377232,119703,83403,124468,4.287817489614339e-4,3.405551623659608e-4,4.4819684813636164e-4
377204,5603,13180,9332,2.0070208260702858e-5,5.3817213289490355e-5,3.360360081955625e-5
376958,31103,14991,26501,1.1141240184412653e-4,6.121197605635432e-5,9.542745663513288e-5
374861,210347,73090,124480,7.534727997526439e-4,2.984446221038581e-4,4.482400589389586e-4
371572,8387,599,943,3.0042626571928407e-5,2.4458657633084006e-6,3.3956489040764618e-6
371569,1018,754,1362,3.646523649722561e-6,3.078769257987536e-6,4.904426094753066e-6
371565,11774,53888,12222,4.2175019107891385e-5,2.2003808723399516e-4,4.401020244498676e-5
371564,44672,8703,14035,1.600171949709295e-4,3.553651041414526e-5,5.053863453734161e-5
371554,43430,34544,103538,1.555682928363957e-4,1.4105173109803904e-4,3.728300066068597e-4
371553,44551,8703,14035,1.5958376730725913e-4,3.553651041414526e-5,5.053863453734161e-5
371547,218623,106198,221329,7.831178191289739e-4,4.336328085673214e-4,7.969836439982388e-4
371541,2463,1142,1696,8.82258128611657e-6,4.663069618861759e-6,6.107126767034654e-6
371280,6090,6165,6057,2.181466505580589e-5,2.5173226094818514e-5,2.1810652610807137e-5
371271,19276,4182,3508,6.904753425545391e-5,1.707614461127835e-5,1.2631957959173094e-5
370221,85451,26879,17820,3.0608948172145635e-4,1.0975363247406762e-4,6.416804185646082e-5
370173,12670,8099,9788,4.538453304713639e-5,3.3070228409073014e-5,3.5245611318240094e-5
370157,3829,2668,4503,1.3715657224742324e-5,1.0894106605186666e-5,1.6214853674502976e-5
367427,7524,4824,8900,2.6951320177320773e-5,1.9697590053755803e-5,3.204801192606629e-5
367202,38041,28748,24651,1.3626464259243215e-4,1.1738522364539217e-4,8.87657912347708e-5
366123,3750,1291,3558,1.343267552697407e-5,5.271473623424283e-6,1.2812002969993692e-5
361344,1139,891,638,4.079951313392924e-6,3.6381742823168363e-6,2.2973743380708193e-6
360157,10992,12663,24272,3.9373858504666395e-5,5.170617389110898e-5,8.740105005275067e-5
360148,36947,16066,31668,1.3234588338536293e-4,6.560146803558057e-5,1.140333080533334e-4
360106,2837,2136,2117,1.0162266792006783e-5,8.721818481513762e-6,7.623105758144082e-6
359906,62521,38168,5204,2.239531484325189e-4,1.558494231284725e-4,1.8739084726207747e-5
357445,126340,85366,238640,4.525557936207744e-4,3.4857057888244565e-4,8.59318827644546e-4
356187,4191,3022,5027,1.501235816894622e-5,1.2339576522066755e-5,1.8101725387902836e-5
355602,1833,4343,2695,6.565891797584925e-6,1.7733547596074098e-5,9.704426083230185e-6
354270,15660,10376,18997,5.609485300064371e-5,4.236778490832715e-5,6.840630141117767e-5
354256,77525,13691,202749,2.7769817872764396e-4,5.590375319775512e-5,7.30078917977305e-4
354254,9799,7835,9947,3.5100476663685044e-5,3.19922508439421e-5,3.581815445264959e-5
354252,184967,203042,177381,6.625604517860835e-4,8.290709120428452e-4,6.387312812873668e-4
354246,521999,229073,195745,0.0018698248513079833,9.353619499137651e-4,7.048582128615557e-4
353481,562698,284712,899400,0.0020156105743139347,0.0011625498050134582,0.003238649654640901
351741,2758,741,3024,9.879285094238529e-6,3.025687029401544e-6,1.0889122254429714e-5
351285,26420,56754,33858,9.463767664604132e-5,2.3174067701303e-4,1.2191927952727555e-4
351222,9322,12091,16627,3.339184033665394e-5,4.937055583332533e-5,5.987216789828137e-5
350330,1580,1240,1506,5.659633955365075e-6,5.0632279574330834e-006,5.422955725916385e-6
350308,8243,6094,8387,2.95268118316926e-5,2.488331546177194e-5,3.0200750115046963e-5
348293,175,2387,4503,6.268581912587899e-7,9.746713818058686e-6,1.6214853674502976e-5
347607,148495,251291,610950,5.319160406341372e-4,0.0010260835618155781,0.0021999699872168764
346922,4097,3282,2953,1.467564576907007e-5,1.3401221093786595e-5,1.0633458339064466e-5
346416,6099,8119,14346,2.1846903477070627e-5,3.3151893376128386e-5,5.165851450464573e-5
346408,9312,3712,8159,3.335601986858201e-5,1.51570178854771e-5,2.937974486570504e-5
346346,2417,2091,6180,8.657807132985687e-6,8.538072305639175e-6,2.2253563337425805e-5
346256,46822,42083,32579,1.6771859560639463e-4,1.7183534042956164e-4,1.1731372815048467e-4
346225,23769,22444,32258,8.514167056017244e-5,9.16444260295388e-5,1.1615783918101644e-4
344676,49512,7518,53624,1.7735430151774405e-4,3.069786111611445e-5,1.93094673204874e-4
342924,32030,45182,35182,1.1473295923439452e-4,1.844893270747916e-4,1.2668687141380495e-4
342840,48664,34245,47250,1.743167258252443e-4,1.3983083984056124e-4,1.701425352254643e-4
342183,6794,3751,5634,2.4336426008069823e-5,1.531626457123508e-5,2.0287471819264886e-5
341344,30050,18908,39894,1.0764050655615221e-4,7.720605985414899e-5,1.4365431323353804e-4
328993,4191,3016,5027,1.501235816894622e-5,1.2315077031950144e-5,1.8101725387902836e-5
328824,450,79,488,1.6119210632368885e-6,3.2257661986872063e-7,1.757239305609028e-6
324432,3739,2728,5112,1.3393273012094947e-5,1.1139101506352783e-5,1.840780190629785e-5
323841,15378,10585,20797,5.5084715801015266e-5,4.322118381405579e-5,7.488792180071917e-5
321802,20435,37286,47048,7.31991265049907e-5,1.522479980813306e-4,1.6941515338174908e-4
320847,226940,227748,164562,8.129097024243988e-4,9.299516458463466e-4,5.925713414131821e-4
320842,141587,6469,315243,5.071712612900474e-4,2.6414533594060174e-5,0.00113515858692235
250667,2362,7727,3416,8.460794558590067e-6,3.155126002184309e-5,1.2300675139263195e-5
250558,3861,1630,4107,1.3830282722572502e-5,6.6556948150128436e-6,1.4788897188803847e-5
242849,4694,3103,6631,1.681412771296434e-5,1.2670319638641014e-5,2.387756933502759e-5
241382,6093,4926,7500,2.1825411196227467e-5,2.01140813857382e-5,2.700675162308957e-5
237707,24604,18184,31699,8.813267964417867e-5,7.42497880467445e-5,1.1414493596004216e-4
234465,70014,237842,170404,2.5079342515881665e-4,9.71167954719193e-4,6.136078004774606e-4
232320,2432,25338,8237,8.711537835093583e-6,1.0346134676245118e-4,2.966061508258517e-5
230854,54193,31511,53497,1.9412186262221488e-4,1.2866723884409184e-4,1.926373588773897e-4
228851,37991,25326,26042,1.360855402520725e-4,1.0341234778221796e-4,9.37746434357998e-5
228833,15378,10317,11144,5.5084715801015266e-5,4.212687325551381e-5,4.012843201169469e-5
228307,3197,1500,2413,1.1451803642596293e-5,6.1248725291529235e-6,8.688972222202017e-6
227159,24661,11716,9730,8.833685631218868e-5,4.78393377010371e-5,3.50367591056882e-5
224423,6346,3076,5686,2.273166903844732e-5,1.2560071933116261e-5,2.0474718630518304e-5
224377,17773,13151,18210,6.36637179042427e-5,5.3698799087260066e-5,6.557239294086148e-5
223738,787,764,563,2.819070837260958e-6,3.1196017415152222e-6,2.0273068218399235e-6
223237,1672,1410,1742,5.989182261626838e-6,5.757380177403748e-6,6.272768176989604e-6
223227,12045,10309,14502,4.3145753792640714e-5,4.209420726869166e-5,5.222025493840599e-5
223171,6923,2135,5350,2.479851004619773e-5,8.717735233160994e-6,1.926481615780389e-5
223160,3171,4581,2799,1.1358670425609273e-5,1.8705360704033026e-5,1.0078919705737026e-5
223108,8859,13188,6032,3.173335266492354e-5,5.38498792763125e-5,2.1720630105396837e-5
222288,12190,6818,12035,4.366515057968371e-5,2.783958726917642e-5,4.333683410451773e-5
219979,40736,27418,31113,1.4591825873781753e-4,1.119545033362099e-4,1.1203480843322476e-4
219417,2703,13051,2036,9.682272519842909e-6,5.3290474251983204e-5,7.331432840614715e-6
215929,2611,940,6345,9.352724213581145e-6,3.838253451602499e-6,2.2847711873133774e-5
215683,24698,13646,17232,8.846939204405482e-5,5.572000702188053e-5,6.205071252921059e-5
215676,6973,4612,5613,2.4977612386557383e-5,1.8831941402968854e-5,2.0211852914720232e-5
215644,7137,12594,10470,2.556506806293705e-5,5.142442975476795e-5,3.770142526583304e-5
214058,6792,1552,4320,2.4329261914455436e-5,6.337201443496891e-6,1.555588893489959e-5
212017,9569,10325,8405,3.4276605898030636e-5,4.215953924233595e-5,3.0265566318942376e-5
211126,11176,3713,9753,4.003295511718992e-5,1.516110113382987e-5,3.511957981066567e-5
210861,2262,10570,2084,8.102589877870758e-6,4.3159935088764264e-5,7.5042760510024885e-6
210845,7198,6503,4853,2.578357291817583e-5,2.6553364038054307e-5,1.7475168750247155e-5
210842,4347,6717,4812,1.5571157470868343e-5,2.7427179185546792e-5,1.7327531841374267e-5
210393,17467,14491,21120,6.256761158124162e-5,5.9170351879970004e-5,7.605101257062023e-5
210312,148471,13354,161233,5.318300715107646e-4,5.4527698502872095e-5,5.805839445927468e-4
210297,47408,14537,29321,1.698176750354098e-4,5.9358181304197367e-5,1.0558199524541457e-4
210259,88956,34991,86758,3.186445557806681e-4,1.4287694311172663e-4,3.124069009754673e-4
210228,100274,36366,102459,3.5918616154447945e-4,1.4849140959678346e-4,3.689446352733512e-4
209687,1432676,756300,1294876,0.005131912491542161,0.003088160729198904,0.0046627192686266306
209676,273119,156946,325865,9.783250419337682e-4,6.408494959736231e-4,0.0011734073490210777
209172,4138169,7250820,12457782,0.014823115054075402,0.029606898821221733,0.0448592298998128
208244,5813,7181,14233,2.0822438090213406e-5,2.9321806421231427e-5,5.125161278019118e-5
205795,2139,433,232,7.66199812058601e-6,1.7680465367488105e-6,8.354088502075706e-7
199152,9443,6376,10099,3.382526800032431e-5,2.6034791497252693e-5,3.636549128554421e-5
190197,34154,25868,44695,1.2234122665287264e-4,1.0562546838941855e-4,1.6094223517253178e-4
190007,2587,634,924,9.266755090208512e-6,2.588779455655302e-6,3.327231799964635e-6
189939,4344,4025,8599,1.556041133044676e-5,1.6435074619893676e-5,3.096414096092629e-5
189234,3317,4316,3929,1.1881649259459464e-5,1.7623299890549345e-5,1.4147936950282522e-5
188923,25841,13527,26305,9.256367154467652e-5,5.523410046790106e-5,9.472168019271615e-5
187931,8094,1480,5187,2.899308685742083e-5,6.043207562097551e-6,1.8677869422528747e-5
187846,17310,2744,15126,6.200523023251231e-5,1.120443347999708e-5,5.446721667344704e-5
187839,1257,698,1366,4.502632836641708e-6,2.850107350232494e-6,4.918829695618714e-6
187836,2225,1075,2407,7.970054146004615e-6,4.389491979226262e-6,8.667366820903546e-6
183432,2321,1132,1950,8.313930639495151e-6,4.6222371353340724e-6,7.021755422003288e-6
170841,32851,67577,49626,1.1767381966310004e-4,2.759336739350447e-4,1.7869827413965906e-4
170728,48336,61421,47938,1.7314181447248498e-4,2.507971970754011e-4,1.726199545743557e-4
170630,8402,19450,12683,3.00963572740363e-5,7.941918046134958e-5,4.567021744475267e-5
170487,4950,19577,7073,1.7731131695605772e-5,7.993775300215118e-5,2.5469167230681668e-005
170319,33555,24586,28666,1.2019558061536397e-4,1.0039074400116918e-4,1.0322340560366475e-4
170278,4281,1500,3200,1.5334742381593597e-5,6.1248725291529235e-6,1.1522880692518217e-5
170275,14209,6369,13399,5.089730308340655e-5,2.6006208758783312e-5,4.824846199970362e-5
170242,35576,1712,18713,1.274348972127012e-4,6.9905211799398695e-6,6.738364574971668e-5
169614,1663,610,1754,5.956943840362101e-6,2.4907814951888556e-6,6.315978979586547e-6
169611,2996,4093,327,1.0731812234350483e-5,1.6712735507881944e-5,1.1774943707667053e-6
169610,2576,777,4624,9.227352575329387e-6,3.1726839701012143e-6,1.6650562600688823e-5
168880,2463,2189,1558,8.82258128611657e-6,8.938230644210499e-6,5.610202537169807e-6
163829,3245,1624,2980,1.1623741889341561e-5,6.631195324896232e-6,1.0730682644907589e-5
163410,4598,15520,4547,1.6470251219473806e-5,6.337201443496892e-5,1.63732932840251e-5
161401,156060,109086,7344,5.590142247305529e-4,4.4542522981011717e-4,2.6445011189329304e-5
161388,5157,823,3062,1.8472615384694742e-5,3.3605133943285704e-6,1.1025956462653367e-5
160575,4412,8754,13182,1.5803990513335894e-5,3.574475608013646e-5,4.746706665274222e-5
146435,10474,14120,11438,3.7518358258540376e-5,5.7655466741092853e-5,4.11870966753198e-5
146430,10594,4606,9475,3.794820387540355e-5,1.8807441912852243e-5,3.411852955050315e-5
146264,6698,3708,4219,2.3992549514579287e-5,1.5140684892066027e-5,1.5192198013041986e-5
138111,26099,2308,16511,9.348783962093233e-5,9.424137198189965e-6,5.9454463473177585e-5
135765,13654,18857,31955,4.890926710541439e-5,7.699781418815778e-5,1.1506676641544363e-4
135325,7406,11836,3544,2.652863865407199e-5,4.832932750336933e-5,1.2761590366963923e-5
135323,8658,5768,6800,3.101336125667773e-5,2.3552176498769373e-5,2.448612147160121e-5
135260,5616,13180,8917,2.0116774869196366e-5,5.3817213289490355e-5,3.210922722974529e-5
135163,933,960,809,3.3420496711111487e-6,3.919918418657871e-6,2.9131282750772616e-6
134328,64595,31710,89880,2.3138231351063735e-4,1.294798052662928e-4,3.236489114511054e-4
133924,2673,1821,2868,9.574811115627118e-6,7.4355952503916485e-6,1.0327381820669452e-5
133605,25887,13784,18217,9.27284456978074e-5,5.6283495294562596e-5,6.559759924237636e-5
133467,11490,17584,11061,4.115771781464855e-5,7.179983903508334e-5,3.98295572937325e-5
132335,86179,55610,110012,3.086972117970929e-4,2.270694408974627e-4,3.961422346079106e-4
132248,3387,3383,7160,1.213239253596298e-5,1.3813629177416227e-5,2.578244554950951e-5
131989,13925,7558,13666,4.988000179016371e-5,3.0861191050225195e-5,4.9209902357485604e-5
131524,28586,18263,27411,1.0239639003042153e-4,7.457236466661322e-5,9.870427583206775e-5
131446,755226,728455,680872,0.002705254882009205,0.0029744626788160617,0.002451752132148832
131427,3643,493,1168,1.3049396518604409e-5,2.0130414379149276e-6,4.205851452769149e-6
131421,698863,414706,985599,0.0025033599778153813,0.0016933475913832614,0.003549043652395394
130738,6545,13149,4516,2.3444496353078743e-5,5.369063259055453e-5,1.6261665377316334e-5
130659,1912,19042,8739,6.848873495353179e-6,7.775321513341998e-5,3.146826699122397e-5
130582,27133,51866,19406,9.719167601956998e-5,2.11781759064697e-4,6.987906959969016e-5
130549,4288,6082,2275,1.5359816709243948e-5,2.483431648153872e-5,8.19204799233717e-6
130548,4209,43997,12039,1.5076835011475696e-5,1.7965067777676077e-4,4.335123770538338e-5
130530,34562,22153,17537,1.238027017502074e-4,9.045620075888314e-5,6.314898709521623e-5
130528,15800,2248,7721,5.6596339553650745e-5,9.179142297023848e-6,2.780255057091661e-5
130463,75803,46632,110988,2.715298941256574e-4,1.9041003718630608e-4,3.996567132191287e-4
128059,2815,2160,3598,1.0083461762248535e-5,8.81981644198021e-6,1.295603897865017e-5
127630,9183,4883,7377,3.28939358304541e-5,1.993850170656915e-5,2.65638408964709e-5
125960,82800,14939,30683,2.9659347563558745e-4,6.0999647142010345e-5,1.1048642134016763e-4
125942,12992,7819,15900,4.6537952119052564e-5,3.19269188702978e-5,5.725431344094988e-5
125898,2629,192,355,9.417201056110621e-6,7.839836837315741e-7,1.2783195768262395e-6
125897,47408,14537,29321,1.698176750354098e-4,5.9358181304197367e-5,1.0558199524541457e-4
125868,5813,7181,28316,2.0822438090213406e-5,2.9321806421231427e-5,1.0196309052792057e-4
125802,30561,20739,28873,1.0947093247462787e-4,8.468248758806832e-5,1.0396879194846201e-4
124996,60897,37619,48395,2.1813590441763732e-4,1.5360771978280256e-4,1.7426556597325595e-4
121191,2262,2150,2415,8.102589877870758e-6,8.778983958452524e-6,8.696174022634842e-6
118967,487,679,1518,1.7444567951030325e-6,2.77252563152989e-6,5.466166528513329e-6
118602,4840,9548,5844,1.7337106546814533e-5,3.8986855272234744e-5,2.1043660864711393e-5
118128,61245,5034,37687,2.1938245670654051e-4,2.0555072207837212e-5,1.3570712645591688e-4
118125,23066,2611,12366,8.26234916547157e-5,1.0661361449078855e-5,4.452873207615008e-5
118060,36212,31372,27102,1.29713078982076e-4,1.28099667323057e-4,9.759159766519646e-5
117962,28557,17286,8818,1.0229251067301294e-4,7.058303102595829e-5,3.175273810832051e-5
117769,70132,33413,44755,2.5121610668206543e-4,1.3643357721105775e-4,1.611582891855165e-4
117750,63826,23408,76014,2.2862771951590586e-4,9.558067744160775e-5,2.737188290503374e-4
117745,39523,17663,37904,1.4157323596069232e-4,7.212241565495205e-5,1.3648852180287826e-4
117300,2010,1044,1379,7.199914082458101e-6,4.262911280290435e-6,4.965641398432069e-6
117249,4947,5958,8528,1.7720385555184194e-5,2.432799368579541e-5,3.0708477045561045e-5
117245,28444,20459,13578,1.0188773938380011e-4,8.353917804929311e-5,4.889302313844135e-5
117242,36254,15123,12748,1.2986352494797813e-4,6.175096483891977e-5,4.590427595881944e-5
117235,4342,6914,10324,1.5553247236832378e-5,2.8231579111042206e-5,3.717569383423689e-5
117213,42607,70576,26589,1.5262026831407578e-4,2.881793357449978e-4,9.574433585417713e-5
117212,36936,28203,17472,1.323064808704838e-4,1.1515985329313327e-4,6.291492858114946e-5
117201,119240,92539,147231,4.271232612897035e-4,3.778597193168549e-4,5.301641397625467e-4
117200,20435,29862,11684,7.31991265049907e-5,1.2193396231037639e-4,4.2072918128557136e-5
117199,34923,138762,88170,1.250958206476041e-4,5.665997079268787e-4,3.17491372081041e-4
117196,522,4445,853,1.8698284333547905e-6,1.8150038928056495e-5,3.071567884599387e-6
117195,4840258,5468846,3813041,0.01733803071489079,0.02233065642104523,0.01373038016208761
117192,59652,63392,34623,2.1367625614268193e-4,2.5884527957870806e-4,1.2467396819283068e-4
117191,5649,2128,8612,2.0234982413833738e-5,8.689152494691614e-6,3.1010952663739646e-5
117190,64086,9518,77601,2.2955905168577605e-4,3.886435782165168e-5,2.7943345769378315e-4
117182,1092969,708015,36164,0.003915066116811019,0.0028910010824854714,1.302229554263215e-4
116942,87420,58542,95793,3.1314253188481953e-4,2.390415250677803e-4,3.449410344307492e-4
115895,13376,19041,27446,4.791345809301471e-5,7.77491318850672e-5,9.883030733964217e-5
114282,2063,3114,1944,7.389762563239335e-6,1.2715235370521468e-5,7.000150020704816e-6
113559,9550,8080,14087,3.4208547008693965e-5,3.2992646690370415e-5,5.072588134859504e-5
113534,10950,4033,7417,3.9223412538764285e-5,1.6467740606715827e-5,2.6707876905127376e-5
112543,4027,1890,3431,1.4424902492566554e-5,7.717339386732684e-6,1.2354688642509374e-5
112530,420,3197,542,1.5044596590210958e-6,1.3054144983801263e-5,1.9516879172952727e-6
111776,61756,7436,57226,2.2121288262501616e-4,3.0363034751187426e-5,2.0606511578438982e-4
111772,14185,3313,22144,5.0811333960033915e-5,1.3527801792722423e-5,7.973833439222605e-5
111739,13901,15765,15136,4.979403266679108e-5,6.437241028139722e-5,5.450322567561116e-5
111732,87075,13153,137921,3.119067257363379e-4,5.37069655839656e-5,4.966397587477515e-4
110962,7616,406,5341,2.728086848358254e-5,1.657798831224058e-6,1.9232408055856186e-5
110647,45734,22111,25494,1.6382132868016856e-4,9.028470432806686e-5,9.180135011720606e-5
110628,34372,87875,52279,1.2312211285684074e-4,3.588154489995421e-4,1.8825146241379994e-4
110612,13579,18124,29851,4.8640613594874903e-5,7.400479314557838e-5,1.074904723601129e-4
110605,197237,13097,29238,7.065121661103426e-4,5.347830367621056e-5,1.0528312052745237e-4
110346,43459,28809,51436,1.5567217219380428e-4,1.1763430179491105e-4,1.8521590353136468e-4
110328,27054,17261,32481,9.690869432180173e-5,7.048094981713907e-5,1.1696083992927631e-4
110321,38887,31288,46777,1.392950541913175e-4,1.2775667446142446e-4,1.6843930942310144e-4
110283,8802,8743,3638,3.152917599691354e-5,3.5699840348256007e-5,1.3100074987306647e-5
110182,3322,1948,2947,1.1899559493495429e-5,7.954167791193263e-6,1.0611852937765995e-5
110123,44945,3236,1556,1.6099509374929323e-4,1.321339166955924e-5,5.603000736736983e-6
110031,7137,12594,10470,2.556506806293705e-5,5.142442975476795e-5,3.770142526583304e-5
110021,25037,17026,32469,8.968370591169328e-5,6.952138645423844e-5,1.1691762912667936e-4
109714,9692,7761,9486,3.471719765531538e-5,3.1690090465837224e-5,3.415813945288369e-5
109387,135046,51900,141973,4.837410931241974e-4,2.1192058950869115e-4,5.112306064246527e-4
109386,11466,4388,9657,4.1071748691275914e-5,1.7917293771948684e-5,3.477389338989013e-5
108314,9536007,3445042,7932132,0.034158423427720915,0.014066962071718698,0.028562815835408095
107960,12845,9104,7075,4.601139123839518e-5,3.7173893003605474e-5,2.5476369031114492e-5
107143,67606,114588,308160,2.4216785644709573e-4,4.678912622470501e-4,0.0011096534106895043
106940,203332,140787,177018,7.283447414001844e-4,5.748682858412351e-4,6.374241545088092e-4
106931,11042,4171,6253,3.9552960845026044e-5,1.7031228879397894e-5,2.2516429053223877e-5
106902,9818,3013,7609,3.516853555302171e-5,1.2302827286891839e-5,2.739924974667847e-5
106482,27207,13652,27442,9.745674748330227e-5,5.574450651199714e-5,9.881590373877653e-5
106427,296259,170057,268128,0.0010612136050522163,6.943849651267725e-4,9.655021732261014e-4
105769,3199,820,1264,1.145896773621068e-5,3.348263649270265e-6,4.5515378735446956e-6
105406,69381,36445,76104,2.4852598952986347e-4,1.4881398621665218e-4,2.740429100698145e-4
105370,163125,60851,172540,5.84321385423372e-4,2.4846974551432304e-4,6.212993233397165e-4
105085,273,448,430,9.778987783637124e-7,1.8292952620403397e-6,1.5483870930571353e-6
105081,24816,2197,4954,8.88920735673036e-5,8.970896631032649e-6,1.7838859672104764e-5
104990,3359,7031,4939,1.2032095225361573e-5,2.8709319168316135e-5,1.7784846168858585e-5
104933,76214,41907,88047,2.730021153634138e-4,1.7111668871947437e-4,3.170484613544223e-4
104931,12334,8063,22640,4.418096531991951e-5,3.292323146837335e-5,8.152438089956638e-5
104924,26650,45779,43725,9.546154741169572e-5,1.8692702634139446e-4,1.574493619626122e-4
104918,306993,168482,336342,0.0010996632954806268,6.879538489711619e-4,0.0012111339805884257
104417,6984,11956,9824,2.5017014901436508e-5,4.8819317305701565e-5,3.537524372603092e-5
104390,1051,1114,732,3.7647311943599327e-6,4.548738664984238e-6,2.635858958413542e-6
104378,20293,4486,46420,7.269047585836928e-5,1.831745211052001e-5,1.6715378804584236e-4
104312,16905,256312,737694,6.0554501275599104e-5,0.0010465855517948293,0.0026563624842457917
104238,736,1421,1097,2.636386450094111e-6,5.802295909284203e-6,3.950187537403901e-6
104135,17347,8513,21379,6.213776596437845e-5,3.476069322711922e-5,7.698364572667092e-5
104131,29276,9389,19627,1.0486800232738476e-4,3.833761878414453e-5,7.06748685475172e-5
103821,117494,92739,108704,4.2086900756434437e-4,3.7867636898740865e-4,3.914322571248438e-4
102904,97470,20355,41314,3.4914210229711e-4,8.311452022060516e-5,1.4876759154084298e-4
100922,4729,6604,9770,1.69394993512161e-5,2.6965772121683935e-5,3.518079511434468e-5
100908,1381,1036,1460,4.946806640733651e-6,4.230245293468286e-6,5.257314315961436e-6
100877,337,474,538,1.2071497740240697e-6,1.9354597192123237e-6,1.937284316429625e-6
100869,11816,12221,19041,4.2325465073793494e-5,4.990137811918525e-5,6.85647410206998e-5
100865,7852,10410,14444,2.8126231530080106e-5,4.2506615352321286e-5,5.2011402725854097e-5
100727,6370,13477,13299,2.2817638161819953e-5,5.5029938050262634e-5,4.788837197806242e-5
100468,1106,1795,1579,3.961743768755553e-6,7.329430793219665e-6,5.685821441714457e-6
100114,6864,4933,5160,2.458716928457334e-5,2.014266412420758e-5,1.8580645116685622e-5
100017,154056,113237,134533,5.518358029289379e-4,4.623747937224597e-4,4.8443990881454784e-4
99877,6182,1272,4557,2.2144213362067655e-5,5.193891904721679e-6,1.6409302286189222e-5
98053,39984,39427,27963,1.432245595388083e-4,1.609902328046082e-4,1.0069197275152714e-4
98027,14167,13092,9088,5.074685711750444e-5,5.3457887434446715e-5,3.2724981166751735e-5
97891,18007,12245,12314,6.450191685712589e-5,4.9999376079651694e-5,4.434148526489666e-5
97693,6945,10073,6478,2.4877315075955976e-5,4.113056065743826e-5,2.3326631601916564e-5
95422,32663,50552,67066,1.1700039486334775e-4,2.0641637072915905e-4,2.4149797391388335e-4
95404,5548,2427,7721,1.9873195686307237e-5,9.91004375216943e-6,2.780255057091661e-5
94586,11058,6308,14045,3.961027359394114e-5,2.5757130609264426e-5,5.057464353950573e-5
94582,187983,95389,218822,6.733639049565777e-4,3.8949697712224545e-4,7.879561871556941e-4
92552,3402,35314,48478,1.2186123238070876e-5,1.4419583232967088e-4,1.7456444069121815e-4
91648,3842,3284,5525,1.3762223833235834e-5,1.3409387590492133e-5,1.989497369567598e-5
91401,299,947,323,1.0710319953507325e-6,3.8668361900718785e-6,1.1630907699010573e-6
90822,6871,2071,8631,2.461224361222369e-5,8.456407338583802e-6,3.1079369767851475e-5
