BinBase name,L1_SAT_440,L2_SAT_440,L3_SAT_440,normL1_SAT_440,normL2_SAT_440,normL3_SAT_440
lactic acid,1086395,813825,138326,0.004639054234598283,0.0032067914809713115,5.383527825402579e-4
kynurenine,42511,44441,13572,1.8152774503473195e-4,1.7511506798862907e-4,5.282104567931105e-5
kynurenic acid,8949,13499,6532,3.821344570383703e-5,5.319138414478755e-5,2.5421976891928955e-5
ketoisoleucine,36179,122224,51853,1.5448924484513576e-4,4.816107664058459e-4,2.018073741238812e-4
isoxanthopterin,30310,10950,19800,1.29427817553168e-4,4.3147318792904935e-5,7.705988096451214e-5
isothreonic acid,20241,26240,23860,8.643181969956033e-5,1.033959493265594e-4,9.286104847541715e-5
isomaltotriose,3298,959,849,1.4082908026735337e-5,3.778838239488204e-6,3.30423428984196e-6
isomaltose,11355,10137,6969,4.84873925541479e-5,3.994377813732213e-5,2.7122742951600258e-5
isoleucine,8205207,8371135,11061204,0.0350373485510385,0.03298557356195838,0.043049245634554825
isoheptadecanoic acid,30575,27623,41558,1.3055940355289052e-4,1.0884551479601946e-4,1.6174012793551492e-4
isogluconic acid,2150398,1863192,1504764,0.009182491587287936,0.007341711342136085,0.0058564108444284415
inulotriose,180,27598,33647,7.686244526417104e-7,1.0874700493576169e-4,1.309512027683303e-4
inosine-5-monophosphate,6691,7197,4163,2.857147895903158e-5,2.835901857100793e-5,1.6202034568447678e-5
inosine,1612839,1160027,3152030,0.006887041630967797,0.004570963906609784,0.012267427100836928
indole-3-acetate,4248,9210,4870,1.8139537082344365e-5,3.6291032518963876e-5,1.8953617186725964e-5
hypoxanthine,2043638,1349664,1336065,0.008726611884154443,0.005318208481397922,0.005199848982871258
hypotaurine,26083,9900,20757,1.1137795332363184e-4,3.9009904662078436e-5,8.078444187779689e-5
homoserine,96362,45875,24030,4.1147883058589163e-4,1.8076559357301498e-4,9.352267371602155e-5
histidine,5539147,7396416,7108548,0.02365291017209429,0.029144796262734498,0.027665851652046505
heptanoic acid,941,10138,11722,4.018197832976941e-6,3.994771853173244e-5,4.5621006296263196e-5
heptadecanoic acid,80536,76170,55420,3.4389966065529327e-4,3.001398422333853e-4,2.1568982843703347e-4
guanosine,113080,204017,190933,4.8286696169291447e-4,8.039074464084097e-4,7.430946592018785e-4
glycyl-proline,25728,36022,43567,1.0986205509758846e-4,1.4194088744822115e-4,1.695589815141869e-4
glycyl-glycine,48102,38273,34753,2.0540207456095307e-4,1.508107152658311e-4,1.352556587454389e-4
glycolic acid,12008,31669,28247,5.12757912628981e-5,1.2478835058013756e-4,1.0993487159619063e-4
glycine,2540360,1136362,3688653,0.010847682302849418,0.004477714472889775,0.014355917227241949
glycerol-alpha-phosphate,378051,305120,255929,0.0016143291274758403,0.001202293142474078,9.960534482508397e-4
glycerol-3-galactoside,180475,178770,145444,7.706527671695149e-4,7.044243087312891e-4,5.66055420555682e-4
glycerol,2702449,1480118,2870717,0.011539824352317431,0.005832248693800627,0.011172581328424313
glyceric acid,151434,137387,98026,6.46643752007471e-4,5.413589668493909e-4,3.815086813852155e-4
glutaric acid,5502,9482,5353,2.349428743574828e-5,3.736281979856846e-5,2.083341125267846e-5
glutamine,2584819,5736776,2741822,0.011037528272516074,0.022605160083606027,0.01067093317908488
glutamate,8151297,4161825,8052868,0.03480714552747231,0.016399231966692383,0.03134106310620853
glucose-6-phosphate,19353,12574,5194,8.263993906652789e-5,4.9546519315249924e-5,2.0214597057054347e-5
glucose,3105187,5729569,6475200,0.013259570323473082,0.022576761661090915,0.025200916223303484
gluconic acid lactone,354218,170479,146722,0.0015125589798102297,6.71754498675401e-4,5.71029285599755e-4
gluconic acid,527288,594789,348011,0.002251591391025234,0.0023437032509144415,0.0013544285976939815
galacturonic acid,42410,42127,46581,1.81096461314083e-4,1.6599699532316952e-4,1.8128920783878484e-4
galactose,830774,808238,201088,0.003547517838994246,0.003184776497400904,7.826170375450413e-4
galactinol,3015,1880,4790,1.2874459581748648e-5,7.407941491384592e-6,1.8642264132323895e-5
fumaric acid,80213,258981,110283,3.425204067763862e-4,0.0010204872847767409,4.2921186123279253e-4
fructose-6-phosphate,11483,7667,7588,4.9033969942693115e-5,3.0211003943854076e-5,2.9531837210036268e-5
fructose-1-phosphate,4494,6260,6481,1.9189990500954703e-5,2.4666869008546567e-5,2.5223489319747636e-5
fructose,177701,141862,245509,7.588074103271365e-4,5.589922318355325e-4,9.554997129149703e-4
ethanolamine,3763253,8082161,5208657,0.0160696015404293,0.031846902027633184,0.020271640828533985
erythritol,725941,793457,456250,0.003099866687639866,0.003126533527622098,0.0017756853883868012
ergosterol,30613,25658,12459,1.307216687151149e-4,1.0110263977975844e-4,4.848934630994226e-5
Dopamine,31311,17473,12110,1.337022235370255e-4,6.885051153136328e-5,4.713106861011323e-5
digalacturonic acid,6980,3747,13842,2.9805548219106325e-5,1.4764657855435142e-5,5.3871862237918034e-5
dehydroabietic acid,24906,18033,23142,1.0635200343052465e-4,7.105713240113741e-5,9.006665481215859e-5
cytidine,3660,9858,6093,1.5628697203714778e-5,3.8844408096845375e-5,2.37134270058976e-5
cystathionine,47256,57498,65476,2.0178953963353704e-4,2.2656479780405918e-4,2.5482690737537356e-4
citrulline,416115,568260,605747,0.001776867578394474,0.0022391685276033023,0.002357514733061128
citric acid,120906,130702,117241,5.162850448394369e-4,5.150174302164622e-4,4.562917931394125e-4
cholesterol,29682,44586,52369,1.2674617224061804e-4,1.7568642517812414e-4,2.0381560132477455e-4
chenodeoxycholic acid,1244,443,1129,5.3120489949238205e-6,1.7455947237677522e-6,4.393969980249202e-6
cerotinic acid,1050,3544,1082,4.483642640409977e-6,1.3964757790142018e-5,4.211050060787986e-6
cellobiose minor,9879,10519,6677,4.218467204248587e-5,4.1449008802060916e-5,2.5986304303032705e-5
caproic acid,4072,14154,18453,1.738799317309469e-5,5.577234248354123e-5,7.18174739110173e-5
capric acid,6639,10723,6778,2.8349431894935084e-5,4.225284926176435e-5,2.6379387534215316e-5
campesterol,15611,11849,13596,6.666109072327633e-5,4.668973336777448e-5,5.291445159563167e-5
butylamine,167253,87286,24536,7.141930309871332e-4,3.4394126649840186e-4,9.549198178511464e-5
biphenyl,6411,10334,7909,2.737584092158892e-5,4.072003583615339e-5,3.078114134082457e-5
biopterin,7253,5912,8587,3.0971295305612915e-5,2.3295611753758354e-5,3.341985847688211e-5
beta-sitosterol,264992,220453,293731,0.001131551838635734,8.686717689362805e-4,0.0011431755502821774
beta-alanyl lysine,611714,805977,520757,0.0026121018801292845,0.003175867265639191,0.0020267410318907295
beta-alanine,2185666,1149644,1724803,0.009333090738375537,0.0045300507914475254,0.006712783528648153
Benzaldehyde-4-carboxylic acid,71534,73466,5373,3.054598977515117e-4,2.8948501574790447e-4,2.0911249516278976e-5
behenic acid,52082,54245,53929,2.223972152360309e-4,2.1374669478731764e-4,2.098869858856149e-4
azelaic acid,5203,1226,7948,2.221751681719344e-5,4.830923547041228e-6,3.093292595484558e-5
aspartate,1336299,4375516,1959215,0.005706178263559249,0.01724125878862614,0.007625094681004376
asparagine,1560431,3431046,3127630,0.006663252351445315,0.013519674479919754,0.012172464419244298
arachidic acid,109279,87573,81002,4.6663617533463037e-4,3.450721596941611e-4,3.152527514084552e-4
arabitol,1126913,806875,1834705,0.004812071598887932,0.00317940573981965,0.007140512570959356
arabinose,31638,62433,51361,1.3509855795932463e-4,2.460106442189437e-4,1.9989255283930847e-4
alpha-ketoglutarate,893586,438656,654021,0.003815733611879419,0.0017284776504493614,0.002545392949913697
alpha-aminoadipic acid,15838,14595,13862,6.763041156077449e-5,5.751005641848836e-5,5.394970050151855e-5
allantoin,12475,19989,23386,5.3269944703918535e-5,7.876454386770564e-5,9.101628162808489e-5
allantoic acid,109363,42249,71212,4.6699486674586316e-4,1.6647772344122744e-4,2.7715092137600196e-4
alanine,23757698,16942794,22474401,0.10144859789598365,0.06676129077264996,0.08746841746508649
adipic acid,12302,16568,15821,5.253121120221289e-5,6.528445459003187e-5,6.157395842118922e-5
adenosine-5-monophosphate,7640,7652,8364,3.2623837878792595e-5,3.0151898027699414e-5,3.2551961837736336e-5
adenosine,18088,40507,22458,7.723821721879587e-5,1.5961355637846578e-4,8.740458619702089e-5
adenine,12190,9751,8109,5.205295598723583e-5,3.84227858949421e-5,3.1559523976829746e-5
aconitic acid,4856,8138,3722,2.073577967793414e-5,3.2066929711110535e-5,1.4485700856056272e-5
9-myristoleate,9001,180925,121965,3.843549276793353e-5,7.129158586855091e-4,4.746771910018547e-4
6-methylcholecalciferol,1673,1226,687,7.143937273719897e-6,4.830923547041228e-6,2.6737443546777696e-6
5-methyluridine,828,1731,967,3.5356724821518677e-6,6.820822724248259e-6,3.763480045085012e-6
5-aminovaleric acid,37614,67947,35277,1.606168897870294e-4,2.6773797899739833e-4,1.3729502125177246e-4
4-hydroxybutyric acid,1585,4252,1492,6.768165319095061e-6,1.6754557032642173e-5,5.806734464598592e-6
3-phosphoglycerate,35922,17448,21362,1.5339181993219734e-4,6.875200167110551e-5,8.313904935171254e-5
3-hydroxypropionic acid,55832,77414,76759,2.3841022466606653e-4,3.050416928798121e-4,2.9873936378560544e-4
3-hydroxykynurenine,16188,11832,17554,6.912495910757782e-5,4.66227466627992e-5,6.831864396217405e-5
3-hydroxy-3-methylglutaric acid,5022,2864,6414,2.144462222870372e-5,1.1285289591130569e-5,2.4962731136685902e-5
"3-Aminopiperidine-2,6-dione",101425,238304,159753,4.3309852838436375e-4,9.390117495547413e-4,6.217448062486721e-4
3-aminoisobutyric acid,18408,1874,10935,7.860466069015891e-5,7.384299124922726e-6,4.255807062358284e-5
"3,6-anhydro-D-galactose",17356,33983,35007,7.411247777805292e-5,1.3390642324559711e-4,1.3624420469316549e-4
"3,4-dihydroxyphenylacetic acid",19368,24089,18317,8.270399110424804e-5,9.492016094998055e-5,7.128817371853378e-5
2-picolinic acid,2517,1852,2230,1.0747931929439916e-5,7.297610447895885e-6,8.67896639145768e-6
2-monoolein,18634,17717,21921,7.956971139180906e-5,6.981196776747915e-5,8.5314628819347e-5
2-ketoisovaleric acid,62251,104752,49717,2.658202266744395e-4,4.1276419526889294e-4,1.9349424757134597e-4
2-ketoisocaproic acid,154688,256915,186717,6.605387740568939e-4,0.0010123464299250384,7.266863532348895e-4
2-hydroxyglutaric acid,2251731,4547620,3819274,0.009615197263174283,0.017919416428218295,0.014864282818730108
2-Deoxyinosine,2785,5417,2895,1.1892328336706464e-5,2.1345116520654433e-5,1.126708865617488e-5
2-amino-4-oxo-4-phenylbutanoic acid,1924,1385,1538,8.215741371570281e-6,5.45744625828067e-6,5.985762470879781e-6
"2,6-diaminopimelic acid",1243,1441,1460,5.307778859075811e-6,5.678108345258083e-6,5.682193242837764e-6
1-monopalmitin,6494,10597,2477,2.7730262196973708e-5,4.1756359566065166e-5,9.640268946924069e-6
1-kestose,811,5262,33647,3.463080172735706e-6,2.0734355387056235e-5,1.309512027683303e-4
588382,386675,262959,165245,0.0016511547790290743,0.0010361621737409578,6.431191934333742e-4
588380,56677,150935,7356,2.4201848945763454e-4,5.947434303202836e-4,2.8628913352270268e-5
588375,40757,27744,21930,1.7403792675732327e-4,1.0932230251966708e-4,8.534965603796724e-5
588374,60910,206922,95651,2.6009397450225876e-4,8.15354292170363e-4,3.7226538758265406e-4
588356,7923,11023,6138,3.3832286323779286e-5,4.343496758485763e-5,2.3888563098998764e-5
562527,33719,15594,37043,1.439847106590324e-4,6.1446510434389e-5,1.4416813992769814e-4
554665,1618,2102,1951,6.9090798020793745e-6,8.282709050473623e-6,7.5931226142304635e-6
553510,5472,16396,13304,2.3366183360307995e-5,6.460670675145838e-5,5.1778012947064114e-5
553483,113343,70807,59450,4.83990007420941e-4,2.7900750701088765e-4,2.313742385525377e-4
553440,4072,14154,18453,1.738799317309469e-5,5.577234248354123e-5,7.18174739110173e-5
553439,6551,5641,8456,2.797365994031025e-5,2.2227764868564087e-5,3.291001785029872e-5
553386,167253,805822,108731,7.141930309871332e-4,0.0031752565045055927,4.231716119773924e-4
553359,16824,16898,23888,7.184076550691186e-5,6.658478474543449e-5,9.297002204445788e-5
553345,5175,12492,19986,2.2097953013449175e-5,4.922340697360443e-5,7.778377681599696e-5
553344,62416,72664,95198,2.6652479908936106e-4,2.863248194308351e-4,3.7050235091210237e-4
553268,44441,22572,29580,1.8976910722139027e-4,8.894258262953883e-5,1.151227918651651e-4
553263,24621,734069,63960,1.0513501471384195e-4,0.002892521384382551,2.4892676699445434e-4
550987,5600,9438,16876,2.3912760748853212e-5,3.7189442444514774e-5,6.567992682611651e-5
545358,1791319,1809549,3679818,0.007649175477120533,0.007130336764783775,0.01432153217429642
545069,598491,872992,167693,0.0025556378738110547,0.0034399327970461796,6.526465968980775e-4
544748,5388134,7363097,7076484,0.02300806414727883,0.029013506261377348,0.027541061347842156
544707,895,1041,830,3.821771583968505e-6,4.101950581133702e-6,3.2302879394214686e-6
544105,11259,5822,34037,4.8077459512738983e-5,2.2940976256830368e-5,1.3246904890854038e-4
544078,19941,21527,14017,8.515077894515748e-5,8.482487047076388e-5,5.455294704442256e-5
544032,6832,15997,12612,2.917356811360092e-5,6.303448938174431e-5,4.908480902648622e-5
541377,59089,126008,77424,2.523180571230335e-4,4.965212188544625e-4,3.013274860503226e-4
540580,4711,3449,5621,2.0116609979972764e-5,1.3590420321162477e-5,2.1876443984925392e-5
539711,1571,1686,1457,6.7083834172229275e-6,6.643504975784267e-6,5.670517503297686e-6
539702,9612,3181,4579,4.104454577106733e-5,1.2534394619199142e-5,1.782107045133844e-5
539604,2581,1624,2817,1.1021220623712525e-5,6.399200522344988e-6,1.0963519428132864e-5
534660,1586,4996,2752,6.77243545494307e-6,1.968621047391352e-5,1.0710545071431183e-5
524550,1013,1381,901,4.325647614033625e-6,5.441684680639426e-6,3.506613775203305e-6
521677,26770,30486,46861,1.1431153665121436e-4,1.2012686399273972e-4,1.8237894352919208e-4
521666,2787,7672,10187,1.1900868608402482e-5,3.0230705915905632e-5,3.9646919564923495e-5
520868,3599,5413,9835,1.53682189169862e-5,2.132935494301319e-5,3.8276966125554386e-5
520865,4283,5429,6645,1.8288991837024697e-5,2.1392401253578162e-5,2.5861763081271875e-5
520862,3199,3845,3601,1.3660164577782397e-5,1.5150816507645615e-5,1.4014779361273143e-5
520631,26252,42456,63155,1.1209960628194545e-4,1.6729338508416182e-4,2.4579377688453355e-4
519942,1915,9950,4427,8.177310148938197e-6,3.9206924382593986e-5,1.7229499647974508e-5
519090,58421,57105,77390,2.494656063765631e-4,2.2501622280080697e-4,3.0119516100220173e-4
517908,15365,25506,19319,6.5610637304666e-5,1.0050369982939117e-4,7.51878707249197e-5
517902,8166,13694,4498,3.486992933484559e-5,5.395976105479819e-5,1.7505825483756345e-5
514161,4901,3026,1977,2.092793579109457e-5,1.1923633485600943e-005,7.694312356911137e-6
513579,4301,4811,7515,1.836585428228887e-5,1.8957237508005994e-5,2.924772754789438e-5
511804,931,1883,598,3.975496474496847e-6,7.419762674615525e-6,2.3273640816554675e-6
511719,47338,70588,38915,2.021396907730738e-4,2.7814456063502953e-4,1.5145380140070655e-4
509844,48196,110750,71963,2.0580346733066595e-4,4.3639868094193804e-4,2.8007374817420134e-4
488159,271,792,456,1.157206814810575e-6,3.120792372966275e-6,1.7747124100917947e-6
486463,50,5116,74,2.135067924004751e-7,2.0159057803150834e-5,2.8800157532191406e-7
476084,2338,3408,3165,9.983577612646216e-6,1.3428864150339728e-5,1.2317905214781865e-5
474821,28000,13198,37591,1.1956380374426606e-4,5.200532542728396e-5,1.4630090835035232e-4
474672,36095,645968,118292,1.5413055343390297e-4,0.002545368696439746,4.603821938916197e-4
474251,4734,23502,13406,2.0214823104476982e-5,9.260714943112802e-5,5.217498809142675e-5
474221,61765,52365,73178,2.637449406523069e-4,2.0633875329593307e-4,2.848024226879328e-4
474043,42426,83000,50470,1.8116478348765113e-4,3.270527360558091e-4,1.9642485819590543e-4
425777,3225,11577,6331,1.3771188109830644e-5,4.5617946088169904e-5,2.4639702342743753e-5
425770,24496,13507,19561,1.0460124773284076e-4,5.322290730007004e-5,7.612971371448595e-5
425127,3877,1951,2066,1.655531668273284e-5,7.68770949451667e-6,8.040692629933438e-6
422265,82383,244415,177074,3.517866015665668e-4,9.630914997961515e-4,6.891566344399002e-4
421543,4207,12511,8738,1.7964461512575975e-5,4.929827446740033e-5,3.4007537367066014e-5
417901,26238,39345,27807,1.1203982438007331e-4,1.5503481807368444e-4,1.0822242979697924e-4
417820,2604,10795,4206,1.1119433748216743e-5,4.253655765930674e-5,1.6369386835188792e-5
417688,3384,4743,5162,1.4450139709664155e-5,1.868929068810485e-5,2.0090055835293517e-5
412153,2499,2087,1657,1.0671069484175746e-5,8.22360313431896e-6,6.448900139302859e-6
407336,82383,232975,177074,3.517866015665668e-4,9.180133877421942e-4,6.891566344399002e-4
406926,836,2274,301,3.5698335689359438e-6,8.960456889047108e-6,1.1714658671877856e-6
406851,6403,197457,306853,2.7341679834804843e-5,7.780584590767699e-4,0.0011942452350304769
406846,217617,130900,114040,9.292541528362838e-4,5.157976283097038e-4,4.438337790501497e-4
405282,8487,8987,12703,3.624064294205664e-5,3.541232456546454e-5,4.943897312586857e-5
404192,17714,3676404,4413116,7.564118641164032e-5,0.014486481771644829,0.017175464325383027
404164,4953,27704,8878,2.1149982855191064e-5,1.0916468674325464e-4,3.455240521226963e-5
404049,41948,24037,18705,1.791236585523026e-4,9.471526044064438e-5,7.279823603238381e-5
400553,447,905,363,1.9087507240602476e-6,3.5660569413314127e-6,1.4127644843493892e-6
