BinBase name,L1_SAC_907,L2_SAC_907,L3_SAC_907,normL1_SAC_907,normL2_SAC_907,normL3_SAC_907
404049,24767,14621,20647,9.810565300284442e-5,6.0919464929852346e-5,8.266042872085379e-5
400553,230,603,242,9.110631158660401e-7,2.512443564236438e-6,9.688489248048926e-7
400202,2870,4568,3382,1.1368483228415372e-5,1.903290580668665e-5,1.353986389954606e-5
396760,3591,1529,2416,1.4224468039456306e-5,6.3706902317040035e-6,9.672475216233968e-6
396036,134758,319210,214801,5.33795840729895e-4,0.001330011791276805,8.599575119711394e-4
391901,43926,36810,41239,1.7399721055448556e-4,1.5337155489144824e-4,1.6510066450425192e-4
391335,2402,4801,1835,9.51466784482708e-6,2.000371733316607e-5,7.346437095111479e-6
390198,2458,7271,3430,9.73649190782055e-6,3.0295152828462925e-5,1.3732032281325543e-5
390194,4659787,3159458,3995477,0.018458087232574208,0.013164112634453282,0.01599592394848214
390145,14507,10634,14730,5.746431574725498e-5,4.4307338079751715e-5,5.897167215857879e-5
390130,38072,47362,20110,1.5080867368370384e-4,1.9733723397904841e-4,8.051054494969583e-5
389549,1539,3249,3863,6.096200588338417e-6,1.3537195920736631e-5,1.546555122529463e-5
385008,46873,18658,38824,1.8567070186951696e-4,7.773992043370393e-5,1.5543219279597168e-4
384914,10256,8160,9360,4.062549267966134e-5,3.3999236292154786e-5,3.747283444699915e-5
383524,60503,46517,54967,2.396610943445349e-4,1.9381647973065738e-4,2.20060821693184e-4
382948,1483,9763,3376,5.874376525344946e-6,4.06782529314102e-5,1.3515842851823625e-5
382947,166,938,796,6.575499010163594e-7,3.908245544367793e-6,3.1867923311764234e-6
382905,27219,19238,16962,1.0781837804677282e-4,8.015653281721493e-5,6.790750191132474e-5
382622,1645,1329,926,6.516081850433201e-6,5.53737561670021e-6,3.7072483651625226e-6
382616,113745,248583,185170,4.505603222355771e-4,0.0010357392347074405,7.413295677938924e-4
382613,31400,82477,51222,1.2437992103562462e-4,3.436464475083395e-4,2.050676844064306e-4
382601,2665,2023,4986,1.0556448712099988e-5,8.428977330763375e-6,1.996149065734378e-5
381736,101172,23135,71600,4.0075685894956094e-4,9.639366809056385e-5,2.8665116948772856e-4
381214,21380,20681,19312,8.468925833572147e-5,8.61688977644673e-5,7.731574560261192e-5
380652,4846,7681,6044,1.9195703736899265e-5,3.20034477892207e-5,2.419720207239988e-5
380602,4924,5128,6104,1.9504672967497312e-5,2.1366186728697275e-5,2.4437412549624233e-5
380297,20761,22741,5860,8.223731021084722e-5,9.475203829900637e-5,2.346055660891186e-5
380205,13892,20268,14094,5.5028212198308826e-5,8.444810308448446e-5,5.6425441100000644e-5
379924,124105,89486,100970,4.915977738893692e-4,3.728499581911475e-4,4.0423419808904956e-4
379876,3741,1795,2000,1.4818639636760244e-5,7.478998669659049e-6,8.00701590747845e-6
379063,5675,17327,2203,2.2479492097999034e-5,7.219421167085368e-5,8.819728022087514e-6
378996,211875,6467,4432,8.392673811918142e-4,2.6945228076147673e-5,1.7743547250972246e-5
377666,1681,1062,1315,6.658683033786146e-6,4.4249006056701455e-6,5.264612959167081e-6
377276,3671,1002,1360,1.4541359558018406e-5,4.174906221169007e-6,5.4447708170853465e-6
377232,86128,129821,96629,3.411654088839579e-4,5.409086831720376e-4,3.868549700618676e-4
377204,19123,45206,49917,7.57489563682882e-5,1.8835410242930753e-4,1.9984310652680092e-4
376958,22985,14985,16327,9.104689442687363e-5,6.243609752915925e-5,6.536527436070033e-5
374861,426155,77920,123106,0.0016880613136604015,3.2465937400547805e-4,4.928558501530211e-4
371572,7082,270,249,2.8052821680709986e-5,1.1249747302551217e-6,9.968734804810672e-7
371569,885,2127,1412,3.5056124240932415e-6,8.862300930565348e-6,5.652953230679786e-6
371565,73542,106695,132959,2.913104507261753e-4,4.445525142391489e-4,5.323024140212137e-4
371564,26094,6153,15058,1.0336209106699327e-4,2.5636924130591715e-5,6.028482276740525e-5
371554,42153,20706,45007,1.66974102274353e-4,8.627306209134277e-5,1.801858824739413e-4
371553,26140,6153,17973,1.0354430369016648e-4,2.5636924130591715e-5,7.19550484525551e-5
371547,176237,94315,114912,6.981001319603622e-4,3.929703395704141e-4,4.6005110598008186e-4
371541,1993,866,672,7.89455995617834e-6,3.608252282966427e-6,2.6903573449127593e-6
371280,2443,4767,3171,9.677074748090158e-6,1.9862053848615424e-5,1.2695123721307084e-5
371271,17340,23248,8064,6.868623664833538e-5,9.686449084804099e-5,3.228428813895311e-5
370221,208634,11598,10889,8.264293135460671e-4,4.832391452407e-5,4.359419810826643e-5
370173,1568,3301,2704,6.211073763817178e-6,1.3753857720637616e-5,1.0825485506910866e-5
370157,2632,2001,1924,1.042573096069312e-5,8.337312723112957e-6,7.70274930299427e-6
367427,9882,2964,4901,3.914402483038352e-5,1.2349722594356224e-5,1.9621192481275944e-5
367202,22123,15492,17320,8.763238831436698e-5,6.454855007819387e-5,6.934075775876338e-5
366123,2013,662,862,7.973782835818865e-6,2.7582713756625576e-6,3.451023856123212e-6
361344,2176,2901,1289,8.619449304889145e-6,1.208722849063003e-5,5.160521752369861e-6
360157,4525,2761,3919,1.7924176518668832e-5,1.1503908260127374e-5,1.5689747670704024e-5
360148,49731,29586,48539,1.9699165137014802e-4,1.2327223099751122e-4,1.9432627256654825e-4
360106,2750,4132,2428,1.0893145950572219e-5,1.7216279945978382e-5,9.720517311678839e-6
359906,10500,8274,3986,4.159201181127575e-5,3.447422562270695e-5,1.5957982703604553e-5
357445,36868,71505,89392,1.4603945632934423e-4,2.979308077292314e-4,3.578815830006568e-4
356187,4999,4094,4291,1.9801758766149282e-5,1.705795016912766e-5,1.7179052629495017e-5
355602,2471,4801,3250,9.787986779586892e-6,2.000371733316607e-5,1.3011400849652482e-5
354270,10930,6686,14542,4.329530372354704e-5,2.7857707579576828e-5,5.8219012663275816e-5
354256,92287,95248,113291,3.655620946692576e-4,3.968577522494068e-4,4.535614195870706e-4
354254,6407,10919,10166,2.5379049492842257e-5,4.5494811406132126e-5,4.069966185771297e-5
354252,146582,245015,231730,5.806324071733734e-4,0.0010208729019757726,9.277328981199907e-4
354246,252483,243067,227805,0.0010001215160139365,0.0010127564176256358,9.120191294015642e-4
353481,254758,384639,354506,0.0010091331185730463,0.0016026265010022213,0.0014192675906482778
351741,965,1127,1147,3.822503942655342e-6,4.695727855546378e-6,4.592023622938892e-6
351285,42957,92525,67921,1.701588620359021e-4,3.8551217376613014e-4,2.719222637259219e-4
351222,5992,11089,13717,2.373517474030136e-5,4.620312882888535e-5,5.491611860144095e-5
350330,1060,1312,1247,4.1988126209478375e-6,5.466543874424888e-6,4.992374418312814e-6
350308,4009,5788,5083,1.5880226223943282e-5,2.4116124958209793e-5,2.0349830928856484e-5
348293,2632,2030,2239,1.042573096069312e-5,8.458143342288506e-6,8.963854308422126e-6
347607,127489,295897,352699,5.050022851245461e-4,0.001232876473178888,0.001412033251775871
346922,3720,4450,4225,1.4735455613137694e-5,1.854125018383441e-5,1.6914821104548227e-5
346416,7617,3435,6184,3.0172033711094034e-5,1.4312178512690159e-5,2.475769318592337e-5
346408,1694,4005,2704,6.710177905552487e-6,1.6687125165450973e-5,1.0825485506910866e-5
346346,1151,2184,3303,4.5592767233122274e-6,9.099795595841429e-6,1.322358677120066e-5
346256,10728,19486,44863,4.249515263917774e-5,8.118984293981963e-5,1.7960937732860286e-4
346225,38970,23475,17133,1.543657809795634e-4,9.78103029360703e-5,6.859210177141415e-5
344676,28994,17124,28762,1.1484940861486944e-4,7.134839733662482e-5,1.151488957654476e-4
342924,56536,31118,43206,2.2394723616783673e-4,1.2965542094844028e-4,1.7297556464925697e-4
342840,27670,28354,26967,1.0960485398266666e-4,1.1813901296908786e-4,1.0796259898848569e-4
342183,2082,1128,705,8.247101770578676e-6,4.699894428621397e-6,2.822473107386154e-6
341344,16956,8672,10103,6.716515735923729e-5,3.61325217065645e-5,4.0447440856627396e-5
328993,4956,4312,4199,1.9631429574922152e-5,1.7966263099481794e-5,1.6810729897751008e-5
328824,15955,13858,12154,6.3200052233229e-5,5.7740369673612874e-5,4.8658635669746543e-5
324432,3619,3026,2859,1.4335380070953042e-5,1.26080501250074e-5,1.1446029239740446e-5
323841,15552,7113,9215,6.160371120847242e-5,2.9636834282609927e-5,3.689232579370696e-5
321802,10312,21637,5324,4.0847316742654813e-5,9.015214162418543e-5,2.1314676345707636e-5
320847,181882,49746,94141,7.204607897389005e-4,2.0727034418989364e-4,3.768942422729644e-4
320842,2675,911,1750,1.059606015192025e-5,3.795748071342281e-6,7.006138919043644e-6
250667,4960,7369,6555,1.964727415085026e-5,3.070347698981478e-5,2.6242994636760623e-5
250558,2350,2625,2205,9.308688357761714e-6,1.0937254321924794e-5,8.827735037994992e-6
242849,2617,1743,2367,1.0366313800962727e-5,7.262336869758063e-6,9.476303326500746e-6
241382,2224,5562,5097,8.809584216026406e-6,2.3174479443255505e-5,2.0405880040208833e-5
237707,19160,30966,29067,7.589551869562317e-5,1.290221018410374e-4,1.1636996569133806e-4
234465,184780,183966,207482,7.319401849988126e-4,7.665077823189397e-4,8.306558372577219e-4
232320,20427,53096,22070,8.091428812085045e-5,2.2122836399120717e-4,8.83574205390247e-5
230854,39069,7035,34126,1.5475793423378402e-4,2.9311841582758446e-5,1.366237124293048e-4
228851,36101,50160,42687,1.4300125889513007e-4,2.089953054429515e-4,1.7089774402126632e-4
228833,14030,7113,9494,5.557485006782845e-5,2.9636834282609927e-5,3.8009304512800204e-5
228307,4527,3428,4494,1.7932098806632886e-5,1.4283012501165026e-5,1.799176474410408e-5
227159,17150,21319,19571,6.793361929175038e-5,8.88271713863294e-5,7.835265416263038e-5
224423,1954,1688,1514,7.740075340879315e-6,7.03317535063202e-6,6.061311041961187e-6
224377,34823,7686,16702,1.379389168861005e-4,3.20242806545958e-5,6.686658984335254e-5
223738,1957,2531,1395,7.751958772825393e-6,1.0545596452873011e-5,5.584893595466219e-6
223237,1851,3030,1946,7.33207751073061e-6,1.2624716417307477e-5,7.790826477976533e-6
223227,6451,9742,14284,2.5553339828051415e-5,4.05907548968348e-5,5.71861076112111e-5
223171,809,1035,944,3.204565481459246e-6,4.312403132644633e-6,3.779311508329829e-6
223160,3298,10019,9679,1.306385285272261e-5,4.174489563861505e-5,3.8749953484241965e-5
223108,9809,6055,10425,3.88548613196956e-5,2.5228599969239857e-5,4.173657041773142e-5
222288,9700,4679,10503,3.842309662565474e-5,1.9495395418013757e-5,4.2048844038123086e-5
219979,14853,21836,57643,5.8834871565036064e-5,9.09812896661142e-5,2.3077420897739016e-4
219417,10496,21168,15481,4.1576167235347643e-5,8.819801885200154e-5,6.197830663183694e-5
215929,1062,2109,2288,4.20673490891189e-6,8.787302615215005e-6,9.160026198155348e-6
215683,22387,6687,19344,8.867813032562192e-5,2.7861874152651845e-5,7.744385785713157e-5
215676,5712,4630,4814,2.2626054425334007e-5,1.9291233337337827e-5,1.927288728930063e-5
215644,8068,15499,15422,3.195850964698788e-5,6.4577716089719e-5,6.174209966256633e-5
214058,9186,11093,5090,3.638706861889324e-5,4.6219795121185424e-5,2.037785548453266e-5
212017,7809,39668,10019,3.0932573355643075e-5,1.6527962073985245e-4,4.01111461885133e-5
211126,5923,1066,2762,2.3461855805541547e-5,4.441566897970221e-6,1.105768896822774e-5
210861,5892,15162,11256,2.3339060342098734e-5,6.317358096343761e-5,4.506348552728872e-5
210845,1639,1591,1784,6.492314986541043e-6,6.62901776235518e-6,7.1422581894707784e-6
210842,2989,7230,12641,1.1839859362276496e-5,3.0124323332387145e-5,5.060834404321755e-5
210393,12386,30552,21783,4.9062729361377276e-5,1.2729714058797956e-4,8.720841375630154e-5
210312,58053,38636,61846,2.2995629158857056e-4,1.6097971732643288e-4,2.4760095290695614e-4
210297,33497,15870,15843,1.326864399659337e-4,6.612351470055104e-5,6.342757651109055e-5
210259,45774,99186,38206,1.813174046332701e-4,4.1326571701883147e-4,1.5295802488056085e-4
210228,22740,15960,30768,9.007641415127719e-5,6.649850627730274e-5,1.231799327206485e-4
209687,743028,565121,572329,0.0029432408906770093,0.002354617942727795,0.0022913237036556173
209676,195708,123331,171191,7.752275664343957e-4,5.138676239151644e-4,6.853645301085718e-4
209172,7184317,1646412,6156361,0.028458114049518965,0.006859895909588131,0.02464704022958997
208244,5412,6705,8392,2.1437711230726127e-5,2.7936872468002187e-5,3.359743874777958e-5
205795,1004,1480,1020,3.9769885579543665e-6,6.166528151028074e-6,4.08357811281401e-6
199152,3588,3110,2461,1.4212584607510227e-5,1.2958042263308994e-5,9.852633074152234e-6
190197,21378,6480,15225,8.468133604775742e-5,2.699939352612292e-5,6.095340859567971e-5
190007,1508,1725,609,5.9734051248956025e-6,7.1873385544077215e-6,2.4381363438271885e-6
189939,2672,658,3840,1.0584176719974172e-5,2.7416050833624815e-6,1.5373470542358624e-5
189234,2618,3201,3004,1.0370274944944754e-5,1.333720041313572e-5,1.2026537893032634e-5
188923,10512,34301,19878,4.1639545539060065e-5,1.4291762304622567e-4,7.958173110442832e-5
187931,7704,10601,7548,3.051665323753032e-5,4.416984116827609e-5,3.0218478034823674e-5
187846,3488,583,1766,1.3816470209307601e-5,2.429112102736059e-6,7.070195046303472e-6
187839,1199,663,859,4.749411634449488e-6,2.7624379487375764e-6,3.4390133322619946e-6
187836,1636,1464,1612,6.480431554594964e-6,6.099862981827771e-6,6.453654821427631e-6
183432,1242,561,662,4.9197408256766165e-6,2.3374474950856417e-6,2.6503222653753674e-6
170841,42305,84458,60695,1.67576196159621e-4,3.519004287699521e-4,2.429929152522023e-4
170728,69777,84890,70436,2.7639674363384644e-4,3.537003883383603e-4,2.819910862295761e-4
170630,18874,49145,45254,7.476263151676366e-5,2.0476623377180722e-4,1.811747489385149e-4
170487,22234,25276,22716,8.80720752963719e-5,1.0531430104417947e-4,9.094368667714024e-5
170319,27185,19233,17034,1.0768369915138393e-4,8.013569995183983e-5,6.819575448399396e-5
170278,3514,4884,3575,1.3919459952840284e-5,2.0349542898392645e-5,1.4312540934617731e-5
170275,9499,9168,7903,3.762690668526746e-5,3.819914195177391e-5,3.16397233584011e-5
170242,1040,944,1275,4.119589741307312e-6,3.933244982817907e-6,5.104472641017513e-6
169614,14844,14411,14231,5.8799221269197826e-5,6.004448458409836e-5,5.697392168966292e-5
169611,32165,12612,19220,1.274101961818747e-4,5.2548819622139235e-5,7.694742287086791e-5
169610,49910,49174,24808,1.9770069614293072e-4,2.0488706439098279e-4,9.93190253163627e-5
168880,2029,8107,5023,8.037161139531285e-6,3.377840791917878e-5,2.010962045163213e-5
163829,2855,3119,3310,1.1309066068684977e-5,1.2995541420984165e-5,1.3251611326876837e-5
163410,13304,17566,16147,5.2699059536877386e-5,7.31900226357832e-5,6.464464292902728e-5
161401,7397,49173,23792,2.9300582035048258e-5,2.0488289781790775e-4,9.525146123536365e-5
161388,5882,4436,1948,2.329944890227847e-5,1.8482918160784148e-5,7.798833493884011e-6
160575,18993,4787,14330,7.523400765062478e-5,1.9945385310115804e-5,5.73702689770831e-5
146435,1644,5716,3264,6.512120706451174e-6,2.3816131696808427e-5,1.3067449961004832e-5
146430,21718,7218,6141,8.602812500164635e-5,3.007432445548692e-5,2.4585542343912583e-5
146264,3901,2561,2113,1.5452422673884446e-5,1.067059364512358e-5,8.459412306250983e-6
138111,49668,16990,10418,1.9674209929928035e-4,7.079007654457228e-5,4.170854586205525e-5
135765,4517,8293,7390,1.7892487366812625e-5,3.455339051113231e-5,2.9585923778132875e-5
135325,15008,12082,11601,5.9448848882250135e-5,5.034053589237919e-5,4.644469577132875e-5
135323,7197,6946,6049,2.8508353238643006e-5,2.894101657908176e-5,2.4217219612168574e-5
135260,19179,45057,49076,7.597078043128167e-5,1.877332830411297e-4,1.9647615633770622e-4
135163,426,983,1109,1.6874473363431874e-6,4.095741332743647e-6,4.439890320696801e-6
134328,47391,24479,40236,1.8772257445220656e-4,1.0199354230338934e-4,1.6108514602665148e-4
133924,2900,1530,6773,1.148731754787616e-5,6.374856804779022e-6,2.7115759370675773e-5
133605,13853,12448,17062,5.48737275830098e-5,5.186550163783613e-5,6.830785270669866e-5
133467,32946,43821,40423,1.305038496318372e-4,1.8258339872040624e-4,1.618338020140007e-4
132335,9263,27701,32117,3.669207670550926e-5,1.1541824075110046e-4,1.285806649502427e-4
132248,2618,4049,3262,1.0370274944944754e-5,1.6870454380751804e-5,1.3059442945097354e-5
131989,4141,4520,2529,1.640309722957075e-5,1.883291029908574e-5,1.01248716150065e-5
131524,12850,13510,8824,5.0900700169037465e-5,5.629040224350627e-5,3.5326954183794925e-5
131446,782510,640304,656400,0.00309963477737537,0.002667873406226946,0.0026279026208344274
131427,2378,348,307,9.41960038925845e-6,1.4499674301066013e-6,1.2290769417979422e-6
131421,306970,111056,161231,0.0012159523681626015,4.627229394193066e-4,6.454895908893291e-4
130738,6640,18346,10438,2.630199604065438e-5,7.6439949634298e-5,4.1788616021130035e-5
130659,9178,16386,10934,3.635537946703703e-5,6.827346640726082e-5,4.377435596618469e-5
130582,37874,59163,42682,1.5002436717526265e-4,2.4650696283734725e-4,1.7087772648149762e-4
130549,6567,2001,4268,2.601283252996646e-5,8.337312723112957e-6,1.7086971946559015e-5
130548,33304,65339,43659,1.319219391774026e-4,2.722397181486644e-4,1.7478915375230083e-4
130530,52093,39524,41992,2.0634787345569404e-4,1.6467963421704974e-4,1.6811530599341755e-4
130528,12038,8532,5693,4.768425125563214e-5,3.554920147606184e-5,2.2791970780637412e-5
130463,48662,31152,42385,1.9275718845336194e-4,1.2979708443299092e-4,1.6968868461923707e-4
128059,2979,2435,2157,1.1800247922456233e-5,1.0145605437671189e-5,8.635566656215509e-6
127630,3307,1242,2711,1.3099503148560846e-5,5.17488375917356e-6,1.085351006258704e-5
125960,47410,16380,12506,1.8779783618786506e-4,6.824846696881071e-5,5.006787046946275e-5
125942,6714,7885,3289,2.6595120695324322e-5,3.2853428696524574e-5,1.3167537659848312e-5
125898,1026,273,115,4.064133725558944e-6,1.1374744494801786e-6,4.6040341468001093e-7
125897,17163,15870,15843,6.798511416351673e-5,6.612351470055104e-5,6.342757651109055e-5
125868,4698,8841,18851,1.8609454427559378e-5,3.6836672556242704e-5,7.547012843593813e-5
125802,15907,21225,20043,6.300991732209175e-5,8.843551351727761e-5,8.024230991679529e-5
124996,25002,22774,25637,9.903652183862059e-5,9.4889535210482e-5,1.0263793341001252e-4
121191,1144,2297,1036,4.5315487154380435e-6,9.570618353318571e-6,4.147634240073837e-6
118967,953,2017,1267,3.7749702148710273e-6,8.40397789231326e-6,5.072444577387598e-6
118602,17010,28575,26266,6.737905913426672e-5,1.1905982561866705e-4,1.051561399129145e-4
118128,3021,4185,4127,1.1966615969701337e-5,1.7437108318954384e-5,1.6522477325081782e-5
118125,1939,4319,2572,7.680658181148922e-6,1.7995429111006927e-5,1.0297022457017287e-5
118060,29117,101479,41876,1.1533662932465866e-4,4.2281966907984996e-4,1.6765089907078381e-4
117962,1036,9536,1390,4.103745165379207e-6,3.973244084338089e-5,5.564876055697523e-6
117769,56677,28840,31625,2.2450575746930243e-4,1.2016396748354707e-4,1.26610939037003e-4
117750,38204,16903,32339,1.513315446893313e-4,7.042758468704563e-5,1.2946944371597282e-4
117745,78066,79387,76482,3.0923066610086215e-4,3.307717367065309e-4,3.0619629531788344e-4
117300,712,4295,2411,2.8203345152026982e-6,1.7895431357206472e-5,9.652457676465272e-6
117249,36022,9794,26021,1.4268832852055e-4,4.080741669673578e-5,1.0417528046424838e-4
117245,1465,12620,5358,5.8030759336684735e-6,5.258215220673939e-5,2.145079561613477e-5
117242,6557,5069,4653,2.5973221090146198e-5,2.1120358917271156e-5,1.8628322508748614e-5
117235,39320,14769,28897,1.557521813732726e-4,6.153611774495516e-5,1.1568936933920239e-4
117213,22658,30038,44835,8.975160034475103e-5,1.251555220274198e-4,1.7949727910589818e-4
117212,17138,23181,17700,6.788608556396608e-5,9.658533045201472e-5,7.086209078118429e-5
117201,94812,23496,123244,3.7556398322387394e-4,9.78978009706457e-5,4.934083342506371e-4
117200,9822,31145,25974,3.890635619146194e-5,1.2976791842146578e-4,1.0398711559042264e-4
117199,506448,568895,392203,0.0020061134474092363,0.0023703425895129165,0.0015701878299803854
117196,2085,6578,1846,8.258985202524755e-6,2.7407717687474778e-5,7.39047568260261e-6
117195,10528727,8641336,9619737,0.041705803594447415,0.036004757909792115,0.038512693592379514
117192,41254,69525,54606,1.634130338345114e-4,2.8968099304069384e-4,2.1861555532188415e-4
117191,3126,1331,1840,1.2382536087814093e-5,5.545708762850248e-6,7.366454634880175e-6
117190,17039,24584,10005,6.749393230974548e-5,1.0243103247626634e-4,4.005509707716095e-5
117182,23368,103133,38762,9.256401257198968e-5,4.2971118094593135e-4,1.5518397530283985e-4
116942,52446,50430,48622,2.0774615728134932e-4,2.101202801732066e-4,1.9465856372670863e-4
115895,12327,20692,15327,4.882902186643773e-5,8.621473006829251e-5,6.136176640696111e-5
114282,2565,805,2991,1.016033431389736e-5,3.35409132539027e-6,1.1974492289634023e-5
113559,5506,19556,11506,2.1810058765036595e-5,8.148150305507096e-5,4.6064362515723527e-5
113534,8029,9964,10485,3.1804025031688855e-5,4.1515734119489006e-5,4.197678089495578e-5
112543,2306,3546,2164,9.134398022552559e-6,1.4774668124017264e-5,8.663591211891683e-6
112530,2252,6203,5199,8.920496247523142e-6,2.5845252784342667e-5,2.0814237851490234e-5
111776,36820,34698,48890,1.4584932141820694e-4,1.445717525570082e-4,1.9573150385831072e-4
111772,1412,2954,24937,5.593135302621081e-6,1.2308056863606034e-5,9.983547784239507e-5
111739,16287,22315,25179,6.451515203526173e-5,9.297707816904829e-5,1.0080432676719996e-4
111732,12236,30403,84935,4.8468557764073335e-5,1.2667632119980172e-4,3.4003794805084113e-4
110962,9059,14594,10837,3.58840033331759e-5,6.0806967456826836e-5,4.338601569467198e-5
110647,59401,22996,30674,2.3529591367634197e-4,9.581451443313621e-5,1.22803602972997e-4
110628,60582,149897,106920,2.39974024719115e-4,6.245568042261184e-4,4.28055070413798e-4
110612,32843,40630,36626,1.300958518016885e-4,1.6928786403802072e-4,1.4663248231365286e-4
110605,106226,28450,22281,4.207764806347217e-4,1.1853900398428968e-4,8.920216071726368e-5
110346,16221,65274,14104,6.4253716532448e-5,2.719688908987882e-4,5.6465476179538036e-5
110328,15270,13576,13045,6.048666860554102e-5,5.656539606645752e-5,5.2225761256528194e-5
110321,28091,93784,22519,1.1127249559909971e-4,3.90757889267579e-4,9.015499561025361e-5
110283,11963,17129,15047,4.738716545698017e-5,7.136923020199992e-5,6.0240784179914125e-5
110182,1729,2570,2369,6.848817944923407e-6,1.070809280279875e-5,9.484310342408225e-6
110123,3644,19429,9108,1.4434408670503697e-5,8.095234827454354e-5,3.646395044265686e-5
110031,8068,15499,15422,3.195850964698788e-5,6.4577716089719e-5,6.174209966256633e-5
110021,14615,9317,13151,5.7892119297313816e-5,3.881996133995174e-5,5.2650133099624556e-5
109714,6667,6469,5723,2.6408946928169088e-5,2.695356122229771e-5,2.2912076019249587e-5
109387,117059,80763,106524,4.636875533920122e-4,3.36504941257757e-4,4.2646968126411723e-4
109386,6399,6391,5298,2.5347360340986047e-5,2.6628568522446232e-5,2.1210585138910417e-5
108314,5005855,3681646,4110389,0.019828912408146073,0.015339847095351288,0.01645597505446222
107960,13026,19823,14067,5.159786150987409e-5,8.259397806610102e-5,5.631734638524968e-5
107143,37612,140893,204399,1.4898654745197176e-4,5.870409802586476e-4,8.183130222363439e-4
106940,32588,64323,37931,1.290857600862718e-4,2.6800647990444517e-4,1.5185706019328255e-4
106931,5044,1391,1901,1.9980010245340463e-5,5.795703147351386e-6,7.610668620058267e-6
106902,818,1028,1009,3.240215777297482e-6,4.2832371211195005e-6,4.039539525322878e-6
106482,30629,13716,22922,1.2132587902548236e-4,5.714871629696018e-5,9.176840931561052e-5
106427,178255,184049,159881,7.060937205160913e-4,7.668536078841662e-4,6.400848551517811e-4
105769,474,970,588,1.877582247480448e-6,4.0415758827684e-6,2.3540626767986646e-6
105406,40724,37082,36622,1.6131362752403749e-4,1.545048627678534e-4,1.4661646828183791e-4
105370,70682,35727,36722,2.799815789375802e-4,1.488591562512027e-4,1.4701681907721185e-4
105085,426,751,646,1.6874473363431874e-6,3.129096379339246e-6,2.5862661381155394e-6
105081,1655,3690,2080,6.555693290253463e-6,1.5374654646819994e-5,8.32729654377759e-6
104990,3298,3865,14459,1.306385285272261e-5,1.6103804934948314e-5,5.788672150311546e-5
104933,34546,10581,44476,1.3684168000307922e-4,4.408650970677571e-5,1.780600197505058e-4
104931,8427,2292,11500,3.3380560336535305e-5,9.549785487943477e-6,4.604034146800109e-5
104924,47313,34366,56929,1.8741360522160852e-4,1.4318845029610188e-4,2.2791570429842037e-4
104918,123488,45521,181125,4.89153748052459e-4,1.8966657294793848e-4,7.251353781210172e-4
104417,11835,2943,9733,4.688013902728081e-5,1.2262224559780825e-5,3.896614291374388e-5
104390,797,1057,809,3.1570317536749306e-6,4.4040677402950506e-6,3.2388379345750333e-6
104378,55244,49172,64523,2.188294381430588e-4,2.0487873124483275e-4,2.5831834369911605e-4
104312,114110,221586,272533,4.520061397890167e-4,9.232542614011533e-4,0.0010910880331564123
104238,625,1162,818,2.4757149887664136e-6,4.841557913172042e-6,3.2748695061586864e-6
104135,12250,20712,16881,4.85240137798217e-5,8.629806152979289e-5,6.758321776707186e-5
104131,16322,12612,13283,6.465379207463264e-5,5.2548819622139235e-5,5.317859614951813e-5
103821,105514,65517,165608,4.1795614611951897e-4,2.729813681560178e-4,6.630129452028456e-4
102904,67147,16221,46571,2.6597893496111736e-4,6.75859818498827e-5,1.8644736891358947e-4
100922,8128,6690,8133,3.2196178285909454e-5,2.7874373871876903e-5,3.256053018776112e-5
100908,1172,2114,1706,4.6424607469347785e-6,8.808135480590101e-6,6.829984569079119e-6
100877,511,870,487,2.0241445748154195e-6,3.624918575266503e-6,1.9497083734710028e-6
100869,9453,8565,8857,3.744469406209425e-5,3.568669838753747e-5,3.545906994626832e-5
100865,5049,17279,5177,1.9999815965250594e-5,7.199421616325277e-5,2.0726160676507968e-5
100727,19865,19993,17450,7.868812520295169e-5,8.330229548885425e-5,6.986121379274948e-5
100468,3115,5917,6291,1.2338963504011806e-5,2.465361288488724e-5,2.5186068536973466e-5
100114,14278,28527,10037,5.655721377537096e-5,1.1885983011106613e-4,4.01832093316806e-5
100017,123300,91054,83574,4.884090529838381e-4,3.793831447727772e-4,3.34589173725802e-4
99877,4695,8727,7149,1.8597570995613298e-5,3.636168322569054e-5,2.8621078361281723e-5
98053,130673,134005,96682,5.176145675633176e-4,5.58341624917917e-4,3.870671559834158e-4
98027,27920,24628,29655,1.1059513997817323e-4,1.0261436169156718e-4,1.1872402836813673e-4
97891,20352,13247,22265,8.061720232219848e-5,5.5194593524776284e-5,8.913810459000385e-5
97693,14319,28575,25961,5.671962067863404e-5,1.1905982561866705e-4,1.0393506998702403e-4
95422,54356,41031,44622,2.1531194228701947e-4,1.7095865984110333e-4,1.7864453191175172e-4
95404,7673,1179,3536,3.0393857774087506e-5,4.912389655447365e-6,1.4156404124421901e-5
94586,6066,2481,8389,2.4028299394971303e-5,1.0337267799122062e-5,3.358542822391836e-5
94582,69782,17831,99878,2.764165493537566e-4,7.429416450066323e-5,3.9986236740356635e-4
92552,4179,5014,26671,1.6553620700887748e-5,2.0891197398145112e-5,1.0677756063417888e-4
91648,2827,33397,16392,1.1198154037188241e-5,1.391510409864085e-4,6.562550237769338e-5
91401,479,2516,1473,1.8973879673905793e-6,1.0483097856747725e-5,5.897167215857879e-6
90822,5063,5891,6809,2.005527198099896e-5,2.4545281984936747e-5,2.7259885657010384e-5
