BinBase name,L1_SAC_907,L2_SAC_907,L3_SAC_907,normL1_SAC_907,normL2_SAC_907,normL3_SAC_907
87950,28978,25594,26299,1.1478603031115701e-4,1.066392712820355e-4,1.0528825567538788e-4
87877,21107,19072,17757,8.36078660286283e-5,7.946488168676178e-5,7.109029073454742e-5
85106,7130,10686,8172,2.8242956591847247e-5,4.45239998796527e-5,3.271666699795695e-5
84390,25632,15748,12893,1.0153204254729714e-4,6.561519278539873e-5,5.161722804755983e-5
84223,69793,64272,59895,2.7646012193755887e-4,2.677939846776192e-4,2.3979010888921091e-4
84216,4828,16019,13761,1.912440314522279e-5,6.674433408872886e-5,5.509227295140548e-5
84185,1246,1517,1678,4.935585401604722e-6,6.320691354803776e-6,6.71788634637442e-6
84181,8535,5649,6623,3.380836388659414e-5,2.3536971300782158e-5,2.651523317761489e-5
84086,1032,6871,1304,4.087900589451102e-6,2.8628523598455335e-5,5.22057437167595e-6
68541,302,436,445,1.196265482571931e-6,1.8166258607082704e-6,1.7815610394139552e-6
68263,4146,2156,5068,1.642290294948088e-5,8.983131549740897e-6,2.0289778309550393e-5
68235,1302,3173,2369,5.157409464598193e-6,1.3220536367035188e-5,9.484310342408225e-6
68142,5089,4544,3749,2.0158261724531644e-5,1.8932908052886194e-5,1.5009151318568356e-5
68094,2662,26619,11943,1.054456528015391e-5,1.1091000868392994e-4,4.781389549150757e-5
67178,25450,47493,23879,1.0081111434256835e-4,1.978830550518759e-4,9.559976642733896e-5
67163,20385,19925,18267,8.074792007360535e-5,8.301896851975296e-5,7.313207979095443e-5
67160,20030,30695,24440,7.934171395998602e-5,1.2789296053770726e-4,9.784573438938667e-5
66827,2580,2881,2591,1.0219751473627755e-5,1.200389702912965e-5,1.0373089108138334e-5
66763,27908,24763,18555,1.105476062503889e-4,1.0317684905669473e-4,7.428509008163132e-5
66608,1731,4023,2620,6.856740232887459e-6,1.676212348080131e-5,1.048919083879677e-5
66546,1495,4727,2740,5.921910253129261e-6,1.9695390925614668e-5,1.0969611793245477e-5
66437,123485,45837,181958,4.891418646205129e-4,1.909832100396445e-4,7.28470300246482e-4
66396,3522,4568,3382,1.3951149104696493e-5,1.903290580668665e-5,1.353986389954606e-5
66391,56238,109757,105138,2.227668152611929e-4,4.57310560994857e-4,4.2092081924023465e-4
66367,10719,7770,10880,4.24595023433395e-5,3.237427279289739e-5,4.355816653668277e-5
66350,24041,50617,36422,9.522986247189336e-5,2.1089942933823514e-4,1.4581576669109008e-4
66291,113621,247831,179980,4.500691403818059e-4,0.001032605971755026,7.205513615139858e-4
66287,108871,119776,125417,4.3125370646718113e-4,4.99055456633472e-4,5.021079570341124e-4
66261,47113,19811,61070,1.8662137642520328e-4,8.254397918920079e-5,2.444942307348545e-4
66256,426173,77920,124172,0.001688132614252078,3.2465937400547805e-4,4.971235896317071e-4
65419,308,510,487,1.2200323464640885e-6,2.124952268259674e-6,1.9497083734710028e-6
65232,1127,334,991,4.464209267743597e-6,1.3916354070563357e-6,3.967476382155573e-6
65051,47218,27838,42197,1.8703729654331603e-4,1.1598906126237805e-4,1.6893602512393408e-4
65017,11804,7065,9032,4.675734356383799e-5,2.9436838775009017e-5,3.615968383817268e-5
64799,457,1196,765,1.8102427997860017e-6,4.983221397722687e-6,3.0626835846105076e-006
64787,412,666,512,1.6319913205948198e-6,2.7749376679626333e-6,2.0497960723144834e-6
64753,1489,3619,892,5.898143389237103e-6,1.507882795849365e-5,3.5711290947353892e-6
64652,131,1298,861,5.189098616454403e-7,5.4082118513746216e-6,3.447020348169473e-6
64643,1246,1382,1938,4.935585401604722e-6,5.758203989676215e-6,7.758798414346619e-6
64616,7034,1572,7881,2.7862686769572725e-5,6.54985287392982e-6,3.1551646183418836e-5
64612,1278,6051,2639,5.062342009029562e-6,2.5211933676939782e-5,1.0565257489917815e-5
64604,3275,5873,4269,1.2972746541136007e-5,2.4470283669586404e-5,1.7090975454512754e-5
64586,2279,784,1402,9.027447135037851e-6,3.2665932908148717e-6,5.612918151142394e-6
64585,981,4398,2153,3.885882246367763e-6,1.8324588383933426e-5,8.619552624400552e-6
64557,11493,14294,13399,4.5525427785427824e-5,5.955699553432114e-5,5.364300307215188e-5
62840,89333,19495,45191,3.5386087534635205e-4,8.12273420974948e-5,1.8092252793742934e-4
62820,9399,9152,9460,3.7230792287064833e-5,3.813247678257361e-5,3.787318524237307e-5
62816,642291,752189,506218,0.0025442071293596295,0.0031340504347254433,0.002026647789325963
62766,2216,1704,1482,8.777895064170195e-6,7.099840519832323e-6,5.933198787441532e-6
62409,38827,36093,43443,1.5379933739013366e-4,1.5038412199665964e-4,1.7392439603429317e-4
62393,67852,103448,82373,2.6877154146844593e-4,4.310236514645623e-4,3.2978096067336123e-4
62375,12237,8505,9937,4.8472518908055366e-5,3.543670400303633e-5,3.978285853630668e-5
62348,13186,17566,14825,5.223164454699829e-5,7.31900226357832e-5,5.935200541418402e-5
62311,14573,14828,14774,5.772575125006871e-5,6.178194555638128e-5,5.9147826508543316e-005
62290,14859,9864,9902,5.8858638428928225e-5,4.109907681198711e-5,3.964273575792581e-5
62267,6480,2627,5122,2.5668213003530174e-5,1.0945587468074832e-5,2.0505967739052313e-5
62252,1410,597,806,5.5852130146570285e-6,2.4874441257863244e-6,3.2268274107138157e-6
53745,32420,40962,19109,1.284202878972914e-4,1.70671166298927e-4,7.650303348800285e-5
52871,3172,4803,3239,1.2564748710987302e-5,2.0012050479316108e-5,1.296736226216135e-5
50367,716,1096,1910,2.836179091130803e-6,4.56656409022079e-6,7.64670019164192e-6
48608,67119,151027,109507,2.6586802292962066e-4,6.292650318008899e-4,4.3841214549012136e-4
47358,1148,3794,2740,4.547393291366148e-6,1.580797824662197e-5,1.0969611793245477e-5
47286,9238,10978,14284,3.65930481059586e-5,4.5740639217558245e-5,5.71861076112111e-5
47259,19123,45206,49917,7.57489563682882e-5,1.8835410242930753e-4,1.9984310652680092e-4
46365,11530,31363,37888,4.56719901127628e-5,1.3067623135181992e-4,1.5168490935127177e-4
46362,1723,2668,2439,6.825051081031249e-6,1.111641696415061e-5,9.764555899169971e-6
46349,13273,860,4931,5.257626407343457e-5,3.5832528445163133e-6,1.974129771988812e-5
46207,51191,190054,123593,2.0277492158390635e-4,7.918738791996551e-4,4.948055585264921e-4
46179,13853,13982,16127,5.48737275830098e-5,5.825702473491523e-5,6.45645727699525e-5
46149,3375,2395,3927,1.3368860939338633e-5,9.978942514670431e-6,1.5721775734333937e-5
46131,563502,510548,919855,0.0022321125561597624,0.0021272355503047847,0.0036826468087867953
42424,16028,4112,9763,6.348921574391693e-5,1.7132948484478002e-5,3.908624815235606e-5
42245,27965,9383,15826,1.1077339145736441e-4,3.9094955162902984e-5,6.335951687587698e-5
42007,60323,117832,92549,2.3894808842777018e-4,4.909556385756351e-4,3.705206576106116e-4
34087,1256,2890,2375,4.9751968414249845e-6,1.2041396186804821e-5,9.50833139013066e-6
33999,1136,1196,1538,4.4998595635818336e-6,4.983221397722687e-6,6.157395232850929e-6
33395,27573,39120,34344,1.0922062301641011e-4,1.6299633869474206e-4,1.3749647716321996e-4
31695,12237,8505,9937,4.8472518908055366e-5,3.543670400303633e-5,3.978285853630668e-5
31664,3638,2961,3316,1.441064180661154e-5,1.2337222875131168e-5,1.3275632374599272e-5
31599,2673,7489,4761,1.0588137863956197e-5,3.120346575881706e-5,1.906070136775245e-5
27127,26434,14882,19823,1.047088800208822e-4,6.20069405024323e-5,7.936153816697267e-5
26911,438,294,288,1.7349810641275026e-6,1.2249724840555769e-006,1.153010290676897e-6
26755,12287,5930,11705,4.867057610715668e-5,2.4707778334862486e-5,4.6861060598517636e-5
26751,10957,16432,18851,4.340225461106175e-5,6.846512876871169e-5,7.547012843593813e-5
26736,3945,1074,1677,1.5626713009093603e-5,4.474899482570373e-6,6.713882838420681e-6
26723,3966,2659,4284,1.5709897032716155e-5,1.1078917806475439e-5,1.7151028073818842e-5
23170,17471,18841,15101,6.920514650998082e-5,7.85024033064324e-5,6.045697360941604e-5
22969,61790,103665,73268,2.447590866494027e-4,4.3192779782184144e-4,2.9332902075456554e-4
22885,15867,26793,73800,6.285147156281069e-5,1.1163499239898324e-4,2.954588869859548e-4
21827,4282,2519,3061,1.6961618531036454e-5,1.0495597575972784e-5,1.225473784639577e-5
21709,877261,501791,781488,0.0034749571308163403,0.0020907488698868435,0.00312869342375176
21683,20576,14884,18811,8.150449857417236e-5,6.201527364858233e-5,7.530998811778857e-5
20297,4078,4245,4671,1.6153545158703095e-5,1.7687102703455524e-5,1.8700385651915923e-5
18588,26155,13628,20688,1.0360372084989687e-4,5.678205786635851e-5,8.282457254695709e-5
18489,833,403,854,3.299632937027876e-6,1.6791289492326446e-6,3.4189957924932986e-6
18488,3077,11189,14869,1.2188440032694807e-5,4.6619786136387245e-5,5.952815976414854e-5
18361,1625509,1573751,647775,0.0064388751930795265,0.0065571485433841776,0.0025933723647334267
18345,6564,8041,8544,2.6000949098020382e-005,3.350341409622753e-5,3.4205971956747944e-5
18257,29729,18736,27489,1.1776084944165873e-4,7.80649131335554e-5,1.1005243014033757e-4
18177,9269,10021,10398,3.671584356940142e-5,4.175322878476509e-5,4.162847570298047e-5
18168,1209,3010,1847,4.78902307426975e-6,1.2541384955807097e-5,7.394479190556349e-6
18037,2773,1814,2849,1.0984252262158823e-5,7.55816355808441e-6,1.1405994160203054e-5
18023,1251,1410,1224,4.955391121514853e-6,5.874868035776747e-6,4.900293735376812e-6
17863,187,390,474,7.407339246389109e-7,1.624963499257398e-6,1.8976627700723928e-6
17830,90991,56357,79560,3.604284520685516e-4,2.3481555878884403e-4,3.1851909279949277e-4
17829,4855,9995,2841,1.92313540327375e-5,4.16448978848146e-5,1.1373966096573139e-5
17651,3172,4943,3238,1.2564748710987302e-5,2.0595370709818764e-5,1.2963358754207612e-5
17644,7258,75778,31431,2.8749983021546608e-005,3.157345744787874e-4,1.258342584939776e-4
17537,5557,14767,19316,2.2012077108119937e-5,6.152778459880511e-5,7.733175963442688e-5
17456,14985,5136,4331,5.935774257066353e-5,2.1399519313297425e-5,1.7339192947644584e-5
17382,7994,1986,2812,3.1665384992317935e-5,8.274814126987673e-6,1.1257864365914702e-5
17297,1519,4421,12158,6.016977708697892e-6,1.8420419564658864e-5,4.86746497015615e-5
17267,5974,18647,13325,2.3663874148624888e-5,7.769408812987871e-5,5.3346743483575175e-5
17250,16587,90312,15776,6.57034952298696e-5,3.762915475511131e-4,6.315934147819001e-5
17233,16451,23726,29617,6.516477964831404e-5,9.885611277790006e-5,1.1857189506589464e-4
17222,4580,10571,9106,1.8142039437680277e-5,4.404484397602552e-5,3.6455943426749384e-5
17188,2350,2625,2205,9.308688357761714e-6,1.0937254321924794e-5,8.827735037994992e-6
17045,3187,5700,2068,1.2624165870717696e-5,2.3749466527608123e-5,8.279254448332718e-6
16980,2969,2415,1952,1.176063648263597e-5,1.006227397617081e-5,7.814847525698968e-6
16808,14224,4767,3171,5.634331200034154e-5,1.9862053848615424e-5,1.2695123721307084e-5
14764,650,1422,1104,2.57474358831707e-6,5.924866912676974e-6,4.419872780928105e-6
14702,14927,12284,12389,5.912799621970601e-5,5.118218365353301e-5,4.9599460038875264e-5
14701,2348,2987,3118,9.300766069797662e-6,1.244555377508166e-5,1.2482937799758905e-5
14688,15023,22203,16881,5.9508266041980526e-5,9.251042198464617e-5,6.758321776707186e-5
13139,8941,4891,7186,3.5416588343296805e-5,2.0378708909917778e-5,2.8769208155570073e-5
9489,36882,60279,54650,1.4609491234509258e-4,2.511568583890684e-4,2.1879170967184866e-4
9392,26148,25985,26544,1.0357599284202269e-4,1.0826840135436791e-4,1.06269115124054e-4
8811,36563,15856,28970,1.448313074148262e-4,6.606518267750077e-5,1.1598162541982536e-4
8598,90991,10407,76376,3.604284520685516e-4,4.3361525991722414e-5,3.057719234747871e-4
7543,7497,5101,7443,2.9696696433250883e-5,2.125368925567176e-5,2.9798109699681056e-5
5990,24832,26312,29254,9.836312736167613e-5,1.0963087074989911e-4,1.171186216786873e-4
5900,772,958,1249,3.058003154124274e-6,3.991577005868173e-6,5.000381434220293e-6
5290,65112,48433,37989,2.5791800695769396e-4,2.0179963374239372e-4,1.5208926365459943e-4
5269,2307,2854,2707,9.138359166534585e-6,1.1891399556104138e-5,1.0837496030772083e-5
4755,5412,8841,8392,2.1437711230726127e-5,3.6836672556242704e-5,3.359743874777958e-5
4732,21711,9726,18229,8.600039699377217e-5,4.0524089727634496e-5,7.297994648871234e-5
4713,27039,17478,6753,1.071053721300081e-4,7.282336420518155e-5,2.703568921160099e-5
4709,3332,3026,2859,1.3198531748111504e-5,1.26080501250074e-5,1.1446029239740446e-5
4603,27955,157382,60241,1.1073378001754414e-4,6.557436036926354e-4,2.4117532264120468e-4
4548,3658,5634,5815,1.4489864686252065e-5,2.347447270465687e-5,2.3280398750993597e-5
4543,19193,27070,43184,7.602623644703004e-5,1.1278913314076349e-4,1.7288748747427472e-4
4541,37069,26919,21458,1.468356462697315e-4,1.1215998060643563e-4,8.59072736713363e-5
3772,93549,46440,67290,3.7056105837457475e-4,1.9349565360388091e-4,2.693960502071125e-4
3618,767,4636,5272,3.038197434214143e-6,1.931623277578794e-5,2.1106493932113195e-5
3253,12386,32668,21783,4.9062729361377276e-5,1.3611360921471968e-4,8.720841375630154e-5
3232,3321653,2909334,3045215,0.013157545791329477,0.012121952710637237,0.012191542473345996
3204,4846,7681,5643,1.9195703736899265e-5,3.20034477892207e-5,2.259179538295045e-5
3182,34919,22378,33234,1.3831918670837503e-4,9.323957227277449e-5,1.330525833345694e-4
3178,2149,3775,2669,8.512498417374436e-6,1.572881335819661e-5,1.0685362728529992e-5
3175,8779,6566,9410,3.477488301820855e-5,2.7357718810574552e-5,3.767300984468611e-5
3143,2458,7271,3430,9.73649190782055e-6,3.0295152828462925e-5,1.3732032281325543e-5
3090,17358,10401,8434,6.875753724001186e-5,4.33365265532723e-5,3.3765586081836626e-5
2813,27717,7954,14543,1.097910277498219e-4,3.314092223870088e-5,5.822301617122955e-5
2810,1620,2104,1803,6.4170532508825435e-6,8.766469749839911e-6,7.218324840591823e-6
2806,129777,262528,118660,5.140653825554222e-4,0.0010938420962385799,4.750562537906965e-4
2672,1571,297,634,6.222957195763257e-6,1.2374722032806337e-6,2.5382240426706687e-6
2568,5963,10354,7885,2.3620301564822597e-5,4.3140697618746404e-5,3.156766021523379e-5
2403,1060,3839,4954,4.1988126209478375e-6,1.599547403499782e-5,1.983337840282412e-5
2242,11549,7430,16470,4.5747251848421296e-5,3.095763794739094e-5,6.593777599808505e-5
2197,219772,159010,200101,8.705485352178756e-4,6.625267846587662e-4,8.011059450511727e-4
2193,49793,57790,46147,1.9723724229703366e-4,2.4078625800534622e-4,1.8474988154120402e-4
2044,4078,4245,5178,1.6153545158703095e-5,1.7687102703455524e-5,2.073016418446171e-5
2042,2884,11878,8029,1.1423939244163738e-5,4.9490554985075314e-5,3.214416536057224e-5
2040,4017,4065,2246,1.5911915375799493e-5,1.693711954995211e-5,8.9918788640983e-6
2039,11610,5475,8896,4.59888816313249e-5,2.2811987585728855e-5,3.5615206756464146e-5
2037,10919,35153,54537,4.325173113974475e-5,1.464675433061418e-4,2.1833931327307614e-4
2017,79722,226348,154329,3.1579032053509763e-4,9.430954823843936e-4,6.178573789926209e-4
2011,32214,7380,14697,1.2760429223699398e-4,3.074930929363999e-5,5.8839556396105394e-5
1973,50864,199231,98267,2.0147962750178378e-4,8.301105203091042e-4,3.9341271609009244e-4
1968,5522,3014,3014,2.1873437068749017e-5,1.2558051248107172e-5,1.2066572972570026e-5
1921,6619,4508,3549,2.6218812017031827e-5,1.8782911422185513e-5,1.420844972782051e-5
1830,3306,20431,12522,1.3095542004578821e-5,8.512725449571256e-5,5.013192659672258e-5
1809,49674,120846,80216,1.9676586616317252e-4,5.035136898237423e-4,3.211453940171457e-4
1799,47776,150171,84935,1.8924761488528668e-4,6.256984452486736e-4,3.4003794805084113e-4
1786,8896,38679,16093,3.5238336864105624e-5,1.611588799686587e-4,6.442845349952535e-5
1781,69789,120883,78479,2.7644427736163077e-4,5.03667853027518e-4,3.1419130070150066e-4
1771,73542,106695,133056,2.913104507261753e-4,4.445525142391489e-4,5.326907542927264e-4
1767,45315,219991,90467,1.7949923954552004e-4,9.16608577346498e-4,3.621853540509265e-4
1746,21325,77216,53781,8.447139541671003e-5,3.2172610656066474e-4,2.1531266126004927e-4
1740,93411,72684,89408,3.7001442050505515e-4,3.0284319738467877e-4,3.579456391279167e-4
1732,7330,48658,18857,2.9035185388252498e-5,2.02737112684273e-4,7.549414948366058e-5
1721,7957,17105,15312,3.151882266498296e-5,7.126923244819947e-5,6.130171378765501e-5
1713,23505,98445,53864,9.310668929752729e-5,4.101782863702424e-4,2.1564495242020965e-4
1710,16305,29941,27609,6.458645262693819e-5,1.2475136443914297e-4,1.1053285109478627e-4
1708,9052,26905,19332,3.585627532530172e-5,1.1210164858338537e-4,7.73958157616867e-5
1681,80910,29042,98709,3.204961595857448e-4,1.210056152447009e-4,3.951822666056452e-4
1380,2354194,1691940,2226660,0.009325301395622333,0.007049591648547594,0.008914451020272983
1148,7118,5477,6796,2.819542286406293e-5,2.2820320731878893e-5,2.7207840053611775e-5
816,39069,23603,34126,1.5475793423378402e-4,9.834362428967272e-5,1.366237124293048e-4
782,90619,36092,132697,3.589549065072378e-4,1.5037995542358464e-4,5.31253494937334e-4
592,4659745,4661753,4627467,0.018457920864526963,0.019423534532188903,0.018526100940165793
573,12472,11923,8425,4.940338774383154e-5,4.9678050773451166e-5,3.372955451025298e-5
479,9326,27293,27147,3.694162877637692e-5,1.1371827893649272e-4,1.0868323042015875e-4
473,4716,4250,5825,1.868075501923585e-5,1.770793556883062e-5,2.332043383053099e-5
136,49507,190998,122782,1.9610435511817413e-4,7.95807124182473e-4,4.915587135760096e-4
99,563502,525644,919855,0.0022321125561597624,0.002190134137445271,0.0036826468087867953
61,9238,10978,14284,3.65930481059586e-5,4.5740639217558245e-5,5.71861076112111e-5
54,505450,234739,411466,0.0020021602257151738,9.780571970568778e-4,0.0016473074036932641
