BinBase name,L1_SF_440,L2_SF_440,L3_SF_440,normL1_SF_440,normL2_SF_440,normL3_SF_440
85106,7844,10533,8947,3.104196892006363e-5,4.403847342858242e-5,3.711714568610361e-5
84390,14332,13160,14358,5.6717682121666496e-5,5.502196053547372e-5,5.9564991367058867e-5
84223,60552,47653,42076,2.3962943677303584e-4,1.9923719493897637e-4,1.7455471352280046e-4
84216,5248,8806,3016,2.0768517706845226e-5,3.681788635831167e-5,1.2512050004391249e-5
84185,1475,1364,1428,5.837188189328641e-6,5.702884055500467e-6,5.92414038669453e-6
84181,7886,5711,4483,3.120818038036994e-5,2.387769123237769e-5,1.859798414114256e-5
84086,823,5776,2153,3.2569531388593026e-6,2.4149456235022508e-5,8.931844714673195e-6
68541,722,630,324,2.85725415097985e-6,2.6340300256343803e-6,1.3441326927794312e-6
68263,4685,4429,6351,1.8540492655596394e-5,1.8517649180213762e-5,2.634748991309311e-5
68235,1056,2053,582,4.179031001987149e-6,8.583593083535527e-6,2.41446057777046e-6
68142,1752,3772,2211,6.9333923442059516e-6,1.5770732153480766e-5,9.172461060911488e-6
68094,2548,3896,2810,1.0083495258582629e-5,1.6289176158526262e-5,1.1657447119475932e-5
67178,41211,29558,52564,1.6308905930198143e-4,1.235819992027e-4,2.180647866149939e-4
67163,32504,23567,42196,1.2863184061419534e-4,9.853362795892927e-5,1.750525404460521e-4
67160,24921,1614,33427,9.862275719746377e-5,6.748134065672841e-6,1.3867383802943842e-4
66827,3849,3146,4557,1.523209311235657e-5,1.3153426128009143e-5,1.8904977410481073e-5
66763,95902,44961,74350,3.795240825308443e-4,1.8798194282944027e-4,3.0844526453132937e-4
66608,2791,2332,3178,1.1045147278926263e-5,9.750092094887897e-6,1.3184116350780963e-5
66546,1128,2026,1024,4.463964933940819e-6,8.470706082436912e-6,4.248123078414004e-6
66437,16983,66553,36892,6.720879119957173e-5,2.782580957080078e-4,1.5304859043832955e-4
66396,10927,6628,6407,4.324268158969089e-5,2.7711668269689954e-5,2.6579809143943875e-5
66391,290752,163789,255833,0.0011506265358804616,6.848018156644913e-4,0.0010613379604686426
66367,6066,8602,5783,2.4005683767096635e-5,3.596496235001102e-5,2.3991109143035343e-5
66350,17280,36392,14228,6.838414366888063e-5,1.52154953480772e-4,5.902567886686959e-5
66291,71469,180085,60389,2.8283254420551096e-4,7.529353923275673e-4,2.5052725056869465e-4
66287,85818,159598,100010,3.3961750239444425e-4,6.672792444939616e-4,4.148972549533053e-4
66261,52403,58569,71926,2.0738045605789068e-4,2.448769913831429e-4,2.983891606816462e-4
66256,110616,109163,52791,4.3775349745815386e-4,4.564105074417871e-4,2.1900650921147824e-4
65419,1587,586,741,6.28041875014546e-6,2.4500660238440427e-6,3.0740812510788844e-6
65232,1222,794,1299,4.83596201176922e-6,3.319714032307457e-6,5.3889764441990156e-6
65051,106482,58322,103237,4.2139354086514737e-4,2.4384428437309257e-4,4.2828465063108066e-4
65017,9821,6881,11247,3.8865779801624804e-5,2.8769461279984396e-5,4.665882838176007e-5
64799,610,1595,686,2.4140235901630313e-6,6.6686950648997405e-6,2.845910577921882e-6
64787,484,653,494,1.91538920924411e-6,2.7301930265702387e-6,2.049387500719256e-6
64753,4557,1183,2741,1.8033943443234318e-5,4.94612304813567e-6,1.1371196638606238e-5
64652,376,1160,246,1.4879883113136062e-6,4.8499600471998114e-6,1.0205451926658645e-6
64643,2009,3397,1248,7.950448184651687e-6,1.4202857138222206e-5,5.177400001817068e-6
64616,6409,6634,1742,2.5363077359598143e-5,2.7736754269934092e-5,7.226787502536324e-6
64612,2132,2524,585,8.437210318405873e-6,1.0552844102700279e-5,2.426906250851751e-6
64604,4861,5402,5169,1.9236997822594252e-5,2.258576221980464e-5,2.1443894719064443e-5
64586,6619,2436,1536,2.6194134661129676e-5,1.0184916099119604e-5,6.3721846176210074e-6
64585,13716,1327,804,5.427991403717399e-5,5.548187053994956e-6,3.335440385785996e-6
64557,12121,12405,9236,4.7967835961255903e-5,5.1865305504753154e-5,3.8316078859601314e-5
62840,35428,23461,38144,1.4020332418409158e-4,9.809044195461618e-5,1.5824258467092168e-4
62820,9697,6387,8947,3.837506025214904e-5,2.6704047259883788e-005,3.711714568610361e-5
62816,541441,751571,456772,0.0021427071257073146,0.0031423183815810427,0.001894944994895822
62766,1905,1534,1484,7.538876949607499e-6,6.413654062417681e-6,6.156459617545296e-6
62409,30227,39656,42409,1.1962080501616057e-4,1.658017376135825e-4,1.7593618323482376e-4
62393,54311,90086,67353,2.1493120525466292e-4,3.766495696655536e-4,2.794178063480649e-4
62375,11762,13519,11530,4.654712371720913e-5,5.652293955008125e-5,4.783287020909519e-5
62348,6141,18609,13487,2.430248994621504e-5,7.780422975719076e-5,5.59515976157907e-5
62311,10701,13501,11131,4.2348305636614096e-5,5.6447681549348835e-5,4.6177595689283486e-5
62290,12935,8861,89370,5.1189172358620995e-5,3.704784136054959e-5,3.7075660109165976e-4
62267,9081,5020,5381,3.5937292167656535e-5,2.0988620204261252e-5,2.2323388950142343e-5
62252,4286,633,1030,1.6961483782686477e-5,2.6465730257564488e-6,4.2730144245765866e-6
53745,40309,33727,22556,1.5951947032111742e-4,1.410125883723345e-4,9.357486734053348e-5
52871,2912,2421,1933,1.152399458123729e-5,1.0122201098509261e-5,8.019162022045187e-6
50367,2885,3326,570,1.1417144356754663e-5,1.3906006135333251e-5,2.3646778854452955e-6
48608,115172,141945,41973,4.557834834856666e-4,5.9347205077567e-4,1.741274120803428e-4
47358,2928,2094,2469,1.1587313232782549e-5,8.755014085203796e-6,1.0242788945902517e-5
47286,13558,10348,10460,5.3654642353164554e-5,4.326498842105487e-5,4.339391347676805e-5
47259,39247,48807,36094,1.553166948248008e-4,2.0406206898593206e-4,1.4973804139870614e-4
46365,22514,24224,28773,8.909725755562374e-5,1.0128054498566226e-4,1.1936645052266226e-4
46362,1680,2526,2291,6.648458412252282e-6,1.0561206102781657e-5,9.504345676412583e-6
46349,12058,7778,10342,4.771851877079644e-5,3.251981831648287e-5,4.290438366890394e-5
46207,555330,331583,139883,0.0021976716726643214,0.0013863485364919439,5.803126958767444e-4
46179,15706,9933,16681,6.215517132311568e-5,4.1529873404168726e-5,6.92020908896719e-5
46149,4790,2409,4380,1.895602130636216e-5,1.0072029098020988e-5,1.8170682698684904e-5
46131,959970,543367,879453,0.0037990003702439426,0.0022718174491093276,0.0036484615094535466
42424,19404,9948,11907,7.678969466151386e-5,4.159258840477907e-5,4.93968764596441e-5
42245,6778,18516,21964,2.6823363760860698e-5,7.741539675340663e-5,9.111892118582539e-5
42007,109312,71413,138622,4.325930273572152e-4,2.9857775590575873e-4,5.750813646249084e-4
34087,1054,1711,3780,4.171116170543991e-6,7.153691069619722e-6,1.5681548082426697e-5
33999,1246,1125,1876,4.9309399890871095e-6,4.703625045775679e-6,7.782694233500657e-6
33395,35337,14452,18120,1.3984319935342793e-4,6.042381258804454e-5,7.517186541099782e-5
31695,11762,13519,11530,4.654712371720913e-5,5.652293955008125e-5,4.783287020909519e-5
31664,2193,4306,8266,8.678612677422175e-6,1.8003386175208954e-5,3.429197789665055e-5
31599,4551,4240,3231,1.8010198948904845e-5,1.772744017252345e-5,1.3403989908550439e-5
27127,23634,43465,24016,9.352956316379193e-5,1.8172716676856878e-4,9.963176157342846e-5
26911,350,327,309,1.3850955025525588e-6,1.367187013305464e-6,1.281904327372976e-6
26755,48106,21588,32595,1.9037544070226684e-4,9.025942887840476e-5,1.3522223802822704e-4
26751,38234,27523,28878,1.5130783269884154e-4,1.150736641198969e-4,1.1980204908050746e-4
26736,5930,3267,5516,2.3467475228961927e-5,1.3659327132932572e-5,2.288344423880044e-5
26723,2036,2556,1642,8.057298409134314e-6,1.0686636104002343e-5,6.811931733159957e-6
23170,20276,24745,18543,8.024056117073052e-5,1.0345884600686149e-4,7.692670531545985e-5
22969,125358,135265,105424,4.960937200256676e-4,5.655429705038642e-4,4.3735754630734185e-4
22885,69671,68764,43361,2.7571711073811234e-4,2.875022867979723e-4,1.7988561015928677e-4
21827,2976,2326,2351,1.1777269187418328e-5,9.725006094643759e-6,9.753259138038403e-6
21709,1200945,1313128,1088023,0.0047526386237513795,0.005490188221430512,0.004513726187641837
21683,19544,19201,19808,7.734373286253488e-5,8.027938178127895e-5,8.21746307980709e-5
20297,3361,4859,42837,1.3300874240226144e-5,2.0315479197710244e-5,1.7771176592775462e-4
18588,17049,19670,15486,6.746998063719593e-5,8.224027080036232e-5,6.424456444562429e-5
18489,300,3854,61,1.187224716473622e-6,1.6113574156817305e-5,2.5306201931958424e-7
18488,13278,6257,14428,5.25465659511225e-5,2.6160517254594154e-5,5.985539040562232e-5
18361,2264155,735920,3522594,0.008960202593091111,0.0030768815499442113,0.014613684440705764
18345,14113,6650,10302,5.5851008078640754e-5,2.7803650270585125e-5,4.27384413611534e-5
18257,11709,17058,9370,4.6337380683965464e-5,7.131949869408136e-5,3.887198559056565e-5
18177,5591,7787,3902,2.2125911299346734e-5,3.2557447316849075e-5,1.6187672121065864e-5
18168,5451,1953,3338,2.157187309832571e-5,8.165493079466579e-6,1.3847885581783152e-5
18037,1714,2093,1878,6.783010546785959e-6,8.750833085163108e-6,7.790991348888184e-6
18023,810,665,653,3.205506734478779e-6,2.7803650270585126e-6,2.7090081740276806e-6
17863,1105,994,381,4.3729443723445075e-6,4.155914040445355e-6,1.5806004813239608e-6
17830,148186,167692,161119,5.864336061178671e-4,7.011202588233024e-4,6.684114670615097e-4
17829,38565,30233,7052,1.526177373026841e-4,1.2640417423016542e-4,2.9255628856421445e-5
17651,2912,1985,1930,1.152399458123729e-5,8.299285080768643e-6,8.006716348963896e-6
17644,5816,22579,5224,2.301632983670195e-5,9.440279991872805e-5,2.1672065392221445e-5
17537,9238,4638,11883,3.6558606435944394e-5,1.9391478188717865e-5,4.9297311074993766e-5
17456,7141,9639,7297,2.825990566779378e-5,4.0300659392206016e-5,3.0272025491393546e-5
17382,9891,790,2744,3.9142798902135316e-5,3.302990032144699e-6,1.1383642311687529e-5
17297,11395,8085,7493,4.509475214738974e-5,3.380338532897455e-5,3.108514279937123e-5
17267,16978,24776,7423,6.718900412096385e-5,1.0358845700812286e-4,3.079474376080777e-5
17250,1453272,32465,79593,0.005751201460530178,1.3573616632098437e-4,3.301961525197323e-4
17233,14561,17891,22665,5.7623930321908025e-5,7.480227172797571e-5,9.402706012915373e-5
17222,20093,28316,18419,7.951635409368161e-5,1.1838919715216366e-4,7.641228416143315e-5
17188,5813,5936,5346,2.3004457589537214e-5,2.4818416241532827e-5,2.2178189430860616e-5
17045,5201,7504,5151,2.0582519167931024e-5,3.137422430533395e-5,2.13692206805767e-5
16980,2381,3453,3333,9.422606833078979e-6,1.4436993140500818e-5,1.3827142793314335e-5
16808,11364,15038,11182,4.49720722600208e-5,6.287387861188859e-5,4.6389172131665434e-5
14764,815,1308,797,3.225293813086673e-6,5.468748053221856e-6,3.30640048192965e-6
14702,6593,15105,26443,2.609124185236863e-5,6.315400561461478e-5,1.097003110961929e-4
14701,1345,3293,1806,5.322724145523405e-6,1.3768033133990498e-5,7.4922951949372e-6
14688,22095,26334,24479,8.743910036828225e-5,1.1010245507151709e-4,1.0155254378564103e-4
13139,18753,9298,18282,7.421341702676611e-5,3.88749383783309e-5,7.584393175738754e-5
9489,36642,46769,30226,1.4500762687008818e-4,1.9554119090300687e-4,1.2539430485170088e-4
9392,22748,29106,29739,9.002329283447317e-5,1.2169218718430836e-4,1.2337395725483798e-4
8811,5559,30610,7778,2.1999273996256213e-5,1.2798041124550537e-4,3.2267481742093877e-5
8598,19548,167692,160223,7.73595625254212e-5,7.011202588233024e-4,6.646943593678975e-4
7543,9953,7063,7042,3.93881586768732e-5,2.9530403287389886e-5,2.921414327948381e-5
5990,22828,20177,27429,9.033988609219947e-5,8.436003782099189e-5,1.1379078898224388e-4
5900,1097,988,1003,4.341285046571877e-6,4.130828040201218e-6,4.161003366844967e-6
5290,48298,73401,65253,1.9113526452080998e-4,3.068895839866494e-4,2.707058351911612e-4
5269,2903,4724,3473,1.148837783974308e-5,1.975104419221716e-5,1.4407940870441249e-5
4755,23389,12691,4604,9.255999631200514e-5,5.306107151639035e-5,1.9099959622087967e-5
4732,22081,8718,18183,8.738369654818015e-5,3.644995835473099e-5,7.543322454570493e-5
4713,20815,11232,24673,8.237360824466147e-5,4.696099245702438e-5,1.0235736397823119e-4
4709,7322,10242,7261,2.897619791339953e-5,4.282180241674178e-5,3.0122677414418055e-5
4603,81215,48567,37576,3.2140151782801736e-4,2.0305862897616658e-4,1.558862039008639e-4
4548,15361,3789,5420,6.078986289917102e-5,1.5841809154172488e-5,2.2485182700199125e-5
4543,38079,38941,37376,1.5069443326199683e-4,1.6281232258448953e-4,1.5505649236211117e-4
4541,42618,37769,25622,1.6865714322224272e-4,1.5791219053680144e-4,1.0629434522961292e-4
3772,109800,98263,99299,4.345242462293456e-4,4.108376069982716e-4,4.119476304330393e-4
3618,814,2883,2427,3.2213363973650943e-6,1.2053823117307806e-5,1.0068549522764443e-5
3253,34643,64097,27150,1.3709675284265228e-4,2.679895596080744e-4,1.1263334138568382e-4
3232,4616340,429423,4388149,0.018268776492152798,0.001795417580473004,0.01820448929533138
3204,4503,5377,1890,1.7820242994269063e-5,2.24812372187874e-5,7.840774041213349e-6
3182,15176,25316,13562,6.005774099067895e-5,1.0584619703009519e-4,5.626273944282298e-5
3178,4273,3788,9711,1.6910037378305955e-5,1.5837628154131796e-5,4.028664376413906e-5
3175,13590,7458,15585,5.378127965625507e-5,3.118189830346223e-5,6.46552716573069e-5
3143,2975,7309,24188,1.177331177169675e-5,3.05589292973995e-5,1.003453134967558e-4
3090,10632,8508,203955,4.207524395182516e-5,3.55719483461862e-5,8.461190844315707e-4
2813,22992,23695,25398,9.098890227053838e-5,9.906879596413752e-5,1.0536506830620986e-4
2810,1417,2398,1215,5.607658077477074e-6,1.0026038097573402e-5,5.040497597922867e-6
2806,90155,216459,107224,3.5678081437893127e-4,9.050150878076068e-4,4.4482495015611646e-4
2672,856,2727,1183,3.387547857671401e-6,1.1401587110960246e-5,4.907743751722429e-6
2568,4177,6706,4633,1.6530125469034396e-5,2.8037786272863735e-5,1.9220267795207114e-5
2403,2782,997,2639,1.1009530537432053e-5,4.168457040567424e-6,1.0948043753842342e-5
2242,19564,6656,12188,7.742288117696646e-5,2.7828736270829263e-5,5.056262117159169e-5
2197,171026,147608,237389,6.768209811987255e-4,6.171490540060946e-4,9.848219623648654e-4
2193,34961,65810,48919,1.383552110421143e-4,2.751516126777755e-4,2.029432938212253e-4
2044,3361,3074,4419,1.3300874240226144e-5,1.28523941250795e-5,1.8332476448741686e-5
2042,5618,4700,4978,2.223276152382936e-5,1.9650700191240613e-5,2.065152019955558e-5
2040,7384,3145,2840,2.9221557688137414e-5,1.3149245127968454e-5,1.1781903850288842e-5
2039,7332,9026,12508,2.901577207061532e-5,3.773770636726336e-5,5.189015963359607e-5
2037,31265,11567,18832,1.237286025351593e-4,4.8361627470655357e-5,7.812563848895756e-5
2017,60681,111915,72720,2.401399434011195e-4,4.6791661955376454e-4,3.016831154904946e-4
2011,8844,6213,20369,3.499938464164237e-5,2.5976553252803816e-5,8.450197166427233e-5
1973,34855,133685,31081,1.3793572497562698e-4,5.589369904395748e-4,1.2894132167986884e-4
1968,5220,1418,7541,2.065771006664102e-5,5.9286580576977005e-6,3.128427356867189e-5
1921,19011,4736,4595,7.523443028293342e-5,1.9801216192705437e-5,1.9062622602844092e-5
1830,4283,10229,2656,1.6949611535521742e-5,4.276744941621282e-5,1.1018569234636324e-5
1809,39290,76306,42168,1.5548686370082867e-4,3.190353891048524e-4,1.749363808306267e-4
1799,48652,41288,40395,1.9253618968624885e-4,1.7262512967998776e-4,1.675809880395837e-4
1786,12014,23811,9578,4.754439247904698e-5,9.95537919688575e-5,3.97348855908685e-5
1781,86575,82258,75509,3.4261326609567937e-4,3.439207013470363e-4,3.1325344289840143e-4
1771,100536,66309,19069,3.978627469846402e-4,2.7723793169807953e-4,7.910884666237954e-5
1767,352369,94366,20978,0.0013944706203969789,3.945442498397046e-4,8.70284432997744e-5
1746,24075,35696,25107,9.527478349700815e-5,1.4924497745245213e-4,1.0415783801732463e-4
1740,50989,140065,62638,2.0178467022757834e-4,5.856117706991737e-4,2.5985735682196916e-4
1732,7006,20390,4824,2.772565454538065e-5,8.525059082965876e-5,2.0012642314715976e-5
1721,7120,12200,10273,2.8176799937640626e-5,5.100820049641181e-5,4.261813318803425e-5
1713,23294,52344,18195,9.218404181845516e-5,2.188502661298508e-4,7.548300723803009e-5
1710,21142,44296,20130,8.366768318561771e-5,1.8520157780238175e-4,8.35104663754628e-5
1708,8706,13737,9244,3.445326127206451e-5,5.743439755895156e-5,3.834926732115142e-5
1681,149192,72261,115537,5.904147663337753e-4,3.021232439402634e-4,4.7931191026437387e-4
1380,1900364,2616461,1535086,0.00752053037032226,0.01093942354746247,0.006368392835888907
1148,7018,3583,584,2.7773143534039594e-5,1.4980523145790452e-5,2.422757693157987e-6
816,44850,36689,45170,1.7749009511280648e-4,1.5339671049285677e-4,1.8739035102730527e-4
782,11919,33123,29435,4.7168437985497e-5,1.3848726434775806e-4,1.2211279571593383e-4
592,4689151,4533314,7094,0.018556919888256668,0.018953786018458246,2.942986827955952e-5
573,8586,28975,30633,3.397837138547506e-5,1.2114447617897805e-4,1.270827678330627e-4
479,24056,23210,26330,9.519959259829816e-5,9.704101094440312e-5,1.092315240767976e-4
473,6613,4555,2585,2.6170390166800207e-5,1.904445518534064e-5,1.0724021638379103e-5
136,553395,332020,140130,0.0021900140732430667,0.0013881756335097253,5.81337389627104e-4
99,956723,554545,879453,0.0037861506413959765,0.0023185526675641548,0.0036484615094535466
61,13558,10348,10743,5.3654642353164554e-5,4.326498842105487e-5,4.456795530410318e-5
54,772175,434538,791560,0.0030558174848100634,0.0018168033956811307,0.003283832328075576
