BinBase name,L1_SF_907,L2_SF_907,L3_SF_907,normL1_SF_907,normL2_SF_907,normL3_SF_907
91401,2460,1987,2575,9.839584612096016e-6,8.233481377019138e-6,1.1129859076577074e-5
90822,6066,4773,4853,2.426297571421725e-5,1.9777758738053523e-5,2.0976002368399432e-5
87950,21890,24733,17370,8.755630372308203e-5,1.0248550321983611e-4,7.507792316898787e-5
87877,15179,14473,8873,6.071343692154692e-5,5.997140209843885e-5,3.83515493539683e-5
85106,11410,6616,7882,4.563807334309575e-5,2.7414550976526734e-5,3.406817446274971e-5
84390,15404,9534,22523,6.161339892875083e-5,3.9505793381228216e-5,9.735060814825065e-5
84223,58930,60630,38374,2.3571004926456024e-4,2.512309893752745e-4,1.6586299503090044e-4
84216,15596,12204,958,6.238136650823149e-5,5.056940449176727e-5,4.140739804023626e-6
84185,1496,1109,1211,5.983747390120179e-6,4.5953351017182814e-6,5.234275472518383e-6
84181,6373,7000,7954,2.5490923875157687e-5,2.9005722012649203e-5,3.437937828935691e-5
84086,3874,4526,8803,1.549534584847966e-5,1.875427111846433e-5,3.8048990078100185e-5
68541,548,526,793,2.191907466434397e-6,2.179572825521926e-6,3.4275643680487844e-6
68263,2805,3109,3684,1.1219526356475335e-5,1.2882684248189482e-5,1.592326246140192e-5
68235,3085,2615,1841,1.2339479076551304e-5,1.0835709009011096e-5,7.957308955331415e-6
68142,3503,1894,2927,1.4011408494379e-5,7.848119641708228e-6,1.2651300006656736e-5
68094,13487,8618,8963,5.394572262737356e-5,3.5710187472144405e-5,3.874055413722731e-5
67178,40756,38164,54249,1.6301711806934358e-4,1.5813919641296346e-4,2.344791165224193e-4
67163,29490,32216,23977,1.1795502041085834e-4,1.334926200513581e-4,1.0363519653556836e-4
67160,22465,22227,23856,8.98562066303809e-5,9.21014547393077e-5,1.0311220121585347e-4
66827,3682,4006,2958,1.4727378268998996e-5,1.6599560340381816e-5,1.2785290543112615e-5
66763,48869,39564,46276,1.9546774813354478e-4,1.6394034081549332e-4,2.0001761500104104e-4
66608,3488,3889,5157,1.3951411027232074e-5,1.611475041531325e-5,2.228997408074096e-5
66546,3480,3186,2777,1.3919412378087046e-5,1.3201747190328623e-5,1.2002958701225062e-5
66437,226221,145618,153486,9.048458010296638e-4,6.033936040054217e-4,6.634087573699064e-4
66396,5241,4420,4178,2.0963115021136268e-5,1.8315041613701356e-5,1.80584664939569e-5
66391,173208,156225,244892,6.928027526389946e-4,6.473455602037317e-4,0.0010584906597984904
66367,12090,5876,8792,4.83579585204231e-5,2.434823179233239e-5,3.80014450490352e-5
66350,67960,52934,54113,2.7182852448701025e-4,2.193412698596533e-4,2.3389128707216125e-4
66291,283481,218010,240967,0.0011338761322851995,9.033624937110933e-4,0.0010415257289730284
66287,236882,164152,174366,9.474880008465562e-4,6.801924685457704e-4,7.536578670859954e-4
66261,78876,57227,52573,3.1549068124540056e-4,2.3713006480255373e-4,2.2723498300306272e-4
66256,82305,69960,21631,3.2920610223518805e-4,2.898914731435626e-4,9.349513851861697e-5
65419,875,714,1065,3.499852250237404e-6,2.9585836452902187e-6,4.603223268564887e-6
65232,714,908,791,2.8558794361937215e-6,3.7624565124979255e-6,3.4189198173096954e-6
65051,56465,64897,47054,2.2585046549674858e-4,2.689120487792708e-4,2.0338034523854665e-4
65017,6775,7729,7161,2.709885599469533e-5,3.202646077653796e-5,3.095181392130813e-5
64799,1971,1176,1112,7.883667183106197e-6,4.872961298125067e-6,4.806370210933478e-6
64787,896,419,526,3.583848704243102e-6,1.7361996461857166e-6,2.2735168443804042e-6
64753,3964,2437,1348,1.585533065136122e-5,1.009813493497516e-5,5.826427198145979e-6
64652,1081,928,914,4.323817465721867e-6,3.845330003962638e-6,3.950559687763668e-6
64643,3656,2435,2969,1.4623382659277656e-5,1.0089847585828688e-5,1.2832835572177606e-5
64616,2462,1775,4285,9.847584274382273e-6,7.355022367493191e-6,1.852094995849816e-5
64612,4738,2674,2952,1.8951199956142652e-5,1.1080185808831997e-5,1.2759356890895349e-5
64604,6107,3614,3863,2.4426968791085514e-5,1.4975239907673461e-5,1.6696949752550383e-5
64586,2122,2756,1973,8.487641685718596e-6,1.1419967123837315e-5,8.527849304111288e-6
64585,2517,1882,2015,1.0067574987254338e-5,7.7983955468294e-6,8.709384869632157e-6
64557,15004,16344,18091,6.001346647149944e-5,6.772421722496266e-5,7.819428371042946e-5
62840,30878,34421,49290,1.2350678603752064e-4,1.426294224853426e-4,2.1304495296484816e-4
62820,5941,5015,5062,2.376299682132619e-5,2.0780527984776536e-5,2.1879357920634234e-5
62816,515890,649309,271058,0.002063472888428542,0.0026905251934730345,0.0011715873171179918
62766,1589,1732,2121,6.355731686431125e-6,7.17684436084406e-6,9.167546058803874e-6
62409,41060,44301,42371,1.6423306673685463e-4,1.8356892726891034e-4,1.831391296829698e-4
62393,110434,96431,92060,4.4171735246024854e-4,3.995786827716822e-4,3.979086705202662e-4
62375,18770,15519,16660,7.507683055652122e-5,6.430568570204328e-5,7.200910765661128e-5
62348,21277,17456,23434,8.510440723234429e-5,7.233198335040064e-5,1.012882010099057e-4
62311,13810,12025,14363,5.523766808660406e-5,4.98276867431581e-5,6.208084113276758e-5
62290,8343,9455,54114,3.3370591227120755e-5,3.91784430899426e-5,2.338956093475308e-4
62267,3886,4055,5480,1.55433438221972e-5,1.680260039447036e-5,2.3686069025103833e-5
62252,588,1010,545,2.3519007121595356e-6,4.185111318967957e-6,2.3556400764017495e-6
53745,33180,26287,27079,1.3271439732900236e-4,1.0892477350664424e-4,1.1704289473189538e-4
52871,1794,2042,1724,7.1756970707724605e-6,8.461383478547096e-6,7.451602737094709e-6
50367,356,1283,1010,1.4239398869537323e-6,5.316334477461275e-6,4.36549812323994e-6
48608,144582,92834,35963,5.783035863357992e-4,3.8467388533175374e-4,1.5544198911492867e-4
47358,2427,2894,1771,9.707590184372777e-6,1.1991794214943829e-5,7.6547496794633e-6
47286,7075,5210,5988,2.8298805337633866e-5,2.1588544526557478e-5,2.5881784912832435e-5
47259,35383,20615,24739,1.4152602533731436e-4,8.54218513272519e-5,1.0692877036716126e-4
46365,23647,12626,20298,9.458400704155873e-5,5.2318035161672696e-5,8.773354545101416e-5
46362,3153,2456,3409,1.261146759428404e-5,1.0176864751866635e-5,1.4734636734777183e-5
46349,1570,425,2629,6.279734894711685e-6,1.7610616936251302e-6,1.1363261946532476e-5
46207,344472,144301,139476,0.0013778298335357475,5.979363845924704e-4,6.02853679442588e-4
46179,11962,11903,10978,4.784598013410266e-5,4.932215844522335e-5,4.7449939006859464e-5
46149,1811,2153,3072,7.243694200205644e-6,8.921331356176248e-6,1.3278029935240688e-5
46131,371188,509907,563937,0.0014846893223555673,0.0021128886706148456,0.002437491005074814
42424,6670,5113,4740,2.667887372466684e-5,2.1186608092953626e-5,2.0487585251640904e-5
42245,76825,67843,11031,3.0728702757084405e-4,2.8111931407202287e-4,4.767901960144532e-5
42007,108400,45068,69330,4.3358169591512527e-4,1.8674712566658206e-4,2.9966335137051985e-4
34087,3771,2308,2524,1.5083363240737429e-5,9.563600915027766e-6,1.0909423032730306e-5
33999,1078,876,1487,4.311817972292482e-6,3.629858926154386e-6,6.427223474512664e-6
33395,33665,26250,24028,1.3465431543341967e-4,1.0877145754743452e-4,1.0385563257941512e-4
31695,18770,15519,16660,7.507683055652122e-5,6.430568570204328e-5,7.200910765661128e-5
31664,11937,9812,10500,4.7745984355524444e-5,4.0657734912587715e-5,4.538389138021719e-5
31599,5770,5372,3921,2.3079025695851223e-5,2.2259819807421646e-5,1.6947641723983965e-5
27127,14275,89978,14429,5.709758956815879e-5,3.728395507505929e-4,6.236611130715752e-5
26911,243,178,242,9.719589677802161e-7,7.375740740359369e-7,1.0459906394297678e-6
26755,17518,11460,12304,7.006904196532439e-5,4.748651060927998e-5,5.3181276146875465e-5
26751,31074,23726,24257,1.2429075294157383e-4,9.831282292458787e-5,1.0484543363904082e-4
26736,1726,1595,2089,6.903708553039725e-6,6.609160944310783e-6,9.02923324697845e-6
26723,1837,1389,1497,7.347689809926984e-6,5.755563982224249e-6,6.470446228208109e-6
23170,31732,21349,18647,1.2692264183375234e-4,8.846330846400684e-5,8.05974688158962e-5
22969,171505,81400,82744,6.859910402022469e-4,3.3729511026137787e-4,3.576423531775897e-4
22885,72435,29406,30126,2.897277688525101e-4,1.2184889450056607e-4,1.3021286778289745e-4
21827,2007,1502,1825,8.027661104258823e-6,6.2237992089998725e-6,7.888152549418703e-6
21709,967942,673552,532144,0.0038716045563420495,0.0027909802961519855,0.0023000729042508858
21683,12910,13429,10522,5.163782005778844e-5,5.564540584398088e-5,4.547898143834718e-5
20297,5122,4726,5223,2.048713511510398e-5,1.9583006033111448e-5,2.2575244255130895e-5
18588,19020,11726,11411,7.607678834230334e-5,4.858872804576065e-5,4.932148424187223e-5
18489,448,328,239,1.791924352121551e-6,1.359125260021277e-6,1.0330238133211343e-6
18488,11838,7647,24372,4.735000107235473e-5,3.168667946153264e-5,1.0534249530653843e-4
18361,1101644,783637,2582727,0.004406389979840611,0.0032471367115466266,0.011163257298357545
18345,6253,5013,6910,2.5010944137982272e-5,2.0772240635630065e-5,2.986692280355246e-5
18257,28189,19991,34281,1.127512400936482e-4,8.283619839355289e-5,1.4817192194335483e-4
18177,5009,4158,4414,2.0035154195930466e-5,1.7229398875513626e-5,1.90785234811694e-5
18168,4407,3430,4234,1.7627255847767132e-5,1.421280378619811e-5,1.8300513914651392e-5
18037,3273,1443,2957,1.3091447331459456e-5,5.979322409178972e-6,1.2780968267743072e-5
18023,1176,887,1088,4.703801424319071e-6,3.6754393464599776e-6,4.70263560206441e-6
17863,531,701,533,2.123910337001213e-6,2.904715875838156e-6,2.3037727719672158e-6
17830,116406,84444,81418,4.656043440470117e-4,3.4990845566230705e-4,3.5191101603757367e-4
17829,12210,28105,12024,4.8837938257598514e-5,1.1645797388078656e-4,5.1971039043403006e-5
17651,1989,2581,1798,7.95566414368251e-6,1.0694824073521085e-5,7.771451114441001e-6
17644,37591,32220,27012,1.50357652501342e-4,1.3350919474965106e-4,1.167533022821359e-4
17537,11961,12353,14897,4.7841980302959534e-5,5.118681200317938e-5,6.438893618010434e-5
17456,9555,9011,8640,3.821838657259245e-5,3.7338651579426e-5,3.734445919286444e-5
17382,1690,2195,2399,6.7597146318871e-6,9.095365688252144e-6,1.0369138611537243e-5
17297,21939,17102,9923,8.775229544909532e-5,7.086512255147524e-5,4.288993849199002e-5
17267,14617,8627,12757,5.846553181910873e-5,3.574748054330353e-5,5.513926688927912e-5
17250,67884,187613,138462,2.715245373201325e-4,7.774072177084508e-4,5.984708922178698e-4
17233,25646,22721,26246,1.0257966949667253e-4,9.414842997848608e-5,1.1344243934906481e-4
17222,3473,20507,19316,1.3891413560085147e-5,8.497433447334246e-5,8.348907103812146e-5
17188,4280,4215,4553,1.7119277292589816e-5,1.7465588326188056e-5,1.9679319757536085e-5
17045,2853,7441,7688,1.14115182513455e-5,3.0833082499446105e-5,3.3229653041058075e-5
16980,3705,2356,1962,1.481937438529095e-5,9.762497294543075e-6,8.480304275046299e-6
16808,11525,11526,9355,4.609805392455552e-5,4.7759993131113535e-5,4.043488608208875e-5
14764,1010,967,1417,4.039829454559747e-6,4.006933312318826e-6,6.124664198644549e-6
14702,14582,12393,13289,5.8325537729099226e-5,5.13525589861088e-5,5.743871738587679e-5
14701,4838,4045,4816,1.9351183070455498e-5,1.6761163648738005e-5,2.081607817972629e-5
14688,24023,18131,15269,9.608794355137503e-5,7.512896368733467e-5,6.599682261757488e-5
13139,10355,2045,8374,4.141825148709522e-5,8.473814502266804e-6,3.61947339445656e-5
9489,49984,49276,49255,1.9992755985813302e-4,2.0418370827075745e-4,2.128936733269141e-4
9392,36517,19945,18425,1.4606183385362204e-4,8.264558936318406e-5,7.963792368385732e-5
8811,19795,16032,13964,7.91766574782279e-5,6.643139075811315e-5,6.035625326031933e-5
8598,116406,84444,81418,4.656043440470117e-4,3.4990845566230705e-4,3.5191101603757367e-4
7543,6803,4703,4934,2.7210851266702926e-5,1.948770151792703e-5,2.1326106673332536e-5
5990,24317,23074,32011,9.72638939074548e-5,9.561114710283826e-5,1.3836035685448883e-4
5900,1250,1202,1191,4.999788928910577e-6,4.980696837029192e-6,5.147829965127493e-6
5290,47263,30850,31827,1.8904401931768049e-4,1.2783236058431827e-4,1.3756505818649263e-4
5269,5326,4305,4974,2.1303100668302188e-5,1.7838519037779263e-5,2.1498997688114317e-5
4755,14884,11586,14554,5.953348673432402e-5,4.800861360550767e-5,6.290639572835057e-5
4732,14085,28423,11558,5.633762165096438e-5,1.1777566239507548e-4,4.9956858721195274e-5
4713,15315,15764,13984,6.125741395701239e-5,6.532088597248601e-5,6.0442698767710214e-5
4709,6165,5255,4089,2.4658958997386968e-5,2.177500988235308e-5,1.767378398606744e-5
4603,37913,113085,160490,1.5164559812942937e-4,4.6858743911434793e-4,6.93681974058196e-4
4548,6563,6035,5561,2.6250891792352093e-5,2.500707604947685e-5,2.4036173330036937e-5
4543,54589,14817,55208,2.183467822722396e-4,6.13968261516319e-5,2.3862417860181248e-4
4541,30359,29171,31858,1.2143087367423697e-4,1.208751309758557e-4,1.3769904872294852e-4
3772,90829,61989,85760,3.6330066289921506e-4,2.568622431203017e-4,3.7067833569213586e-4
3618,4377,3082,7124,1.7507260913473278e-5,1.2770805034712122e-5,3.0791889732634984e-5
3253,48584,44884,37121,1.9432779625775317e-4,1.859846895451067e-4,1.6044718399286118e-4
3232,3202156,3012364,3449101,0.012808083293955662,0.012482256112130287,0.014907964299371287
3204,6989,6088,2009,2.795481985932482e-5,2.522669080185834e-5,8.68345121741489e-6
3182,45809,16651,12556,1.832282648355717e-4,6.899632531894599e-5,5.427048954000068e-5
3178,19236,13701,15726,7.694075186921908e-5,5.6772485327900967e-5,6.797210246145672e-5
3175,24668,8860,27149,9.86678346386929e-5,3.671295671886742e-5,1.173454540077635e-4
3143,4660,2833,19119,1.8639213126978633e-5,1.1739030065976456e-5,8.26375827903212e-5
3090,7475,8621,155182,2.9898737794885252e-5,3.572261849586411e-5,6.707393363966538e-4
2813,17056,13818,16741,6.822111997719904e-5,5.725729525296953e-5,7.235921196154439e-5
2810,2330,2571,1686,9.319606563489316e-6,1.065338732778873e-5,7.287356273052018e-6
2806,339073,269292,300608,0.0013562347451939968,0.0011158584131757614,0.0012993105542880314
2672,1195,774,832,4.779798216038512e-6,3.207204119684355e-6,3.59613310746102e-6
2568,7904,6673,8107,3.161466535528736e-5,2.7650740427201164e-5,3.504068642089722e-5
2403,2523,2039,2445,1.0091573974113108e-5,8.448952454827389e-6,1.056796327853629e-5
2242,9842,10025,8734,3.936633811067032e-5,4.15403375966869e-5,3.775075307760162e-5
2197,182333,119888,118612,7.293012118200418e-4,4.967768572360697e-4,5.126737261324116e-4
2193,146934,122359,140758,5.877111891844374e-4,5.070158771065348e-4,6.08394836466344e-4
2044,5122,4726,5223,2.048713511510398e-5,1.9583006033111448e-5,2.2575244255130895e-5
2042,5877,9672,8338,2.350700762816597e-5,4.007762047233473e-5,3.6039132031262e-5
2040,2867,2116,1795,1.1467515887349299e-5,8.768015396966532e-6,7.758484288332368e-6
2039,8704,6502,9507,3.481453026979013e-5,2.6942172075177875e-5,4.109187193825951e-5
2037,32499,16772,28142,1.2999051232053188e-4,6.94977099423075e-5,1.2163747344972117e-4
2017,143145,134187,120068,5.725558289831237e-4,5.560272599587655e-4,5.189669590704684e-4
2011,9670,13435,22913,3.867836715405222e-5,5.56702678914203e-5,9.903629554237301e-5
1973,240732,162288,157677,9.628873507476008e-4,6.724686591412591e-4,6.815234134436673e-4
1968,11529,10136,9887,4.6114053249128034e-5,4.2000285474316045e-5,4.273433657868642e-5
1921,6159,5776,5144,2.4634960010528197e-5,2.3933864335008828e-5,2.223378450093688e-5
1830,17708,14232,16063,7.08290098825188e-5,5.897277652628907e-5,6.942870926099323e-5
1809,96006,68764,72149,3.840077887271911e-4,2.8493563835397287e-4,3.1184784563726575e-4
1799,41558,37021,32155,1.6622498264613262e-4,1.5340297637575517e-4,1.3898276450770324e-4
1786,38455,30424,28653,1.53813506609005e-4,1.260671552161199e-4,1.2384615616355842e-4
1781,113020,113752,87195,4.5206091579637873e-4,4.7135127005469606e-4,3.768808008474322e-4
1771,99363,122236,21890,3.9743522187467333e-4,5.065062051340268e-4,9.461460783932899e-5
1767,7139,138502,136963,2.8554794530794087e-5,5.739072157422771e-4,5.919918014389226e-4
1746,66852,52292,62499,2.673967115804239e-4,2.1668103078363604e-4,2.7013788832116136e-4
1740,193921,130858,147111,7.756512551066145e-4,5.422329673044642e-4,6.358542518890602e-4
1732,36899,32595,18907,1.4758976935029712e-4,1.350630727146144e-4,8.172126041197776e-5
1721,20011,4012,16820,8.004062100514364e-5,1.662442238782123e-5,7.27006717157384e-5
1713,84537,73959,99966,3.3813372534665075e-4,3.0646202776193177e-4,4.3208057959188495e-4
1710,33795,28509,26367,1.3517429348202636e-4,1.1813201840837374e-4,1.139654346687797e-4
1708,26104,21875,24757,1.0441159216022537e-4,9.064288128952877e-5,1.0700657132381306e-4
1681,57940,41211,54381,2.3175021643286308e-4,1.7076497283761234e-4,2.3504965687119918e-4
1380,2074048,1984643,1478172,0.008295841782743299,0.008223714736050023,0.006389066427550325
1148,4117,4824,659,1.6467304816259876e-5,1.9989086141288538e-5,2.8483794685298223e-6
816,38528,28111,30921,1.5410549428245338e-4,1.1648283592822597e-4,1.3364907670168532e-4
782,136856,98903,118446,5.474008909239887e-4,4.0982184631672063e-4,5.119562284210673e-4
592,4521296,4056045,151460,0.01808442054810214,0.01680693053439939,6.546518274712092e-4
573,18152,12657,14727,7.260493491006783e-5,5.2446489073443e-5,6.365414936728178e-5
479,29175,30772,27272,1.1669507360077288e-4,1.275091539676059e-4,1.1787709387821747e-4
473,5042,4829,2683,2.0167148623653703e-5,2.0009804514154715e-5,1.1596664816487879e-5
136,344185,150112,138493,0.0013766818819976696,6.220152775375425e-4,5.986048827543257e-4
99,724128,509907,554271,0.0028963897260113267,0.0021128886706148456,0.0023957118913527967
61,7075,5210,5988,2.8298805337633866e-5,2.1588544526557478e-5,2.5881784912832435e-5
54,317729,203332,298751,0.001270862349275063,8.425416383251412e-4,0.0012912840889267873
