BinBase name,L1_SF_907,L2_SF_907,L3_SF_907,normL1_SF_907,normL2_SF_907,normL3_SF_907
404192,8276,2979,9703,3.310260254053115e-5,1.2344006553668855e-5,4.193903791069023e-5
404164,5098,7864,13332,2.0391139167668897e-5,3.2585856843924765e-5,5.76245752267672e-5
404049,27602,28267,28199,1.104033392126318e-4,1.1712924916165073e-4,1.218838431457852e-4
400553,924,945,876,3.6958439762506986e-6,3.915772471707642e-6,3.7863132237209774e-6
400202,5241,4420,4178,2.0963115021136268e-5,1.8315041613701356e-5,1.80584664939569e-5
396760,2362,1848,1275,9.447601160069427e-6,7.65751061133939e-6,5.510901096169231e-6
396036,273059,223971,15049,0.0010921898921115146,9.280629378421507e-4,6.50459220362751e-5
391901,29841,75656,31044,1.1935896114209643e-4,3.134938435127126e-4,1.341807165721393e-4
391335,4155,3982,948,1.6619298399698757e-5,1.6500112150624163e-5,4.097517050328181e-6
390198,4660,2833,19118,1.8639213126978633e-5,1.1739030065976456e-5,8.263326051495165e-5
390194,3815024,3859753,150840,0.015259451806982516,0.01599356036506983,6.519720167420916e-4
390145,13903,12286,11775,5.5609652382915006e-5,5.090918580677259e-5,5.0894792476386424e-5
390130,18910,21174,4447,7.563680691655921e-5,8.77381654136906e-5,1.922115856836437e-5
389549,4311,3893,5321,1.72432720580268e-5,1.6131325113606194e-5,2.2998827241346258e-5
385008,37728,36100,39279,1.509056293679506e-4,1.495866520938052e-4,1.697746542403382e-4
384914,10208,6819,7802,4.0830276309055335e-5,2.8255716914893563e-5,3.3722392433186147e-5
383524,41933,45145,19324,1.6772491932480577e-4,1.870661886087212e-4,8.352364924107782e-5
382948,14647,14018,19398,5.858552675340258e-5,5.808603016761665e-5,8.38434976184241e-5
382947,1073,705,1088,4.291818816576839e-6,2.9212905741310985e-6,4.70263560206441e-6
382905,26599,18581,27351,1.0639150857607395e-4,7.69936172452907e-5,1.1821855363241148e-4
382622,2476,2307,1927,9.903581910386071e-6,9.55945724045453e-6,8.329024637112242e-6
382616,282130,217844,237200,0.0011284723604108328,9.026746437319361e-4,0.001025243717655954
382613,109423,76098,70966,4.3767352317454565e-4,3.1532534767408275e-4,3.0673459387509463e-4
382601,1739,1817,2369,6.955706357900395e-6,7.529056699569086e-6,1.0239470350450909e-5
381736,6547,5965,4397,2.6186894494062038e-5,2.471701882935036e-5,1.9005044799887143e-5
381214,30206,32156,23972,1.2081889950933832e-4,1.3324399957696396e-4,1.0361358515872063e-4
380652,6989,6088,2009,2.795481985932482e-5,2.522669080185834e-5,8.68345121741489e-6
380602,3108,2878,3082,1.2431475192843259e-5,1.192549542177206e-5,1.3321252688936133e-005
380297,11346,7975,12227,4.538208414993553e-5,3.304580472155391e-5,5.284846094342054e-5
380205,21930,16585,12455,8.771629696880717e-5,6.872284279711244e-5,5.383393972767668e-5
379924,77702,81808,147200,3.1079487948336773e-4,3.38985729487258e-4,6.362389343969496e-4
379876,1748,2359,1459,6.991704838188551e-6,9.774928318262782e-6,6.306199764165418e-6
379063,16044,6000,12757,6.417329086035304e-5,2.4862047439413604e-5,5.513926688927912e-5
378996,3744,8528,4673,1.497536779987296e-5,3.5337256760553205e-5,2.0197992801881426e-5
377666,2543,2339,2290,1.0171570596975678e-5,9.69205482679807e-6,9.898010596256893e-6
377276,320,300,306,1.2799459658011077e-6,1.2431023719706803e-6,1.3226162630806154e-6
377232,107002,83925,77530,4.2798993197703167e-4,3.477578885587978e-4,3.351060094007847e-4
377204,35383,20615,24739,1.4152602533731436e-4,8.54218513272519e-5,1.0692877036716126e-4
376958,10637,11509,8867,4.2546203869457444e-5,4.768955066336853e-5,3.8325615701751034e-5
374861,82305,69960,13551,3.2920610223518805e-4,2.898914731435626e-4,5.857115353269745e-5
371572,385,744,302,1.5399349901044577e-6,3.082893882487287e-6,1.3053271616024373e-6
371569,2952,2584,2513,1.180750153451522e-5,1.0707255097240792e-5,1.0861878003665315e-5
371565,99363,122236,21890,3.9743522187467333e-4,5.065062051340268e-4,9.461460783932899e-5
371564,17600,19221,19228,7.039702811906092e-5,7.964556897216149e-5,8.310871080560154e-5
371554,40639,23524,36966,1.6254913782559757e-4,9.747580066079427e-5,1.597772313105818e-4
371553,11371,6123,19228,4.548207992851374e-5,2.5371719411921584e-5,8.310871080560154e-5
371547,129267,106310,106293,5.170461723787869e-4,4.405140438806767e-4,4.5942761585499297e-4
371541,996,1009,1375,3.983831818555948e-6,4.180967644394721e-6,5.94312863312368e-6
371280,11525,9333,9355,4.609805392455552e-5,3.867291479200786e-5,4.043488608208875e-5
371271,16711,4977,16568,6.684117823281972e-5,2.0623068350993585e-5,7.16114583226132e-5
370221,3744,8528,5625,1.497536779987296e-5,3.5337256760553205e-5,2.4312798953687782e-5
370173,2794,4266,5693,1.1175528213900922e-5,1.767691572942307e-5,2.460671367881681e-5
370157,1866,1714,355,7.463684913077709e-6,7.10225821852582e-6,1.5344077561882957e-6
367427,4284,3000,3774,1.713527661716233e-5,1.2431023719706802e-5,1.6312267244660923e-5
367202,25528,17110,23474,1.0210768942178336e-4,7.089827194806113e-5,1.0146109202468747e-4
366123,226,538,501,9.039618383470324e-7,2.229296920400753e-6,2.165459960141792e-6
361344,4724,3580,2167,1.8895202320138854e-5,1.483435497218345e-5,9.36637072580292e-6
360157,24668,22720,27149,9.86678346386929e-5,9.414428630391285e-5,1.173454540077635e-4
360148,27960,22169,19712,1.1183527876187178e-4,9.186112161406003e-5,8.520069208446108e-5
360106,3313,3260,3149,1.3251440577184594e-5,1.3508379108748058e-5,1.3610845138695614e-5
359906,14115,34399,3875,5.645761658525824e-5,1.4253826164473143e-4,1.674881705698492e-5
357445,93729,95782,82121,3.749001732142876e-4,3.968894379736523e-4,3.5494957562236343e-4
356187,5056,3267,3363,2.02231462596575e-5,1.3537384830760707e-5,1.4535812067778137e-5
355602,4153,3914,948,1.66112987374125e-5,1.621834227964414e-5,4.097517050328181e-6
354270,14673,4176,12959,5.868952236312392e-5,1.7303985017831868e-5,5.601236651392711e-5
354256,80446,88814,19457,3.2177041614011226e-4,3.6801631354734665e-4,8.409851186522724e-5
354254,10538,7451,6864,4.215022058628773e-5,3.087451924517846e-5,2.9668098136553413e-5
354252,176440,176239,83905,7.057302068935858e-4,7.30277063112469e-4,3.626605148816308e-4
354246,229721,215286,43089,9.188452100306134e-4,8.920751241735996e-4,1.8624252339830274e-4
353481,362081,305234,17056,0.0014482628601350965,0.0012647903646869952,7.37207287029509e-5
351741,3472,2587,2349,1.3887413728942018e-5,1.07196861209605e-5,1.0153024843060019e-5
351285,70607,64947,587763,2.824160775228713e-4,2.6911923250793257e-4,0.002540473538029581
351222,10460,8274,3054,4.183823375712371e-5,3.428476341895136e-5,1.3200228978588888e-5
350330,1809,677,1286,7.235694537919387e-6,2.8052676860805015e-6,5.55844612523422e-6
350308,6175,5157,5467,2.4698957308818252e-5,2.1368929774175992e-5,2.3629879445299754e-5
348293,2511,2350,355,1.0043576000395567e-5,9.737635247103662e-6,1.5344077561882957e-6
347607,220984,161829,104566,8.838986853331e-4,6.705667125121441e-4,4.519630462917896e-4
346922,3577,3313,631,1.4307395998970508e-5,1.3727993861129545e-5,2.7273557581825764e-6
346416,4208,10791,4003,1.6831289450284567e-5,4.471439231978537e-5,1.7302068304286612e-5
346408,2909,1656,1772,1.1635508795360694e-5,6.861925093278154e-6,7.659071954832845e-6
346346,3920,2147,1121,1.567933808106357e-5,8.896469308736835e-6,4.845270689259378e-6
346256,34047,31853,39526,1.3618225093009473e-4,1.3198846618127358e-4,1.7084225625661571e-4
346225,34919,17314,25473,1.3967010368690276e-4,7.174358156100119e-5,1.1010132048840691e-4
344676,22799,25076,11958,9.11921502321858e-5,1.0390678359845593e-4,5.168576886901307e-5
342924,31823,27509,35860,1.2728662646777704e-4,1.1398834383513814e-4,1.5499679475186557e-4
342840,27367,26887,16059,1.0946337889399661e-4,1.1141097825058559e-4,6.941142015951504e-5
342183,1021,2050,1290,4.08382759713416e-6,8.494532875132981e-6,5.575735226712398e-6
341344,11591,12440,458,4.6362042780002e-5,5.154731169105087e-5,1.9796021192513784e-6
328993,3986,3267,3585,1.594332693651005e-5,1.3537384830760707e-5,1.5495357199817013e-5
328824,11340,12935,8414,4.5358085163076754e-5,5.35984306048025e-5,3.636762495934738e-5
324432,5968,5255,4089,2.387099226219066e-5,2.177500988235308e-5,1.767378398606744e-5
323841,15405,10179,11625,6.161739875989395e-5,4.217846348096518e-5,5.024645117095475e-5
321802,17866,29666,13417,7.14609832031331e-5,1.2292624988960733e-4,5.799196863317849e-5
320847,35494,78142,8039,1.419700065942016e-4,3.237950185017763e-4,3.4746771695768196e-5
320842,1292,3929,1023,5.167781836921972e-6,1.6280497398242674e-5,4.421687703044018e-6
250667,8445,7878,5933,3.377857400371986e-5,3.2643868287950063e-5,2.564405976750749e-5
250558,4840,1242,3883,1.9359182732741755e-5,5.146443819958616e-6,1.6783395259941275e-5
242849,1469,1511,2335,5.8757519492557106e-6,6.261092280158992e-6,1.0092512987886395e-5
241382,3587,2993,3650,1.4347394310401793e-5,1.2402017997694153e-5,1.5776305098837405e-5
237707,12208,10351,10029,4.882993859531226e-5,4.2891175507561704e-5,4.334809968116174e-5
234465,128179,155343,27165,5.126943560950631e-4,6.436908392301379e-4,1.174146104136762e-4
232320,45026,35989,28875,1.8009639705050213e-4,1.4912670421617604e-4,1.248057012955973e-4
230854,38528,28111,33684,1.5410549428245338e-4,1.1648283592822597e-4,1.4559152354773678e-4
228851,59037,10760,34364,2.36138031196875e-4,4.4585938408015066e-5,1.4853067079902702e-4
228833,15297,5925,11625,6.118541699643608e-5,2.4551271846420933e-5,5.024645117095475e-5
228307,8515,6959,7525,3.405856218373885e-5,2.8835831355146546e-5,3.252512215582232e-5
227159,29759,16186,13410,1.190309749883599e-4,6.706951664239143e-5,5.7961712705591676e-5
224423,2062,1783,1105,8.247651817130888e-6,7.388171764079076e-6,4.776114283346667e-6
224377,10004,6274,6773,4.001431075585713e-5,2.599741427248016e-5,2.9274771077924863e-5
223738,2945,2635,1793,1.177950271651332e-5,1.0918582500475808e-5,7.74983973759328e-6
223237,1643,2078,2115,6.571722568160063e-6,8.610555763183577e-6,9.141612406586606e-6
223227,7075,5293,4503,2.8298805337633866e-5,2.1932469516136036e-5,1.946320598905886e-5
223171,1603,1487,1809,6.411729322434924e-6,6.161644090401338e-6,7.81899614350599e-6
223160,13601,7645,7421,5.440170337769021e-5,3.1678392112386164e-5,3.2075605517389695e-5
223108,4931,12538,4843,1.9723167366766446e-5,5.1953391799227965e-5,2.093277961470399e-5
222288,30618,11384,12434,1.2246682994030724e-4,4.717159134171408e-5,5.374317194491625e-5
219979,34805,35592,55432,1.3921412293658612e-4,1.474816654106015e-4,2.3959236828459044e-4
219417,23675,17560,17733,9.469600231356633e-5,7.276292550601715e-5,7.664690912813253e-5
215929,1136,648,918,4.543808178593932e-6,2.685101123456669e-6,3.967848789241846e-6
215683,33603,21252,21051,1.344063259025457e-4,8.806137203040298e-5,9.098821880428116e-5
215676,4735,3622,4554,1.8939200462713265e-5,1.5008389304259346e-5,1.9683642032905628e-5
215644,16788,12805,13235,6.714916523084061e-5,5.3059752910281865e-5,5.720531451592139e-5
214058,6699,9181,1820,2.6794868827817563e-5,3.804307625687605e-5,7.866541172570981e-6
212017,40893,24259,4833,1.6356509493595218e-4,1.0052140147212244e-4,2.0889556861008544e-5
211126,1171,1616,1491,4.683802268603429e-6,6.696178110348731e-6,6.444512575990842e-6
210861,14757,12859,16777,5.902550817914671e-5,5.328351133723659e-5,7.251481387484799e-5
210845,2996,4093,3641,1.1983494104812872e-5,1.6960060028253314e-5,1.5737404620511506e-5
210842,11967,9978,13982,4.78659792898183e-5,4.1345584891744824e-5,6.043405421697113e-5
210393,48584,44884,1405,1.9432779625775317e-4,1.859846895451067e-4,6.0727968942100155e-6
210312,78764,57339,67928,3.1504270015737015e-4,2.3759415635475612e-4,2.9360352130241847e-4
210297,16276,27860,13288,6.510125168555884e-5,1.1544277361034383e-4,5.7434395110507245e-5
210259,65200,87986,35344,2.607889905319757e-4,3.6458535100070756e-4,1.5276650066118063e-4
210228,20426,30270,24175,8.170055092954196e-5,1.2542902933184162e-4,1.0449100705873816e-4
209687,478234,301526,402749,0.0019128552469028968,0.0012494256193694377,0.0017407920828086758
209676,154590,130978,128526,6.183338964162289e-4,5.427302082532525e-4,5.555247641460758e-4
209172,4969557,5550316,1194248,0.019877388856152048,0.022998703282622726,0.005161868715527774
208244,15797,11586,14554,6.31853325680003e-5,4.800861360550767e-5,6.290639572835057e-5
205795,1439,1311,1075,5.755757014961856e-6,5.432357365511872e-6,4.646446022260332e-6
199152,2516,2045,1485,1.006357515611121e-5,8.473814502266804e-6,6.418578923773575e-6
190197,17588,23070,16292,7.034903014534339e-5,9.55945724045453e-5,7.041851032061891e-5
190007,1176,1267,938,4.703801424319071e-6,5.250035684289506e-6,4.054294296632736e-6
189939,3380,2938,3081,1.35194292637742e-5,1.2174115896166195e-5,1.331693041356659e-5
189234,3303,3121,3299,1.321144226575331e-5,1.293240834306831e-5,1.4259186444127288e-5
188923,50077,41509,43823,2.0029954415444397e-4,1.7199978786043655e-4,1.894150735195484e-4
187931,18089,8924,8400,7.235294554805075e-5,3.69781518915545e-5,3.6307113104173755e-5
187846,717,1090,965,2.867878929623107e-6,4.516605284826805e-6,4.170995731610437e-6
187839,618,411,645,2.4718956464533893e-6,1.7030502495998318e-6,2.787867613356199e-6
187836,1120,710,1128,4.479810880303877e-6,2.9420089469972767e-6,4.87552661684619e-6
183432,962,658,803,3.84783755968958e-6,2.7265378691890253e-6,3.4707871217442295e-6
170841,62146,52934,72106,2.485735062208614e-4,2.193412698596533e-4,3.116619877963753e-4
170728,76177,51181,59631,3.0469513699009685e-4,2.120774083327713e-4,2.577416025613078e-4
170630,70843,31791,43275,2.8336003767264964e-4,1.31731558357733e-4,1.8704646661703802e-4
170487,31258,54322,31541,1.2502672187190945e-4,2.250926901673043e-4,1.363288874308029e-4
170319,26707,6952,28639,1.0682349033953183e-4,2.8806825633133897e-5,1.2378564430838478e-4
170278,3588,4603,4539,1.4351394141544921e-5,1.907333406060347e-5,1.9618807902362463e-5
170275,7719,16068,14759,3.08746965938086e-5,6.658056304274963e-5,6.37924621791072e-5
170242,1904,2553,1631,7.615678496516591e-6,1.0578801185470488e-5,7.049631127727071e-6
169614,11984,13148,9581,4.7933976419251486e-5,5.448103328890168e-5,4.141172031560581e-5
169611,28386,31804,16156,1.1353920682884451e-4,1.3178542612718504e-4,6.983068087036085e-5
169610,43522,46503,33433,1.740806510112369e-4,1.9269329867917514e-4,1.445066324299811e-4
168880,3148,3266,1369,1.2591468438568397e-5,1.3533241156187471e-5,5.917194980906413e-6
163829,4061,3140,3095,1.6243314272244682e-5,1.3011138159959786e-5,1.3377442268740212e-5
163410,22856,16733,23434,9.142014060734412e-5,6.93361066339513e-5,1.012882010099057e-4
161401,23007,9757,48654,9.202411510995652e-5,4.0429832811059754e-5,2.1029598582981786e-4
161388,1041,1256,1202,4.163824219996729e-6,5.204455263983914e-6,5.195374994192483e-6
160575,15159,18809,12108,6.063344029868435e-5,7.793837504798842e-5,5.2334110174444746e-5
146435,13442,10028,12263,5.376573022593278e-5,4.1552768620406604e-5,5.300406285672414e-5
146430,5748,4464,5555,2.2991029410702397e-005,1.8497363294923722e-5,2.401023967781967e-5
146264,5047,4528,4914,2.0187147779369347e-5,1.87625584676108e-5,2.1239661165941648e-5
138111,4210,3199,4071,1.6839289112570824e-5,1.3255614959780687e-5,1.7595983029415637e-5
135765,42941,36388,40727,1.7175674911707928e-4,1.5078003037089703e-4,1.7603330897543863e-4
135325,14885,9350,12810,5.953748656546715e-5,3.8743357259752867e-5,5.536834748386498e-5
135323,4898,3954,5090,1.9591172939043205e-5,1.6384089262573564e-5,2.2000381630981478e-5
135260,31819,20191,20201,1.2727062714320452e-4,8.366493330820002e-5,8.731428474016834e-5
135163,825,592,759,3.299860693080981e-6,2.4530553473554758e-6,3.2806070054842715e-6
134328,56825,38718,40531,2.2729040470827484e-4,1.6043479212653598e-4,1.7518614300300793e-4
133924,927,1719,1982,3.707843469680084e-6,7.122976591391997e-6,8.56674978243719e-6
133605,13116,11903,10978,5.2461785273272906e-5,4.932215844522335e-5,4.7449939006859464e-5
133467,52738,36589,40630,2.109430948263088e-4,1.516129089601174e-4,1.7561404826459283e-4
132335,52289,60756,44747,2.0914717064304412e-4,2.5175309237150217e-4,1.934088559610075e-4
132248,3714,3255,3262,1.4855372865579107e-5,1.348766073588188e-5,1.4099262255454142e-5
131989,10557,8234,8718,4.222621737800717e-5,3.411901643602193e-5,3.7681596671688905e-5
131524,14867,17670,14403,5.946548960489084e-5,7.321872970907306e-5,6.225373214754936e-5
131446,861244,738403,429517,0.003444830573032529,0.0030597017359008873,0.0018564907499006428
131427,558,627,437,2.2319057778656815e-6,2.5980839574187217e-6,1.8888343364909442e-6
131421,211668,287900,169969,8.466362584037152e-4,0.0011929639096345294,7.346528222861083e-4
130738,8959,16684,15106,3.583448721128789e-5,6.913306657986276e-5,6.529229173233914e-5
130659,25145,16277,21427,1.0057575409396517e-4,6.744659102855587e-5,9.26133943432299e-5
130582,49984,49703,50612,1.9992755985813302e-4,2.0595305731352907e-4,2.1875900100338597e-4
130549,7191,6188,4825,2.8762785750236767e-5,2.5641058259181896e-5,2.0854978658052188e-5
130548,97020,77036,80755,3.880636175063234e-4,3.192121144237777e-4,3.4904534746756566e-4
130530,60656,38620,35001,2.4261375781759996e-4,1.600287120183589e-4,1.5128396020942686e-4
130528,6951,5245,5078,2.7802826275885938e-5,2.1733573136620727e-5,2.1948514326546946e-5
130463,44269,35511,19417,1.7706852487515387e-4,1.4714602777016943e-4,8.392562085044546e-5
128059,3890,3221,2910,1.5559343146769715e-5,1.334677580039187e-5,1.257782132537448e-5
127630,2846,3023,3895,1.1383519433343601e-5,1.252632823489122e-5,1.6835262564375807e-5
125960,26966,11507,15655,1.078594466056021e-4,4.7681263314222057e-5,6.766522091021907e-5
125942,12268,12058,10170,4.906992846389997e-5,4.9964428004074874e-5,4.395754050826751e-5
125898,156,451,108,6.2397365832804e-7,1.868797232529256e-6,4.6680573991080546e-7
125897,16276,12784,13288,6.510125168555884e-5,5.297273574424392e-5,5.7434395110507245e-5
125868,15797,10111,14554,6.31853325680003e-5,4.1896693609985155e-5,6.290639572835057e-5
125802,24129,18778,21012,9.651192565254665e-5,7.780992113621811e-5,9.081965006486893e-5
124996,20039,21900,12009,8.015261627715125e-5,9.074647315385965e-5,5.190620491285984e-5
121191,2832,2480,2864,1.1327521797339803e-5,1.0276312941624289e-5,1.2378996658375434e-5
118967,803,1053,931,3.2118644079321545e-6,4.3632893256170876e-6,4.024038369045925e-6
118602,30585,15014,15186,1.22334835512584e-4,6.22131300425593e-5,6.56380737619027e-5
118128,5619,4984,6301,2.2475051193238827e-5,2.0652074073006234e-5,2.723465710349986e-5
118125,3693,4526,2572,1.4771376411573409e-5,1.875427111846433e-5,1.111689225046844e-5
118060,95889,121665,152627,3.835398084834451e-4,5.041401669527094e-4,6.596959228274676e-4
117962,14020,12045,13105,5.607763262666103e-5,4.991056023462281e-5,5.6643418717880606e-5
117769,36432,29297,37522,1.457218482064561e-4,1.213972339720834e-4,1.6218041641604853e-4
117750,46243,26271,12244,1.8496419155168944e-4,1.0885847471347246e-4,5.2921939624702796e-5
117745,23048,16784,15164,9.218810818682478e-5,6.954743403718632e-5,6.554298370377273e-5
117300,3608,2842,3257,1.443139076440749e-5,1.1776323137135577e-5,1.407765087860642e-5
117249,7561,7358,7537,3.02427232731943e-5,3.048915750986755e-5,3.257698946025686e-5
117245,7196,13078,4939,2.878278490595241e-5,5.4190976068775183e-5,2.134771805018026e-5
117242,2178,5095,4426,8.71163222973379e-6,2.1112021950635385e-5,1.9130390785603934e-5
117235,19795,16021,13765,7.91766574782279e-5,6.638581033780755e-5,5.949612046177997e-5
117213,46717,46669,49238,1.8686011151353233e-4,1.9338114865833224e-4,2.1282019464563185e-4
117212,20210,24923,28811,8.083658740262621e-5,1.0327280138875087e-4,1.2452907567194645e-4
117201,113514,95142,114331,4.540368323810842e-4,3.9423748624678153e-4,4.941700652753916e-4
117200,27446,22399,28956,1.0977936555430375e-4,9.281416676590422e-5,1.2515580560053038e-4
117199,1454853,887933,691990,0.005819166338073872,0.003679305394836807,0.002990971332971095
117196,8567,5811,8074,3.426655340318153e-5,2.4078892945072077e-5,3.489805133370225e-5
117195,10572064,6498519,8873200,0.04228647083434726,0.02692774794398844,0.03835241380904221
117192,53346,53367,42189,2.133749921613309e-4,2.2113548094986431e-4,1.823524755657127e-4
117191,637,1576,1093,2.54789243817283e-6,6.530431127419307e-6,4.724246978912133e-6
117190,29692,7814,29943,1.1876298630177029e-4,3.2378673115262985e-5,1.2942189139027082e-4
117182,382242,288409,405783,0.0015289034558117094,0.0011950730399923064,0.0017539058662798738
116942,46961,44756,78560,1.8783607031245568e-4,1.8545429919973255e-4,3.395579530314155e-4
115895,7425,17254,23018,2.969874623772883e-5,7.149496108660706e-5,9.949013445617518e-5
114282,2618,2834,2737,1.0471557932710313e-5,1.1743173740549692e-5,1.1830067686443281e-5
113559,12279,5356,6211,4.911392660647438e-5,2.2193521014249877e-5,2.6845652320240858e-5
113534,7856,7543,3490,3.142267346041719e-5,3.1255737305916134e-5,1.5084741039710287e-5
112543,2903,1306,1423,1.1611509808501923e-5,5.411638992645695e-6,6.150597850861816e-6
112530,8556,6639,8885,3.422255526060712e-5,2.7509855491711153e-5,3.840341665840284e-5
111776,34419,10070,48205,1.3767018811533852e-4,4.17268029524825e-5,2.0835528418889238e-4
111772,33369,23959,23206,1.3347036541505364e-4,9.927829910015176e-5,1.0030272222564954e-4
111739,21658,15045,14303,8.662834289787623e-5,6.234158395432961e-5,6.18215046105949e-5
111732,28687,26085,27152,1.1474315600292618e-4,1.0808775124285064e-4,1.1735842083387213e-4
110962,8940,7477,8492,3.5758490419568446e-5,3.098225478408259e-5,3.670476243817185e-5
110647,19820,12434,13993,7.927665325680612e-5,5.152244964361146e-5,6.048159924603611e-5
110628,149049,110092,6757,5.961708320521541e-4,4.5618542111665377e-4,2.920561467201215e-5
110612,33119,26452,27631,1.3247040762927152e-4,1.0960847981122811e-4,1.1942879073588394e-4
110605,20722,17965,32902,8.288450094790798e-5,7.444111370817757e-5,1.4221150420875298e-4
110346,53065,35909,42640,2.1225103961011182e-4,1.487952102503172e-4,1.8430182175737726e-4
110328,13653,13228,8658,5.460969459713289e-5,5.4812527254760525e-5,3.7422260149516236e-5
110321,86209,49536,76848,3.4482144301796155e-4,2.0526106365979872e-4,3.3215821759875535e-4
110283,17353,10855,12234,6.940906982670819e-5,4.4979587492472447e-5,5.287871687100735e-5
110182,2518,1938,1578,1.0071574818397466e-5,8.030441322930594e-6,6.820550533141213e-6
110123,18503,10753,9517,7.400887564130592e-5,4.455693268600242e-5,4.113509469195496e-5
110031,11550,5238,13235,4.619804970313373e-5,2.1704567414608078e-5,5.720531451592139e-5
110021,16787,12003,12593,6.714516539969749e-5,4.973652590254691e-5,5.4430413728673824e-5
109714,5867,5966,856,2.3467009316734684e-5,2.4721162503923593e-5,3.6998677163300876e-6
109387,99269,69750,77831,3.9705923774721927e-4,2.8902130148318313e-4,3.364070142870176e-4
109386,13959,8674,10020,5.58336429269302e-5,3.59422332482456e-5,4.3309199202835835e-5
108314,3303160,3967710,2775846,0.01321208223873621,0.016440899040972626,0.011997970795448608
107960,34017,17906,17195,1.360622559958009e-4,7.419663690835667e-5,7.43215249793176e-5
107143,109615,61849,45346,4.384414907540263e-4,2.5628212868004864e-4,1.9599789890736467e-4
106940,50766,74322,92240,2.030554278120595e-4,3.079661816320163e-4,3.986866800867842e-4
106931,2542,2248,1704,1.0167570765832549e-5,9.31498044063363e-6,7.365157229703819e-6
106902,1019,710,1156,4.075827934847903e-6,2.9420089469972767e-6,4.996550327193436e-6
106482,26671,16529,21094,1.0667949641837921e-4,6.849079702101125e-5,9.117407664517158e-5
106427,166136,154487,98991,6.645159467947901e-4,6.401438537954482e-4,4.278663611065791e-4
105769,719,1837,1462,2.875878591909364e-6,7.611930191033798e-6,6.319166590274051e-6
105406,34750,39127,29952,1.3899413222371405e-4,1.6212955502698935e-4,1.294607918685967e-4
105370,46078,61294,32522,1.8430421941307326e-4,2.539823892919029e-4,1.4056903956832605e-4
105085,919,755,929,3.6758448205350563e-6,3.1284743027928787e-6,4.015393818306836e-6
105081,3836,3945,2776,1.5343352265040778e-5,1.6346796191414443e-5,1.1998636425855517e-5
104990,17847,2329,14040,7.138498641141366e-5,9.650618081065715e-6,6.068474618840471e-5
104933,47518,35554,41242,1.9006397625917823e-4,1.4732420577681855e-4,1.7825928079075407e-4
104931,10106,8038,11099,4.0422293532456236e-5,3.330685621966776e-5,4.797293432657435e-5
104924,70909,49575,47330,2.836240265280961e-4,2.054226669681549e-4,2.0457329324054095e-4
104918,227380,145297,154358,9.094816053245497e-4,6.02063484467413e-4,6.671777814921491e-4
104417,19915,13565,106007,7.965663721540331e-5,5.620894558594092e-5,4.5819144509930327e-4
104390,1605,1626,1620,6.419728984721181e-6,6.737614856081087e-6,7.002086098662081e-6
104378,51751,29887,34325,2.06995261488041e-4,1.238420019702924e-4,1.4836210205961477e-4
104312,291308,295930,253327,0.001165182810642466,0.0012262376164576113,0.0010949490525405982
104238,1575,782,1068,6.299734050427327e-6,3.24035351627024e-6,4.616190094673521e-6
104135,22656,19838,3617,9.062017437871842e-5,8.220221618384785e-5,1.5633670011642438e-5
104131,11094,6839,7240,4.437412670186716e-5,2.8338590406358272e-5,3.129327367550214e-5
103821,135507,85066,127395,5.420051187119085e-4,3.524858212468596e-4,5.506362707031209e-4
102904,114169,102812,103584,4.5665672177983333e-4,4.2601947022349857e-4,4.4771857187889694e-4
100922,12405,5059,12357,4.961790533050857e-5,2.0962849665998905e-5,5.341035674146132e-5
100908,3257,2946,3072,1.30274500331694e-5,1.220726529275208e-5,1.3278029935240688e-5
100877,1064,726,927,4.255820336288683e-6,3.008307740169046e-6,4.006749267567747e-6
100869,9369,8954,7879,3.7474417979970555e-5,3.710246212875157e-5,3.4055207636641074e-5
100865,27831,35381,27628,1.1131930054440822e-4,1.466073500756488e-4,1.194158239097753e-4
100727,22436,22531,29121,8.974021152723017e-5,9.336113180957132e-5,1.2586898103650524e-4
100468,7948,3819,4044,3.179065792558501e-5,1.5824693195186757e-5,1.7479281594437936e-5
100114,14216,12612,11577,5.6861599530714214e-5,5.22600237176474e-5,5.003898195321662e-5
100017,125345,89526,135057,5.013588346354371e-4,3.709666098434904e-4,5.837535445845708e-4
99877,9924,7507,8642,3.969432426440685e-5,3.110656502127965e-5,3.7353103743603524e-5
98053,180551,128301,100264,7.221735127229869e-4,5.316375914207008e-4,4.3336861765200924e-4
98027,42541,13648,8700,1.701568166598279e-4,5.655287057551948e-5,3.7603795715037106e-5
97891,24654,13732,15675,9.861183700268909e-5,5.690093923967127e-5,6.775166641760996e-5
97693,30686,15301,15706,1.2273881845803998e-4,6.340236464507793e-5,6.788565695406583e-5
95422,24731,23111,38740,9.891982400070998e-5,9.576446306204796e-5,1.6744494781615373e-4
95404,3658,3339,3162,1.4631382321563913e-5,1.383572940003367e-5,1.3667034718499693e-5
94586,9025,6786,8004,3.6098476066734366e-5,2.8118975653976786e-5,3.459549205783414e-5
94582,110488,72884,93132,4.419333433419775e-4,3.020075775957035e-4,4.025421497164179e-4
92552,8347,11125,155380,3.338659055169327e-5,4.609837962724606e-5,6.715951469198236e-4
91648,3529,2691,2804,1.4115404104100342e-5,1.1150628276577e-5,1.2119660136202763e-5
