BinBase name,L1_PF_748,L2_PF_748,L3_PF_748,normL1_PF_748,normL2_PF_748,normL3_PF_748
404049,39277,28043,22537,1.5023290077577237e-4,1.0811969794002038e-4,9.208454385058869e-5
400553,1906,3760,1176,7.290371181063273e-6,1.4496668125895112e-5,4.805050519957949e-6
400202,9435,8884,9231,3.608848483385728e-5,3.425223394426919e-5,3.771719502528216e-5
396760,1896,1429,1544,7.252121594593895e-6,5.509504987208541e-6,6.308671771101253e-6
396036,107375,81494,139621,4.1070493471493644e-4,3.1419985964140854e-4,5.704812573529327e-4
391901,121246,104150,213191,4.637609361066094e-4,4.015499960936106e-4,8.710829297622067e-4
391335,5428,2484,2696,2.0761875535577882e-5,9.577054155511557e-6,1.1015660035549855e-5
390198,6275,9982,2830,2.400161550953412e-5,3.8485569476777924e-5,1.1563174295477037e-5
390194,4267242,4097093,3806501,0.01632202418647576,0.015796329122853187,0.01555308640244086
390145,28467,34646,24183,1.0888509780237575e-4,1.3357754358770267e-4,9.880998020760465e-5
390130,38770,14952,33088,1.4829364674177496e-4,5.7647388781485025e-5,1.3519516292888488e-4
389549,5516,4395,3992,2.10984718965084e-5,1.6944908620560907e-5,1.6311021833054533e-5
385008,37436,33645,36090,1.4319115190676004e-4,1.297181912488673e-4,1.474611167221789e-4
384914,8617,8863,6511,3.2959668660662234e-5,3.4171268510587336e-5,2.6603472734222965e-5
383524,32880,27958,45099,1.2576464031131186e-4,1.0779198070845094e-4,1.842712358839996e-4
382948,4353,5430,5670,1.6650044990119846e-5,2.0935347852024056e-5,2.3167207864082968e-5
382947,1682,2327,1356,6.4335804441492255e-6,8.971741151318597e-6,5.5405174362780435e-6
382905,56893,68662,27916,2.1761337230022704e-4,2.647261241649495e-4,1.1406274686662084e-4
382622,9137,6314,936,3.494864715706984e-5,2.4343607060346206e-5,3.82442796486449e-6
382616,52672,44940,100875,2.01468221851503e-4,1.7326602807918252e-4,4.1216791768771945e-4
382613,46316,26643,41393,1.7715678469156691e-4,1.0272200236122964e-4,1.6912878926243145e-4
382601,954,959,1540,3.6490105491785738e-6,3.697421471471652e-6,6.292328061849695e-6
381736,224989,179151,153104,8.605736210158681e-4,6.907161147399561e-4,6.255718153126206e-4
381214,47148,4818,33157,1.803391502858191e-4,1.857578378472411e-5,1.3547709191347426e-4
380652,3927,3105,5366,1.502061260652438e-5,1.1971317694389446e-5,2.1925085960964588e-5
380602,4089,3929,2269,1.564025590732829e-5,1.5148247092191993e-5,9.270969072946076e-6
380297,16754,75426,2899,6.408335717079437e-5,2.9080470480419274e-4,1.1845103280066407e-5
380205,11972,9170,4491,4.5792404921138243e-5,3.53549060410793e-5,1.834989956218635e-5
379924,108336,123683,65704,4.143807199746436e-4,4.768594159082673e-4,2.68461768166086e-4
379876,2528,4222,2463,9.669495459458527e-6,1.6277907666896054e-5,1.0063638971646622e-5
379063,3227,6485,2656,1.2343141553667984e-5,2.5002897020327072e-5,1.0852222943034279e-5
378996,143294,252543,15849,5.48093624354292e-4,9.736787389675344e-4,6.47578619819843e-5
377666,1308,1168,809,5.003045910194523e-6,4.5032203114482685e-6,3.305515196127535e-6
377276,2302,7330,1440,8.805054805250605e-6,2.826079185181148e-5,5.883735330560754e-6
377232,79290,66052,66931,3.032809711156909e-4,2.546632774073468e-4,2.7347520097900126e-4
377204,23473,34133,15984,8.978325431956883e-5,1.3159967370776006e-4,6.530946216922437e-5
376958,18306,16722,11983,7.00196929908417e-5,6.447161819181332e-5,4.8961666990353825e-5
374861,138868,651035,72171,5.311643573829457e-4,0.0025100633865271604,2.948854600985418e-4
371572,4231,10744,407,1.6183400035193445e-5,4.1423458070376884e-5,1.6629724163459908e-6
371569,637,1249,264,2.4364986580993204e-6,4.815515555649732e-6,1.0786848106028049e-6
371565,24213,68003,35383,9.261372371830274e-5,2.6218535174607585e-4,1.4457236611196609e-4
371564,6378,5506,6793,2.4395586250168703e-5,2.1228365612015554e-5,2.775570423645778e-5
371554,30938,26583,24025,1.1833657061895882e-4,1.0249067255071005e-4,9.816440369216813e-5
371553,6378,5506,6793,2.4395586250168703e-5,2.1228365612015554e-5,2.775570423645778e-5
371547,201570,118790,136935,7.709969144632339e-4,4.579944698603937e-4,5.595064565905117e-4
371541,4165,5261,1281,1.5930952764495556e-5,2.0283768885727177e-5,5.234072887811337e-6
371280,5293,4376,4095,2.024550611824129e-5,1.6871654180563034e-5,1.6731872346282144e-5
371271,7786,17945,1989,2.9781128025056998e-5,6.918689082957121e-5,8.126909425337042e-6
370221,132445,252544,19656,5.065966479936648e-4,9.736825944643763e-4,8.031298726215428e-5
370173,27041,10842,12710,1.0343070677184258e-4,4.1801296760892236e-5,5.193213614682443e-5
370157,3314,2921,2087,1.2675912955951567e-5,1.1261906275462664e-5,8.527330302000203e-6
367427,4487,7589,6385,1.7162589448809498e-5,2.9259365533887768e-5,2.60886458927989e-5
367202,896,2761,561,3.4271629476561866e-6,1.0645026780743724e-5,2.2922052225309604e-6
366123,3906,4506,1273,1.4940288474938689e-5,1.7372868770022172e-5,5.201385469308222e-6
361344,4349,8380,1753,1.6634745155532093e-5,3.230906353590453e-5,7.16263057949514e-6
360157,10693,11739,9159,4.0900282811704914e-5,4.5259677428160295e-5,3.742300825875413e-5
360148,33637,34751,23279,1.286601340070437e-4,1.3398237075611197e-4,9.511630191675263e-5
360106,2733,1725,2586,1.0453611982080758e-5,6.650732052438581e-6,1.0566208031132021e-005
359906,23045,26261,11164,8.814617201867949e-5,1.0124920256758817e-4,4.56152925210974e-5
357445,97785,2233,90258,3.740235812908038e-4,8.609324448171219e-6,3.6878762740677256e-4
356187,6328,5421,3673,2.420433831782182e-5,2.0900648380446118e-5,1.5007611020242812e-5
355602,5428,15,2696,2.0761875535577882e-5,5.783245262990071e-8,1.1015660035549855e-5
354270,13106,7129,9223,5.012990802676561e-5,2.7485836986570813e-5,3.768450760677905e-5
354256,110953,141527,29358,4.243906367536796e-4,5.456569015567971e-4,1.1995465405180737e-4
354254,6224,8055,4970,2.38065426185403e-5,3.105602706225668e-5,2.0307058745060378e-5
354252,144433,123015,146271,5.52450252253154e-4,4.742839440178157e-4,5.976526739836473e-4
354246,157210,220398,140893,6.013217488850771e-4,8.497437929816571e-4,5.75678556894928e-4
353481,508191,378222,307747,0.001943809559745921,0.0014582337265724205,0.001257431872759778
351741,3952,2234,1409,1.5116236572697823e-5,8.613179945013212e-6,5.757071583861182e-6
351285,30549,30479,41430,1.1684866170530005e-4,1.1751168824711625e-4,1.6927996857300835e-4
351222,7249,9647,10421,2.772712523165145e-5,3.7193978034710146e-5,4.257944852762057e-5
350330,1166,960,718,4.459901782329368e-6,3.7012769683136456e-6,2.933695810654598e-6
350308,4254,3828,2869,1.627137408407301e-5,1.4758841911150662e-5,1.1722525460679724e-5
348293,3314,44,2361,1.2675912955951567e-5,1.6964186104770876e-7,9.646874385731902e-6
347607,261931,51174,243569,0.0010018752433510409,1.9730119539216926e-4,9.952052296731612e-4
346922,2398,2636,1978,9.172250835356625e-6,1.0163089675494551e-5,8.081964224895258e-6
346416,7442,7742,4810,2.8465342250510426e-5,2.9849256550712754e-5,1.9653310374998075e-5
346408,3234,2703,1743,1.236991626419655e-5,1.0421407963908107e-5,7.121771306366246e-6
346346,4608,3291,2516,1.762540944508896e-5,1.2688440107000215e-5,1.0280193119229761e-5
346256,13283,28464,14875,5.080692570727358e-5,1.0974286211049959e-4,6.0778168779230006e-5
346225,11644,12006,16460,4.4537818484942674e-5,4.6289095084972526e-5,6.725436357015973e-5
344676,27600,22960,16602,1.0556885865548076e-4,8.852220749216802e-5,6.783456524859003e-5
342924,77533,73460,43316,2.9656051877302136e-4,2.8322479801283376e-4,1.769860274851178e-4
342840,26424,21658,20268,1.0107070728668201e-4,8.350235060389264e-5,8.28135747776426e-5
342183,3268,2233,2124,1.249996485819243e-5,8.609324448171219e-6,8.678509612577112e-6
341344,39612,30890,22293,1.515142619224965e-4,1.1909629744917553e-4,9.108757758624368e-5
328993,6328,5421,3673,2.420433831782182e-5,2.0900648380446118e-5,1.5007611020242812e-5
328824,146,228,121,5.584439624529055e-7,8.790532799744908e-7,4.943972048596189e-7
324432,5269,3096,2955,2.0153707110714784e-5,1.1936618222811506e-5,1.2073915209588214e-5
323841,10185,8427,5396,3.895720381906056e-5,3.249027188747822e-5,2.204766378035127e-5
321802,7778,4934,31755,2.9750528355881495e-5,1.902302141839534e-5,1.297486218208033e-4
320847,188754,89737,197322,7.219762444440803e-4,3.4598072010996e-4,8.062433492339647e-4
320842,3112,4330,7311,1.190327130927015e-5,1.6694301325831338e-5,2.9872214584534493e-5
250667,4651,3604,1771,1.7789882666907283e-5,1.3895210618544144e-5,7.2361772711271495e-6
250558,2908,1963,2057,1.1122979745294857e-5,7.568340300833006e-6,8.404752482613522e-6
242849,3625,2778,3302,1.3865475095149193e-5,1.0710570227057612e-5,1.349173198716084e-5
241382,4967,5318,4551,1.89985695993396e-5,2.0503532205720798e-5,1.8595055200959716e-5
237707,11442,11153,23719,4.376517683826126e-5,4.3000356278752175e-5,9.691410993442398e-5
234465,164894,141527,188823,6.307127311281465e-4,5.456569015567971e-4,7.715170530017175e-4
232320,16003,19435,18177,6.121081322694415e-5,7.493158112414135e-5,7.426990076639084e-5
230854,50254,53582,30008,1.922194718432076e-4,2.0658523178768932e-4,1.2261050680518549e-4
228851,83664,75169,38847,3.2001134023739645e-4,2.898138421158004e-4,1.58726018323815e-4
228833,10185,8427,5396,3.895720381906056e-5,3.249027188747822e-5,2.204766378035127e-5
228307,2901,2599,2118,1.1096205034766292e-5,1.0020436292340796e-5,8.653994048699775e-6
227159,19600,24198,13847,7.496918947997909e-5,9.329531258255582e-5,5.6577835501579696e-5
224423,2552,2879,1796,9.761294466985032e-6,1.1099975408098943e-5,7.338325453949385e-6
224377,23284,24717,36113,8.90603371352976e-5,9.52963154435504e-5,1.4755509305037535e-4
223738,4983,7803,1581,1.90597689376906e-5,3.008444185807435e-5,6.459851081678161e-6
223237,2086,2265,1859,7.97886373751206e-6,8.732700347115007e-6,7.595738874661418e-6
223227,15792,155464,9641,6.0403746952440294e-5,5.993909610436589e-4,3.9392425223566826e-5
223171,4759,3454,1350,1.8202978200776554e-5,1.3316886092245137e-5,5.516001872400707e-6
223160,10980,4742,7419,4.1998045943376036e-5,1.828276602473261e-5,3.031349473432655e-5
223108,8026,8838,9122,3.069911810032205e-5,3.40748810895375e-5,3.727182894817722e-5
222288,7690,5597,7654,2.941393199495098e-5,2.157921582463695e-5,3.127368765285556e-5
219979,12702,7130,9231,4.8584624733402774e-5,2.7489692483412803e-5,3.771719502528216e-5
219417,13796,14592,15594,5.2769129493152626e-5,5.625940991836741e-5,6.37159505171975e-5
215929,2095,1133,1026,8.0132883653345e-6,4.3682779219785e-6,4.1921614230245375e-6
215683,13464,13847,9421,5.1499243222369304e-5,5.338706477108234e-5,3.849352121473116e-5
215676,7761,6079,5165,2.9685504058883555e-5,2.343756530247776e-5,2.1103814571073815e-5
215644,21498,11951,14732,8.222896099186685e-5,4.6077042758662895e-5,6.019388117348682e-5
214058,5097,4921,2241,1.94958142234415e-5,1.8972899959449425e-5,9.156563108185173e-6
212017,8260,9226,7562,3.159415842370547e-5,3.557081386423093e-5,3.0897782340069734e-5
211126,6685,7946,3106,2.5569848554778583e-5,3.0635777906479406e-5,1.2690890233834514e-5
210861,8424,9783,7985,3.2221451641803257e-5,3.7718325605221246e-5,3.262612959342196e-5
210845,2740,2574,2468,1.048038669260932e-5,9.924048871290963e-6,1.0084068608211069e-5
210842,3696,5121,3216,1.413704715908177e-5,1.9743999327848104e-5,1.314034223825235e-5
210393,9707,14578,6057,3.712887358582433e-5,5.6205432962579507e-5,2.474846173417117e-5
210312,146995,100678,107109,5.622497963066085e-4,3.8816371105820956e-4,4.3763958855627205e-4
210297,42215,143840,25393,1.6147062928047537e-4,5.545746657523279e-4,1.0375395225620085e-4
210259,144992,472318,67717,5.545884041367922e-4,0.0018210205574166296,2.7668673984693236e-4
210228,40288,43250,30005,1.540999339678264e-4,1.667502384162137e-4,1.2259824902324681e-4
209687,628520,505047,663477,0.0024040630087732886,0.001947207113558231,0.0027109187957739286
209676,260178,237318,191723,9.95170090842959e-4,9.149787995481851e-4,7.833662422090968e-4
209172,6203871,5974790,6709562,0.02372955002593609,0.02303578397657363,0.027414782633324912
208244,4110,11677,13622,1.5720580038913983e-5,4.502063662395671e-5,5.5658501856179573e-5
205795,157,2637,443,6.005185075692202e-7,1.0166945172336545e-5,1.8100657996100096e-6
199152,9939,8637,4856,3.8016263991913883e-5,3.329992622429683e-5,1.9841263031390985e-5
190197,27757,14746,24069,1.0616937716304997e-4,5.685315643203439e-5,9.834418449393527e-5
190007,3677,17248,1168,1.4064372944789954e-5,6.649960953070183e-5,4.772363101454834e-6
189939,2979,3151,680,1.1394551809227433e-5,1.2148670549121142e-5,2.7784305727648003e-6
189234,3756,3030,2465,1.4366544677898033e-5,1.1682155431239944e-5,1.0071810826272402e-5
188923,12304,8664,7646,4.7062291191921566e-5,3.340402463903065e-5,3.124100023435245e-5
187931,15201,20306,7078,5.814319639210011e-5,7.82897188735176e-5,2.892019352063126e-5
187846,3687,6629,2778,1.4102622531259332e-5,2.555808856557412e-5,1.1350706075206788e-5
187839,1124,951,754,4.2992535191579845e-6,3.666577496735705e-6,3.080789193918617e-6
187836,2073,1863,1144,7.92913927510187e-6,7.182790616633669e-6,4.674300845945488e-6
183432,2009,1874,951,7.684341921697857e-6,7.225201081895596e-6,3.885716874557831e-6
170841,96081,128080,79711,3.6750585175642197e-4,4.938120355225122e-4,3.2569335203772796e-4
170728,39756,28278,24004,1.5206505596765553e-4,1.0902573969788882e-4,9.807859921859745e-5
170630,59290,31833,32460,2.2678179817693675e-4,1.227320309711753e-4,1.3262920057639032e-4
170487,29459,31803,18032,1.1267945678013795e-4,1.226163660659155e-4,7.367744130602188e-5
170319,63604,68662,28869,2.4328266977982602e-4,2.647261241649495e-4,1.1795663559580444e-4
170278,7553,2081,2313,2.888991266032051e-5,8.023288928188225e-6,9.450749874713211e-6
170275,7741,13281,5443,2.9609004885944802e-5,5.120485355851409e-5,2.223970236405707e-5
170242,3758,2856,7286,1.437419459519191e-5,1.1011298980733095e-5,2.977006640171226e-5
169614,528,130,549,2.01957816558311e-6,5.012145894591394e-7,2.2431740947762873e-6
169611,2403,2305,3890,9.191375628591314e-6,8.886920220794743e-6,1.5894257247139813e-5
169610,3604,1641,3866,1.3785150963563501e-5,6.326870317711138e-6,1.5796194991630467e-5
168880,5320,5363,2783,2.034878000170861e-5,2.06770295636105e-5,1.1371135711771234e-5
163829,2834,3135,4155,1.0839932805421466e-5,1.2086982599649249e-5,1.697702798505551e-5
163410,9680,11640,10259,3.702559970235702e-5,4.487798324080295e-5,4.191752830293248e-5
161401,42655,36602,4412,1.6315361108512795e-4,1.411188954106417e-4,1.8027111304468086e-5
161388,3318,2966,1165,1.2691212790539317e-5,1.1435403633352366e-5,4.760105319516166e-6
160575,12728,7628,7700,4.8684073658223154e-5,2.940972991072551e-5,3.1461640309248476e-5
146435,276,130,172,1.0556885865548074e-6,5.012145894591394e-7,7.02779497816979e-7
146430,9812,9277,14711,3.75304942437528e-5,3.5767444203172595e-5,6.010807669991615e-5
146264,1498,5617,1843,5.729788053112687e-6,2.165632576147682e-5,7.5303640376551866e-6
138111,1701,1862,1255,6.506254658441042e-6,7.178935119791675e-6,5.1278387776762125e-6
135765,13049,36562,9524,4.9911885383890156e-5,1.40964675536962e-4,3.8914371727958765e-5
135325,16402,17535,7506,6.273697172707229e-5,6.760613712435393e-5,3.066897041054793e-5
135323,2824,2733,4714,1.0801683218952088e-5,1.053707286916791e-5,1.926106135296069e-5
135260,22478,33383,15984,8.597742046586581e-5,1.2870805107626502e-4,6.530946216922437e-5
135163,535,561,508,2.046352876111674e-6,2.1629337283582865e-6,2.0756510749478215e-6
134328,74840,51397,41908,2.862599051368181e-4,1.981609711879338e-4,1.712330418285695e-4
133924,32539,1301,21612,1.244603294127061e-4,5.016001391433388e-6,8.830506108616598e-5
133605,16392,18618,14271,6.269872214060292e-5,7.178164020423276e-5,5.8310268682244804e-5
133467,35265,34171,23892,1.3488716668425829e-4,1.317461825877558e-4,9.762097535955384e-5
132335,79235,40989,67689,3.0307059839010934e-4,1.5803296005646668e-4,2.765723338821714e-4
132248,2066,2065,1426,7.902364564573306e-6,7.961600978716332e-6,5.826532348180302e-6
131989,2176,1521,3111,8.323110015736453e-6,5.864210696671932e-6,1.2711319870398963e-5
131524,22632,85818,14289,8.656646409749422e-5,3.3087102798618796e-4,5.8383815373876815e-5
131446,730753,912883,636164,0.002795100006125671,0.003519617523609443,0.0025993198630769802
131427,1176,8811,685,4.4981513687987455e-6,3.397078267480368e-5,2.7988602093292476e-6
131421,1032466,906004,568361,0.003949139754369188,0.003493095560833371,0.0023222817334811394
130738,9297,9271,12471,3.556064054057988e-5,3.5744311222120634e-5,5.095559951904386e-5
130659,4505,4375,7997,1.7231438704454378e-5,1.686779868372104e-5,3.267516072117663e-5
130582,20883,23274,37855,7.987661142400017e-5,8.973283350055394e-5,1.546727784294287e-4
130549,6185,7479,1411,2.3657369231309726e-5,2.8835260881268493e-5,5.765243438486961e-6
130548,22074,20223,40590,8.443213717250298e-5,7.796971263563214e-5,1.6584778963018126e-4
130530,104670,35378,43890,4.0035842157496994e-4,1.3639976727604182e-4,1.7933134976271632e-4
130528,16107,31027,3612,6.160860892622567e-5,1.1962450051652862e-4,1.4758369454156557e-5
130463,25011,65672,41069,9.566604071855902e-5,2.531981886073893e-4,1.6780494881305527e-4
128059,4551,3061,2499,1.740738680221351e-5,1.1801675833341738e-5,1.0210732354910641e-5
127630,439,645,455,1.679156846005654e-6,2.4867954630857305e-6,1.8590969273646827e-6
125960,30991,452718,15678,1.1853929342724653e-4,0.0017454528193135593,6.40591684114802e-5
125942,8336,7525,6325,3.188485528087274e-5,2.901261373600019e-5,2.5843490254025533e-5
125898,1659,6695,84,6.345606395269658e-6,2.5812551357145683e-5,3.4321789428271065e-7
125897,42215,143840,25393,1.6147062928047537e-4,5.545746657523279e-4,1.0375395225620085e-4
125868,12112,11677,13622,4.632789913170952e-5,4.502063662395671e-5,5.5658501856179573e-5
125802,34191,16378,10666,1.3077916109744718e-4,6.314532727816759e-5,4.358050071927847e-5
124996,22287,20307,25957,8.524685336430071e-5,7.829357437035959e-5,1.0605841526067047e-4
121191,4961,21273,1628,1.8975619847457972e-5,8.201798431972519e-5,6.651889665383963e-6
118967,755,966,683,2.8878437784379697e-6,3.724409949365606e-6,2.7906883547034686e-6
118602,30908,26945,18024,1.1822182185955069e-4,1.0388636240751165e-4,7.364475388751877e-5
118128,3282,2930,3166,1.2553514279249559e-5,1.1296605747040606e-5,1.293604587260788e-5
118125,10784,11119,9770,4.1248354048576246e-5,4.28692693861244e-5,3.9919509846929556e-5
118060,29803,30680,6214,1.1399524255468453e-4,1.1828664311235692e-4,2.5389952322294808e-5
117962,98141,104496,47643,3.753852665691136e-4,4.028839980009403e-4,1.9466583496799026e-4
117769,65983,60039,46526,2.5238224640089084e-4,2.314801748964406e-4,1.901018541594928e-4
117750,58215,42707,31910,2.226699676314787e-4,1.6465670363101132e-4,1.3038194055430116e-4
117745,19488,10729,10438,7.454079411152207e-5,4.136562561774698e-5,4.2648909291939686e-5
117300,2038,2616,2130,7.79526572245905e-6,1.0085979738654684e-5,8.703025176454449e-6
117249,58714,75735,28492,2.2457862199630062e-4,2.9199605332836867e-4,1.1641624099884514e-4
117245,51619,46088,8546,1.9744054039627757e-4,1.7769213845379093e-4,3.491833481595292e-5
117242,7437,18859,9827,2.844621745727574e-5,7.271081494315316e-5,4.0152407703764254e-5
117235,70100,112744,28986,2.681296011503334e-4,4.346841359537017e-4,1.1843468909141251e-4
117213,48951,31501,43609,1.8723555072624776e-4,1.2145200601963348e-4,1.7818320418779438e-4
117212,43324,43296,26483,1.6571250841992927e-4,1.669275912709454e-4,1.082076130272503e-4
117201,48548,32469,40089,1.8569409239153187e-4,1.2518412696268307e-4,1.6380074004642366e-4
117200,36329,24162,16007,1.389569226846e-4,9.315651469624407e-5,6.540343849742083e-5
117199,1165731,1218872,461013,0.004458872868453342,0.004699357146794156,0.0018836656082970866
117196,10256,19305,2837,3.922877588299314e-5,7.443036653468221e-5,1.1591775786667264e-5
117195,8117085,9500399,5798119,0.031047514458678368,0.03662875834217707,0.023690692785483046
117192,81274,72411,68997,3.108696890712153e-4,2.791803818255827e-4,2.819167268074308e-4
117191,2736,3776,1596,1.0465086858021571e-5,1.4558356075367005e-5,6.521139991371502e-6
117190,73363,120010,10544,2.806104412152911e-4,4.626981760076256e-4,4.3082017587105964e-5
117182,1873146,761318,796766,0.007164705989676781,0.0029352591447527167,0.0032555279613816455
116942,49847,44009,45138,1.9066271367390396e-4,1.696765605192867e-4,1.844305870492023e-4
115895,7117,5734,11028,2.722223069025567e-5,2.2107418891990045e-5,4.505960640654444e-5
114282,3002,2123,2335,1.1482525858107e-5,8.185219795551948e-6,9.540640275596778e-6
113559,31392,26706,5862,1.2007310184466855e-4,1.0296489866227522e-4,2.3951705908157735e-5
113534,7480,6355,6613,2.861069067909406e-5,2.4501682430867934e-5,2.7020237320137685e-5
112543,3016,2923,1590,1.1536075279164129e-5,1.1269617269146651e-5,6.496624427494165e-6
112530,2549,2714,3546,9.749819591044218e-6,1.0463818429170035e-5,1.4488698251505856e-5
111776,53275,53938,63250,2.0377467191560642e-4,2.0795778866343896e-4,2.5843490254025535e-4
111772,3456,7605,2214,1.321905708381672e-5,2.932105348335966e-5,9.046243070737159e-6
111739,8289,7041,8713,3.1705082224466665e-5,2.7146553264475392e-5,3.560068467720545e-5
111732,56762,61907,63452,2.1711230271747822e-4,2.3868224299728423e-4,2.59260259857459e-4
110962,10485,17377,1861,4.0104691413141876e-5,6.699696862331897e-5,7.603910729287196e-6
110647,53362,77088,24706,2.0410744331789e-4,2.9721254055558574e-4,1.0094692019224583e-4
110628,63367,52188,56587,2.4237615458050179e-4,2.0121066918995056e-4,2.3121036885447317e-4
110612,43158,34140,27672,1.6507756528453762e-4,1.3162666218565402e-4,1.1306578060227581e-4
110605,311138,1454372,105074,0.0011900899834909047,0.005607326653083597,4.293247264745421e-4
110346,24203,15376,23042,9.257547413183336e-5,5.928211944249022e-5,9.414793714359784e-5
110328,13856,13191,13388,5.2998627011968885e-5,5.085785884273469e-5,5.470239486496345e-5
110321,41619,24000,30120,1.591909539269005e-4,9.253192420784114e-5,1.230681306642291e-4
110283,15607,66351,10833,5.9696129602756816e-5,2.558160709631028e-4,4.426285058053101e-5
110182,3522,3510,2028,1.3471504354514609e-5,1.3532793915396766e-5,8.286260590539729e-6
110123,3567,20778,4993,1.3643627493626807e-5,8.010951338293847e-5,2.0401035073256836e-5
110031,18126,11951,15213,6.933120043439291e-5,4.6077042758662895e-5,6.215921221098663e-5
110021,27641,19396,17814,1.057256819600052e-4,7.478121674730362e-5,7.2786709151812e-5
109714,6075,12123,5863,2.3236623780146577e-5,4.6740188215485755e-5,2.3955791835470626e-5
109387,134573,115579,41015,5.147361599943483e-4,4.4561446950075294e-4,1.6758430873815925e-4
109386,7480,9489,5745,2.861069067909406e-5,3.658480953367519e-5,2.3473652412549674e-5
108314,4052596,3475806,4675823,0.015501012112745169,0.013400959056381645,0.01910507290593651
107960,26528,26239,13310,1.0146850298596353e-4,1.0116438163706431e-4,5.438369253455808e-5
107143,131586,32190,120237,5.033110085159453e-4,1.2410844334376692e-4,4.912796423198843e-4
106940,451966,198928,251649,0.0017287512598218484,7.669662757840592e-4,0.0010282195223613078
106931,4423,4935,3471,1.6917792095405486e-5,1.9026876915237335e-5,1.418225370303915e-5
106902,549,623,567,2.099902297168802e-6,2.4019745325618763e-6,2.316720786408297e-6
106482,40531,36270,31089,1.5502939891903227e-4,1.398388704590999e-4,1.2702739423041894e-4
106427,147721,579341,176115,5.650267162842852e-4,0.0022336473959372874,7.195930887095188e-4
105769,1186,1327,556,4.536400955268122e-6,5.1162443093252165e-6,2.271775585966513e-6
105406,20424,17494,27711,7.812095540505576e-5,6.74480617538322e-5,1.1322513176747851e-4
105370,62620,68342,69937,2.3951891047123931e-4,2.634923651755116e-4,2.857574984815468e-4
105085,1044,1247,703,3.993256827402968e-6,4.807804561965745e-6,2.872406900961257e-6
105081,2560,7085,2057,9.791894136160533e-6,2.73161951255231e-5,8.404752482613522e-6
104990,6191,4917,5561,2.3680318983191352e-5,1.8957477972081454e-5,2.2721841786978022e-5
104933,32160,23793,23632,1.230106700855167e-4,9.173383636154851e-5,9.655863425820259e-5
104931,4208,2332,4489,1.609542598631388e-5,8.991018635528565e-6,1.834172770756057e-5
104924,67841,59641,34304,2.5948901956690106e-4,2.2994568715332722e-4,1.401636505413584e-4
104918,114718,88858,84745,4.3879160605940005e-4,3.425917383858478e-4,3.4626191013081327e-4
104417,29080,25549,17525,1.1122979745294857e-4,9.850408881608889e-5,7.160587615838695e-5
104390,169,163,180,6.464180113324727e-7,6.284459852449211e-7,7.354669163200942e-7
104378,62870,61091,43406,2.4047515013297374e-4,2.3553615757421762e-4,1.7735376094327784e-4
104312,297779,5774,266068,0.001138992360926464,2.226163876566978e-5,0.0010871345082858602
104238,1175,951,1064,4.494326410151807e-6,3.666577496735705e-6,4.347426660914335e-6
104135,16010,9567,15931,6.123758793747271e-5,3.688553828735067e-5,6.509290802164123e-5
104131,13735,16153,6332,5.253580701568943e-5,6.227784048871908e-5,2.587209174521576e-5
103821,47311,54412,38770,1.8096261854526991e-4,2.0978529416654384e-4,1.5841140192072252e-4
102904,221721,53709,61644,8.480736561576757e-4,2.0707487988662248e-4,2.518729032757549e-4
100922,6801,8227,10978,2.6013543757823354e-5,3.171917251907954e-5,4.4855310040899966e-5
100908,1416,1937,1303,5.416141444063795e-6,7.468097382941179e-6,5.323963288694904e-6
100877,874,6109,970,3.3430138574235573e-6,2.3553230207737563e-5,3.96334949350273e-6
100869,16763,22707,10383,6.411778179861681e-5,8.75467667911437e-5,4.242418328973077e-5
100865,20171,11155,19324,7.715324086738052e-5,4.300806727243616e-5,7.8956459394275e-5
100727,29208,23701,19686,1.1171939215975659e-4,9.137913065208512e-5,8.043556508154097e-5
100468,11876,99,4966,4.5425208891032225e-5,3.816941873573447e-7,2.0290715035808822e-5
100114,37280,172956,8885,1.4259445835783778e-4,6.668313118038072e-4,3.630346417502243e-5
100017,295309,311195,136652,0.0011295447130685277,0.00119981133974413,5.58350139160964e-4
99877,4223,5475,4509,1.615280036601794e-5,2.1108845209913758e-5,1.842344625381836e-5
98053,204228,360183,84604,7.811636545467943e-4,0.0013886844190397019,3.4568579437969585e-4
98027,39224,39924,29021,1.500301779674847e-4,1.5392685591974372e-4,1.1857769654736364e-4
97891,27514,48241,20144,1.0523991221184411e-4,1.8599302315460269e-4,8.230691979084433e-5
97693,32163,23473,18685,1.2302214496145753e-4,9.050007737211062e-5,7.634555184133867e-5
95422,83313,66464,35641,3.186687797523213e-4,2.5625174210624807e-4,1.4562653535869156e-4
95404,20543,7671,12867,7.857612548404134e-5,2.9575516274931223e-5,5.257362673494807e-5
94586,4394,3627,2902,1.6806868294644293e-5,1.3983887045909992e-5,1.1857361062005074e-5
94582,72862,48986,50679,2.786941369331753e-4,1.8886536830188774e-4,2.0707071028992254e-4
92552,53099,27896,3268,2.0310147919374539e-4,1.0755293990424734e-4,1.33528104585226e-5
91648,2657,2340,2265,1.0162915124913492e-5,9.021862610264511e-6,9.254625363694519e-6
91401,352,462,631,1.3463854437220733e-6,1.7812395410009419e-6,2.5782201344332194e-6
90822,12867,8997,8811,4.921574291014749e-5,3.468790508741445e-5,3.6001105553868614e-5
