BinBase name,L1_PF_440,L2_PF_440,L3_PF_440,normL1_PF_440,normL2_PF_440,normL3_PF_440
melezitose,2048,2626,1482,7.96608644073523e-6,1.0065020569475491e-5,5.685441028752702e-6
maltotriose,108339,138180,151491,4.214051947767647e-4,5.296209224257896e-4,5.81169464835881e-4
maltotriitol,16590,10281,14267,6.452996779872924e-5,3.940536042451543e-5,5.473291980918678e-5
maltose,404538,265378,400408,0.0015735276741026115,0.0010171496681973598,0.0015360972141975789
maltitol,3429,3920,2126,1.3337749221328664e-5,1.5024707019171335e-5,8.156037535174255e-6
malonic acid,2211,1148,2226,8.60010601585234e-6,4.400092769900177e-6,8.5396705330658e-6
malonamide,1277,1289,748,4.967134953524848e-6,4.940522282579554e-6,2.869574824228759e-6
malic acid,65684,28385,24622,2.554904403189711e-4,1.0879497671917814e-4,9.44581167408563e-5
maleimide,12311,28859,34731,4.7885981529243855e-5,1.1061173976180244e-4,1.3323957649771263e-4
lysine,2280759,6880457,3010820,0.00887144694554924,0.026371645556889423,0.011550499027118227
loganin,119421,95724,116882,4.6451074650343845e-4,3.6689414660794815e-4,4.483979205955961e-4
linolenic acid,73292,100841,87452,2.850832067452961e-4,3.8650675523475934e-4,3.3549472931611427e-4
linoleic acid,206020,292913,206165,8.013540666602892e-4,0.0011226867365067687,7.909169701031045e-4
lignoceric acid,5981,7309,6261,2.326423974708858e-5,2.8014179490592673e-5,2.4019261997989657e-5
leucrose,42477,21429,36851,1.6522238952300312e-4,8.213378742699554e-5,1.4137259605301338e-4
leucine,9793757,7811735,6827034,0.038094684981228394,0.029941079001634282,0.026190755201275086
L-DOPA,8000685,6392606,7153884,0.031120189597213743,0.02450179393851959,0.027444659654883602
lauric acid,318975,227685,231961,0.0012407140734538673,8.726786779744962e-4,8.898789382392076e-4
lactulose,72388,123270,129321,2.8156692640231534e-4,4.7247337608501285e-4,4.961180292033253e-4
lactose,144481,196918,264110,5.619863940643881e-4,7.547538920411176e-4,0.0010132131107313605
lactobionic acid,37660,31074,45874,1.4648574968656678e-4,1.1910146579431888e-4,1.7598780145276752e-4
lactitol,1577308,1495068,1487858,0.006135240171710549,0.005730346600443482,0.005707914249769189
lactic acid,391596,4118610,3259349,0.001523187297776442,0.015785946065364605,0.012503938280448105
kynurenine,56511,3719,51584,2.1981030803339287e-4,1.4254307501096478e-5,1.9789324563237478e-4
kynurenic acid,11136,21787,3753,4.3315595021497814e-5,8.35059417925219e-5,1.4397746410869698e-5
ketoisoleucine,38812,34953,21841,1.5096667330948035e-4,1.3396902664313665e-4,8.378928306949243e-5
isoxanthopterin,57325,69540,71163,2.2297651621833354e-4,2.665352362533609e-4,2.7300475028956044e-4
isothreonic acid,13859,16213,19030,5.3907222647533965e-5,6.214172829128184e-5,7.300535949876108e-5
isomaltotriose,18427,22543,737,7.167532951339263e-5,8.640356386050495e-5,2.827375194460689e-6
isomaltose,4433,2851,4289,1.7242998628798475e-5,1.092740808970854e-5,1.645401927956838e-5
isoleucine,7281024,5642320,5142048,0.02832093093802138,0.02162607268071704,0.01972659289542225
isoheptadecanoic acid,21923,26753,21748,8.527368800792893e-5,0.00010253979257242111,8.34325043814533e-5
isogluconic acid,1144323,1961409,1581792,0.004451062467832744,0.007517753971879038,0.0060682760700086335
inulotriose,55061,310,22671,2.14170256598302e-4,1.188178361209978e-6,8.697343695199226e-5
inosine-5-monophosphate,21487,8634,18443,8.357778288675678e-5,3.309268377640952e-5,7.075343380113772e-5
inosine,2823352,1975145,2710804,0.010981965861632175,0.007570401771780909,0.010399538652163927
indole-3-acetate,1634,10377,4938,6.355754513750667e-6,3.97733124331482e-5,1.894379743588451e-5
hypoxanthine,1357237,2400752,1838951,0.005279232061798907,0.009201682506553474,0.007054822851056552
hypotaurine,17887,9751,9126,6.957489656515188e-5,3.737395871018869e-5,3.501034738758243e-5
homoserine,16129,16466,14764,6.273682041143482e-5,6.311143514736612e-5,5.663957580870776e-5
histidine,6742188,2267900,6278230,0.0262250255896913,0.008692482920606804,0.02408536196352637
heptanoic acid,16977,21227,26703,6.603527807830176e-5,8.135955507549743e-5,1.0244151942697936e-4
heptadecanoic acid,226741,64196,57127,8.8195234651306e-4,2.4605257443947013e-4,2.1915802270550312e-4
guanosine,106021,49812,105465,4.123888918619091e-4,1.9092109847932716e-4,4.045985412263183e-4
glycyl-proline,66609,34710,46895,2.590884041654946e-4,1.3303764812128496e-4,1.799046943612402e-4
glycyl-glycine,45597,61348,39347,1.773582243350607e-4,2.3513666485003139e-4,1.5094807568038636e-4
glycolic acid,23066,40342,28694,8.971960441503849e-5,1.5462416596107397e-4,1.1007965241500002e-4
glycine,3783811,3661510,3266233,0.014717854248732818,0.014033957907593375,0.01253034757602296
glycerol-alpha-phosphate,237661,146855,267992,9.244277683552615e-4,5.628707523725526e-4,0.0010281057437095103
glycerol-3-galactoside,154888,165334,182596,6.024664046057609e-4,6.336976812009371e-4,7.004985088300462e-4
glycerol,3660653,5307907,4342158,0.014238807728289424,0.020344323357145068,0.016657950908587568
glyceric acid,54301,61050,67105,2.112140917081854e-4,2.339944804899005e-4,2.5743692323512154e-4
glutaric acid,789,5974,7030,3.0689659188184066e-6,2.2897346870543252e-5,2.696939975177564e-5
glutamine,1111638,17895781,15738363,0.004323927929104507,0.06859154755210536,0.060377553795953755
glutamate,6196272,5497579,4209255,0.024101581231595393,0.021071304538201257,0.01614809114539977
glucose-6-phosphate,48894,18591,38270,1.9018253439126385e-4,7.125620617178935e-5,1.4681634829309442e-4
glucose,9042069,9698876,9489311,0.03517085119975213,0.037174176100834795,0.03640412826855218
gluconic acid lactone,128139,256471,169614,4.984210695455916e-4,9.830106208964008e-4,6.506952730437657e-4
gluconic acid,558195,116733,476419,0.0021712058695245126,4.4741814399717534e-4,0.0018277004922249214
galacturonic acid,46713,51856,51022,1.816991190947582e-4,1.9875540999646652e-4,1.9573722818422428e-4
galactose,153037,289382,284474,5.95266587222069e-4,0.0011091530016892448,0.0010913361344219948
galactinol,1639,1457,1680,6.375202966975118e-6,5.584438297686897e-6,6.445034364577963e-6
fumaric acid,79691,29824,36972,3.099733371819488e-4,1.143104240152464e-4,1.4183679198046214e-4
fructose-6-phosphate,24405,11075,18106,9.492790018854653e-5,4.2448630162582276e-5,6.94605905982432e-5
fructose-1-phosphate,8493,16797,6231,3.3035142647052886e-5,6.438010301046451e-5,2.390417209862219e-5
fructose,478802,492438,361655,0.0018623916601547411,0.0018874328252823198,0.0013874279185246683
ethanolamine,10207495,9837985,8914883,0.039703997809263994,0.037707357725510794,0.03420043291142374
erythritol,219910,168339,213067,8.553818697178147e-4,6.452153456378274e-4,8.17395319617579e-4
ergosterol,32405,37767,29849,1.2604542534766852e-4,1.4475461989618465e-4,1.1451061354064738e-4
Dopamine,529018,476150,389233,0.00205771636557855,0.0018250036344842936,0.0014932262266831987
digalacturonic acid,7899,4045,16091,3.0724666403988076e-5,1.5503811197078582e-5,6.173038569072856e-5
dehydroabietic acid,28804,33141,33800,1.1203864933541874e-4,1.2702393248019317e-4,1.2966795328734232e-4
cytidine,3219,810,2746,1.2520914185901711e-5,3.104595072838975e-6,1.0534562122101836e-5
cystathionine,87503,72121,85363,3.403596004998315e-4,2.764277793187898e-4,3.274806359901599e-4
citrulline,580311,359151,453302,0.0022572302678269054,0.0013765659567965317,0.001739016052102333
citric acid,53140,42473,48409,2.0669816086946784e-4,1.6279193398603675e-4,1.857128979493182e-4
cholesterol,52613,49206,73940,2.0464829389961069e-4,1.8859840142483283e-4,2.8365823864100865e-4
chenodeoxycholic acid,1590,1651,789,6.184608125375496e-6,6.328007981798947e-6,3.026864353364293e-6
cerotinic acid,5390,1954,1426,2.096543257595844e-5,7.48935650904612e-6,5.470606549933437e-6
cellobiose minor,6538,6094,2137,2.543079743629245e-5,2.3357286881334213e-5,8.198237164942324e-6
caproic acid,23367,34908,33721,9.089040129915045e-5,1.3379654913909004e-4,1.2936488321900802e-4
capric acid,8042,8486,8410,3.1280892166207385e-5,3.252542442976733e-5,3.226353512267896e-5
campesterol,116131,128981,111599,4.517136642817495e-4,4.943626877652392e-4,4.281305893169857e-4
butylamine,137687,152861,148842,5.355598358230037e-4,5.858907499126402e-4,5.71007026721734e-4
biphenyl,5756,2943,6783,2.2389059351988275e-5,1.1280028764648275e-5,2.602182624698352e-5
biopterin,7313,8990,17524,2.8445307686082392e-5,3.4457172475089365e-5,6.72278465505144e-5
beta-sitosterol,387553,366837,350398,0.0015074612784991507,0.0014060251144876925,0.001344242351952017
beta-alanyl lysine,601810,94993,385282,0.0023408547270014008,3.6409234537554657e-4,0.0014780688869365038
beta-alanine,1310010,1509966,1054120,0.005095533641712675,0.005787448152783179,0.004043952157374358
Benzaldehyde-4-carboxylic acid,5182,8053,8336,2.015637692182127e-5,3.086580755749662e-5,3.1979646704239225e-5
behenic acid,64964,60002,57641,2.5268986305465016e-4,2.2997767106232612e-4,2.2112989631466567e-4
azelaic acid,7579,9556,14562,2.9479965397623198e-5,3.662655619265339e-5,5.5864637152966834e-5
aspartate,379098,92097,120167,0.0014745739440966037,3.529924597817914e-4,4.610002645763333e-4
asparagine,2391096,2082555,1797960,0.009300623742234495,0.00798208640977305,0.0068975678488908294
arachidic acid,101020,145204,105796,3.9293654894681295e-4,5.565427443907537e-4,4.0586836644933934e-4
arabitol,1225897,1542760,1253011,0.004768360092499022,0.005913142092065502,0.004806963663210832
arabinose,15726,10670,4253,6.116927508154406e-5,4.089633262616279e-5,1.6315911400327426e-5
alpha-ketoglutarate,407016,1049042,466112,0.0015831663275206497,0.004020803240001412,0.00178815943913224
alpha-aminoadipic acid,7298,10430,4302,2.838696232640904e-5,3.9976452604580874e-5,1.650389156929428e-5
allantoin,46262,69173,45729,1.799448686139127e-4,2.651285863870252e-4,1.754315336058248e-4
allantoic acid,129810,24370,195358,5.049207426132032e-4,9.34061505247973e-5,7.494577520209652e-4
alanine,19820793,10235066,19579002,0.07709675310640614,0.0392293030540515,0.07511151232984563
adipic acid,25019,17238,26067,9.731617024450914e-5,6.60703825501213e-5,1.0000161356038913e-4
adenosine-5-monophosphate,17034,5626,13647,6.62569904450605e-5,2.1563520839249473e-5,5.23543952222592e-5
adenosine,7804,10840,12677,3.0355145792723505e-5,4.154791430811665e-5,4.8633155142711205e-5
adenine,15705,22112,17428,6.108759157800137e-5,8.475161265508075e-5,6.685955887253853e-5
aconitic acid,609,807,590,2.3688216027381616e-6,3.0930965725692006e-6,2.263434687560118e-6
9-myristoleate,289742,133124,124759,0.0011270067468317905,5.102421166377971e-4,4.786166918395131e-4
6-methylcholecalciferol,1381,2074,1832,5.371662780593434e-6,7.949296519837079e-6,7.028156521373111e-6
5-methyluridine,3170,2598,2937,1.233031934430209e-5,9.957701233624268e-6,1.1267301148074687e-5
5-aminovaleric acid,12004,26653,18920,4.669184650126255e-5,1.021565092300953e-4,7.258336320108038e-5
4-hydroxybutyric acid,953,1087,929,3.7068751845804075e-6,4.166289931081439e-6,3.5639505504124564e-6
3-phosphoglycerate,24619,7634,27376,9.576029398655304e-5,2.9259850353151523e-5,1.0502336950278946e-4
3-hydroxypropionic acid,72642,71920,55636,2.8255490782611747e-4,2.756573798007149e-4,2.134380547069402e-4
3-hydroxykynurenine,99042,1517,29293,3.8524274085122005e-4,5.814408303082376e-6,1.1237761407237038e-4
3-hydroxy-3-methylglutaric acid,5423,5998,2787,2.109379236723982e-5,2.2989334872701444e-5,1.069185165123737e-5
"3-Aminopiperidine-2,6-dione",84668,48708,41803,3.293323275215676e-4,1.8668965038005035e-4,1.603701021086027e-4
3-aminoisobutyric acid,6841,6715,6683,2.6609373701694195e-5,2.5737476437177428e-5,2.563819324909198e-5
"3,6-anhydro-D-galactose",28522,21291,29341,1.1094175657355968e-4,8.160485641458594e-5,1.1256175791135833e-4
"3,4-dihydroxyphenylacetic acid",23345,47426,19162,9.080482810496286e-5,1.817759579314336e-4,7.351175505597793e-5
2-picolinic acid,2333,4088,3384,9.07464827452895e-6,1.566862303427868e-5,1.2982140648649896e-5
2-monoolein,19465,14249,31377,7.57128284027887e-5,5.4614043448003146e-5,1.2037252574843019e-4
2-ketoisovaleric acid,43796,44136,17153,1.7035289148361335e-4,1.691659359689148e-4,6.580456812833678e-5
2-ketoisocaproic acid,129538,111915,75557,5.038627467577931e-4,4.2895155256391835e-4,2.8986158421691495e-4
2-hydroxyglutaric acid,3526307,5379273,4105397,0.013716243348911,0.020617857347229297,0.015749657586449566
2-Deoxyinosine,8245,4337,7252,3.2070499367120106e-5,1.662299855666992e-5,2.782106500709487e-5
2-amino-4-oxo-4-phenylbutanoic acid,8210,533,2053,3.193436019454895e-5,2.0429002145965103e-6,7.875985446713426e-6
"2,6-diaminopimelic acid",3937,9515,2462,1.531371206893291e-5,3.646941002229981e-5,9.445044408089848e-6
1-monopalmitin,3951,5005,5116,1.5368167737961375e-5,1.9183331283406258e-5,1.9626664172131462e-5
1-kestose,14315,10736,6463,5.568092158160392e-5,4.1149299632097815e-5,2.4794200653730576e-5
588382,80568,73035,93435,3.1338459587751757e-4,2.7993098906764756e-4,3.584474915799654e-4
588380,54807,24563,70649,2.1318227517449988e-4,9.41458873754861e-5,2.7103287668039786e-4
588375,19824,26528,29167,7.71092273443043e-5,1.0167740505218805e-4,1.1189423649502704e-4
588374,12311,28862,34731,4.7885981529243855e-5,1.1062323826207221e-4,1.3323957649771263e-4
588356,3444,3484,3066,1.3396094581002019e-5,1.335359164663085e-5,1.176218771535478e-5
562527,30445,59242,40935,1.1842163168368363e-4,2.2706471766065006e-4,1.570401676869041e-4
554665,1635,1027,1286,6.3596442043955575e-6,3.9363199256859595e-6,4.9335203528852735e-6
553510,14112,31790,15966,5.48913143806912e-5,1.2184577452537161e-4,6.125084444336414e-5
553483,47887,52329,46682,1.8626561591185935e-4,2.0056834020566755e-4,1.790875560757312e-4
553440,23367,34902,34342,9.089040129915045e-5,1.337735521385505e-4,1.317472441359145e-4
553439,4882,294744,11575,1.8989469728354196e-5,0.001129704654504754,4.440551950594638e-5
553386,137687,152861,46775,5.355598358230037e-4,5.858907499126402e-4,1.7944433476377035e-4
553359,27273,36632,33909,1.0608353295809177e-4,1.4040435396078682e-4,1.300861132550441e-4
553345,23761,33968,29610,9.242293941323721e-5,1.301936857212275e-4,1.1359373067568659e-4
553344,98435,132304,120232,3.8288169862977166e-4,5.070991932307256e-4,4.6124962602496283e-4
553268,37510,40428,43551,1.4590229608983323e-4,1.5495378963547416e-4,1.6707600691174692e-4
553263,77081,71541,92634,2.998212445987853e-4,2.742047359333001e-4,3.5537459126685415e-4
550987,13833,21064,12000,5.380609069076682e-5,8.073480322750637e-5,4.6035959746985446e-5
545358,7472602,9877876,8440523,0.029066110092388166,0.037860253283597975,0.0323806314226254
545069,24310,14902,8393,9.455837957728196e-5,5.711688367339062e-5,3.21983175130374e-5
544748,6640940,1916248,7950887,0.02583120219127745,0.007344659381651283,0.030502226157069157
544707,842,1020,744,3.2751195229975897e-6,3.909490091723154e-6,2.8542295043130977e-6
544105,37002,35511,56188,1.43926333242229e-4,1.361077476933146e-4,2.155557088553015e-4
544078,7675,5378,4448,2.9853375699532662e-5,2.061297815028149e-5,1.706399574621594e-5
544032,4515,852,2277,1.7561953261679476e-5,3.2655740766158104e-6,8.735323361990488e-6
541377,110468,78225,71772,4.2968634615973605e-4,2.998233945343565e-4,2.7534107524671995e-4
540580,5644,19905,12508,2.1953413999760565e-5,7.629254928995036e-5,4.7984815376274495e-5
539711,7568,5185,4060,2.9437178800529405e-5,1.9873241299592697e-5,1.5575499714396743e-5
539702,3503,5455,5659,1.3625586329050544e-5,2.0908106323872355e-5,2.1709791350682552e-5
539604,5511,12892,6144,2.143608514399016e-5,4.941288849264205e-5,2.3570411390456548e-5
534660,3396,4855,5752,1.3209389430047287e-5,1.8608406269917558e-5,2.206657003872169e-5
524550,3224,3154,2337,1.2540362639126163e-5,1.2088756616955712e-5,8.965503160725416e-6
521677,44438,3633,41057,1.7285007287763288e-4,1.392468382669629e-5,1.5750819994433179e-4
521666,7179,5054,8345,2.79240891396671e-5,1.93711401211459e-5,3.201417367404946e-5
520868,12501,153558,93964,4.8625022751773e-5,5.88562234808651e-4,3.604769101388117e-4
520865,6811,11735,9370,2.6492682982347486e-5,4.4978300221932555e-5,3.59464119024378e-5
520862,4304,5220,2165,1.674122853560763e-5,2.0007390469406727e-5,8.305654404351957e-6
520631,66765,146891,94886,2.596951959060975e-4,5.630087343757899e-4,3.6401400637937176e-4
519942,1918,166,517,7.460426656899498e-6,6.362503482608269e-7,1.9833825990992896e-6
519090,81944,125499,103997,3.187368102048866e-4,4.8101676178545494e-4,3.9896680881727043e-4
517908,16714,15525,16097,6.501228943869562e-5,5.9504738896080346e-5,6.175340367060206e-5
517902,11841,6841,5983,4.605782692614544e-5,2.6220413448507933e-5,2.295276226385116e-5
514161,732,930,2647,2.8472535520596624e-6,3.564535083629934e-6,1.0154765454189206e-5
513579,6084,1617,6127,2.3664877883512276e-5,6.197691645408176e-6,2.3505193780814985e-5
511804,568,375,467,2.2093442862976615e-6,1.4373125337217475e-6,1.7915661001535169e-6
511719,55349,31657,29039,2.152904875040304e-4,1.213360076800783e-4,1.1140318625772585e-4
509844,80269,84535,92500,3.122215783746954e-4,3.240085734351145e-4,3.5486052304967944e-4
488159,621,275,546,2.4154978904768446e-6,1.0540291913959482e-6,2.0946361684878378e-6
486463,11209,75,84,4.3599542438574805e-5,2.874625067443495e-7,3.222517182288981e-7
476084,2008,1971,1503,7.81049881493962e-6,7.554514677241505e-6,5.766003958309927e-6
474821,12355,9259,4706,4.805712791761903e-5,3.548820466594576e-5,1.8053768880776127e-5
474672,134874,129194,125596,5.246181360389274e-4,4.951790812843932e-4,4.818277000318653e-4
474251,9024,18275,9591,3.5100568379489605e-5,7.004503081003983e-5,3.679424082777812e-5
474221,55685,40644,36883,2.1659742356071353e-4,1.5578168165489788e-4,1.414953586123387e-4
474043,37127,7984,16226,1.4441254457284029e-4,3.060134205129182e-5,6.224829023788215e-5
425777,1943,2882,1231,7.557668923021754e-6,1.1046225925829537e-5,4.722522204044924e-6
425770,18281,45317,28329,7.110743467923864e-5,1.736925122417825e-4,1.0867939197269589e-4
425127,1395,2234,3050,5.4261184496218974e-6,8.562549867558357e-6,1.1700806435692133e-5
422265,298029,216617,259130,0.0011592406132059961,8.302568776458768e-4,9.941081874363614e-4
421543,3812,5545,3655,1.482750073832163e-5,2.1253061331965573e-5,1.4021786072935983e-5
417901,31227,16112,21140,1.2146336976798781e-4,6.175461211553279e-5,8.110001575427269e-5
417820,4137,4858,3866,1.609165019791096e-5,1.8619904770187332e-5,1.4831251698487144e-5
417688,4414,30195,4685,1.716909450654556e-5,1.1573240521527511e-4,1.79732059512189e-5
412153,1657,2762,2309,6.445217398583143e-6,1.0586285915038578e-5,8.858085921315783e-6
407336,298029,38545,52201,0.0011592406132059961,1.4773656429947936e-4,2.002602612293656e-4
406926,11617,8152,1878,4.518653622169003e-5,3.1245258066399166e-5,7.204627700403222e-6
406851,252619,295941,246863,9.826097610215298e-4,0.0011342925561123938,9.470479275850057e-4
406846,121826,262213,134332,4.738654525043995e-4,0.0010050187504127483,5.153418787276707e-4
405282,6376,4607,10145,2.4800667551820228e-5,1.7657863580949576e-5,3.8919567636097277e-5
404192,2151,22530,11786,8.366724577158926e-6,8.63537370260026e-5,4.521498513149754e-5
404164,37936,34718,65322,1.475593043045565e-4,1.3306831078867102e-4,2.5059674688271525e-4
404049,32301,35476,31652,1.2564089752059994e-4,1.3597359852350057e-4,1.2142751649263194e-4
400553,3683,371,2294,1.4325730645130787e-5,1.4219812000287156e-6,8.80054097163205e-6
