BinBase name,L1_PF_440,L2_PF_440,L3_PF_440,normL1_PF_440,normL2_PF_440,normL3_PF_440
400202,10658,565,5343,4.145632289324027e-5,2.1655508841407665e-6,2.049751107734527e-5
396760,1572,21470,3296,6.114593693767472e-6,8.229093359734911e-5,1.2644543610505336e-5
396036,114413,182349,124880,4.450311757538281e-4,6.989133418976719e-4,4.7908088776696183e-4
391901,147725,320850,79314,5.74604550516412e-4,0.0012297646038523272,3.042746759477003e-4
391335,1985,2455,7054,7.721035930107145e-6,9.409606054098373e-6,2.7061471671269612e-5
390198,5092,9206,3263,1.980630476378115e-5,3.528506449451309e-5,1.2517944721201125e-5
390194,4211266,2737942,4500622,0.01638052196334438,0.010494075608541837,0.017265871102366426
390145,25867,32431,26406,1.0061462791137607e-4,1.2430262074967997e-4,1.0130212942324147e-4
390130,24575,58854,26992,9.558914759817787e-5,2.2557757829242596e-4,1.0355021879088593e-4
389549,4394,6010,5402,1.7091300693647756e-5,2.303532887378054e-5,2.072385454610128e-5
385008,45567,52972,51835,1.7724153361571397e-4,2.0303285209682243e-4,1.9885616445708255e-4
384914,8078,8782,8828,3.142092102942343e-5,3.36599431230517e-5,3.386712105386563e-5
383524,38038,31392,37486,1.479560527503353e-4,1.2032030682291493e-4,1.438086655896247e-4
382948,5579,78,3270,2.17005841078427e-5,2.989610070141235e-7,1.2544799031053533e-5
382947,825,124,1719,3.2089947820344556e-6,4.752713444839912e-7,6.5946512337556645e-6
382905,62370,56180,54015,2.4260000552180484e-4,2.1532858171863407e-4,2.0721936381111824e-4
382622,5238,2485,2919,2.0374199597935126e-5,9.524591056796114e-6,1.119824720845421e-5
382616,68927,36852,44782,2.681047070803502e-4,1.4124757731390358e-4,1.7179852911579184e-4
382613,63445,44040,24056,2.4678142296506185e-4,1.6879798396028203e-4,9.228675397279016e-5
382601,1476,2827,2036,5.741183391858008e-6,1.0835420087550348e-5,7.810767837071863e-6
381736,43018,45791,76992,1.6732671216188874e-4,1.7550927528440678e-4,2.953667177366586e-4
381214,45223,15312,37458,1.7590348003387174e-4,5.86883453769264e-5,1.4370124835021505e-4
380652,4247,5359,4009,1.651951616884889e-5,2.0540154315239586e-5,1.5379846885472055e-5
380602,3004,3259,3126,1.1684630697250309e-5,1.2491204126397801e-5,1.1992367514089709e-5
380297,20707,24944,5188,8.054382418374239e-5,9.560619690974738e-5,1.9902879930613372e-5
380205,4421,2009,8155,1.719632234105979e-5,7.700162347325308e-6,3.128527097805552e-5
379924,82982,93137,83948,3.227743090942827e-4,3.5697860654197976e-4,3.220522290699945e-4
379876,2281,2522,2899,8.872384360994659e-6,9.66640589345666e-6,1.11215206088759e-5
379063,15520,19566,4447,6.0367998808696666e-5,7.49932187594659e-5,1.7060159416237023e-5
378996,64388,42229,31514,2.504494012431934e-4,1.618567226307618e-4,1.2089810295554161e-4
377666,1079,1137,1409,4.196976205836579e-6,4.357931602244339e-6,5.405388940291874e-6
377276,1785,2423,1701,6.943097801129095e-6,9.286955384554118e-6,6.525597294135187e-6
377232,108202,100315,104675,4.2087230715841473e-4,3.8449068485412564e-4,4.015678405429751e-4
377204,38981,42347,18889,1.516240310284668e-4,1.6230899697470625e-4,7.2464436971734e-5
376958,25019,17331,26067,9.731617024450914e-5,6.642683605848429e-5,1.0000161356038913e-4
374861,134874,123239,125596,5.246181360389274e-4,4.7235455824889185e-4,4.818277000318653e-4
371572,3438,2673,1142,1.3372756437132677e-5,1.0245163740368616e-5,4.381088835921448e-6
371569,1000,716,1007,3.889690644890249e-6,2.7443087310527233e-6,3.863184288767862e-6
371565,83823,68243,33477,3.260455389266354e-4,2.615640513033952e-4,1.2842881870415263e-4
371564,29004,25268,36994,1.1281658746439679e-4,9.684803493888298e-5,1.419211912399983e-4
371554,30444,59242,46400,1.1841774199303875e-4,2.2706471766065006e-4,1.7800571102167704e-4
371553,28651,8823,36994,1.1144352666675053e-4,3.3817089293405276e-5,1.419211912399983e-4
371547,176345,234820,216684,6.85927496773171e-4,9.00025944449442e-4,8.312713251513162e-4
371541,2466,3630,1458,9.591977130299354e-6,1.3913185326426516e-5,5.5933691092587315e-6
371280,2212,4403,3385,8.60399570649723e-6,1.6875965562604945e-5,1.2985976978628811e-5
371271,6060,11264,3511,2.357152530803491e-5,4.317303567957804e-5,1.3469354555972158e-5
370221,45038,43169,37057,1.7518388726456705e-4,1.6545958604862433e-4,1.4216288002866996e-4
370173,16803,21903,25158,6.535847190609086e-5,8.395055046961983e-5,9.651438960955499e-5
370157,999,2534,2798,3.885800954245359e-6,9.712399894535755e-6,1.0734051281005439e-5
367427,12589,12555,9708,4.896731552852335e-5,4.812122362900411e-5,3.724309143531122e-5
367202,816,2627,2690,3.1739875662304434e-6,1.0068853402898749e-5,1.0319727643282571e-5
366123,2138,2560,2034,8.316158598775353e-6,9.812053563540463e-6,7.803095177114033e-6
361344,2618,1626,2243,1.0183210108322673e-5,6.232187146217498e-6,8.604888142707362e-6
360157,9753,5767,9049,3.79361528596146e-5,2.2103950351928847e-5,3.471494997920594e-5
360148,22568,29661,34218,8.778253847388314e-5,1.1368567216725535e-4,1.3127153921852898e-4
360106,1451,2849,2570,5.643941125735752e-6,1.0919742422862023e-5,9.859368045812715e-6
359906,12263,9237,24218,4.769927637828912e-5,3.5403882330634086e-005,9.290823942937446e-5
357445,129345,124337,118024,5.031120364633293e-4,4.765630093476291e-4,4.527790094315175e-4
356187,5204,3781,5098,2.0241950116008857e-5,1.4491943173338473e-5,1.9557610232510982e-5
355602,1985,2455,1985,7.721035930107145e-6,9.409606054098373e-6,7.615115008147176e-6
354270,10456,19938,4567,4.0670605382972446e-5,7.641903279291788e-5,1.7520519013706878e-5
354256,117024,146169,123191,4.551871580276365e-4,5.602414286441977e-4,4.7260132643257364e-4
354254,5919,898,6062,2.3023078927105384e-5,3.4418844140856783e-6,2.325583233218548e-5
354252,159995,193108,164581,6.223310547292155e-4,7.401507966985047e-4,6.313870242598843e-4
354246,188416,192697,190609,7.328799525476412e-4,7.385755021615455e-4,7.312390209510957e-4
353481,424970,550861,523241,0.0016530018333590093,0.0021113584523693215,0.002007325134497701
351741,2669,1013,2242,1.0381584331212075e-5,3.882660257760347e-6,8.601051812728447e-6
351285,36570,69066,30932,1.422459868836364e-4,2.647184732107366e-4,1.1866535890781282e-4
351222,8134,295226,3745,3.163874370553729e-5,0.0011315520802147644,1.4367055771038375e-5
350330,1174,1140,1397,4.566496817101153e-6,4.369430102514113e-6,5.359352980544889e-6
350308,4754,5361,5166,1.8491589325808246e-5,2.05478199820861e-5,1.9818480671077233e-5
348293,2988,3713,3117,1.1622395646932064e-5,1.423131050055693e-5,1.1957840544279469e-5
347607,241987,522774,398656,9.412545700850567e-4,0.0020037056600102745,0.0015293759640745191
346922,2626,2566,2699,1.0214327633481794e-5,9.83505056408001e-6,1.0354254613092809e-5
346416,9384,12650,7251,3.6500857011650095e-5,4.848534280421362e-5,2.7817228677115955e-5
346408,2659,7780,1585,1.0342687424763172e-5,2.9819444032947188e-5,6.080583016580994e-6
346346,4858,2880,2916,1.889611715287683e-5,1.103856025898302e-5,1.1186738218517463e-5
346256,18406,43689,14388,7.159364600984992e-5,1.6745265942871848e-4,5.5197115736635547e-5
346225,41283,35465,15993,1.6057809889300414e-4,1.3593143735584473e-4,6.135442535279485e-5
344676,27276,36612,15571,1.0609520203002644e-4,1.4032769729232166e-4,5.973549410169253e-5
342924,60065,175603,59354,2.3363426858533283e-4,6.730570476243734e-4,2.2770152956854783e-4
342840,26382,35877,33300,1.0261781859349455e-4,1.3751056472622702e-4,1.277497882978846e-4
342183,2160,4113,1976,8.401731792962939e-6,1.5764443869860128e-5,7.580588038336937e-6
341344,33991,2785,2356,1.3221447471046445e-4,1.0674441083773511e-5,9.038393430324808e-6
328993,5204,3781,5098,2.0241950116008857e-5,1.4491943173338473e-5,1.9557610232510982e-5
328824,13941,19404,19897,5.422617728041496e-5,7.43722997448981e-5,7.633145759048078e-5
324432,6333,5773,7828,2.463341085408995e-5,2.2126947352468395e-5,3.003079107495017e-5
323841,11596,11021,15585,4.510485271814733e-5,4.2241657157726345e-5,5.978920272139735e-5
321802,7477,38703,8696,2.9083216951844394e-5,1.4834215198035412e-4,3.3360725496648786e-5
320847,140524,98116,181331,5.465948881825574e-4,3.760622841563813e-4,6.956455514067182e-4
320842,9176,17755,4247,3.569180135751293e-5,6.805195742994567e-5,1.6292893420453933e-5
250667,5316,491,5159,2.0677595468236564e-5,1.8819212108196748e-6,1.9791626361224827e-5
250558,2667,3507,4885,1.0373804949922295e-5,1.3441746815365783e-5,1.874047194700199e-5
242849,2925,3739,4243,1.137734513630398e-5,1.4330964169561638e-5,1.627754810053827e-5
241382,5780,4793,5983,2.248241192746564e-5,1.8370770597675563e-5,2.295276226385116e-5
237707,11612,17367,15430,4.5167087768465574e-5,6.656481806172158e-5,5.919457157466545e-5
234465,177658,229455,197040,6.910346605899119e-4,8.794627931336629e-4,7.55910459045501e-4
232320,29021,13860,15637,1.1288271220535992e-4,5.312307124635579e-5,5.998869188030095e-5
230854,41771,49633,11966,1.624762679277106e-4,1.9023502129656398e-4,4.590552452770232e-5
228851,63202,29368,54558,2.458362281383535e-4,1.1256265197424075e-4,2.0930249098966933e-4
228833,11710,11021,15585,4.554827745166482e-5,4.2241657157726345e-5,5.978920272139735e-5
228307,2683,2480,3165,1.0436040000240538e-5,9.505426889679825e-6,1.214198438326741e-5
227159,15185,45496,12593,5.9064952442658436e-5,1.7437858942454567e-4,4.831090342448231e-5
224423,2105,3794,3425,8.187798807493974e-6,1.4541770007840828e-5,1.313943017778543e-5
224377,13991,16187,14656,5.4420661812659475e-5,6.204207462227713e-5,5.622525217098489e-5
223738,2415,1811,2300,9.393602907409952e-6,6.941261329520226e-6,8.823558951505544e-6
223237,2175,1332,1914,8.460077152636292e-6,5.105334119779647e-6,7.342735579644178e-6
223227,14536,17653,4545,5.654054321412466e-5,6.766100842077336e-5,1.7436119754170736e-5
223171,4391,2997,3029,1.7079631621713082e-5,1.1487001769504206e-5,1.1620243506134909e-5
223160,8958,342,7889,3.4843848796926854e-5,1.3108290307542338e-6,3.0264807203664015e-5
223108,10808,8859,7194,4.2039776489973816e-5,3.395507129664256e-5,2.7598557868317773e-5
222288,8017,26038,6394,3.1183649900085126e-5,9.979931667479164e-5,2.4529493885185412e-5
219979,11598,22701,11829,4.511263209943711e-5,8.700915154137971e-5,4.53799473205909e-5
219417,19574,2166,7125,7.613680468308174e-5,8.301917194776814e-6,2.733385109977261e-5
215929,1362,5547,4230,5.297758658340519e-6,2.126072699881209e-5,1.622767581081237e-5
215683,11681,29311,10357,4.5435476422963e-5,1.1234418046911504e-4,3.9732869591627356e-5
215676,6943,5658,5494,2.7006122147473e-5,2.1686171508793728e-5,2.10767969041615e-5
215644,20155,26818,27594,7.839671494776297e-5,1.0278892674493288e-4,1.0585968943819304e-4
214058,11221,12050,5377,4.3646218726313485e-5,4.618564275025882e-5,2.0627946296628396e-5
212017,11992,20972,8241,4.664517021352387e-5,8.038218255256664e-5,3.161519535624225e-5
211126,4631,173,4549,1.8013157376486743e-5,6.630801822236328e-7,1.74514650740864e-5
210861,10200,3215,6148,3.967484457788054e-5,1.2322559455774449e-5,2.3585756710372208e-5
210845,3154,4569,1250,1.2268084293983847e-5,1.7512215910865773e-5,4.795412473644317e-6
210842,5624,12314,2765,2.1875620186862762e-5,4.719751077399893e-5,1.060745239170123e-5
210393,14312,6653,14098,5.5669252509669246e-5,2.549984076493543e-5,5.4084580042750064e-5
210312,60654,420135,110204,2.3592529637517318e-4,0.0016103074702804971,4.2277890899639867e-4
210297,52294,49073,46284,2.034074825838907e-4,1.8808863457953952e-4,1.7756069674412285e-4
210259,49315,123270,169663,1.9182009415276264e-4,4.7247337608501285e-4,6.508832532127326e-4
210228,50183,62929,53164,1.9519634563252737e-4,2.4119637449220228e-4,2.0395464699906118e-4
209687,528503,164092,766247,0.0020557131748964314,6.289373020892506e-4,0.00293957633735403
209676,261280,288682,242212,0.0010162983716969242,0.0011064700182929642,9.292051568530699e-4
209172,6638521,8483798,8149473,0.02582179302960746,0.032516984530569316,0.03126406758226206
208244,10992,7603,13199,4.275547956863362e-5,2.9141032517030526e-5,5.063571939170507e-5
205795,2729,141,96,1.061496576990549e-5,5.404295126793771e-7,3.6828767797588356e-7
199152,5833,7660,7587,2.2688565531644823e-5,2.935950402215623e-5,2.9106235550031546e-5
190197,26865,20147,22756,1.0449653917497654e-4,7.72200949783788e-5,8.729952500020007e-5
190007,1478,2457,2823,5.7489627731477885e-6,9.41727172094489e-6,1.0829959530478326e-5
189939,2926,2483,4484,1.138123482694887e-5,9.516925389949598e-6,1.7202103625456895e-5
189234,5124,2049,5686,1.9930774864417636e-5,7.85347568425563e-6,2.181337226011327e-5
188923,13234,19594,12873,5.1476165994477556e-5,7.510053809531712e-5,4.938507581857864e-5
187931,8538,7883,8769,3.3210178726072945e-5,3.0214225875542763e-5,3.364077758510961e-5
187846,3515,1480,1943,1.3672262616789225e-5,5.67259346642183e-6,7.4539891490327264e-6
187839,578,875,644,2.248241192746564e-6,3.3537292453507443e-6,2.470596506421552e-6
187836,1324,1890,1517,5.14995041383469e-6,7.244055169957607e-6,5.8197125780147435e-6
183432,1867,1958,1906,7.262052434010095e-6,7.5046878427391515e-6,7.3120449398128544e-6
170841,81811,144039,111599,3.182194813491162e-4,5.520774934526582e-4,4.281305893169857e-4
170728,28405,400574,16003,1.1048666276810752e-4,0.0015353334156881476,6.1392788652584e-5
170630,47933,9818,38107,1.864445416815243e-4,3.763075854954698e-5,1.461910265065312e-4
170487,1841389,378993,16586,0.007162433566903811,0.0014526170375808167,6.362936903029171e-5
170319,5749,56192,53736,2.2361831517474042e-5,2.1537457571971317e-4,2.0614902774700083e-4
170278,5744,2445,5093,2.2342383064249592e-5,9.371277719865794e-6,1.9538428582616406e-5
170275,8778,583,7865,3.4143704480846605e-5,2.23454188575941e-6,3.0172735284170042e-5
170242,6259,3562,3010,2.4345573746368068e-5,1.3652552653644972e-5,1.1547353236535516e-5
169614,14563,17967,19907,5.66455648615367e-5,6.886451811567636e-5,7.636982089026993e-5
169611,35093,43823,47960,1.3650091380113351e-4,1.6796625910743505e-4,1.8399038578878517e-4
169610,56695,68253,70929,2.2052601111205268e-4,2.616023796376278e-4,2.721070490744942e-4
168880,3779,2066,1865,1.4699140947040251e-5,7.918633852451015e-6,7.154755410677321e-6
163829,4785,3256,3466,1.861216973579984e-5,1.2479705626128027e-5,1.3296719706920963e-5
163410,12386,9165,6726,4.8177708327610626e-5,3.512791832415951e-5,2.580315543818534e-5
161401,41539,15796,27240,1.6157385969809606e-4,6.0543436753783265e-5,1.0450162862565696e-4
161388,2454,849,2773,9.54530084256067e-6,3.2540755763460365e-6,1.0638143031532553e-5
160575,9439,1679,8631,3.671478999711906e-5,6.435327317650171e-6,3.311136404801928e-5
146435,249,342,259,9.685329705776721e-7,1.3108290307542338e-6,9.936094645391025e-7
146430,20541,27063,17060,7.989813553669061e-5,1.0372797093363108e-4,6.544778944029764e-5
146264,7728,6918,7270,3.0059529303711844e-5,2.65155416220988e-5,2.7890118946715347e-5
138111,1467,126374,830,5.7061761760539955e-6,4.8437049103080567e-4,3.1841538824998267e-6
135765,24587,12281,18177,9.563582388591655e-5,4.707102727103142e-5,6.97329700267462e-5
135325,11336,778,7341,4.409353315047586e-5,2.9819444032947188e-6,2.8162498375218345e-5
135323,3724,6003,5985,1.4485207961571288e-5,2.3008499039817734e-5,2.296043492380899e-5
135260,39182,19641,19075,1.5240585884808975e-4,7.528068126621024e-5,7.317799434781228e-5
135163,799,729,525,3.1078628252673093e-6,2.7941355655550774e-6,2.014073238930613e-6
134328,87109,96268,99520,3.388270623857447e-4,3.689792079902005e-4,3.8179155950166595e-4
133924,2011,2559,1471,7.822167886874291e-6,9.808220730117205e-6,5.643241398984633e-6
133605,17141,18071,23135,6.667318734406375e-5,6.92631327916952e-5,8.875349406220903e-5
133467,35148,14653,45201,1.3671484678660247e-4,5.6162508150999376e-5,1.7340595137695742e-4
132335,69197,30885,44397,2.6915492355447055e-4,1.1837706027732313e-4,1.7032154207390938e-4
132248,2349,1095,2028,9.136883324847195e-6,4.196952598467503e-6,7.78007719724054e-6
131989,6719,11971,12449,2.6134831443017585e-5,4.588284890982144e-5,4.775847190751848e-5
131524,22558,24728,33835,8.774364156743425e-5,9.477830489032366e-5,1.2980222483660437e-4
131446,708676,391381,529767,0.002756530407458242,0.0015000981780281368,0.0020323610239401033
131427,1192,1702,1312,4.636511248709177e-6,6.523482486385105e-6,5.033264932337075e-6
131421,885228,1087958,488124,0.0034432630701949057,0.00416996178550092,0.001872604734628127
130738,13992,9955,7481,5.442455150330437e-5,3.815585672853333e-5,2.869958457226651e-5
130659,5602,1550,2684,2.1790046992675176e-5,5.94089180604989e-6,1.0296709663409078e-5
130582,34502,51379,27896,1.3420210663000337e-4,1.9692714845357244e-4,1.070182610918255e-4
130549,3509,1475,2850,1.3648924472919883e-5,5.6534292993055405e-6,1.0933540439909044e-5
130548,35228,2948,13190,1.370260220381937e-4,1.1299192931764565e-5,5.0601192421894837e-5
130530,69827,11300,67521,2.7160542866075144e-4,4.331101768281533e-5,2.590328365063504e-4
130528,7090,12514,6885,2.7577906672271865e-5,4.7964077458650534e-5,2.6413131904832898e-5
130463,40479,35900,104279,1.574507876145124e-4,1.3759871989496195e-4,4.000486538713246e-4
128059,5258,4050,4376,2.045199341083293e-5,1.5522975364194872e-5,1.6787779987734025e-5
127630,391,365,344,1.5208690421520874e-6,1.3989841994891677e-6,1.3196975127469161e-6
125960,39980,40799,76415,1.5550983198271215e-4,1.5637577083550287e-4,2.931531553388244e-4
125942,8360,17048,11407,3.251781379128248e-5,6.534214419970227e-5,4.376101606948858e-5
125898,1019,690,374,3.963594767143164e-6,2.6446550620480154e-6,1.4347874121143796e-6
125897,52294,49073,46284,2.034074825838907e-4,1.8808863457953952e-4,1.7756069674412285e-4
125868,10992,12952,16733,4.275547956863362e-5,4.9642858498037535e-5,6.419330953719229e-5
125802,21721,23359,36851,8.44879704976611e-5,8.953115593388348e-5,1.4137259605301338e-4
124996,18365,25727,26168,7.143416869340943e-5,9.86073054801584e-5,1.0038908288825959e-4
121191,2945,2728,4320,1.1455138949201784e-5,1.0455969578647806e-5,1.657294550891476e-5
118967,494,337,566,1.921507178575783e-6,1.291664863637944e-6,2.1713627680661466e-6
118602,22468,834,17725,8.739356940939412e-5,3.1965830749971664e-6,6.799894887627642e-5
118128,6746,222782,7916,2.623985309042962e-5,8.538862957002623e-4,3.036838811309473e-5
118125,17734,7668,3271,6.897977389648367e-5,2.9390166689542294e-5,1.2548635361032448e-5
118060,17584,21890,155530,6.839632029975014e-5,8.390072363511748e-5,5.966644016207205e-4
117962,65028,30182,28131,2.529388032559231e-4,1.1568257838077275e-4,1.0791979863687063e-4
117769,45237,78240,60553,1.759579357029002e-4,2.998808870357054e-4,2.3230128921326748e-4
117750,53025,73171,66560,2.0625084644530547e-4,2.8045225441321065e-4,2.553461233966126e-4
117745,11883,73644,15314,4.622119393323083e-5,2.822651846224117e-4,5.874955729711126e-5
117300,2144,2086,2100,8.339496742644694e-6,7.995290520916174e-6,8.056292955722452e-6
117249,19989,229583,27604,7.77510263007112e-5,8.7995339581184e-4,1.0589805273798219e-4
117245,5822,25146,19170,2.264577893455103e-5,9.638042926124551e-5,7.354244569580925e-5
117242,8336,9184,18192,3.242446121580512e-5,3.520074215920141e-5,6.979051497642993e-5
117235,42158,2599,29368,1.6398157820728313e-4,9.961534067047526e-6,1.1266533882078905e-4
117213,44561,26705,34121,1.733285048269544e-4,1.0235581656810471e-4,1.308994152105742e-4
117212,35758,16830,29342,1.3908755807998552e-4,6.450658651343203e-5,1.1256559424133724e-4
117201,47322,42297,47183,1.8406794069749638e-4,1.6211735530354335e-4,1.8100955739516785e-4
117200,21011,15789,14166,8.172629013978902e-5,6.051660691982046e-5,5.4345450481316315e-5
117199,808471,517344,727208,0.0031447020853650645,0.001982893374521983,0.002789809851307149
117196,10272,4020,1958,3.995490230431264e-5,1.5407990361497133e-5,7.511534098716458e-6
117195,7144329,6037593,5802616,0.02778922967531811,0.0231410882464285,0.022260749716934473
117192,68212,50765,59739,2.653235782692537e-4,1.9457378873169204e-4,2.291785166104303e-4
117191,3767,12291,3311,1.4652464659301568e-5,4.7109355605264e-5,1.2702088560189067e-5
117190,37749,98276,12018,1.4683193215396203e-4,3.7667553750410257e-4,4.6105013686605926e-5
117182,1029482,960004,692483,0.004004366504482904,0.0036795354176613667,0.0026565932927893102
116942,47923,66949,62397,1.864056447750754e-4,2.566043648536994e-4,2.3937548169438756e-4
115895,8314,15621,9097,3.233888802161753e-5,5.987269090471312e-5,3.489909381819388e-5
114282,3434,6729,2736,1.3357197674553116e-5,2.579113610510304e-5,1.0496198822312681e-5
113559,38486,20299,32235,1.4969863415924614e-4,7.780268565871401e-5,1.2366409687033966e-4
113534,7574,6010,8807,2.9460516944398748e-5,2.303532887378054e-5,3.37865581243084e-5
112543,1984,6830,5354,7.717146239462254e-6,2.6178252280852095e-5,2.053971070711334e-5
112530,4186,341,2046,1.628224503951058e-5,1.3069961973309758e-6,7.849131136861018e-6
111776,76328,38773,124266,2.968923075431829e-4,1.4861045031998218e-4,4.767253811599078e-4
111772,60136,12768,6831,2.3391043662112003e-4,4.893761714815806e-5,2.6205970085971463e-5
111739,11260,5635,9501,4.3797916661464203e-5,2.1598016340058794e-5,3.6448971129675727e-5
111732,66609,177277,37557,2.590884041654946e-4,6.794732107749073e-4,1.4408104501812769e-4
110962,2130,5295,11448,8.285041073616231e-6,2.0294852976151075e-5,4.391830559862411e-5
110647,40930,108077,28236,1.592050380953579e-4,4.142411378854542e-4,1.0832261328465675e-4
110628,72781,90132,69282,2.830955748257572e-4,3.454609421050895e-4,2.6578861359922046e-4
110612,32845,11837,40044,1.2775688923142024e-4,4.536924923110487e-5,1.5362199767569043e-4
110605,144481,22424,20868,5.619863940643881e-4,8.594745668313725e-5,8.005653400000769e-5
110346,22971,59160,30273,8.935008380377391e-5,2.267504253199429e-4,1.1613721745170754e-4
110328,14241,8659,6017,5.539308447388204e-5,3.318850461199097e-5,2.3083197483134286e-5
110321,32935,31838,37631,1.2810696138946035e-4,1.2202975052968799e-4,1.4436493343656745e-4
110283,14720,13682,10237,5.725624629278447e-5,5.2440826897015866e-5,3.92725099941575e-5
110182,2496,3523,2716,9.708667849646061e-6,1.3503072150137911e-5,1.0419472222734372e-5
110123,4810,4079,3437,1.8709412001922098e-5,1.5634127533469357e-5,1.3185466137532414e-5
110031,20015,26818,29111,7.785215825747834e-5,1.0278892674493288e-4,1.1167940201620777e-4
110021,29257,26313,6283,1.1380067919755402e-4,1.0085334586618758e-4,2.4103661257525796e-5
109714,5659,4930,5930,2.201175935943392e-5,1.8895868776661906e-5,2.274943677496864e-5
109387,138666,218501,169563,5.393678429643513e-4,8.374779358152948e-4,6.504996202148411e-4
109386,7645,12850,11145,2.9736684980185956e-5,4.9251909488865214e-5,4.2755897615012734e-5
108314,4408898,5746217,5364065,0.017149249304875328,0.022024292574893276,0.020578323368351123
107960,19367,9456,16300,7.533163871958945e-5,3.624327285032759e-5,6.253217865632189e-5
107143,124608,251609,205117,4.8468657187848414e-4,9.643753847925205e-4,7.868964962852011e-4
106940,296000,358462,409366,0.0011513484308875138,0.001373925134567907,0.0015704630581487035
106931,2840,6071,2493,1.1046721431488307e-5,2.326913171259928e-5,9.563970637436227e-6
106902,757,621,720,2.9444958181819188e-6,2.380189555843214e-6,2.7621575848191265e-6
106482,40256,27786,36331,1.5658338660070188e-4,1.0649910949864661e-4,1.3937770446397735e-4
106427,135765,195469,161672,5.280838504035247e-4,7.492001164108167e-4,6.202271403512192e-4
105769,929,716,688,3.6135226091030415e-6,2.7443087310527233e-6,2.6393950254938322e-6
105406,43576,56830,46687,1.694971595417375e-4,2.1781992344375176e-4,1.791067377256258e-4
105370,102111,90367,96440,3.9718020144038826e-4,3.463616579595551e-4,3.6997566316660635e-4
105085,1856,1017,1594,7.219265836916302e-6,3.89799159145338e-6,6.115109986391233e-6
105081,27658,2714,3804,1.075810638563745e-4,1.0402309910722195e-5,1.4593399239794386e-5
104990,6364,1026,4698,2.4753991264081545e-5,3.9324870922627016e-6,1.80230782409448e-5
104933,28161,63725,26855,1.095375782507543e-4,2.442473098971156e-4,1.030246415837745e-4
104931,4980,10168,4424,1.937065941155344e-5,3.8972250247687277e-005,1.6971923826721967e-5
104924,51290,47691,62398,1.9950223317642088e-4,1.8279165878859696e-4,2.3937931802436648e-4
104918,86653,115558,108689,3.3705336345167476e-4,4.429145647248472e-4,4.1696686907834174e-4
104417,6827,7680,11524,2.6554918032665732e-5,2.943616069062139e-5,4.420986667702169e-5
104390,83,114,198,3.228443235258907e-7,4.3694301025141124e-7,7.595933358252598e-7
104378,51758,62441,57453,2.013226083982295e-4,2.3932595178165238e-4,2.2040866627862955e-4
104312,390501,377170,364233,0.0015189280865202871,0.0014456297822502174,0.0013973179772103124
104238,1659,1005,1295,6.4529967798729235e-6,3.851997590374283e-6,4.968047322695512e-6
104135,8823,20279,15445,3.431874055986667e-5,7.772602899024885e-5,5.9252116524349185e-5
104131,14641,20834,18713,5.694896073183814e-5,7.985325154015704e-5,7.178924289544489e-5
103821,55661,73232,49568,2.1650407098523615e-4,2.806860572520294e-4,1.9015920439488122e-4
102904,166515,96829,172743,6.476918377338999e-4,3.711294275406483e-4,6.626991495477922e-4
100922,9420,8039,8687,3.664088587486615e-5,3.081214788957101e-5,3.332619852683855e-5
100908,1871,1834,1579,7.277611196589656e-6,7.02941649825516e-6,6.057565036707501e-6
100877,2754,2277,1909,1.0712208036027746e-5,8.727361704758452e-6,7.323553929749601e-6
100869,13643,16924,18839,5.306704946823767e-5,6.486687285521828e-5,7.227262047278824e-5
100865,15731,11418,23573,6.118872353476851e-5,4.376329202675977e-5,9.043380659297399e-5
100727,14566,4040,14438,5.6657233933471366e-5,1.5484647029962292e-5,5.538893223558132e-5
100468,10549,115,5685,4.1032346612947236e-5,4.407758436746693e-7,2.1809535930134355e-5
100114,24501,35015,60749,9.530131049045599e-5,1.3420666231537864e-4,2.330532098891349e-4
100017,307070,263653,259666,0.0011944073063264488,0.0010105380305422398,9.961644603050602e-4
99877,5355,3222,2928,2.0829293403387283e-5,1.2349389289737254e-5,1.123277417826445e-5
98053,139614,3863,171898,5.430552696957073e-4,1.4806235514045628e-5,6.594574507156086e-4
98027,34512,4054,40088,1.3424100353645228e-4,1.5538306697887904e-5,1.537907961947627e-4
97891,33125,18613,28558,1.2884600261198952e-4,7.134052850710103e-5,1.0955791153786752e-4
97693,22310,8567,18399,8.677899828750145e-5,3.2835883937051233e-5,7.058463528206544e-5
95422,66300,225957,39452,2.578864897562235e-4,8.660555418191064e-4,1.5135089032817248e-4
95404,8387,6641,28626,3.262283543869452e-5,2.5453846763856334e-5,1.0981878197643377e-4
94586,4007,10224,4187,1.558599041407523e-5,3.9186888919389723e-005,1.6062713621719005e-5
94582,58137,143725,58578,2.2613494502198443e-4,5.508739837577551e-4,2.2472453750490944e-4
92552,6925,5311,15125,2.6936107715864976e-5,2.0356178310923203e-5,5.8024490931096237e-5
91648,2733,1047,4463,1.0630524532485051e-5,4.012976594151119e-6,1.712154069589967e-5
91401,695,310,225,2.703334998198723e-6,1.188178361209978e-6,8.631742452559771e-7
90822,10827,6674,10777,4.211368061222673e-5,2.5580330266823847e-5,4.134412818277185e-5
87950,28801,33136,35900,1.1202698026348406e-4,1.2700476831307688e-4,1.377242462430648e-4
87877,19894,16341,19664,7.738150568944661e-5,6.263233096945888e-5,7.543759270539348e-5
