BinBase name,L1_PAC_440,L2_PAC_440,L3_PAC_440,normL1_PAC_440,normL2_PAC_440,normL3_PAC_440
382601,1789,1597,NA,7.294664570609295e-6,6.641213698811951e-6,NA
381736,151344,120860,145327,6.171066041220196e-4,5.026030605124686e-4,5.96460105090289e-4
381214,32783,30322,NA,1.3367299531485998e-4,1.260957306044934e-4,NA
380652,5562,4531,NA,2.2679108072514755e-5,1.8842416574400094e-5,NA
380602,2893,2604,NA,1.1796235104959581e-5,1.0828879443773526e-5,NA
380297,3566,45007,7113,1.4540399026714782e-5,1.8716412332024388e-4,2.919361665421584e-5
380205,7500,13677,NA,3.058132156487966e-5,5.6876568414934915e-5,NA
379924,71517,68019,82769,2.916112499140665e-4,2.8286081063211657e-4,3.397056736753537e-4
379876,2515,2910,NA,1.0254936498089646e-5,1.2101397535092535e-5,NA
379063,9929,32574,NA,4.048559224235869e-5,1.354607983876647e-4,NA
378996,20613,25075,22835,8.404970418891526e-5,1.04275788038641e-4,9.372082613510736e-5
377666,843,433,NA,3.4373405438924736e-6,1.8006546847749374e-6,NA
377276,1335,3782,NA,5.44347523854858e-6,1.5727658239766313e-5,NA
377232,96831,75979,84224,3.9482932645984833e-4,3.159629152298267e-4,3.456773750997715e-4
377204,21146,54989,16068,8.62230167747927e-5,2.2867482785470907e-4,6.594728418388024e-5
376958,11030,10251,NA,4.497493024808302e-5,4.2629356059186795e-5,NA
374861,68745,128920,210507,2.80308393463687e-4,5.361210206955772e-4,8.639759118556185e-4
371572,494,5213,NA,2.0142897137400736e-6,2.167855166681697e-5,NA
371569,389,409,NA,1.5861512118317583e-6,1.7008493442793287e-6,NA
371565,73827,90951,67337,3.010302969560494e-4,3.782248134756705e-4,2.763687002171984e-4
371564,6663,5381,NA,2.716844607823909e-5,2.237718905028623e-5,NA
371554,25452,25441,NA,1.0378077286257561e-4,1.0579781948119904e-4,NA
371553,6663,5381,NA,2.716844607823909e-5,2.237718905028623e-5,NA
371547,122349,155430,172517,4.988792149521949e-4,6.463643363846848e-4,7.080549928771762e-4
371541,1264,2514,NA,5.153972061067719e-6,1.0454609416914995e-5,NA
371280,4351,909,NA,1.7741244017172186e-5,3.7801272712711733e-6,NA
371271,17172,8973,NA,7.001899385494847e-5,3.7314721677795644e-5,NA
370221,21097,25075,56125,8.602321880723549e-5,1.04275788038641e-4,2.3035171302092844e-4
370173,14126,15948,NA,5.7598899790065346e-5,6.632064875933188e-5,NA
370157,2226,2042,NA,9.076536240456283e-6,8.491771053834693e-6,NA
367427,6652,12603,NA,2.7123593473277267e-5,5.2410279427756434e-5,NA
367202,1774,1043,NA,7.233501927479535e-6,4.337373755704988e-6,NA
366123,1412,1819,NA,5.757443473281344e-6,7.56441309839633e-6,NA
361344,1618,3211,NA,6.5974104389300385e-6,1.3353122847141626e-5,NA
360157,10859,7538,163,4.4277676116403766e-5,3.1347194027329044e-5,6.68994730020692e-7
360148,21023,20331,2980,8.572148310112868e-5,8.454759906734238e-5,1.22307011991513e-5
360106,1589,1625,NA,6.479162662212504e-6,6.757653262723495e-6,NA
359906,9723,14367,NA,3.964562527670999e-5,5.974597195418366e-5,NA
357445,82222,41099,NA,3.3526098956100474e-4,1.7091248704287563e-4,NA
356187,3996,5201,NA,1.6293728129767883e-5,2.1628648996569167e-5,NA
355602,3041,2626,NA,1.2399706517173205e-5,1.0920367672561168e-5,NA
354270,11044,7982,NA,4.5032015381670796e-5,3.3193592826497804e-5,NA
354256,118951,84935,87227,4.850238375285334e-4,3.532069414581046e-4,3.5800247432831226e-4
354254,4926,5932,NA,2.0085812003812962e-5,2.4668553325831245e-5,NA
354252,155589,134373,142848,6.344156321277415e-4,5.587976257673502e-4,5.862856392269681e-4
354246,181833,160447,140902,7.414257925475685e-4,6.67227811104121e-4,5.782987450881935e-4
353481,303269,378502,354064,0.0012365822412879319,0.0015740217078445342,0.0014531714729450692
351741,1140,590,NA,4.648360877861708e-6,2.4535479538503767e-6,NA
351285,46376,65538,47479,1.8909858251904787e-4,2.72543433558383e-4,1.948662624948002e-4
351222,10366,5120,NA,4.2267463912205675e-5,2.129180597239649e-5,NA
350330,801,935,NA,3.2660851431291475e-6,3.88824972347475e-6,NA
350308,3036,3363,NA,1.2379318969463287e-5,1.3985223336947146e-5,NA
348293,2226,2117,NA,9.076536240456283e-6,8.80366274288347e-6,NA
347607,224411,89498,77364,9.150379938261613e-4,3.721824318198322e-4,3.1752213676883935e-4
346922,2277,2529,NA,9.284489227097465e-6,1.0516987754724749e-5,NA
346416,4763,5751,NA,1.9421177948469574e-5,2.3915854716260195e-5,NA
346408,1635,2392,NA,6.666728101143766e-6,9.947265602728984e-6,NA
346346,2618,1619,NA,1.0674919980913993e-5,6.7327019275995924e-6,NA
346256,12682,3964,NA,5.1710976011440516e-5,1.648451540519134e-5,NA
346225,20089,12122,6697,8.191308918891567e-5,5.041001406199028e-5,2.7486243600911497e-5
344676,26395,18570,3336,1.0762586436066648e-4,7.72243822084771e-5,1.3691818523613671e-5
342924,44479,29806,35491,1.813635469179043e-4,1.2394991578383783e-4,1.456643678721741e-4
342840,26107,21139,1467,1.064515416125751e-4,8.79077121973612e-5,6.020952570186228e-6
342183,2250,2672,NA,9.174396469463898e-6,1.1111661241844417e-5,NA
341344,21588,18589,NA,8.802527599234962e-5,7.73033947697028e-5,NA
328993,3996,5201,NA,1.6293728129767883e-5,2.1628648996569167e-5,NA
328824,73,174,NA,2.976581965648287e-7,7.235887185931619e-7,NA
324432,2877,3718,NA,1.1730994952287838e-5,1.5461510665111356e-5,NA
323841,5576,6130,NA,2.2736193206102532e-5,2.5491947384920012e-5,NA
321802,43755,22161,6579,1.7841143000950794e-4,9.215775628013253e-5,2.7001940667522284e-5
320847,157211,44191,56774,6.410293526048395e-4,1.837707417433932e-4,2.3301537915456911e-4
320842,5193,1406,NA,2.1174507051522678e-005,5.846929530701066e-6,NA
250667,693,3571,NA,2.8257141125948804e-6,1.4850202954575753e-5,NA
250558,886,3077,NA,3.6126734541977837e-6,1.279587636270781e-5,NA
242849,3194,2991,NA,1.3023565477096752e-5,1.2438240559265215e-5,NA
241382,5394,5164,NA,2.199408646946145e-5,2.147478242997177e-5,NA
237707,25695,28052,13319,1.0477160768127771e-4,1.1665580881595044e-4,5.466466754077053e-5
234465,198616,133068,164121,8.098586351906851e-4,5.533707103779015e-4,6.735956078878895e-4
232320,20874,29190,NA,8.511393417937307e-5,1.2138824537778388e-4,NA
230854,29219,30746,34455,1.1914075130722917e-4,1.278589582865825e-4,1.414123522875027e-4
228851,46786,56804,39072,1.907703614312613e-4,2.3622260672968948e-4,1.603617306218925e-4
228833,5576,6130,NA,2.2736193206102532e-5,2.5491947384920012e-5,NA
228307,2066,2259,NA,8.424134713738851e-6,9.394177674149153e-6,NA
227159,11906,21487,NA,4.854682860686097e-5,8.935488963454752e-5,NA
224423,1639,1225,NA,6.683038139311702e-6,5.094230921130019e-6,NA
224377,34142,25079,7112,1.392143307824162e-4,1.0429242226205694e-4,2.9189512392068473e-5
223738,1484,2272,NA,6.051024160304189e-6,9.44823890025094e-6,NA
223237,1712,2712,NA,6.980696335876531e-6,1.1278003476003764e-5,NA
223227,9595,12007,NA,3.912370405533604e-5,4.9931780138782154e-5,NA
223171,2941,3399,NA,1.199195556297481e-5,1.4134931347690559e-5,NA
223160,8289,6779,NA,3.3798476593505e-5,2.8190850134155427e-5,NA
223108,5621,7748,NA,2.291968113549181e-5,3.2220490756665625e-5,NA
222288,5595,3671,NA,2.2813665887400226e-5,1.5266058539974123e-5,NA
219979,8193,4025,NA,3.340703567747454e-5,1.6738187312284347e-5,NA
219417,17360,18033,NA,7.078556564884145e-5,7.499123771488787e-5,NA
215929,1239,748,NA,5.05203432251812e-6,3.1105997787797995e-6,NA
215683,8926,4454,NA,3.639585017174878e-5,1.8522207773643352e-5,NA
215676,5249,4733,NA,2.1402847585873777e-5,1.96824448569048e-5,NA
215644,15952,14926,NA,6.504443221372805e-5,6.207060467656054e-5,NA
214058,2256,2273,NA,9.198861526715801e-6,9.452397456104926e-6,NA
212017,8263,28765,NA,3.369246134541342e-5,1.1962085913984081e-4,NA
211126,2736,2752,NA,1.11560661068681e-5,1.1444345710163112e-5,NA
210861,8850,9734,NA,3.6085959446558e-5,4.047938268267723e-5,NA
210845,2006,870,NA,8.179484141219813e-6,3.6179435929658093e-6,NA
210842,3686,3753,NA,1.5029700171752857e-5,1.5607060120000786e-5,NA
210393,5335,4607,NA,2.17535134064844e-5,1.9158466819302854e-5,NA
210312,91617,37644,40361,3.73569191707944e-4,1.56544676567362e-4,1.6565212452984753e-4
210297,6573,35218,32818,2.6801470219460533e-5,1.4645602006559756e-4,1.3469367515226422e-4
210259,56250,35086,16612,2.2935991173659746e-4,1.4590709069287172e-4,6.818000279204745e-5
210228,27080,25560,15548,1.1041895839692549e-4,1.062926876278231e-4,6.38130678672498e-5
209687,661031,148661,626804,0.0026953602100471957,6.182150718090692e-4,0.002572567931017729
209676,177634,163948,156274,7.243043299807778e-4,6.817869151489179e-4,6.413894628175069e-4
209172,6658244,5262928,6567199,0.027149053442857413,0.021886180043494668,0.026953506269921216
208244,13365,7668,NA,5.4495915028615553e-5,3.188780628834693e-5,NA
205795,498,624,NA,2.0305997519080093e-6,2.594938852885822e-6,NA
199152,4419,3938,NA,1.8018514666027094e-5,1.6376392952987766e-5,NA
190197,18228,23361,NA,7.432484393128353e-5,9.714802330491296e-5,NA
190007,1181,1905,NA,4.81553876908305e-6,7.922048901838928e-6,NA
189939,681,730,NA,2.776783998091073e-6,3.0357457734080928e-6,NA
189234,2756,4361,NA,1.1237616297707779e-5,1.813546207922287e-5,NA
188923,7076,6891,NA,2.8852457519078464e-5,2.8656608389801602e-5,NA
187931,14593,7930,NA,5.9503096746171854e-5,3.297734792209065e-5,NA
187846,2658,2081,NA,1.0838020362593351e-5,8.653954732140056e-6,NA
187839,719,830,NA,2.9317293606864635e-6,3.451601358806462e-6,NA
187836,1255,450,NA,5.117274475189863e-6,1.87135013429266e-6,NA
183432,1163,1215,NA,4.74214359732734e-6,5.052645362590182e-6,NA
170841,79722,104730,82461,3.2506721570604483e-4,4.355255545877118e-4,3.384415609339649e-4
170728,69815,68676,47717,2.8467132867360977e-4,2.8559298182818384e-4,1.9584307688587336e-4
170630,34691,37802,NA,1.4145288352096537e-4,1.572017283922914e-4,NA
170487,19813,23448,19937,8.078769655532809e-5,9.750981766420954e-5,8.18266744320401e-5
170319,4192,39135,7343,1.709291999999674e-5,1.6274508334565167e-4,3.0137596948110066e-5
170278,1537,5550,NA,6.267132166029338e-6,2.3079984989609476e-5,NA
170275,4784,2433,NA,1.950680564885124e-5,1.0117766392742315e-5,NA
170242,6185,2228,NA,2.521939651717076e-5,9.26526244267566e-6,NA
169614,415,254,NA,1.6921664599233412e-6,1.056273186911857e-6,NA
169611,4248,5955,NA,1.7321260534347838e-5,2.476420011047287e-5,NA
169610,735,877,NA,2.9969695133582065e-6,3.647053483943695e-6,NA
168880,2919,4222,NA,1.1902250353051164e-005,1.7557422815519136e-5,NA
163829,6394,8513,NA,2.6071596011445406e-5,3.5401785984963145e-5,NA
163410,11207,14458,NA,4.569664943701418e-5,6.0124400536896174e-5,NA
161401,84010,47901,54094,3.4255157662207205e-4,1.9919898396167268e-4,2.2201595659962768e-4
161388,1162,1254,NA,4.738066087785355e-6,5.214829040895546e-6,NA
160575,7162,13740,NA,2.9203123339689083e-5,5.713855743373589e-5,NA
146435,180,115,NA,7.339517175571118e-7,4.782339232081242e-7,NA
146430,15420,18936,15335,6.287519713739258e-5,7.874641365103513e-5,6.29388600298608e-5
146264,1627,4317,NA,6.634108024807894e-6,1.7952485621647587e-5,NA
138111,1477,72210,NA,6.022481593510301e-6,3.0028931821616216e-4,NA
135765,9570,4253,NA,3.9021766316786446e-5,1.768633804699263e-5,NA
135325,8459,13542,NA,3.4491653215642274e-5,5.6315163374647116e-5,NA
135323,4964,4057,NA,2.024075736640835e-5,1.6871261099611826e-5,NA
135260,19827,50382,16068,8.084478168891587e-5,2.0951636103540622e-4,6.594728418388024e-5
135163,434,525,NA,1.7696391412210364e-6,2.1832418233414368e-6,NA
134328,38745,49409,26769,1.5798310720416833e-4,2.0547008618948008e-4,1.0986699342284603e-4
133924,1597,1655,NA,6.511782738548376e-6,6.882409938343005e-6,NA
133605,14443,11505,NA,5.889147031487426e-5,4.784418510008234e-5,NA
133467,8760,61235,21849,3.571898358777944e-5,2.5464916771869117e-4,8.967402365780428e-5
132335,58776,24253,10549,2.3965970083964893e-4,1.008574551266664e-4,4.3295861392566134e-5
132248,1500,1384,NA,6.116264312975932e-6,5.755441301913426e-6,NA
131989,1948,450,NA,7.942988587784743e-6,1.87135013429266e-6,NA
131524,13342,16467,NA,5.440213230914992e-5,6.847893924754941e-5,NA
131446,648310,702005,525702,0.0026434902111636175,0.0029193270022758195,0.0021576188193947105
131427,467,2043,NA,1.9041969561065069e-6,8.495929609688676e-6,NA
131421,522822,487370,359989,0.002131811693759135,0.0020267553665560306,0.001477489226168214
130738,10514,8655,NA,4.2870935324419296e-5,3.599230091622883e-5,NA
130659,8116,8023,NA,3.309306744274178e-5,3.336409361651114e-5,NA
130582,37346,34665,10350,1.5227867135493277e-4,1.4415633867834459e-4,4.247911322524026e-5
130549,3153,6540,NA,1.2856387585875409e-5,2.7196955285053327e-5,NA
130548,41403,41382,9202,1.6882112756676167e-4,1.7208935834955302e-4,3.776742028006385e-5
130530,44413,65559,18288,1.8109443128813338e-4,2.726307632313167e-4,7.505874615103322e-5
130528,3277,13156,NA,1.336199876908142e-5,5.470996081500941e-5,NA
130463,73600,55402,43887,3.0010470229001904e-4,2.3039231142240433e-4,1.8012375286146078e-4
128059,2176,3026,NA,8.872660763357086e-6,1.2583790014154643e-5,NA
127630,250,224,NA,1.0193773854959886e-6,9.315165112923463e-7,NA
125960,15545,51165,51123,6.338488583014058e-5,2.1277251026907544e-4,2.0982219375980266e-4
125942,3415,6293,NA,1.3924695085875206e-5,2.6169791989119356e-5,NA
125898,214,2168,NA,8.725870419845663e-7,9.015749091436637e-6,NA
125897,24828,35218,32818,1.0123640690837763e-4,1.4645602006559756e-4,1.3469367515226422e-4
125868,13365,7668,NA,5.4495915028615553e-5,3.188780628834693e-5,NA
125802,7944,18877,NA,3.239173580152054e-5,7.85010588556501e-5,NA
124996,23229,15808,NA,9.471646915074528e-5,6.573845093977416e-5,NA
121191,1492,3034,NA,6.08364423664006e-6,1.2617058460986513e-5,NA
118967,654,1279,NA,2.6666912404575064e-6,5.318792937245138e-6,NA
118602,17220,24187,NA,7.02147143129637e-5,1.0058299044030348e-4,NA
118128,2200,1567,NA,8.9705209923647e-6,6.516457023192441e-6,NA
118125,9222,11459,NA,3.760279299617603e-5,4.765289153079909e-5,NA
118060,34123,21004,4255,1.3913685810111847e-4,8.73463071570734e-5,1.7463635437043216e-5
117962,44159,820,22678,1.8005874386446945e-4,3.410015800266625e-6,9.307645697797087e-5
117769,46275,58202,46484,1.886867540553075e-4,2.4203626781355865e-4,1.9078252165817083e-4
117750,31386,31513,NA,1.279767144847084e-4,1.3104857062658798e-4,NA
117745,71221,76333,NA,2.904043070896392e-4,3.174350440021369e-4,NA
117300,1944,1984,NA,7.926678549616808e-6,8.250574814303639e-6,NA
117249,27910,15808,NA,1.1380329131677217e-4,6.573845093977416e-5,NA
117245,13314,4314,NA,5.4287962041974374e-5,1.7940009954085636e-5,NA
117242,9263,820,NA,3.776997088739737e-5,3.410015800266625e-6,NA
117235,28580,20784,NA,1.1653522270990142e-4,8.6431424869197e-5,NA
117213,44143,21880,8446,1.799935037117977e-4,9.098920208516312e-5,3.4664598096655e-5
117212,26177,24124,11503,1.0673696728051398e-4,1.0032100142150251e-4,4.7211327481153495e-5
117201,39676,11338,NA,1.617792685877554e-4,4.7149706272467063e-5,NA
117200,15188,15667,3858,6.19292149236523e-5,6.515209456436246e-5,1.5834243364538833e-5
117199,483438,716863,531887,0.001971223057957639,0.0029811148251543095,0.0021830036807761704
117196,2551,4274,NA,1.0401726841601069e-5,1.7773667719926287e-5,NA
117195,5853244,7802130,7391505,0.02386665826156033,0.03244559338504176,0.030336674183568065
117192,70283,56367,26725,2.865796031392583e-4,2.344053178214986e-4,1.0968640588836192e-4
117191,717,1687,NA,2.9235743416024956e-6,7.0154837256704835e-6,NA
117190,2767,55213,47175,1.1282468902669603e-5,2.296063443660014e-4,1.9361856680200087e-4
117182,718594,435588,407242,0.002930073891812418,0.001811417027325047,0.0016714279254177093
116942,45717,42115,21528,1.8641150373088045e-4,1.7513757979052306e-4,8.835655550849973e-5
115895,13861,21932,NA,5.6518359761439596e-5,9.120544698957027e-5,NA
114282,2542,1499,NA,1.0365029255723213e-5,6.23367522512155e-6,NA
113559,2476,16185,NA,1.0095913625952273e-5,6.7306226496726e-5,NA
113534,6351,5482,NA,2.5896263101140095e-5,2.2797203191538582e-5,NA
112543,707,1885,NA,2.882799246182656e-6,7.838877784759254e-6,NA
112530,4252,4638,NA,1.7337570572515776e-5,1.928738205077635e-5,NA
111776,39081,39151,27838,1.5935315041027494e-4,1.628116202393154e-4,1.1425444965838051e-4
111772,34660,2573,NA,1.4132648072516388e-4,1.0699964212300032e-5,NA
111739,10118,13603,NA,4.1256241545793654e-5,5.656883528174012e-5,NA
111732,67489,10822,49204,2.751870414789551e-4,4.500389145181148e-5,2.019461146990069e-4
110962,10488,13269,NA,4.2764920076327714e-5,5.5179877626509567e-5,NA
110647,24240,47156,37993,9.883883129769106e-5,1.9610085985045483e-4,1.5593323176488436e-4
110628,49192,106600,63181,2.005808493892747e-4,4.4330205403466126e-4,2.5931138673274443e-4
110612,30251,32283,12165,1.233487411545566e-4,1.3425065863415544e-4,4.9928349022709924e-5
110605,103460,68418,89055,4.2185913721365994e-4,2.84520074417856e-4,3.655050655336977e-4
110346,20051,25320,3351,8.175814382632028e-5,1.05294634222867e-4,1.3753382455824164e-5
110328,13819,12561,NA,5.634710436067627e-5,5.223562008188912e-5,NA
110321,27501,49740,1270,1.1213558991410073e-4,2.068465681771487e-4,5.212412927155084e-6
110283,11077,14037,NA,4.516657319655627e-5,5.8373648522369045e-5,NA
110182,1970,4038,NA,8.03269379770839e-6,1.6792248538386135e-5,NA
110123,5461,5463,NA,2.2267279608774375e-5,2.2718190630312895e-5,NA
110031,4866,15189,NA,1.9841161431293922e-5,6.316430486615826e-5,NA
110021,16641,15490,3217,6.7853836288155e-5,6.441603017820735e-5,1.3203411328077092e-5
109714,6195,5379,NA,2.52601716125906e-5,2.236887193857826e-5,NA
109387,85694,106345,40092,3.4941810269077303e-4,4.4224162229189543e-4,1.6454807801220603e-4
109386,5728,6323,NA,2.3355974656484094e-5,2.6294548664738865e-5,NA
108314,4560470,3168871,4219588,0.018595359940931564,0.013177927047569147,0.017318295305880683
107960,13469,23957,NA,5.4919976020981884e-5,9.962652259388724e-5,NA
107143,112601,36922,857,4.5913165193693526e-4,1.5354219924078576e-4,3.5173526602928407e-6
106940,193231,246243,NA,7.879012463071016e-4,0.0010240152691525055,NA
106931,3427,4374,NA,1.3973625200379013e-5,1.8189523305324656e-5,NA
106902,534,250,NA,2.177390095419432e-6,1.0396389634959223e-6,NA
106482,33479,44316,20952,1.3651094195608082e-4,1.8429056122514116e-4,8.59925005116168e-5
106427,149345,156031,146707,6.089556625475937e-4,6.48863628452929e-4,6.021239868536543e-4
105769,588,685,NA,2.3975756106865655e-6,2.848610759978827e-6,NA
105406,41938,36866,29325,1.710025951717231e-4,1.5330932011296269e-4,1.2035748747151405e-4
105370,48414,51612,NA,1.974085469656112e-4,2.1463138473580616e-4,NA
105085,701,665,NA,2.858334188930752e-6,2.7654396428991533e-6,NA
105081,886,1810,NA,3.6126734541977837e-6,7.526986095710477e-6,NA
104990,5302,4168,NA,2.1618955591598928e-5,1.7332860799404016e-5,NA
104933,19763,6569,NA,8.05838210782289e-5,2.7317553404818854e-5,NA
104931,4216,1405,NA,1.7190780229004353e-5,5.842770974847083e-6,NA
104924,30304,22821,NA,1.2356484916028178e-4,9.490240314376176e-5,NA
104918,68184,19337,NA,2.7802091061063396e-4,8.04139945484826e-5,NA
104417,16867,14332,NA,6.877535344464336e-5,5.960042249929423e-5,NA
104390,108,158,NA,4.403710305342671e-7,6.570518249294229e-7,NA
104378,39234,47908,28130,1.5997700937019847e-4,1.9922809385265058e-4,1.1545289420541144e-4
104312,252312,6721,NA,0.0010288045875570557,2.7949653894624373e-5,NA
104238,1082,1027,NA,4.411865324426639e-6,4.270836862041249e-6,NA
104135,5715,8129,NA,2.3302967032438302e-5,3.380490053703341e-5,NA
104131,6006,7033,NA,2.448952230915563e-5,2.9247123321067286e-5,NA
103821,26306,18607,18871,1.0726296601142991e-4,7.73782487750745e-5,7.745153098294772e-5
102904,65478,23781,27296,2.669871697900254e-4,9.88946167635861e-5,1.1202993957450802e-4
100922,13654,11822,NA,5.5674315286248914e-5,4.9162447305795175e-5,NA
100908,1277,822,NA,5.20697968511351e-6,3.4183329119745923e-6,NA
100877,526,453,NA,2.14477001908356e-6,1.883825801854611e-6,NA
100869,9731,9866,NA,3.9678245353045865e-005,4.102831205540308e-5,NA
100865,16108,2921,NA,6.568052370227754e-5,1.2147141649486356e-5,NA
100727,23154,36237,19869,9.441065593509648e-5,1.5069358848080695e-4,8.154758460601919e-5
100468,5538,9865,NA,2.258124784350714e-5,4.102415349954909e-5,NA
100114,9500,14338,NA,3.8736340648847566e-5,5.962537383441813e-5,NA
100017,149072,179540,132437,6.078425024426321e-4,7.466271180242315e-4,5.435561660107385e-4
99877,5253,5599,NA,2.1419157624041714e-5,2.3283754226454675e-5,NA
98053,83534,138368,67540,3.4061068208008765e-4,5.754110564040151e-4,2.772018654331137e-4
98027,29573,44997,24760,1.205841896850915e-4,1.8712253776170405e-4,1.0162153076878731e-4
97891,17448,27453,NA,7.114438648853603e-5,1.1416483385941422e-4,NA
97693,19777,23852,NA,8.064090621181667e-5,9.918987422921895e-5,NA
95422,38158,26795,41654,1.5558960910302375e-4,1.1142850410749295e-4,1.7095893548639204e-4
95404,11753,2499,NA,4.7922969646937416e-5,1.0392231079105239e-5,NA
94586,2346,683,NA,9.565837385494358e-6,2.8402936482708595e-6,NA
94582,41457,8719,NA,1.6904131308202882e-4,3.6258448490883785e-5,NA
92552,4182,13709,7920,1.70521449045769e-5,5.700964220226239e-5,3.250575620714037e-5
91648,3238,2931,NA,1.3202975896944046e-5,1.2188727208026192e-5,NA
91401,659,1331,NA,2.687078788167426e-6,5.53503784165229e-6,NA
90822,9175,8277,NA,3.741115004770278e-5,3.4420366803422995e-5,NA
87950,1715,1492,NA,6.992928864502482e-6,6.204565334143664e-6,NA
87877,22090,12510,NA,9.007218578242556e-5,5.202353373333595e-5,NA
85106,7137,8923,NA,2.9101185601139483e-5,3.7106793885096456e-5,NA
84390,15854,10900,1741,6.464483627861362e-5,4.532825880842221e-5,7.145520398564569e-6
84223,50896,34106,34492,2.0752892564881537e-4,1.418317059559677e-4,1.4156420998695526e-4
84216,5239,4718,NA,2.136207249045394e-5,1.9620066519095044e-5,NA
84185,1531,1495,NA,6.242667108777435e-6,6.217041001705615e-6,NA
84181,2095,1926,NA,8.542382490456385e-6,8.009378574772585e-6,NA
84086,627,3447,NA,2.5565984828239395e-006,1.4334542028681775e-5,NA
68541,759,497,NA,3.0948297423658218e-6,2.0668022594298935e-6,NA
68263,5010,4315,NA,2.0428322805339613e-5,1.7944168509939617e-5,NA
68235,1425,1914,NA,5.810451097327136e-6,7.95947590452478e-6,NA
68142,1536,3456,NA,6.263054656487354e-6,1.437196903136763e-5,NA
68094,7252,3382,NA,2.957009919846764e-5,1.4064235898172837e-5,NA
67178,56161,44887,21675,2.2899701338736087e-4,1.8666509661776585e-4,8.895988204416256e-5
67163,31502,28522,2005,1.2844970559157854e-4,1.1861033006732278e-4,8.229045605469247e-6
67160,33846,28958,3673,1.3800738795798892e-4,1.2042346041965967e-4,1.5074954867276084e-5
66827,4039,3402,NA,1.6469061040073194e-5,1.414740701525251e-5,NA
66763,53871,58024,18404,2.196595165362176e-4,2.4129604487154957e-4,7.55348405601277e-5
66608,3209,2462,NA,1.308472812022651e-5,1.0238364512507842e-5,NA
66546,1789,1538,NA,7.294664570609295e-6,6.395858903426914e-6,NA
66437,68186,18832,NA,2.780290656297179e-4,7.831392384222083e-5,NA
66396,7271,14650,NA,2.9647571879765334e-5,6.0922843260861045e-5,NA
66391,61702,35595,25926,2.5159049375949395e-4,1.480237956225494e-4,1.0640710043261632e-4
66367,5665,6830,NA,2.3099091555339102e-5,2.8402936482708597e-5,NA
66350,28554,23106,NA,1.1642920746180984e-4,9.608759156214712e-5,NA
66291,111725,107115,81756,4.5555975357815736e-4,4.4544371029946287e-4,3.355480561200717e-4
66287,98876,105893,62775,4.031678334732055e-4,4.4036195504589475e-4,2.576450563009137e-4
66261,59803,73465,44015,2.4384730313926645e-4,3.055083058129117e-4,1.8064909841632366e-4
66256,68745,131223,210507,2.80308393463687e-4,5.456981748273017e-4,8.639759118556185e-4
65419,1013,785,NA,4.130517166029746e-6,3.2644663453771957e-6,NA
65232,995,507,NA,4.057121994274035e-6,2.1083878179697305e-6,NA
65051,69365,65720,15993,2.82836449379717e-4,2.7330029072380807e-4,6.563946452282777e-5
65017,7726,5180,NA,3.150283872136804e-5,2.154131932363551e-5,NA
64799,1400,1160,NA,5.7085133587775365e-6,4.823924790621079e-6,NA
64787,692,452,NA,2.8216366030528965e-6,1.8796672460006274e-6,NA
64753,16291,32142,NA,6.64267079484606e-5,1.3366430225874372e-4,NA
64652,598,665,NA,2.438350706106405e-6,2.7654396428991533e-6,NA
64643,2116,2641,NA,8.628010190838048e-6,1.0982746010370922e-5,NA
64616,2566,3667,NA,1.0462889484730827e-5,1.5249424316558187e-5,NA
64612,2185,2039,NA,8.909358349234942e-6,8.479295386272741e-6,NA
64604,3528,4322,NA,1.4385453664119392e-5,1.7973278400917505e-5,NA
64586,2464,1778,NA,1.0046983511448464e-5,7.393912308382999e-6,NA
64585,1074,1387,NA,4.379245248090767e-6,5.767916969475376e-6,NA
64557,16115,15015,NA,6.570906626907142e-5,6.24407161475651e-5,NA
62840,20387,15886,16091,8.312818703242688e-5,6.606281829638488e-5,6.604168221326965e-5
62820,7798,6355,NA,3.1796419408390876e-5,2.6427622452066344e-5,NA
62816,429553,390858,560470,0.0017515064562878336,0.0016254048239763568,0.002300315805734339
62766,2578,1526,NA,1.0511819599234634e-5,6.345956233179109e-6,NA
62409,41446,26038,985,1.68996460477067e-4,1.082804773260273e-4,4.042698215155715e-6
62393,70550,82519,47007,2.87668298186968e-4,3.4315987051488e-4,1.9292905076124335e-4
62375,8982,6323,NA,3.662419070609988e-5,2.6294548664738865e-5,NA
62348,10948,14458,NA,4.464057446564033e-5,6.0124400536896174e-5,NA
62311,12474,14968,NA,5.086285402670785e-5,6.224526402242786e-5,NA
62290,11471,12134,NA,4.6773111956097944e-5,5.045991673223808e-5,NA
62267,2810,2045,NA,1.1457801812974913e-5,8.504246721396645e-6,NA
62252,1751,603,NA,7.139719208013905e-6,2.5076091799521644e-6,NA
53745,30248,32246,12165,1.2333650862593067e-4,1.3409679206755802e-4,4.9928349022709924e-5
52871,2293,2296,NA,9.349729379769208e-6,9.54804424074655e-6,NA
50367,2239,4797,NA,9.129543864502074e-6,1.9948592431559755e-5,NA
48608,72728,148160,100172,2.9654911396940906e-4,6.161316353262234e-4,4.111321478259678e-4
47358,1228,1934,NA,5.007181717556296e-6,8.042647021604455e-6,NA
47286,9316,12596,NA,3.798607889312252e-5,5.238116953677855e-5,NA
47259,21146,54989,16068,8.62230167747927e-5,2.2867482785470907e-4,6.594728418388024e-5
