BinBase name,L1_PAC_907,L2_PAC_907,L3_PAC_907,normL1_PAC_907,normL2_PAC_907,normL3_PAC_907
400553,361,412,313,1.3440091742289615e-6,1.5408500113299225e-6,1.1716461321582323e-6
400202,8790,7399,1903,3.2725320336489115e-5,2.7671721441335186e-5,7.1234587523869525e-6
396760,3258,3921,5929,1.2129589721988798e-5,1.4664254598118025e-5,2.2193897500211373e-5
396036,124627,119458,112291,4.639884525114481e-4,4.467642248870143e-4,4.2033647228811524e-4
391901,241534,225558,267946,8.992352129867533e-4,8.435705020765889e-4,0.001002996468138242
391335,4605,2402,1883,1.7144493759901293e-5,8.983305163141927e-6,7.048593184836906e-6
390198,7136,6748,2929,2.6567450047916534e-5,2.523702882634543e-5,1.0964062367704353e-5
390194,4947104,5189271,4722225,0.01841815280294956,0.01940749582316514,0.01767660273620099
390145,20168,19441,9997,7.508580893587173e-5,7.270792492782772e-5,3.742155393989089e-5
390130,20230,3701,38447,7.531663599626562e-5,1.3841470611485542e-5,1.4391782377983246e-4
389549,6709,6751,7168,2.4977721744881167e-5,2.5248248607981328e-5,2.6831819409936772e-5
385008,52195,48610,44107,1.943228776977303e-4,1.8179786177365906e-4,1.651047793964957e-4
384914,10033,11878,11776,3.735303059567637e-5,4.4422855423730144e-5,4.4080846173467556e-5
383524,46929,55919,53490,1.7471746963266185e-4,2.091329897659173e-4,2.0022796041260018e-4
382948,3698,3482,201,1.3767717247364817e-5,1.3022426552065025e-5,7.523989538779703e-7
382947,889,1053,273,3.3097622046801846e-6,3.93814335420002e-6,1.0219149970581389e-6
382905,32464,20923,23379,1.2086402723592521e-4,7.825049705596109e-5,8.75141051876272e-5
382622,3818,2694,1408,1.4214479299740096e-5,1.007536390903595e-5,5.270535955523294e-6
382616,40941,65999,56341,1.5242404321913548e-4,2.468314560625329e-4,2.1090004706685934e-4
382613,12300,24298,21820,4.5793110368465994e-5,9.087275139634577e-5,8.167833419710106e-5
382601,1681,1781,873,6.258391750357019e-6,6.660810364511145e-6,3.267882023559543e-6
381736,704623,631915,599343,0.0026233234802568793,0.002363316104149388,0.002243507692607385
381214,29104,40213,1553,1.0835468976941743e-4,1.5039369297478196e-4,5.813311320261134e-6
380652,4384,5088,5241,1.6321706980110158e-5,1.902874965448215e-5,1.9618521976489762e-5
380602,2941,3009,2001,1.0949393300297439e-5,1.1253440980805187e-5,7.490300033382183e-6
380297,14899,5336,20367,5.546923181949389e-5,1.9956251603049677e-5,7.623935071459015e-5
380205,6941,9189,9875,2.5841461712806706e-5,3.436619115075402e-5,3.6964873977835605e-5
379924,125102,88723,120202,4.657568856354336e-4,3.3181756202724444e-4,4.499495475325363e-4
379876,5458,4618,10936,2.0320227348868896e-5,1.7270983864858208e-5,4.093649233636559e-5
379063,2316,2171,2003,8.622507610842867e-6,8.11938197717782e-6,7.497786590137187e-6
378996,136822,32439,175031,5.093906460840857e-4,1.213194988289596e-4,6.55189757692612e-4
377666,1208,957,855,4.497404660577799e-6,3.5791103418513006e-6,3.2005030127645006e-6
377276,8423,1733,6566,3.135897305964139e-5,6.481293858336786e-6,2.4578365826680364e-5
377232,88306,120438,84532,3.287647483087608e-4,4.504293535547408e-4,3.164268078070278e-4
377204,9111,8660,4952,3.392040882659298e-5,3.23877696556241e-5,1.8536714525391586e-5
376958,18486,15463,23953,6.882369416841158e-5,5.783049447862765e-5,8.966274697631355e-5
374861,332089,110596,1453206,0.0012363730267604476,4.136209899345731e-4,0.005439754597856666
371572,11313,967,14263,4.211849248767933e-5,3.616509613970959e-6,5.339037949831587e-5
371569,234,383,159,8.711860021317921e-7,1.4323921221829134e-6,5.95181262022872e-7
371565,26523,19157,16390,9.874558262624582e-5,7.164578559962943e-5,6.135233260726335e-5
371564,20124,35148,10970,7.492199618333413e-5,1.3145096164617504e-4,4.106376380120067e-5
371554,49709,45099,50439,1.8506745717935578e-4,1.6866697733244703e-4,1.8880721808284053e-4
371553,26511,35148,10970,9.870090642100829e-5,1.3145096164617504e-4,4.106376380120067e-5
371547,247679,194748,196811,9.221131530854707e-4,7.283433446759217e-4,7.367183607546131e-4
371541,3093,1269,3142,1.1515291899972791e-5,4.74596763198464e-6,1.1761380662112352e-5
371280,9407,1704,11255,3.502242188911867e-5,6.372835969189777e-6,4.2130598138788836e-5
371271,24594,2309,21108,9.156388263431323e-5,8.635491932429104e-6,7.90131199923194e-5
370221,135096,32439,171720,5.02964718564088e-4,1.213194988289596e-4,6.427957629847018e-4
370173,10131,6693,201,3.771788627178285e-5,2.5031332829687308e-5,7.523989538779703e-7
370157,3597,3374,2925,1.339169251994896e-5,1.2618514413172715e-5,1.0949089254194345e-5
367427,14793,12259,13785,5.50745920065624e-5,4.5847767691489124e-5,5.160109243386976e-5
367202,2056,2504,2149,7.654523164029764e-6,9.364777738762442e-6,8.044305233252529e-6
366123,3430,3165,4406,1.2769948663726697e-5,1.1836869625871856e-5,1.649288453127531e-5
361344,1551,2289,415,5.774399526950469e-6,8.560693388189787e-6,1.5534605266634712e-6
360157,9407,6354,4496,3.502242188911867e-5,2.3763497504830893e-5,1.6829779585250522e-5
360148,47197,34310,17463,1.7571523821629996e-4,1.2831690264254768e-4,6.536887030632336e-5
360106,2085,2957,1699,7.762490660020456e-6,1.1058964765782964e-5,6.359829963376476e-6
359906,9305,20220,13321,3.4642674144599686e-5,7.56213282259491e-5,4.986421126670867e-5
357445,69656,134842,21218,2.5933047933543636e-4,5.042992651158966e-4,7.942488061384465e-5
356187,5245,5824,3210,1.9527224705902778e-5,2.1781336082489e-5,1.2015923591782512e-5
355602,1685,2402,2685,6.273283818769529e-6,8.983305163141927e-6,1.0050702443593783e-5
354270,10978,16261,13818,4.087128175813169e-5,6.081495639377638e-5,5.1724620620327334e-5
354256,86306,111685,7752,3.213187141025062e-4,4.176937706684039e-4,2.901789398239814e-5
354254,6874,6507,7240,2.5592019566897176e-5,2.4335706368261663e-5,2.710133545311694e-5
354252,157540,189994,122930,5.865241144266775e-4,7.105637307102361e-4,4.6016121094636265e-4
354246,328544,205990,351982,0.0012231749311298612,7.703876063928416e-4,0.0013175666098700287
353481,358719,396893,272664,0.001335516972216728,0.0014843509309387546,0.001020657255523298
351741,739,1013,478,2.751309639211087e-6,3.7885462657213873e-6,1.7892870644461185e-6
351285,36326,30049,34934,1.352423192882029e-4,1.1238107279236127e-4,1.3076768683966674e-4
351222,8159,18814,4335,3.0376096544415778e-5,7.036299056592514e-5,1.6227111766472642e-5
350330,1249,1451,934,4.650048361806019e-6,5.4266343845624215e-6,3.4962220045871855e-6
350308,6345,7277,4343,2.3622543519342826e-5,2.7215450321475353e-5,1.625705799349266e-5
348293,175,3406,2925,6.515279930472805e-7,1.2738192083955621e-5,1.0949089254194345e-5
347607,255637,418581,217268,9.517409231921579e-4,0.0015654624723118696,8.132946065231784e-4
346922,2705,2896,3381,1.0070761263959392e-5,1.0830829205853047e-5,1.265602419433541e-5
346416,2081,9303,3458,7.747598591607946e-6,3.479254285291813e-5,1.2944256629403092e-5
346408,4442,4516,5581,1.6537641972091542e-5,1.6889511289237694e-5,2.0891236624840558e-5
346346,703,3941,442,2.6172810234985037e-6,1.4739053142357342e-5,1.6545290428560343e-6
346256,51419,45563,35473,1.914338164257035e-4,1.7040230355879916e-4,1.327853138851405e-4
346225,27866,13573,11404,1.0374559459574581e-4,5.076203204801223e-5,4.268834661703668e-5
344676,34889,25465,30112,1.2989234371100895e-4,9.52372464527099e-5,1.1271759850335046e-4
342924,46840,50389,29919,1.7438612111048352e-4,1.8845119228374626e-4,1.1199514577649251e-4
342840,31161,38720,30879,1.1601293595055033e-4,1.4480998164731698e-4,1.1558869301889476e-4
342183,4642,2957,1199,1.7282245392717006e-5,1.1058964765782964e-5,4.488190774625305e-6
341344,29889,39357,18562,1.1127725819537238e-4,1.471923152813392e-4,6.948273324319843e-5
328993,5245,5805,3210,1.9527224705902778e-5,2.1710277465461652e-5,1.2015923591782512e-5
328824,378,135,513,1.4073004649821259e-6,5.048901736153872e-7,1.9203018076587e-6
324432,4153,4480,3071,1.5461690029287747e-5,1.6754873909606924e-5,1.1495607897309685e-5
323841,8903,12443,10653,3.3146021269142505e-5,4.653591429849084e-5,3.9877144555532425e-5
321802,3520,4962,51694,1.3105020203008155e-5,1.8557518825774456e-5,1.9350503244660596e-4
320847,265982,260453,241972,9.9025553512401e-4,9.740752621381366e-4,9.057685555609962e-4
320842,10166,7919,6617,3.78481918703923e-5,2.961648359155742e-5,2.4769273023932983e-5
250667,4788,5645,3857,1.7825805889773594e-5,2.1111889111547117e-5,1.4437824702026526e-5
250558,2922,1112,1697,1.087865597533802e-5,4.1587990597060045e-6,6.352343406621471e-6
242849,3561,3698,3006,1.3257663904236376e-5,1.3830250829849644e-5,1.1252294802772034e-5
241382,4422,5328,4313,1.6463181630028995e-5,1.992633218535395e-5,1.6144759642167593e-5
237707,46901,52451,42444,1.746132251537743e-4,1.9616292219481983e-4,1.5887970745470932e-4
234465,148099,196067,104972,5.513751099560525e-4,7.332763086685046e-4,3.929394178431756e-4
232320,10477,15247,9515,3.90060501894649e-5,5.702267020084303e-5,3.561729376193476e-5
230854,45921,36470,1634261,1.7096466839270952e-4,1.3639514542039386e-4,0.006117493864495352
228851,45777,69893,46781,1.7042855392985918e-4,2.6139473262592783e-4,1.7511430577793696e-4
228833,8903,12443,10653,3.3146021269142505e-5,4.653591429849084e-5,3.9877144555532425e-5
228307,2254,3275,749,8.391680550448972e-6,1.2248261619188097e-5,2.8037155047492526e-6
227159,14547,18624,8096,5.415872979919308e-5,6.965240439565164e-5,3.0305581744258945e-5
224423,3690,3439,3743,1.37379331105398e-5,1.2861609681950493e-5,1.4011090966991259e-5
224377,25909,27707,33126,9.645965012492565e-5,1.0362216326193729e-4,1.239998395331425e-4
223738,2170,3085,128,8.078947113786278e-6,1.153767544891459e-5,4.791396323202996e-7
223237,1710,2327,747,6.366359246347712e-6,8.702810622244489e-6,2.7962289479942478e-6
223227,10550,10894,12169,3.9277830437993196e-5,4.074276704715576e-5,4.5551954575825975e-5
223171,3214,2624,2923,1.1965776969451196e-5,9.813569004198341e-6,1.094160269743934e-5
223160,3039,12751,413,1.1314248976403917e-5,4.768781187977632e-5,1.5459739699084664e-6
223108,6970,5207,7427,2.5949429208797398e-5,1.9473800992706083e-5,2.780132850970988e-5
222288,14393,10131,6434,5.358538516531147e-5,3.7889202584425834e-5,2.4084253080850054e-5
219979,31572,19043,18800,1.1754309597993565e-4,7.121943389746533e-5,7.037363349704399e-5
219417,8215,10687,4010,3.058458550219091e-5,3.996860211427884e-5,1.5010546293784383e-5
215929,1424,1876,1415,5.301576354853299e-6,7.0161034496478995e-6,5.296738904165811e-6
215683,31205,19333,12938,1.1617674870308792e-4,7.230401278893542e-5,4.843053564812528e-5
215676,7321,10343,6818,2.7256208211995088e-5,3.8682067153362596e-5,2.5521671977810952e-5
215644,10685,17978,3767,3.978043774691538e-5,6.723641141672171e-5,1.4100929648051315e-5
214058,2730,3775,2243,1.0163836691537576e-5,1.4118225225171014e-5,8.396173400737749e-6
212017,9158,8149,9265,3.4095390630439967e-005,3.0476666850309558e-5,3.468147416755918e-5
211126,6451,6436,818,2.401718333227432e-5,2.407017153621209e-5,3.062001712796914e-6
210861,5556,4896,1435,2.0685083024975373e-5,1.831068362978471e-5,5.371604471715858e-6
210845,955,6440,1207,3.5554813334865874e-6,2.4085131245059953e-5,4.518137001645325e-6
210842,5430,1290,2776,2.021598286998133e-5,4.824506103435922e-6,1.0391340775946496e-5
210393,3095,3940,2282,1.1522737934179046e-5,1.4735313215145376e-5,8.54216125746034e-6
210312,131676,133825,129610,4.902320000713926e-4,5.004957591413274e-4,4.8516631050807827e-4
210297,46890,21081,53803,1.7457227196563988e-4,7.884140555545169e-5,2.013996065447584e-4
210259,10734,29214,6550,3.996286558496862e-5,1.092582335703698e-4,2.4518473372640326e-5
210228,66947,56564,49708,2.492448260030645e-4,2.1154524281763527e-4,1.8607088158888632e-4
209687,949118,494436,1356948,0.0035335825468859926,0.0018491546509755378,0.005079434107795045
209676,282149,211212,170871,0.0010504455526302693,7.899175062937271e-4,6.396177196422024e-4
209172,9690240,9942447,12160420,0.03607692925340845,0.03718402808882804,0.045519837247347004
208244,12587,10966,5658,4.686161627706354e-5,4.10120418064173e-5,2.117946905990824e-5
205795,2250,2676,1765,8.376788482036463e-6,1.0008045219220564e-5,6.60688633629163e-6
199152,6516,9937,4984,2.4259179443977597e-5,3.7163656705304465e-5,1.8656499433471663e-5
190197,24342,38181,3053,9.062568232432514e-5,1.427941608800674e-4,1.1428228886514644e-5
190007,1722,1600,2098,6.41103545158524e-6,5.98388353914533e-6,7.85339803599991e-6
189939,1409,1457,879,5.245731098306389e-6,5.449073947834216e-6,3.290341693824557e-6
189234,3321,4314,1107,1.2364139799485819e-5,1.6134045992420598e-5,4.1438091638950906e-6
188923,10259,11968,7868,3.819443246098314e-5,4.475944887280707e-5,2.945211427418841e-5
187931,11981,10207,4541,4.460546791256838e-5,3.817343705253524e-5,1.6998227112238127e-5
187846,7054,2181,2094,2.6262162645460092e-5,8.156781249297478e-6,7.8384249224899e-6
187839,915,896,802,3.406560649361495e-6,3.3509747819213847e-6,3.002109258756877e-6
187836,1274,1542,1095,4.743123789384202e-6,5.766967760851312e-6,4.098889823365063e-6
183432,1646,1448,1569,6.128086151747563e-6,5.415414602926524e-6,5.873203774301171e-6
170841,94957,16680,66597,3.535265350616606e-4,6.238198589559007e-5,2.4929111010652335e-4
170728,26334,34853,82067,9.804193239375477e-5,1.3034768311864512e-4,3.0719962660648455e-4
170630,14802,40457,3366,5.5108099160490544e-5,1.5130623521450163e-4,1.2599875018672876e-5
170487,13775,14035,11563,5.128456059557879e-5,5.248987841994044e-5,4.3283527879059555e-5
170319,32428,21238,23379,1.2072999862021263e-4,7.942857412773033e-5,8.75141051876272e-5
170278,742,3885,1227,2.762478690520469e-6,1.4529617218487255e-5,4.593002569195371e-6
170275,6996,4790,3706,2.6046227653478707e-5,1.7914251345316334e-5,1.3872589667023672e-5
170242,2451,3903,1708,9.125114919765054e-6,1.459693590830264e-5,6.3935194687739964e-6
169614,622,216,1126,2.315716638145191e-6,8.078242777846195e-7,4.2149314530676345e-6
169611,2843,2914,3830,1.0584537624190962e-5,1.0898147895668432e-5,1.4336756185833963e-5
169610,1368,2230,2550,5.09308739707817e-6,8.340037682683804e-6,9.545359862630967e-6
168880,3415,1813,1325,1.2714103407179787e-5,6.780488035294052e-6,4.9598438501906e-6
163829,1958,1710,2416,7.289667487923286e-6,6.395275532461571e-6,9.043760560045654e-6
163410,8518,7926,8827,3.171265968443849e-5,2.9642663082041177e-5,3.304191823821315e-5
161401,10833,19937,76922,4.033144427817822e-5,7.456292882496278e-5,2.8794045935423497e-4
161388,1530,2117,1095,5.696216167784795e-6,7.917425907731665e-6,4.098889823365063e-6
160575,13510,18173,2221,5.029796106325005e-5,6.796569722305505e-5,8.313821276432696e-6
146435,189,263,183,7.036502324910629e-7,9.836008567470135e-7,6.850199430829282e-7
146430,12782,4347,6602,4.7587604612173367e-5,1.625746359041547e-5,2.4713123848270447e-5
146264,5616,6637,4183,2.0908464051163012e-5,2.4821896905817223e-5,1.5658133453092288e-5
138111,914,1168,771,3.4028376322583675e-6,4.368234983576091e-6,2.886067629054304e-6
135765,4700,6608,151585,1.749818038469839e-5,2.4713439016670214e-5,5.674248528536921e-4
135325,11587,8448,4710,4.313859917393622e-5,3.159490508668734e-5,1.7630841158036022e-5
135323,2825,5808,5459,1.051752331633467e-5,2.172149724709755e-5,2.0434556662785275e-5
135260,9111,8660,5642,3.392040882659298e-5,3.23877696556241e-5,2.11195766058682e-5
135163,633,470,356,2.3566698262795914e-6,1.7577657896239408e-6,1.332607102390833e-6
134328,67530,62777,49008,2.5141534497418773e-4,2.3478141058557898e-4,1.8345058672463468e-4
133924,1666,2482,2493,6.20254649381011e-6,9.282499340099194e-6,9.331992995113334e-6
133605,20244,21531,26797,7.536875823570941e-5,8.052437280083632e-5,1.003086306819302e-4
133467,28133,31482,46712,1.0473964016228081e-4,1.177403884871083e-4,1.748560195698893e-4
132335,68721,113418,29801,2.558494583440123e-4,4.2417506452674066e-4,1.1155343892794723e-4
132248,1195,1466,560,4.4490054382371435e-6,5.482733292741909e-6,2.0962358914013105e-6
131989,8092,3488,3674,3.012665439850625e-5,1.304486611533682e-5,1.3752804758943597e-5
131524,21944,32267,13942,8.169788731102584e-5,1.2067623134850148e-4,5.2188787139137625e-5
131446,604822,779568,664613,0.00225176265034767,0.002915527576777779,0.0024878314723069624
131427,5777,1022,6702,2.150786980476651e-5,3.82220561062908e-6,2.5087451686020684e-5
131421,643325,758312,159801,0.0023951099778693813,0.0028360316839602336,5.981796280032514e-4
130738,8250,7383,6497,3.0714891100800365e-5,2.761188260594373e-5,2.4320079618632702e-5
130659,5581,7604,6126,2.0778158452553555e-5,2.843840651978818e-5,2.2931323340579335e-5
130582,23793,31400,22531,8.858174593470825e-5,1.1743371445572711e-4,8.433980512350523e-5
130549,3523,3097,525,1.3116189254317537e-5,1.158255457545818e-5,1.9652211481887286e-6
130548,16124,24170,9896,6.002992777082486e-5,9.039404071321415e-5,3.704348282376316e-5
130530,63606,121344,2575,2.3680622586151612e-4,4.5381772760878184e-4,9.638941822068525e-6
130528,11725,7829,3081,4.365237553416779e-5,2.9279890142480493e-5,1.153304068108471e-5
130463,39427,46028,49073,1.467873953250007e-4,1.721413697123633e-4,1.8369389981917232e-4
128059,3706,3473,2414,1.3797501384189836e-5,1.2988767207157331e-5,9.03627400329065e-6
127630,638,502,285,2.3752849117952284e-6,1.8774434604068474e-6,1.0668343375881668e-6
125960,102525,14554,10197,3.8170232849812815e-4,5.443090064295071e-5,3.817020961539136e-5
125942,4415,5599,4064,1.6437120510307105e-5,2.093985245979669e-5,1.5212683326169509e-5
125898,3184,291,4044,1.1854086456357376e-5,1.0883188186820569e-6,1.5137817758619463e-5
125897,46890,21081,53803,1.7457227196563988e-4,7.884140555545169e-5,2.013996065447584e-4
125868,8321,8512,5530,3.0979225315122404e-5,3.1834260428253155e-5,2.070032942758794e-5
125802,23901,26940,14636,8.8983831781846e-5,1.0075363909035949e-4,5.478662233312425e-5
124996,25601,40300,27340,9.531296085716244e-5,1.50719066642223e-4,1.0234123084091397e-4
121191,1883,1101,1824,7.010441205188738e-6,4.11765986037438e-6,6.827739760564268e-6
118967,517,593,299,1.9247998423168228e-6,2.217776836695738e-6,1.1192402348731996e-6
118602,15736,26043,1767,5.858539713481146e-5,9.739892438122615e-5,6.614372893046635e-6
118128,6887,5252,35770,2.564041878923783e-5,1.9642097717244546e-5,1.338970675632587e-4
118125,4711,6332,1278,1.753913357283279e-5,2.3681219106167643e-5,4.783909766447991e-6
118060,28764,20854,14383,1.0708886395435415e-4,7.799244207833544e-5,5.383957290361615e-5
117962,27547,32103,3411,1.025579521398482e-4,1.2006288328573908e-4,1.2768322545660481e-5
117769,12889,69595,63000,4.7985967442207984e-5,2.60280234316762e-4,2.3582653778264742e-4
117750,32583,56576,15316,1.2130706627119736e-4,2.1159012194417887e-4,5.733205162982584e-5
117745,13983,20413,7620,5.205894815302927e-5,7.634313417785852e-5,2.852378123656783e-5
117300,1490,2177,1195,5.547295483659702e-6,8.141821540449614e-6,4.473217661115297e-6
117249,62977,48229,3696,2.3446444810364903e-4,1.8037294950590008e-4,1.3835156883248648e-5
117245,27309,19937,1919,1.016718740693039e-4,7.456292882496278e-5,7.18335120642699e-6
117242,16009,32348,29787,5.960178080396521e-5,1.2097916545267071e-4,1.115010330306622e-4
117235,122399,60226,29060,4.5569357040568044e-4,2.2524085626785415e-4,1.08779669650218e-4
117213,4029,51113,18788,1.500003590849996e-5,1.9115889958520955e-4,7.032871415651396e-5
117212,24309,26554,22791,9.050282275992194e-5,9.931002718654068e-5,8.531305750165584e-5
117201,140360,78411,111412,5.225626805949502e-4,2.932514326174528e-4,4.170461305942907e-4
117200,78164,18127,10488,2.910059088488436e-4,6.779366057130463e-5,3.925950362324454e-5
117199,328945,636738,548723,0.0012246678609882152,0.0023813537730926993,0.0020540229411382164
117196,2200,1573,507,8.190637626880098e-6,5.882905504422252e-6,1.8978421373936864e-6
117195,5052897,6235072,5792801,0.01881202195134071,0.023318715441366218,0.021684066728473932
117192,34188,60214,42082,1.272825087217167e-4,2.2519597714131057e-4,1.5752464068205348e-4
117191,2824,1869,15985,1.0513800299231544e-5,6.989923959164139e-6,5.98363048643749e-5
117190,82624,9122,91995,3.076105651287914e-4,3.4115616027552314e-5,3.4436289433832775e-4
117182,1005318,719378,18401,0.003742816108081748,0.002690421357889556,6.888006542442055e-5
116942,66170,65973,51006,2.463520417139346e-4,2.467342179550218e-4,1.9092965692288436e-4
115895,54757,39430,51713,2.0386124751594248e-4,1.4746532996781273e-4,1.9357615473577852e-4
114282,7437,4607,4659,2.7688078195957857e-5,1.7229844665526586e-5,1.7439933960783403e-5
113559,15388,18170,11740,5.7289787182923154e-5,6.795447744141916e-5,4.394608815187747e-5
113534,6767,8278,3761,2.5193656736862552e-5,3.095911746065315e-5,1.40784699777863e-5
112543,2665,1863,572,9.9218405798343e-6,6.967484395892343e-6,2.1411552319313384e-6
112530,1701,2285,615,6.332852092419566e-6,8.545733679341925e-6,2.302116202163939e-6
111776,36315,90425,45792,1.3520136610006852e-4,3.381829181420103e-4,1.7141220346258716e-4
111772,6334,7832,4506,2.3581590331208426e-5,2.929110992411639e-5,1.6867212369025543e-5
111739,13644,12779,8273,5.0796845355069114e-5,4.779252984171136e-5,3.0968142017076856e-5
111732,50102,41292,55966,1.8653060290088483e-4,1.544290744364931e-4,2.0949631767529597e-4
110962,10401,15813,2339,3.872310088962722e-5,5.913946900281569e-5,8.755528124977973e-6
110647,41848,32587,33511,1.5580081973167197e-4,1.2187300805633055e-4,1.254410017084809e-4
110628,64436,16641,55535,2.398963300571118e-4,6.22361287343234e-5,2.0788296469459244e-4
110612,33819,28912,21257,1.2590871541066272e-4,1.0812877555235612e-4,7.957086847056724e-5
110605,21609,72683,125545,8.045067658147818e-5,2.718291295473125e-4,4.6994988390353126e-4
110346,45463,50446,32251,1.692595265594772e-4,1.8866436813482832e-4,1.2072447095282797e-4
110328,17125,9499,11147,6.37566678910553e-5,3.552556858646343e-5,4.1726324074018584e-5
110321,34687,36199,43808,1.2914029425617723e-4,1.3538162514595113e-4,1.639855391616225e-4
110283,7634,13252,4164,2.8421512565273938e-5,4.9561515412971195e-5,1.5587011163919742e-5
110182,3197,3336,1726,1.1902485678698031e-5,1.2476397179118013e-5,6.460898479569039e-6
110123,9074,3523,2353,3.378265719377727e-5,1.3175763567755624e-5,8.807934022263006e-6
110031,10685,18472,3767,3.978043774691538e-5,6.908393545943283e-5,1.4100929648051315e-5
110021,22394,26557,16763,8.337324500743314e-5,9.932124696817659e-5,6.274857544207172e-5
109714,1969,7843,7516,7.330620676057687e-6,2.9332249123448016e-5,2.8134480285307587e-5
109387,102404,149696,131266,3.8125184342864977e-4,5.598521439224371e-4,4.913651795012222e-4
109386,8959,13288,3818,3.3354510226917634e-5,4.969615279260197e-5,1.4291836845303934e-5
108314,6316014,6907530,8313970,0.023514628145591576,0.02583365941447034,0.031121504132203128
107960,6124,14225,1626,2.2799756739551687e-5,5.320046459021395e-5,6.086570641818805e-6
107143,38288,170427,10115,1.4254687884453872e-4,6.373845749537007e-4,3.786326078843617e-5
106940,212464,139775,66782,7.910071057988423e-4,5.22748326052524e-4,2.4998361660636125e-4
106931,3425,6001,5662,1.2751333578211061e-5,2.2443303199006953e-5,2.119444217341825e-5
106902,696,488,332,2.5912199037766125e-6,1.8250844794393257e-6,1.2427684213307768e-6
106482,27819,34725,17670,1.0357061279189883e-4,1.2986897243551349e-4,6.614372893046634e-5
106427,196738,231120,239507,7.324589388350621e-4,8.643719772295429e-4,8.96541374360453e-4
105769,2600,2587,1946,9.679844468131024e-6,9.675191697355606e-6,7.284419722619553e-6
105406,51933,53619,50610,1.9334744721671095e-4,2.0053115717839592e-4,1.8944731868539343e-4
105370,111195,149363,2288,4.13980886782242e-4,5.586067481608525e-4,8.564620927725354e-6
105085,368,354,360,1.3700702939508527e-6,1.3239342330359044e-6,1.3475802159008423e-6
105081,21193,27839,7702,7.890190146657723e-5,1.0411583365391677e-4,2.8830730063523023e-5
104990,12639,3784,1437,4.705521316642616e-5,1.4151884570078705e-5,5.379091028470862e-6
104933,62819,30255,48532,2.338762114013549e-4,1.1315149779802623e-4,1.8166878621694356e-4
104931,10780,6284,11487,4.013412437171248e-5,2.3501702599993285e-5,4.299903872236938e-5
104924,64378,48731,49213,2.396803950651304e-4,1.822503929663069e-4,1.8421795879202267e-4
104918,247381,139460,213559,9.210036939887388e-4,5.215702489807548e-4,7.994107870210222e-4
104417,93286,71437,62152,3.4730537348233486e-4,2.671691802412031e-4,2.3265223771852544e-4
104390,241,189,120,8.972471218536833e-7,7.068462430615421e-7,4.491934053002808e-7
104378,45479,62434,25968,1.6931909483312724e-4,2.3349861555187472e-4,9.720545290698076e-5
104312,10215,417896,7636,3.803061970844554e-5,0.001562900622171673,2.8583673690607868e-5
104238,747,678,299,2.781093776036106e-6,2.5356706497128336e-6,1.1192402348731996e-6
104135,9429,11145,9393,3.510432826538747e-5,4.168148877735919e-5,3.5160613799879476e-5
104131,14786,15637,21419,5.504853088684051e-5,5.8481241813509705e-5,8.017727956772262e-5
103821,101188,56778,103735,3.7672465463124694e-4,2.1234558724099597e-4,3.883089824902052e-4
102904,52382,44331,82883,1.950190818960151e-4,1.6579471323365728e-4,3.1025414176252646e-4
100922,5438,3962,6045,2.024576700680635e-5,1.4817591613808623e-5,2.2628117792001644e-005
100908,550,761,702,2.0476594067200244e-6,2.8460846083059977e-6,2.6277814210066428e-6
100877,484,227,431,1.8019402779136213e-6,8.489634771162437e-7,1.6133529807035085e-6
100869,13643,17001,12507,5.0793122337965983e-5,6.35825025306311e-5,4.6817182667421766e-5
100865,14351,12916,19696,5.342901844698012e-5,4.830489986975068e-5,7.372761092328609e-5
100727,13721,11982,2562,5.108351767200991e-5,4.4811807853774594e-5,9.590279203160994e-6
100468,102,5271,100,3.797477445189863e-7,1.9713156334271896e-5,3.74327837750234e-7
100114,22034,15959,1602,8.20329588503073e-5,5.96854983757627e-5,5.996731960758749e-6
100017,148689,98158,16034,5.535716900468976e-4,3.671037752721421e-4,6.001972550487252e-5
99877,5441,5234,4246,2.025693605811573e-5,1.957477902742916e-5,1.5893959990874936e-5
98053,110151,171540,5562,4.1009405692657707e-4,6.415471139406187e-4,2.0820114335668016e-5
98027,29962,39617,4215,1.1154903844390066e-4,1.4816469635645034e-4,1.577791836117236e-5
97891,22912,29620,3126,8.530176786685308e-5,1.1077664401842793e-4,1.1701488208072314e-5
97693,15361,26866,1767,5.7189265721138714e-5,1.0047688447667402e-4,6.614372893046635e-6
95422,66556,59186,47335,2.477891263157417e-4,2.213513319674097e-4,1.7718808199907327e-4
95404,23683,12325,45124,8.817221405336425e-5,4.609460288747887e-5,1.689116935064156e-4
94586,9734,5319,7187,3.62398484818413e-5,1.9892672840446257e-5,2.6902941699109317e-5
94582,151618,80901,110400,5.644764071419576e-4,3.025638513752477e-4,4.1325793287625833e-4
92552,7265,8231,5886,2.704771925421996e-5,3.078334088169076e-5,2.2032936529978773e-5
91648,3399,3231,2052,1.265453513352975e-5,1.2083704821861602e-5,7.6812072306348e-6
91401,288,462,672,1.0722289257006672e-6,1.727846371928214e-6,2.5154830696815725e-6
90822,10954,8288,10223,4.0781929347656626e-5,3.099651673277281e-5,3.826753485320642e-5
87950,1806,2067,1423,6.723768888247934e-6,7.730429547133374e-6,5.326685131185829e-6
