BinBase name,L1_PF_907,L2_PF_907,L3_PF_907,normL1_PF_907,normL2_PF_907,normL3_PF_907
404192,7647,57791,36434,2.669434808076853e-5,2.2268972168385705e-4,1.4459104654411346e-4
404164,209257,125051,115764,7.304798216735165e-4,4.8186694098195236e-4,4.5941806862086925e-4
404049,22498,39387,20886,7.853660822821112e-5,1.5177242248727446e-4,8.288764884778925e-5
400553,664,898,800,2.3179086080332555e-6,3.4603202933346652e-6,3.174859670508063e-6
400202,12065,14929,4925,4.211681830711028e-5,5.752686153584991e-5,1.9545229846565263e-5
396760,8807,3146,2274,3.0743706492392895e-5,1.2122681116738148e-5,9.024538613419169e-6
396036,95307,102188,128185,3.3270017425576125e-4,3.937674945827202e-4,5.087117335800951e-4
391901,121568,176639,198127,4.2437276153823314e-4,6.80654249770982e-4,7.862817774234388e-4
391335,7625,10139,2547,2.6617549903996345e-005,3.906925106249462e-5,1.0107959475980046e-5
390198,4303,2968,1815,1.5021025211396233e-5,1.1436782439440184e-5,7.202962877465168e-6
390194,3223781,3353144,3368248,0.011253659232400686,0.012920882215671907,0.013367143419336803
390145,29744,34068,22017,1.0383113499599571e-4,1.312763827988033e-4,8.737610670697003e-5
390130,56283,37033,25102,1.9647417196677066e-4,1.4270160514817667e-4,9.961915931136675e-5
389549,9596,5696,5819,3.349796837754084e-5,2.1948757673534804e-5,2.3093135528358024e-5
385008,55979,52052,57899,1.954129607968277e-4,2.0057526938603118e-4,2.2977650007843293e-4
384914,12017,9386,9917,4.194925864869824e-5,3.6167668455722904e-5,3.935635419053558e-5
383524,89115,40990,53724,3.110849783206078e-4,1.5794936394631173e-4,2.1320770117296898e-4
382948,707,3506,2111,2.4680141353607103e-6,1.3509891924756499e-5,8.377660955553152e-6
382947,1678,1786,1366,5.8576063919876544e-6,6.882106953113265e-6,5.421072887392518e-6
382905,55986,72938,60711,1.9543739658034614e-4,2.810566164312292e-4,2.4093613182026876e-4
382622,3644,3788,5853,1.2720570734447565e-5,1.459654039103754e-5,2.3228067064354618e-005
382616,8731,8883,33454,3.0478403699907157e-5,3.4229426687852816e-5,1.327646942714709e-4
382613,30296,7446,34620,1.057580710677342e-4,2.8692143545846233e-5,1.3739205224123642e-4
382601,1515,1475,1155,5.2886017186300936e-6,5.683710949519634e-6,4.583703649296016e-6
381736,49909,71149,118838,1.7422364566013816e-4,2.741629493880491e-4,4.716174669047965e-4
381214,41172,42664,26168,1.4372429700292951e-4,1.6439989420359704e-4,1.0384965982231875e-4
380652,6338,3942,5323,2.2124856562823454e-5,1.5189958347800946e-5,2.1124722532643023e-5
380602,4945,2720,3610,1.72621356426573e-5,1.0481148327249765e-5,1.4326554263167635e-5
380297,4746,8648,3716,1.6567461225490708e-5,3.3323886299285285e-5,1.4747223169509952e-5
380205,8397,9109,10742,2.9312467743456695e-5,3.510028680621989e-5,4.2630428225747014e-5
379924,113875,89834,100544,3.975178354514864e-4,3.461630436875571e-4,3.990163633894534e-4
379876,6122,2891,2932,2.137083809996926e-5,1.1140073461058481e-5,1.163586069241205e-5
379063,2934,3580,2709,1.0242084120436102e-5,1.3795040813071382e-5,1.0750868559257928e-5
378996,25420,35022,22449,8.87368024340442e-5,1.3495249144005193e-4,8.909053092904438e-5
377666,1230,1168,1373,4.29371624680859e-6,4.500728399348429e-6,5.448852909509463e-6
377276,2872,2898,2344,1.0025652894987213e-5,1.1167047004547729e-5,9.302338834588625e-6
377232,181222,101052,121214,6.326145086822328e-4,3.893900738107512e-4,4.810468001262054e-4
377204,9419,15107,13235,3.2880092137146434e-5,5.821276021314787e-5,5.252408467396777e-5
376958,18621,17114,17669,6.500267498522177e-5,6.594646046785018e-5,7.012074439775871e-5
374861,146971,117426,116099,5.130502199265898e-4,4.5248504539545256e-4,4.607475411078945e-4
371572,1352,826,442,4.719597045272532e-6,3.182878131730995e-6,1.7541099679557049e-6
371569,825,376,1569,2.8799316289569818e-6,1.4488646217080557e-6,6.226693528783939e-6
371565,13367,19804,15374,4.6661874041536934e-5,7.631200789443174e-5,6.10128657179887e-5
371564,15764,25828,9565,5.502938448348831e-5,9.952466874860549e-5,3.7959415935512026e-5
371554,45995,52473,50337,1.6056055184712287e-4,2.021975353587415e-4,1.9976613904295546e-4
371553,15764,18603,9565,5.502938448348831e-5,7.16841185043483e-5,3.7959415935512026e-5
371547,224079,241570,183124,7.822208478606684e-4,9.308569858138698e-4,7.267412528776481e-4
371541,2126,1580,1248,7.421496537166719e-6,6.08831410185832e-6,4.952781085992578e-6
371280,6516,6890,6027,2.274622362943478e-5,2.6549673520129e-5,2.391859904269012e-5
371271,4348,3536,2358,1.5178112391157522e-5,1.3625492825424695e-5,9.357898878822516e-6
370221,25420,32797,27245,8.87368024340442e-5,1.263787579738274e-4,1.0812381465374023e-4
370173,26395,28249,17970,9.214035799553882e-5,1.088536614325289e-4,7.131528534878737e-5
370157,4663,4017,3762,1.6277722649486553e-5,1.5478960599471437e-5,1.4929777600564167e-5
367427,14596,11660,13033,5.0952099462128606e-5,4.493021672637216e-5,5.1722432607164484e-5
367202,1321,3450,3465,4.611381432548088e-6,1.3294103576842532e-5,1.3751110947888047e-5
366123,6201,3221,2991,2.164661337110575e-5,1.2411683368408637e-5,1.187000659311202e-5
361344,1007,1175,506,3.515262000435976e-6,4.5277019428376744e-6,2.00809874159635e-6
360157,7211,8775,13601,2.5172347850192476e-5,3.381326344544731e-5,5.397658297322521e-5
360148,40356,51344,42174,1.408757828099248e-4,1.9784708813026173e-4,1.673706646800088e-4
360106,3991,2768,2354,1.3931887431717956e-5,1.066610976831888e-5,9.342024580469975e-6
359906,34632,21221,10573,1.2089429354428871e-4,8.17722237693262e-5,4.1959739120352185e-5
357445,345913,325308,224523,0.0012075221691726016,0.0012535299264856495,8.910362722518522e-4
356187,3883,5793,3630,1.355487820029086e-5,2.2322533919028636e-5,1.4405925754930336e-5
355602,2682,10139,2547,9.362395913772879e-6,3.906925106249462e-5,1.0107959475980046e-5
354270,31482,25697,29858,1.0989819096099842e-4,9.901987814902104e-5,1.1849370005253718e-4
354256,219251,125508,142270,7.653671388853905e-4,4.8362792803546454e-4,5.646091066539776e-4
354254,8479,7140,7060,2.9598715493243934e-5,2.7513014359030633e-5,2.8018136592233657e-5
354252,237985,290337,212181,8.307642772331239e-4,0.0011187739565767334,8.420561246850892e-4
354246,196022,158022,181535,6.842787366926127e-4,6.089161841796553e-4,7.204351878571015e-4
353481,792020,744539,650356,0.002764804180323041,0.0028689792994199314,0.0025809862948411775
351741,2169,2161,2506,7.571602064494173e-6,8.327118211465713e-6,9.945247917866507e-6
351285,21318,20781,30056,7.44174332922484e-5,8.007674389285932e-5,1.1927947782098793e-4
351222,16694,14226,14682,5.8275852865221636e-5,5.481794709685851e-5,5.826661210299923e-5
350330,2054,1903,1341,7.1701570495486545e-6,7.332950465719229e-6,5.321858522689141e-6
350308,8599,9302,5994,3.001761463927404e-5,3.584398593385196e-5,2.3787636081281662e-5
348293,4269,4037,3651,1.4902337120021036e-5,1.5556027866583567e-5,1.4489265821281172e-5
347607,448044,542976,559040,0.0015640437415326083,0.002092283821373812,0.0022185919377510346
346922,3325,3461,3339,1.1606997171250866e-5,1.3336490573754205e-5,1.3251070549783028e-5
346416,16883,15657,14843,5.893561902021905e-5,6.033211005873146e-5,5.890555261168897e-5
346408,5053,3107,3405,1.7639144874084397e-5,1.1972399945869493e-5,1.3512996472599942e-5
346346,5406,11062,4079,1.8871406528656295e-5,4.262590543971945e-5,1.6187815745002986e-5
346256,2594,18514,2536,9.055203206684134e-6,7.134116916569932e-5,1.006430515551056e-5
346225,25664,18071,26317,8.958856403097208e-5,6.963412919916563e-5,1.0444097743595087e-4
344676,55600,35251,37159,1.9408993766061597e-4,1.3583491164848583e-4,1.474682631205114e-4
342924,49058,59058,56070,1.7125295254954133e-4,2.2757193305541053e-4,2.2251797715673388e-4
342840,54191,34633,39630,1.8917136352097913e-4,1.33453533094721e-4,1.5727461092779316e-4
342183,6760,2600,7766,2.359798522636266e-5,1.0018744724576982e-5,3.081995025145702e-5
341344,25465,4263,40365,8.889388961380549e-5,1.6426887984950644e-5,1.6019151325007245e-4
328993,4885,5371,3630,1.7052686069642248e-5,2.069641458296268e-5,1.4405925754930336e-5
328824,446,302,406,1.5569084927452289e-6,1.1637157333931726e-6,1.611241282782842e-6
324432,9984,11114,5225,3.4852408949704854e-5,4.282628033421099e-5,2.0735802223005785e-5
323841,33285,21505,16646,1.1619215063010076e-4,8.286657896231845e-5,6.606089259409652e-5
321802,82221,10649,40050,2.8701922238117815e-4,4.103446637385395e-5,1.5894141225480991e-4
320847,241048,256613,219952,8.414566779355424e-4,9.88823130772259e-4,8.728959178094869e-4
320842,17914,13747,55044,6.253466084986105e-5,5.297218604952298e-5,2.1844621962930727e-4
250667,5226,4508,5121,1.8243057809611134e-5,1.7370962007074243e-5,2.032307046583974e-5
250558,3466,5876,3950,1.209920366783624e-5,2.264236307754398e-5,1.5675869623133562e-5
242849,5353,5900,5605,1.8686392739159662e-5,2.2734843798078535e-5,2.2243860566497115e-5
241382,11521,11216,8654,4.0217808845107135e-5,4.321932339648286e-5,3.434404448572097e-5
237707,31381,23291,25069,1.0954561751308974e-4,8.974868591543172e-5,9.948819634995829e-5
234465,227207,151223,187428,7.931401522671865e-4,5.827171667248865e-4,7.438219979049815e-4
232320,4787,4229,17892,1.671058510038433e-5,1.6295873630860023e-5,7.100573653091283e-5
230854,50887,62764,49216,1.7763767370028354e-4,2.4185249765128834e-4,1.9531736692965604e-4
228851,56962,59164,45214,1.9884444296805768e-4,2.279803895711048e-4,1.7943513142793945e-4
228833,33285,20991,16646,1.1619215063010076e-4,8.08859501975367e-5,6.606089259409652e-5
228307,1455,1955,1127,5.07915214561504e-6,7.533325360210769e-6,4.472583560828234e-6
227159,11703,10760,8538,4.0853139216586125e-5,4.1462189706326274e-5,3.3883689833497305e-5
224423,4495,4261,4012,1.5691263845044404e-5,1.641918125823943e-5,1.5921921247597937e-5
224377,32602,28483,35826,1.1380791632394607e-4,1.0975534845774083e-4,1.4217815319452734e-4
223738,1585,1290,489,5.532959553814322e-6,4.970838728732426e-6,1.9406329735980533e-6
223237,1235,1289,1062,4.311170377893178e-6,4.966985365376819e-6,4.214626212599454e-6
223227,19379,23581,20073,6.764872125764527e-5,9.086616128855762e-5,7.966119770763544e-5
223171,3112,4776,7108,1.0863451187047426e-5,1.8403663386376793e-5,2.820862817246414e-5
223160,5228,5516,3886,1.825003946204497e-5,2.1255152269525628e-5,1.5421880849492915e-5
223108,48394,42379,3883,1.689350439415081e-4,1.6330168564724918e-4,1.540997512572851e-5
222288,1479,3069,821,5.1629319748210615e-6,1.1825972138356445e-5,3.2581997368588998e-6
219979,2385,5672,2545,8.325620527348364e-6,2.1856276953000246e-5,1.0100022326803775e-5
219417,4634,6389,5423,1.6176488689195944e-5,2.461913847897013e-5,2.1521579991456534e-5
215929,2874,5997,4258,1.0032634547421049e-5,2.310862004357237e-5,1.6898190596279166e-5
215683,2656,6458,1932,9.271634432133022e-6,2.4885020550506978e-5,7.667286104276973e-6
215676,5629,7321,5856,1.964986077502891e-5,2.8210473126395415e-5,2.3239972788119022e-5
215644,21172,21717,19654,7.390777266457845e-5,8.368349199370704e-5,7.799836495520684e-5
214058,3267,4455,2875,1.1404529250669646e-5,1.7166733749227096e-5,1.1409651940888351e-5
212017,7748,6747,5196,2.7046921528677204e-5,2.599864256027727e-5,2.062071355994987e-5
211126,5768,8920,4184,2.013508561918045e-5,3.437200113201026e-5,1.660451607675717e-5
210861,3155,4915,4229,1.1013556714374881e-5,1.89392808928061e-5,1.6783101933223247e-5
210845,465,2948,360,1.6232341908666624e-6,1.1359715172328055e-5,1.4286868517286284e-6
210842,2553,3795,3430,8.912079331790513e-6,1.4623513934526786e-5,1.361221083730332e-5
210393,12880,8308,22656,4.496184167389809e-5,3.201374275837906e-5,8.991202586878834e-5
210312,137495,107221,116463,4.79971150695079e-4,4.131614723514879e-4,4.621921022579757e-4
210297,9896,95935,43415,3.454521624261611e-5,3.696724135201126e-4,1.7229566574388443e-4
210259,44266,74143,47616,1.5452491331807242e-4,2.8569991927473505e-4,1.8896764758863992e-4
210228,130665,73560,83797,0.00045612880763353214,2.8345340843841647e-4,3.325546447619552e-4
209687,1598740,829217,930022,0.005580923506034769,0.003195274401645981,0.003690861675606562
209676,319472,299886,263117,0.0011152212331710847,0.0011555697232594202,0.0010441994399063375
209172,15257602,8517252,9882391,0.0532616370688937,0.03282006674726644,0.03921900579261481
208244,8728,10027,9444,3.0467931221256405e-5,3.863767436666669e-5,3.747921841034768e-5
205795,2802,3362,2065,9.781295059802985e-6,1.2955007601549158e-5,8.195106524498937e-6
199152,18444,16272,11255,6.438479874482736e-5,6.270192852242948e-5,4.466630698946031e-5
190197,46467,36837,20529,1.6220822182150794e-4,1.4194634593047778e-4,8.147086771982503e-5
190007,1259,948,1959,4.3949502070992e-6,3.652988461114992e-6,7.77443761815662e-6
189939,2608,2614,3373,9.104074773720979e-6,1.0072691811555473e-5,1.338600208577962e-5
189234,3713,5301,2967,1.2961437743414875e-5,2.0426679148070224e-5,1.1774760802996778e-5
188923,18957,16666,14397,6.617559259410607e-5,6.422015368453845e-5,5.713556834538073e-5
187931,8637,7445,8527,3.015026603551691e-5,2.8688290182490626e-5,3.3840035513027816e-5
187846,3550,6040,7144,1.2392433070057315e-5,2.327431466786345e-5,2.8351496857637004e-5
187839,1354,969,1463,4.726578697706367e-6,3.733909091582729e-6,5.80602462244162e-6
187836,2157,2251,2244,7.5297121498911625e-6,8.673920913470302e-6,8.905481375775116e-6
183432,2450,2596,2357,8.552524231448006e-6,1.0003331271154555e-5,9.353930304234381e-6
170841,134448,158490,153138,4.693346032121312e-4,6.107195582300792e-4,6.077395752778296e-4
170728,64920,53879,29516,2.2662443800228757e-4,2.076153642367243e-4,1.1713644754339499e-4
170630,18830,32781,15715,6.573225766455754e-5,1.263171041601377e-4,6.236614965254276e-5
170487,9349,12194,7236,3.263573430196221e-5,4.6987912758266047e-5,2.871660571974543e-5
170319,55986,76910,60660,1.9543739658034614e-4,2.963621756796983e-4,2.4073373451627387e-4
170278,4761,3847,3376,1.6619823618744472e-5,1.4823888829018326e-5,1.3397907809544026e-5
170275,8330,7772,9690,2.907858238692322e-5,2.9948339999773963e-5,3.845548775902891e-5
170242,1520,4426,6507,5.306055849714681e-6,1.7054986211914508e-5,2.5823514844994958e-5
169614,1913,1017,1103,6.677950552963279e-6,3.918870532651843e-6,4.377337770712992e-6
169611,527,2767,4703,1.8396654163155505e-6,1.0662256404963271e-5,1.8664206287999276e-5
169610,1155,1657,4571,4.031904280539774e-6,6.385023080240023e-6,1.8140354442365444e-5
168880,2112,2329,1928,7.372624970129873e-6,8.974483255207612e-6,7.651411805924432e-6
163829,2788,4528,3230,9.732423492766138e-6,1.7448029274186373e-5,1.2818495919676304e-5
163410,4085,5674,4967,1.4260025096108206e-5,2.1863983679711458e-5,1.9711909979266935e-5
161401,173136,25373,36222,6.043876878922375e-4,9.777138842180452e-5,1.4374970873142883e-4
161388,1961,2866,1694,6.845510211375322e-6,1.1043739377168319e-5,6.722765352300824e-6
160575,8158,19223,18323,2.84781602776134e-5,7.407320378482435e-5,7.271619217839905e-5
146435,297,217,258,1.0367753864245133e-6,8.361798481666173e-7,1.0238922437388503e-6
146430,33064,37645,28505,1.1542067803616198e-4,1.4505986352180786e-4,1.1312421863479042e-4
146264,8395,9941,2845,2.930548609102286e-5,3.8306285118084526e-5,1.1290594703244299e-5
138111,554,1365,2520,1.9339177241723248e-6,5.259840980402915e-6,1.0000807962100398e-5
135765,10071,10042,13334,3.515611083057668e-5,3.869547481700079e-5,5.291697355819314e-5
135325,4193,5751,5407,1.4637034327535301e-5,2.2160692658093162e-5,2.145808279804637e-5
135323,8093,5134,3387,2.825125657351376e-5,1.9783167467683933e-5,1.3441562130013511e-005
135260,9419,13959,13235,3.2880092137146434e-5,5.378909908091157e-5,5.252408467396777e-5
135163,702,573,778,2.4505600042761226e-6,2.2079772027625426e-6,3.0875510295690914e-6
134328,97944,126835,115618,3.4190548298977284e-4,4.887413412083544e-4,4.5883865673100154e-4
133924,3526,43145,1793,1.2308653240851294e-5,1.662533619776438e-4,7.115654236526196e-6
133605,17372,23174,19885,6.0642633040291736e-5,8.929784240282575e-5,7.891510568506604e-5
133467,12477,22825,22370,4.3555038708480315e-5,8.795301859171908e-5,8.877701353658171e-5
132335,65920,91169,26864,2.301152642192051e-4,3.5130728376729187e-4,1.0661178773566076e-4
132248,815,1475,2079,2.845023366787806e-6,5.683710949519634e-6,8.25066656873283e-6
131989,12619,1831,5307,4.405073603128261e-5,7.055508304115559e-6,2.1061225339232863e-5
131524,47186,45451,35500,1.6471812587147167e-4,1.7513921787567246e-4,1.408843978787953e-4
131446,296181,307493,299668,0.001033916399752858,0.001184882258305519,0.0011892548096772628
131427,1534,932,976,5.354927416751527e-6,3.591334647425287e-6,3.873328798019837e-6
131421,1365334,1275199,1061752,0.004766143722048911,0.0049138050977060935,0.004213642006101596
130738,3114,36618,8366,1.0870432839481262e-5,1.4110245935559996e-4,3.320109500433807e-5
130659,755,1728,4013,2.6355737937727527e-6,6.658611878488086e-6,1.5925889822186072e-5
130582,23351,22014,22070,8.151428299124179e-5,8.482794091032218e-5,8.758644116014119e-5
130549,2320,2245,6284,8.098716823248724e-6,8.650800733336664e-6,2.4938522711840836e-5
130548,5617,8910,15816,1.9607970860425897e-5,3.433346749845419e-5,6.27669756859444e-5
130530,46177,53703,27434,1.6119588221860187e-4,2.0693717228613756e-4,1.0887387525089775e-4
130528,11564,9003,6351,4.036791437243459e-5,3.46918302905256e-5,2.5204417209245885e-5
130463,98267,54918,70502,3.4303301985783724e-4,2.116190087631995e-4,2.797924456126993e-4
128059,6842,8258,3905,2.38842329761499e-5,3.182107459059874e-5,1.5497283766667483e-5
127630,594,490,261,2.0735507728490265e-6,1.8881480442472004e-6,1.0357979675032556e-6
125960,108225,91990,43552,3.777946673259022e-4,3.544708950822448e-4,1.7283936046245894e-4
125942,13364,12761,11501,4.6651401562886185e-5,4.917276978089495e-5,4.564257633814154e-5
125898,350,137,202,1.2217891759211438e-6,5.279107797180948e-7,8.016520668032859e-7
125897,107842,111600,54456,3.7645768088482277e-4,4.300353504856889e-4,2.1611269777148384e-4
125868,6089,20095,20741,2.1255640834810983e-5,7.743333663091325e-5,8.231220553250967e-5
125802,31216,76247,23518,1.0896963118729834e-4,2.938073957749312e-4,9.333293716376079e-5
124996,48437,24833,28293,1.6908514946883553e-4,9.5690572209777e-5,1.1228288082210578e-4
121191,3862,4138,3049,1.3481570849735592e-5,1.5945217565499827e-5,1.2100183919223854e-5
118967,168,324,233,5.86458804442149e-7,1.2484897272165161e-6,9.246778790354733e-7
118602,10581,12687,7161,3.6936432201204635e-5,4.888762089258006e-5,2.84189626256353e-5
118128,9428,4747,3167,3.2911509573098694e-5,1.8291915849064205e-5,1.2568475720623795e-5
118125,1788,5105,3356,6.241597275848586e-6,1.967141993037134e-5,1.3318536317781323e-5
118060,11487,24429,6447,4.0099120753731934e-5,9.413381341411196e-5,2.5585400369706853e-5
117962,18101,30127,7849,6.318744535242463e-5,1.1609027781435797e-4,3.1149341942272236e-5
117769,101751,14591,72998,3.55195058397578e-4,5.62244247216549e-5,2.896980077846845e-4
117750,90546,84863,81737,3.160803506370168e-4,3.2700797444683706e-4,3.2437938111039695e-4
117745,23157,37848,18343,8.083706270515979e-5,1.45842096282996e-4,7.279556367016174e-5
117300,2510,1902,1291,8.76197380446306e-6,7.3290971023636225e-6,5.123429793282386e-6
117249,32849,64834,24133,1.1467015039952471e-4,2.4982895979739386e-4,9.577361053546385e-5
117245,3035,20000,2667,1.0594657568344775e-5,7.706726711213063e-5,1.0584188426556255e-5
117242,16524,19611,11236,5.7682412408345654e-5,7.556830876679969e-5,4.459090407228574e-5
117235,15824,19663,7392,5.523883405650336e-5,7.576868366129123e-5,2.9335703355494503e-5
117213,72215,40914,21508,2.520900152547011e-4,1.5765650833128562e-4,8.535610224160928e-5
117212,52575,9105,21298,1.8353018835444036e-4,3.508487335279747e-5,8.45227015781009e-5
117201,12039,40312,11580,4.202605682547042e-5,1.553367835912105e-4,4.595609373060421e-5
117200,23171,21253,10491,8.088593427219663e-5,8.189553139670561e-5,4.163431600412511e-5
117199,567714,456290,381997,0.001981790914911132,0.0017582511655297043,0.0015159835869438356
117196,815,1259,2012,2.845023366787806e-6,4.851384464708623e-6,7.984772071327779e-6
117195,4370694,5050922,3179435,0.015257333201324249,0.019463037746826853,0.012617824945627253
117192,104646,78790,40623,3.653010002955543e-4,3.036064987882386e-4,1.612154054938113e-4
117191,10584,10713,8025,3.6946904679855384e-5,4.128108162861277e-5,3.184781106978401e-5
117190,119274,67704,57807,4.163648061966243e-4,2.608881126279846e-4,2.294113912163245e-4
117182,101389,727482,82286,3.5393137930705385e-4,0.0028032524806633507,3.265581285592831e-4
116942,82122,64459,68309,2.866736305857033e-4,2.483839485390414e-4,2.710893615409191e-4
115895,20232,9762,12728,7.062639602067594e-5,3.761653307743096e-5,5.051201735778328e-5
114282,2965,3167,2878,1.0350299733160545e-5,1.2203601747205885e-5,1.1421557664652757e-5
113559,30101,66053,32783,1.0507735995543527e-4,2.545262097278782e-4,1.3010178072283228e-4
113534,11269,10815,11598,3.933812063844391e-5,4.167412469088464e-5,4.602752807319064e-5
112543,4229,3503,4162,1.4762704071344333e-5,1.3498331834689679e-5,1.6517207435818198e-5
112530,499,890,1684,1.7419222822418592e-6,3.4294933864898128e-6,6.683079606419472e-6
111776,25381,13913,23875,8.860066021158442e-5,5.361184436655367e-5,9.4749718291725e-5
111772,21071,14212,12710,7.355519921666977e-5,5.476400000988002e-5,5.044058301519685e-5
111739,7232,9241,9724,2.5245655200747745e-5,3.5608930769159956e-5,3.859041929502551e-5
111732,92579,47661,111460,3.2317720033601016e-4,1.8365515089156288e-4,4.4233732359353587e-4
110962,8019,9634,7942,2.799293543346186e-5,3.712330256791332e-5,3.151841937896879e-5
110647,16747,21009,21403,5.8460866654718265e-5,8.095531073793762e-5,8.49394019098551e-5
110628,32947,55405,63023,1.1501225136878263e-4,2.1349559671737987e-4,2.5011147626803707e-4
110612,18202,26515,34173,6.354001880033331e-5,1.0217192937390717e-4,1.3561809940034004e-4
110605,98824,20825,26276,3.449774100606603e-4,8.024629188050602e-5,1.0427826587783733e-4
110346,45755,56798,65481,1.5972275355506267e-4,2.1886333187173977e-4,2.598662326056731e-4
110328,21167,14427,6923,7.389031853349385e-5,5.5592473131335426e-5,2.747444187365915e-5
110321,75365,65598,65161,2.630861178379914e-4,2.5277292940107727e-4,2.5859628873746985e-4
110283,6266,6523,6022,2.187351707520539e-5,2.5135489168621404e-5,2.3898756169749443e-5
110182,2752,2282,2100,9.606753748957107e-6,8.793375177494105e-6,8.334006635083665e-6
110123,5561,4870,10567,1.9412484592278516e-5,1.8765879541803807e-5,4.1935927672823376e-5
110031,21172,21717,19654,7.390777266457845e-5,8.368349199370704e-5,7.799836495520684e-5
110021,3327,37242,27173,1.16139788236847e-5,1.4350695808949845e-4,1.078380772833945e-4
109714,6743,4616,5591,2.3538641180675063e-5,1.7787125249479748e-5,2.2188300522263225e-5
109387,141249,153838,153468,4.930757123133875e-4,5.927937118997976e-4,6.090492048919143e-4
109386,15004,11644,11850,5.237635655863097e-5,4.486856291268245e-5,4.702760886940068e-5
108314,10629804,5659431,6286275,0.03710679848389508,0.021807844028983628,0.024947551219028842
107960,12492,12688,9430,4.360740110173408e-5,4.889147425593567e-5,3.7423658366113793e-5
107143,252615,272912,275651,8.818350647866278e-4,0.0010516291001052896,0.0010939415537940225
106940,467248,474456,302045,0.001631081568202293,0.0018282513642476524,0.00119868811147326
106931,11811,9479,6465,4.1230148448013224e-5,3.652603124779431e-5,2.5656834712293283e-5
106902,482,388,541,1.6825782365542607e-6,1.4951049819753341e-6,2.1469988521810774e-6
106482,38417,46824,42041,1.3410707077532165e-4,1.8042988576292022e-4,1.6684284425978684e-4
106427,301845,192108,204893,0.0010536884394454788,7.402619275188595e-4,8.131331530867607e-4
105769,968,784,1044,3.3791197779761915e-6,3.0210368707955207e-6,4.143191870013022e-6
105406,81252,20364,37206,2.8363661177698506e-4,7.84698913735714e-5,1.4765478612615375e-4
105370,304717,220652,168042,0.0010637140923404661,8.502523311412924e-4,6.668872109393949e-4
105085,1244,1597,1581,4.342587813845437e-6,6.153821278903631e-6,6.27431642384156e-6
105081,47816,2150,2244,1.6691734638812973e-4,8.284731214554042e-6,8.905481375775116e-6
104990,1107,3882,1231,3.864344622127732e-6,1.4958756546464554e-5,4.885315317994282e-6
104933,3802,28779,6053,1.3272121276720538e-5,1.1089594401100037e-4,2.4021781981981632e-5
104931,2404,4757,2112,8.391946225469799e-6,1.8330449482620268e-5,8.381629530141286e-6
104924,14297,61520,21367,4.990834242327026e-5,2.370589136369138e-4,8.479653322468223e-5
104918,6849,111636,18584,2.3908668759668322e-5,4.301740715664907e-4,7.37519901459023e-5
104417,5667,11168,16386,1.9782512171271775e-5,4.303436195541374e-5,6.502906320118141e-5
104390,307,114,188,1.0716836485936888e-6,4.392834225391446e-7,7.460920225693948e-7
104378,34639,36373,33547,1.2091872932780713e-4,1.4015838533347637e-4,1.331337717081675e-4
104312,1035875,1003407,696905,0.0036160596074494705,0.003866491764559083,0.0027657194733442772
104238,1050,1637,2992,3.665367527763431e-6,6.307955813127892e-6,1.1873975167700155e-5
104135,17581,17612,36711,6.137221571962751e-5,6.786543541894224e-5,1.4569034170502687e-4
104131,15982,14187,15021,5.5790384598776335e-5,5.466766592598986e-5,5.9611958888377015e-5
103821,16845,43253,18176,5.880296762397619e-5,1.666695252200493e-4,7.213281171394319e-5
102904,31734,153803,161410,1.1077787916766165e-4,5.926588441823513e-4,6.40567624270883e-4
100922,4706,13077,9322,1.6427828176814007e-005,5.039043260126661e-5,3.69950523105952e-5
100908,954,1604,1590,3.330248210939346e-6,6.180794822392876e-6,6.310033595134775e-6
100877,7721,8764,1923,2.695266922082043e-5,3.377087644853564e-5,7.631568932983756e-6
100869,25079,20661,9715,8.754643069407533e-5,7.961434029018655e-5,3.855470212373229e-5
100865,12741,26234,9471,4.447661682974655e-5,1.0108913427098174e-4,3.7586369924227334e-5
100727,6810,12087,8591,2.377252653720854e-5,4.657560287921615e-5,3.4094024286668463e-005
100468,3279,5497,2531,1.1446419165272658e-5,2.1181938365769103e-5,1.0044462282569884e-5
100114,7925,17707,4790,2.766479776907161e-5,6.823150493772486e-5,1.9009472277167027e-5
100017,257291,366231,287265,8.981581681769342e-4,0.0014112211150871356,0.0011400325790606235
99877,3361,2879,2728,1.1732666915059897e-5,1.1093833100791204e-5,1.0826271476432494e-5
98053,9795,65786,20955,3.4192642794707436e-5,2.534973617119313e-4,8.316148049437058e-5
98027,15905,24687,15762,5.552159098007369e-5,9.512798115985844e-5,6.255267265818511e-5
97891,26901,29796,14558,9.39067160612991e-5,1.148148145436522e-4,5.777450885407048e-5
97693,10581,12429,11248,3.6936432201204635e-5,4.789345314683358e-5,4.4638526967343367e-5
95422,83642,16563,87790,2.91979686435418e-4,6.382325725891098e-5,3.4840116309237855e-4
95404,5238,8327,17915,1.8284947724214146e-5,3.208695666213559e-5,7.109701374643994e-5
94586,2100,4048,4027,7.330735055526862e-6,1.559841486349524e-5,1.5981449866419963e-5
94582,4641,63872,9271,1.6200924472714365e-5,2.4612202424930036e-4,3.679265500660031e-5
92552,11727,4840,3506,4.093691904579215e-5,1.8650278641135612e-5,1.3913822506001586e-5
91648,5907,3770,3918,2.0620310463331986e-5,1.4527179850636623e-5,1.554887523631324e-5
