BinBase name,L1_SF_748,L2_SF_748,L3_SF_748,normL1_SF_748,normL2_SF_748,normL3_SF_748
405282,10870,8394,13708,4.495786947179508e-5,3.4633816072643013e-5,5.3705273459412925e-5
404192,4871,7780,3767699,2.0146254111969995e-5,3.2100439485961716e-5,0.014761110673165788
404164,6269,4799,3360,2.5928324169152103e-5,1.9800772377009034e-5,1.3163825417539205e-5
404049,27028,32605,31528,1.1178668777218743e-4,1.3452889838557605e-4,1.2352056183457621e-4
400553,1117,1288,1262,4.619865703771398e-6,5.3143144033314515e-6,4.944270141944785e-6
400202,5661,5364,6051,2.3413661368889783e-5,2.2131973959215763e-5,2.3706639167121946e-5
396760,1470,1144,893,6.079859073002646e-6,4.720167451406196e-6,3.4986000291257474e-6
396036,218019,243971,272379,9.017175477802476e-4,0.0010066293472788645,0.001067127858155926
391901,36907,34472,36487,1.5264582231789704e-4,1.4223217865810697e-4,1.4294895774099792e-4
391335,3779,1557,4178,1.562978737202517e-5,6.424213917691824e-6,1.6368590057880598e-5
390198,3442,5084,6719,1.4235969339642931e-5,2.0976688219361102e-5,2.6323733029894622e-5
390194,4065435,3715859,2961519,0.016814470660171776,0.015331710407180748,0.011602654490096813
390145,14845,13952,13247,6.13983047202206e-5,5.756623800875808e-5,5.1899165269685076e-5
390130,38686,32983,10032,1.6000369258379617e-4,1.3608853413437985e-4,3.930342160379563e-5
389549,3191,3412,2990,1.3197843742824112e-5,1.407798194422897e-5,1.1714237499536376e-5
385008,39703,23018,37886,1.6420996243226126e-4,9.497273985705229e-5,1.4842996719312214e-4
384914,7922,6403,7982,3.2765063657365283e-5,2.6418909258176462e-5,3.12719209770232e-5
383524,37687,39752,36786,1.558718699892862e-4,1.6401756689536634e-4,1.4412038149095156e-4
382948,18749,16965,22642,7.754508691137865e-5,6.999793777369415e-5,8.870694497140557e-5
382947,1206,1403,1441,4.987966014994008e-6,5.788806760771759e-6,5.645557269843451e-6
382905,32882,6309,34560,1.359985891418184e-4,2.6031063331225252e-5,1.3539934715183183e-4
382622,3390,2011,4058,1.4020899494883654e-5,8.29742722445617e-6,1.5898453435825626e-5
382616,210495,251404,305042,8.705985956270014e-4,0.0010372980576515063,0.0011950951288741056
382613,49729,73866,104144,2.0567708288527116e-4,3.0477263021465913e-4,4.080159030607747e-4
382601,1609,1291,1532,6.654757311878407e-6,5.326692464829894e-6,6.002077541568471e-6
381736,6842,6806,8989,2.8298228420057214e-5,2.808169551946728e-5,3.521715079710117e-5
381214,22924,26978,29768,9.481271387041677e-5,1.1131178103499681e-4,1.166252247111033e-4
380652,6591,6206,7401,2.7260102823238395e-5,2.5606083219778716e-5,2.8995676165240375e-5
380602,3210,3012,3320,1.327642695533231e-5,1.2427573744436592e-5,1.3007113210187548e-5
380297,8695,23148,13951,3.5962159618883e-5,9.550912252198481e-5,5.465730011907425e-5
380205,20130,7843,24553,8.325684567315869e-5,3.2360378777429013e-005,9.619387067763099e-5
379924,84967,45010,96788,3.51419990378106e-4,1.8571218268163714e-4,3.7919652812880495e-4
379876,1687,2721,1752,6.977362079017322e-6,1.1226901779087639e-5,6.863994682002586e-6
379063,1035,18251,16124,4.280717102420231e-6,7.530400013602664e-5,6.317069078345303e-5
378996,3247,8082,2516,1.3429457421795641e-5,3.334649767680496e-5,9.857197842419238e-6
377666,4089,4036,4518,1.691193452347471e-5,1.6652618735905077e-5,1.7700643820369684e-5
377276,386,1696,320,1.5964800014823275e-6,6.997730767119675e-6,1.2536976588132577e-6
377232,87441,75455,98688,3.6165235183838396e-4,3.1132887678833436e-4,3.8664035797800867e-4
377204,34225,31836,37740,1.4155318147858202e-4,1.3135598862147523e-4,1.4785796763628858e-4
376958,12605,9576,8689,5.2133757561359425e-5,3.9510772303029484e-5,3.404180924196374e-5
374861,80299,74476,91950,3.321133358524078e-4,3.0728950271934253e-4,3.60242186649622e-4
371572,174,924,226,7.196567882329663e-7,3.812442941520389e-6,8.854239715368633e-7
371569,2924,3682,3486,1.2093542809156284e-5,1.5192007479088823e-5,1.3657468870696927e-5
371565,84296,108767,69040,3.486447621890007e-4,4.4877487166704343e-4,2.7048526988896035e-4
371564,14071,5087,4816,5.819707280014982e-5,2.0989066280859543e-5,1.886814976513953e-5
371554,24145,22062,22033,9.986271926370673e-5,9.102826425954851e-5,8.632100161447658e-5
371553,14166,5087,4816,5.8589988862690806e-5,2.0989066280859543e-5,1.886814976513953e-5
371547,97204,101436,108380,4.0203171519193824e-4,4.185270153853487e-4,4.246117258193152e-4
371541,996,1094,963,4.119414718850773e-6,4.513866426432149e-6,3.7728463919911475e-6
371280,12647,8654,10172,5.2307467820588074e-5,3.570658140250806e-5,3.985191432952643e-5
371271,1718,9080,38594,7.105576794162277e-6,3.746426613528694e-5,1.5120377326324647e-4
370221,3247,8082,2516,1.3429457421795641e-5,3.334649767680496e-5,9.857197842419238e-6
370173,4472,3413,3207,1.8496006649297846e-5,1.4082107964728449e-5,1.2564401224419117e-5
370157,228,2230,2028,9.429985500983697e-7,9.201025713842497e-6,7.945308912729021e-6
367427,3385,2392,3200,1.4000219702118338e-5,9.86944103475841e-6,1.2536976588132577e-5
367202,21508,22940,23036,8.895619655927953e-5,9.465091025809277e-5,9.025056021381938e-5
366123,605,659,588,2.50225492460313e-6,2.71904750915794e-6,2.303669448069361e-6
361344,2576,2006,4131,1.0654229232690352e-5,8.276797121958767e-6,1.61844532142424e-5
360157,28406,26232,28119,1.1748603865830828e-4,1.0823376974238403e-4,1.1016476396303123e-4
360148,19907,19021,18276,8.233452691582563e-5,7.848103592062697e-5,7.160180753897218e-5
360106,2409,3256,2901,9.963524154328826e-6,1.3434322746309942e-5,1.136555283817894e-5
359906,7008,7453,5999,2.8984797539865677e-5,3.075123078263145e-5,2.350291329756479e-5
357445,85225,76433,93574,3.5248706768479626e-4,3.1536412483682675e-4,3.666047022680993e-4
356187,4146,3975,5072,1.71476841609993e-5,1.640093148543674e-5,1.9871107892190133e-5
355602,3779,3800,4178,1.562978737202517e-5,1.5678877898027573e-5,1.6368590057880598e-5
354270,7681,6174,6978,3.1768297646077095e-5,2.5474050563795325e-5,2.7338444572496602e-5
354256,81921,82656,72625,3.3882186062547605e-4,3.410403504050966e-4,2.845306014728526e-4
354254,7866,8306,4451,3.2533449978393754e-5,3.427072626868869e-5,1.7438150873055658e-5
354252,165690,149915,156235,6.852869726570126e-4,6.185523631796852e-4,6.120982928896541e-4
354246,186905,190684,196868,7.730313333602447e-4,7.867660929230236e-4,7.712904709226513e-4
353481,320234,320888,367149,0.0013244745512815846,0.00132399046603744,0.00143841825542384
351741,3778,3110,3895,1.5625651413472107e-5,1.2831923753385724e-5,1.525985119086762e-5
351285,60185,68755,67599,2.489226655160981e-4,2.8368453944181205e-4,2.648397126191169e-4
351222,9685,7815,9872,4.0056758586415395e-5,3.224485020344355e-5,3.8676572774389e-5
350330,1173,830,1248,4.851479382742928e-6,3.4245970145691805e-6,4.889420869371705e-6
350308,4883,4058,4376,2.019588561460675e-5,1.6743391186893658e-5,1.71443154842713e-5
348293,2198,2230,2028,9.090836899632529e-6,9.201025713842497e-6,7.945308912729021e-6
347607,234539,132112,176019,9.700435830768487e-4,5.45096820227426e-4,6.896081506457838e-4
346922,2903,2948,2091,1.2006687679541961e-5,1.2163508432469812e-5,8.192130639307881e-6
346416,3230,13222,4247,1.335914612639357e-5,5.4554243044136994e-5,1.6638918615562204e-5
346408,1687,791,2878,6.977362079017322e-6,3.263682215089424e-6,1.1275443318951737e-5
346346,1825,1713,1627,7.54812435934002e-6,7.067873115610851e-6,6.374269034028657e-6
346256,28438,31746,38947,1.176183893320063e-4,1.3098464677652194e-4,1.5258675849312483e-4
346225,13937,15120,19685,5.764285435403937e-5,6.238542995215182e-5,7.71219950429343e-5
344676,21471,22967,23358,8.88031660928162e-5,9.476231281157876e-5,9.151209348300023e-5
342924,30429,27464,26260,1.258530828111548e-4,1.1331702699774455e-4,1.0288156412636297e-4
342840,19507,22261,24249,8.068014349460042e-5,9.184934233894522e-5,9.500285790175839e-5
342183,368,887,2241,1.5220327475271932e-6,3.659780183039594e-6,8.7798014168765955e-006
341344,16035,12513,16387,6.63200953983656e-5,5.162889451000501e-5,6.420107354679016e-5
328993,3756,3975,4900,1.553466032530472e-5,1.640093148543674e-5,1.9197245400578008e-5
328824,10767,12239,10751,4.453186574082959e-5,5.049836489314723e-5,4.2120323530941664e-5
324432,3983,3534,4253,1.647352291685003e-5,1.4581356445165643e-5,1.6662425446664952e-5
323841,6716,7944,7383,2.7777097642371275e-5,3.277710684787659e-5,2.892515567193213e-5
321802,6423,26611,19314,2.6565261786323807e-5,1.097975315116873e-4,7.566848931974768e-5
320847,42023,42600,20161,1.7380538627536748e-4,1.7576847327788807e-4,7.898687031041902e-5
320842,1960,1132,1794,8.106478764003528e-6,4.670655205412425e-6,7.028542499721826e-6
250667,4174,6289,6444,1.7263491000485066e-5,2.5948542921235634e-5,2.5246336604351978e-5
250558,5007,1537,1233,2.0708744475186565e-5,6.341693507702206e-6,4.830653791614833e-6
242849,2785,1468,1313,1.1518644570280524e-5,6.056998093238021e-6,5.144078206318148e-6
241382,3654,3867,3973,1.5112792552892293e-5,1.5955321271492796e-5,1.5565439995203352e-5
237707,13194,11885,12148,5.4569837149113545e-5,4.903775363633098e-5,4.7593497372698294e-5
234465,125956,125179,110075,5.209487955096063e-4,5.164911201045246e-4,4.312524056058417e-4
232320,25075,29912,47242,1.0370916071805534e-4,1.2341752518047389e-4,1.8508495249267476e-4
230854,35506,33391,38550,1.4685134438505574e-4,1.377719504981681e-4,1.5103138983515963e-4
228851,40391,51769,52611,1.6705550191676864e-4,2.135999552376288e-4,2.0611964852445093e-4
228833,6716,7106,7383,2.7777097642371275e-5,2.9319501669311563e-5,2.892515567193213e-5
228307,9165,6455,8680,3.790606013882262e-5,2.663346232414947e-5,3.4006548995309614e-5
227159,1772,12186,23050,7.3289185560276796e-6,5.027968580667474e-5,9.030540948639246e-5
224423,2450,1818,2610,1.0133098455004411e-5,7.50110526805635e-6,1.0225471529695633e-5
224377,13564,9110,9317,5.610014181374687e-5,3.7588046750271365e-5,3.650219089738476e-5
223738,1764,2437,2296,7.295830887603176e-6,1.0055111957235052e-5,8.995280701985123e-6
223237,2079,2805,3223,8.598657831818028e-6,1.1573487501044039e-5,1.262708610735978e-5
223227,8070,5896,6808,3.337718552321861e-5,2.4327016864939623e-5,2.6672417691252057e-5
223171,2577,1894,2343,1.0658365191243414e-5,7.814682826016902e-6,9.17941754562332e-6
223160,8996,9162,14068,3.720708314335497e-5,3.780259981624438e-5,5.511568332557784e-5
223108,13516,15411,3089,5.590161580319984e-5,6.358610191750078e-5,1.2102100212731729e-5
222288,10086,21489,16818,4.1715277966193665e-5,8.866405451334594e-5,6.588964758100427e-5
219979,25633,29210,23958,1.0601702559066451e-4,1.2052105878983827e-4,9.386277659327508e-5
219417,18710,20237,26779,7.738378452780919e-5,8.349827684799579e-5,1.0491490501675071e-4
215929,1140,796,1276,4.714992750491848e-6,3.2843123175868284e-6,4.999119414517865e-6
215683,23618,29334,19164,9.768306910624252e-5,1.210326853317739e-4,7.508081854217898e-5
215676,12684,10627,14533,5.246049828705141e-5,4.3847219847983956e-5,5.693746273604086e-5
215644,17390,16413,17507,7.1924319237766e-5,6.772037445798068e-5,6.858901535263656e-5
214058,5241,8099,7085,2.1676558776603313e-5,3.3416640025296135e-5,2.7757649727162285e-5
212017,23967,30531,51533,9.912651864126152e-5,1.259715318696526e-4,2.018962545363238e-4
211126,1346,1071,1208,5.567000212422831e-6,4.418967954944087e-6,4.7327086620200475e-6
210861,20984,18870,22153,8.678895427747452e-5,7.785800682520534e-5,8.679113823653156e-5
210845,2559,2592,2686,1.058391793728828e-5,1.0694645134654597e-5,1.0523224723663781e-5
210842,8266,8596,8957,3.4187833399618966e-5,3.5467272213538167e-5,3.509178103121984e-5
210393,48608,58438,55608,2.010406733472875e-4,2.411163859486672e-4,2.1786131066027387e-4
210312,107789,90836,128200,4.4581083647611037e-4,3.747911980908507e-4,5.022626245620614e-4
210297,14124,13305,15719,5.8416278603462164e-5,5.489670274559391e-5,6.158397968401749e-5
210259,78740,40139,75117,3.256653764681826e-4,1.6561433682866548e-4,2.942937719908609e-4
210228,17151,21354,20586,7.093582514358394e-5,8.8107041745916e-5,8.065193751353039e-5
209687,410726,503603,147827,0.001698745712665364,0.0020778763016001,5.791573869043358e-4
209676,132181,127923,139516,5.466951375024237e-4,5.278129203551003e-4,5.465965080218452e-4
209172,4362874,3502806,4750843,0.018044666036236293,0.014452649361704834,0.01861287733277923
208244,14608,14460,15898,6.0418082543144666e-5,5.9662256422494396e-5,6.228526681191617e-5
205795,951,1607,1822,3.933296583962937e-6,6.630514942665871e-6,7.138241044867986e-6
199152,2605,3087,3586,1.0774172030729179e-5,1.2737025281897663e-5,1.404924938907607e-5
190197,15397,13750,16421,6.368135384151139e-5,5.673278186786293e-5,6.433427892303908e-5
190007,1041,720,1180,4.305532853738609e-6,2.9707347596262773e-6,4.623010116873888e-6
189939,3043,4632,3987,1.2585721876970784e-5,1.9111726953595716e-5,1.5620289267776432e-5
189234,2770,2286,2795,1.1456605191984578e-5,9.43208286181343e-6,1.0950265488697048e-5
188923,52251,51883,60933,2.1610797035609612e-4,2.1407032157456964e-4,2.3872362326396324e-4
187931,12130,14149,18244,5.016917724865449e-5,5.837906404715583e-5,7.147643777309085e-5
187846,1893,763,1117,7.829369540948305e-6,3.1481536411039577e-6,4.376188390295028e-6
187839,480,376,657,1.985260105470252e-6,1.5513837078048335e-6,2.5739980057509698e-6
187836,921,773,1038,3.8092178273710456e-6,3.189413846098767e-6,4.066681780775504e-6
183432,904,654,825,3.7389065319689743e-6,2.698417406660535e-6,3.23218927662793e-6
170841,62521,68892,62998,2.585842646960534e-4,2.8424980425024093e-4,2.4681389096849253e-4
170728,51258,69968,95851,2.1200096351290453e-4,2.8868940230768246e-4,3.7552554467159237e-4
170630,47013,41948,71581,1.94443819455152e-4,1.730783079122265e-4,2.804404128609744e-4
170487,56197,46547,33522,2.324284628064828e-4,1.9205387618933934e-4,1.3133266537105633e-4
170319,33165,27046,34427,1.3716906541233522e-4,1.1159235042896151e-4,1.3487827906238757e-4
170278,4854,3813,4187,2.0075942816567924e-5,1.5732516164520825e-5,1.6403850304534718e-5
170275,19487,4745,8956,8.059742432353916e-5,1.9577967270037062e-5,3.508786322603605e-5
170242,1318,1138,1273,5.451193372937066e-6,4.6954113284093104e-6,4.9873659989664904e-6
169614,11168,12855,11762,4.619038512060786e-5,5.303999352082749e-5,4.60812245717548e-5
169611,18785,29154,26739,7.769398141928893e-5,1.2029000164186734e-4,1.0475819280939905e-4
169610,39002,44676,44355,1.613106554865641e-4,1.8433409183481048e-4,1.737742489270689e-4
168880,3261,3709,4152,1.3487360841538524e-5,1.5303410032574807e-5,1.6266727123102017e-5
163829,3200,3175,3053,1.3235067369801679e-5,1.3100115085851986e-5,1.1961059226115236e-5
163410,24596,24153,29373,1.0172803657113815e-4,9.965577312396316e-5,1.1507769166350568e-4
161401,31888,19082,21734,1.3188744634007373e-4,7.87327231710953e-5,8.514957786452295e-5
161388,882,994,1609,3.647915443801588e-6,4.101264376484055e-6,6.3037485407204115e-6
160575,12277,16439,10657,5.0777163155954755e-5,6.782765099096717e-5,4.1752049843665276e-5
146435,5788,13185,7339,2.3938928105128788e-5,5.44015802856562e-5,2.875277224384531e-5
146430,9005,10125,9952,3.7244306770332537e-5,4.177595755724452e-5,3.8989997189092316e-5
146264,6078,6379,6387,2.5138356085517066e-5,2.631988476618892e-5,2.5023021708875865e-5
138111,3080,4102,4450,1.2738752343434116e-5,1.692493608887082e-5,1.7434233067871866e-5
135765,49629,43212,55402,2.0526348702996485e-4,1.782935978235704e-4,2.1705424279241283e-4
135325,12296,13055,13122,5.085574636846295e-5,5.386519762072368e-5,5.140943962171115e-5
135323,6027,5515,5829,2.492742219931085e-5,2.2755003054637386e-5,2.2836886416320248e-5
135260,33154,29212,44064,1.3712356986825153e-4,1.2052931083083724e-4,1.7263416761858558e-4
135163,882,762,965,3.647915443801588e-6,3.1440276206044767e-6,3.78068200235873e-6
134328,36556,28699,32558,1.5119410086577193e-4,1.1841266231460352e-4,1.275559011738814e-4
133924,1797,854,1930,7.432317519854255e-6,3.5236215065567233e-6,7.56136400471746e-6
133605,9080,9586,9805,3.755450366181226e-5,3.95520325080243e-5,3.841407982707497e-5
133467,39552,14911,58460,1.6358543269074876e-4,6.15230916677603e-5,2.2903489104444702e-4
132335,45051,31013,45575,1.8632906877404234e-4,1.279602737504024e-4,1.7855397125129445e-4
132248,4173,743,4597,1.7259355041932003e-5,3.0656332311143387e-6,1.8010150429889206e-5
131989,9721,9515,10369,4.020565309432566e-5,3.925908505256115e-5,4.062372195073334e-5
131524,17719,16424,23451,7.328504960172373e-5,6.776576068347496e-5,9.187644936509284e-5
131446,921743,815136,961806,0.0038122908445759715,0.003363267845864896,0.0037681685326017003
131427,363,683,499,1.501352954761878e-6,2.8180720011454823e-6,1.9549847867119236e-6
131421,297713,280890,332220,0.0012313286287080523,0.0011589578980992013,0.001301573238159189
130738,4379,11375,5982,1.8111362503862987e-5,4.69334831815957e-5,2.3436310609440336e-5
130659,19474,21896,27773,8.054365686234935e-5,9.034334485663468e-5,1.0880920336943939e-4
130582,62770,62457,66940,2.596141183757661e-4,2.576988623360811e-4,2.622578790029983e-4
130549,6788,6538,7670,2.8074886658191813e-5,2.697592202560639e-5,3.004956575968027e-5
130548,66473,82560,101496,2.7492957289775846e-4,3.4064425243714646e-4,3.97641554934095e-4
130530,36258,48642,54638,1.4996158521695914e-4,2.006978891357519e-4,2.1406103963199618e-4
130528,5931,7882,8984,2.45303701782168e-5,3.252129357690877e-5,3.519756177118221e-5
130463,30647,29738,39267,1.2675472177572252e-4,1.226995976135642e-4,1.5384045615193808e-4
128059,2121,2236,2815,8.772368091046675e-6,9.225781836839382e-6,1.1028621592372877e-5
127630,2666,3044,2657,1.1026465502466024e-5,1.2559606400419983e-5,1.040960837333383e-5
125960,28470,25889,34579,1.1775074000570431e-4,1.0681854471106207e-4,1.3547378545032386e-4
125942,11074,11951,12159,4.580160501661994e-5,4.931007098929672e-5,4.763659322972e-5
125898,99,183,85,4.0945989675323946e-7,7.550617514050121e-7,3.3301344062227156e-7
125897,14124,13305,15719,5.8416278603462164e-5,5.489670274559391e-5,6.158397968401749e-5
125868,16055,14460,18020,6.640281456942686e-5,5.9662256422494396e-5,7.059884941192157e-5
125802,16095,15742,16532,6.656825291154939e-5,6.495181470282896e-5,6.476915529843992e-5
124996,19997,17553,17433,8.270676318560131e-5,7.242403782738895e-5,6.829909776903601e-5
121191,2239,3412,4287,9.260411200308112e-6,1.407798194422897e-5,1.679563082291386e-5
118967,849,1120,1325,3.511428811550508e-6,4.621142959418653e-6,5.191091868523645e-6
118602,17874,24980,30143,7.39261231774485e-5,1.030679920770339e-4,1.1809440165502509e-4
118128,1602,4529,4704,6.625805602006966e-6,1.868674684214918e-5,1.842935558455489e-5
118125,5261,6055,5929,2.1759277947664572e-5,2.4983054124357094e-5,2.322866693469939e-5
118060,153959,147666,148578,6.367680428710302e-4,6.092729430763526e-4,5.820996585973632e-4
117962,16347,16264,30887,6.761051446692127e-5,6.710559740355802e-5,1.2100924871176591e-4
117769,32816,35598,14376,1.3572561587731622e-4,1.4687807774052251e-4,5.63223673221856e-5
117750,23032,19907,20580,9.525939739414758e-5,8.213669008316708e-5,8.062843068242764e-5
117745,16809,15088,20669,6.952132731843638e-5,6.225339729616843e-5,8.097711534378507e-5
117300,2005,3533,2925,8.292596898891365e-6,1.4577230424666162e-5,1.1459580162589934e-5
117249,7106,7306,8869,2.9390121478065855e-5,3.014470576920775e-5,3.47470141750462e-5
117245,9479,18236,29166,3.9204751124484414e-5,7.524210982853443e-5,1.1426670599046086e-4
117242,4502,5386,1929,1.862008540588974e-5,2.2222746410204344e-5,7.557446199533669e-6
117235,20871,15818,21218,8.632159096097838e-5,6.526539226078952e-5,8.312799038968657e-5
117213,40478,48641,43641,1.674153303108851e-4,2.006937631152524e-4,1.709769360258418e-4
117212,10940,31900,26222,4.524738657050949e-5,1.31620053933442e-4,1.0273268752937889e-4
117201,80454,73166,45207,3.327544094281326e-4,3.0188441586502247e-4,1.771122189436592e-4
117200,18175,31862,30071,7.517104670192048e-5,1.314632651544617e-4,1.178123196817921e-4
117199,473264,505022,569053,0.001957400288656819,0.0020837311246888635,0.002229438793252065
117196,7273,8791,14753,3.0080826556427377e-5,3.627184621093695e-5,5.779937987647497e-5
117195,8946472,8967079,10737421,0.03700223738813886,0.03699835177446505,0.04206712365435097
117192,49540,72509,57658,2.0489538671874226e-4,2.991736203968635e-4,2.258928112870463e-4
117191,375,598,588,1.5509844573986344e-6,2.4673602586896025e-6,2.303669448069361e-6
117190,15264,9815,25473,6.313127135395401e-5,4.049689120240543e-5,9.97982514467191e-5
117182,420043,404449,555820,0.0017372804385042521,0.001668764864994567,0.0021775944772549527
116942,41006,42195,45787,1.695991164269024e-4,1.7409743497559828e-4,1.7938454595025822e-4
115895,20852,25150,32269,8.62430077484702e-5,1.0376941556194566e-4,1.2642365547576567e-4
114282,3371,1871,2847,1.3942316282375456e-5,7.71978435452884e-6,1.1153991358254202e-5
113559,6504,10078,12087,2.6900274429121914e-5,4.158203459376892e-5,4.7354511256487017e-5
113534,10182,6943,9616,4.211232998728772e-5,2.864696032789617e-5,3.7673614647338394e-5
112543,1946,2834,2980,8.048575344260645e-6,1.1693142095528985e-5,1.1675059447698462e-5
112530,9407,9475,11591,3.890696210866387e-5,3.909404423258191e-5,4.5411279885326466e-5
111776,24948,13681,57504,1.0318389398181634e-4,5.6448086453398747e-5,2.252894692887424e-4
111772,28671,3280,27567,1.1858206767486998e-4,1.3533347238297485e-5,1.0800213550157836e-4
111739,9034,16836,23789,3.7364249568371364e-5,6.94656811292611e-5,9.320066751721433e-5
111732,5954,15033,15342,2.4625497224937248e-5,6.202646616869698e-5,6.0106967129728126e-5
110962,9147,12711,12020,3.783161288486749e-5,5.2445846568902236e-5,4.7092018309172994e-5
110647,12159,19561,15537,5.0289120046693315e-5,8.070908699034668e-5,6.0870939140567456e-5
110628,116916,122027,151852,4.835597301899166e-4,5.034859034901607e-4,5.949265527690963e-4
110612,26738,31588,39434,1.1058725979179916e-4,1.3033273553760395e-4,1.5449472961763126e-4
110605,38928,67355,42151,1.6100459455363743e-4,2.779081107425387e-4,1.6513940630199259e-4
110346,75534,52538,77858,3.124054933470625e-4,2.1677286500172964e-4,3.0503247599963316e-4
110328,14214,12853,14306,5.8788514873237836e-5,5.3031741479828526e-5,5.60481209593202e-5
110321,68356,70776,92627,2.8271758285317613e-4,2.92023226871263e-4,3.628945407590488e-4
110283,6685,9677,16560,2.764888292722632e-5,3.992750037347706e-5,6.487885384358608e-5
110182,1781,2981,2608,7.366142183005247e-6,1.2299667108952684e-5,1.021763591932805e-5
110123,5647,7755,8475,2.33557579491469e-5,3.199728897347469e-5,3.320339893263237e-5
110031,9791,16445,17507,4.049517019304007e-5,6.785240711396407e-5,6.858901535263656e-5
110021,14886,12149,15646,6.156787902089618e-5,5.0127023048193945e-5,6.129797990560072e-5
109714,5952,5673,5661,2.4617225307831123e-5,2.3406914293555374e-5,2.2178695145443287e-5
109387,67834,73343,68268,2.8055861248847723e-4,3.0261472149343063e-4,2.6746072428707337e-4
109386,9729,7231,10126,4.023874076275017e-5,2.983525423174668e-5,3.9671695291072025e-5
108314,2762139,2380098,2745036,0.01142409242179895,0.009820333138773587,0.010754516270494093
107960,21418,24434,34153,8.858396028950387e-5,1.008151848843173e-4,1.3380480044202872e-4
107143,110604,41021,99519,4.574535598029828e-4,1.6925348690920766e-4,3.8989605408573934e-4
106940,75797,59352,59168,3.134932504465181e-4,2.448875686851928e-4,2.3180869711457135e-4
106931,1749,2005,1872,7.23379150930723e-6,8.272671101459286e-6,7.3341313040575574e-6
106902,1073,821,765,4.4378835274366255e-6,3.387462830073852e-6,2.997120965600444e-6
106482,27192,20418,30304,1.1246498497488976e-4,8.424508655840185e-5,1.187251682896155e-4
106427,145937,161845,157863,6.035893833583586e-4,6.677757877384928e-4,6.184764797288666e-4
105769,1504,1822,1602,6.220481663806789e-6,7.517609350054274e-6,6.276323904433871e-6
105406,32596,37561,41684,1.3481570499564237e-4,1.549774559810036e-4,1.6330979128116198e-4
105370,44693,25271,30636,1.8484839561204577e-4,1.0426866404238285e-4,1.2002587961063427e-4
105085,954,1035,1583,3.945704459622126e-6,4.270431216962774e-6,6.201885605941835e-6
105081,4458,4268,1310,1.8438103229554965e-5,1.7609855491784655e-5,5.1323247907667735e-6
104990,9367,7314,7598,3.8741523766541356e-5,3.0177713933203597e-5,2.976748378644729e-5
104933,25409,27154,18692,1.050905708747784e-4,1.1203796064290546e-4,7.323161449542941e-5
104931,6578,6104,4122,2.7206335362048577e-5,2.518522912883166e-5,1.6149192967588276e-5
104924,46302,51391,49493,1.9150315292392416e-4,2.12040319488825e-4,1.9390393196138926e-4
104918,136289,137758,94018,5.636856552384066e-4,5.683923319674954e-4,3.683442077697027e-4
104417,18468,2343,23203,7.638288255796794e-5,9.667266030283844e-6,9.090483367951256e-5
104390,1860,1194,2001,7.692882908697227e-6,4.926468476380243e-6,7.839528172766652e-6
104378,33532,40575,45456,1.3868696220130936e-4,1.6741328176643916e-4,1.7808775243442326e-4
104312,256282,234022,264352,0.001059971729896098,9.655795693295287e-4,0.0010356796359456322
104238,1022,745,1035,4.226949641230411e-6,3.0738852721133007e-6,4.05492836522413e-6
104135,15546,16582,5405,6.429761166591778e-5,6.841767192239295e-5,2.1175737018392683e-5
104131,6988,7429,7934,2.8902078368804415e-5,3.065220629064391e-5,3.108386632820121e-5
103821,54279,82604,67163,2.244956943017079e-4,3.408257973391236e-4,2.631315495589838e-4
102904,122541,79489,127724,5.068244970508961e-4,3.2797324348324047e-4,5.003977492945767e-4
100922,14842,13972,15113,6.138589684456141e-5,5.76487584187477e-5,5.9209789742639884e-5
100908,3934,3829,4541,1.627086094774994e-5,1.579853249251252e-5,1.7790753339596885e-5
100877,1207,1258,1423,4.992101973547071e-6,5.190533788347023e-6,5.575036776535206e-6
100869,8994,7703,8891,3.719881122624885e-5,3.1782735907501686e-5,3.483320588908961e-5
100865,8532,37617,34129,3.5287998374733725e-5,1.5520851312897453e-4,1.3371077311761771e-4
100727,31260,30856,37936,1.2929006436875016e-4,1.2731248853198389e-4,1.486258574523117e-4
100468,4408,5803,7547,1.8231305301901814e-5,2.3943296958487898e-5,2.9567675722073924e-5
100114,12817,12789,12019,5.3010580774608787e-5,5.2767676167861744e-5,4.70881005039892e-5
100017,157278,129713,164175,6.504952893086464e-4,5.351984970491712e-4,6.432056660489581e-4
99877,9624,2669,11919,3.980446511467855e-5,1.101234871311463e-5,4.669631998561006e-5
98053,98048,112020,146881,4.055224642107235e-4,4.6219681635185493e-4,5.754511432004691e-4
98027,24293,32123,18723,1.0047484112956006e-4,1.3254015650482624e-4,7.335306645612695e-5
97891,16531,18932,20284,6.837153084068486e-5,7.811382009617317e-5,7.946876034802538e-5
97693,17874,25794,31043,7.39261231774485e-5,1.0642657276361137e-4,1.2162042632043737e-4
95422,17334,25376,30718,7.169270555879447e-5,1.0470189619482835e-4,1.2034713963570516e-4
95404,6934,5521,6724,2.8678736606939014e-5,2.277975917763427e-5,2.634332205581358e-5
94586,5478,5720,2930,2.265678095367925e-5,2.360083725703098e-5,1.147916918850889e-5
94582,60409,57974,40542,2.4984912023198427e-4,2.3920191243690804e-4,1.5883565776127217e-4
92552,5763,34439,10854,2.383552914130221e-5,1.420960199816241e-4,4.252385746487218e-5
