BinBase name,L1_SAC_748,L2_SAC_748,L3_SAC_748,normL1_SAC_748,normL2_SAC_748,normL3_SAC_748
lauric acid,224649,252513,203122,9.077061895404984e-4,0.0010263246691048636,7.782758378204225e-4
lactulose,38007,38009,53860,1.5356929764150174e-4,1.5448541005020242e-4,2.0636827436224512e-4
lactose,64119,49534,88000,2.590762174198292e-4,2.0132811443149588e-4,3.3717801975264704e-4
lactobionic acid,33047,7744,42144,1.335281547914518e-4,3.147504578991206e-5,1.614776189142677e-4
lactitol,462349,493701,932777,0.0018681456362051908,0.002006619522407719,0.003573998883304714
lactic acid,524237,389031,1239811,0.002118207379895492,0.0015811942844389565,0.004750420657358512
kynurenine,15622,35757,77373,6.312151887166943e-5,1.4533228464745423e-4,2.9645994229910864e-4
kynurenic acid,4345,4323,1728,1.755620275876352e-5,1.7570586641243524e-5,6.620950206051978e-6
ketoisoleucine,40983,19102,25980,1.6559398335153172e-4,7.763898820750261e-5,9.954414719515648e-5
isoxanthopterin,17172,14730,101658,6.938437601231005e-5,5.9869243864334277e-5,3.895095810456204e-4
isothreonic acid,21686,22000,28598,8.762343222705308e-5,8.941774372134108e-5,1.0957519328279773e-4
isomaltotriose,221,158,4083,8.929622116655323e-7,6.42181977635086e-7,1.5644293802841568e-5
isomaltose,4670,4274,8353,1.8869382481801065e-5,1.7371428939318716e-5,3.200509089765751e-5
isoleucine,10575319,10152238,8231764,0.042730136847549886,0.04126319162191183,0.03154056687035374
isoheptadecanoic acid,12715,14432,25782,5.137563131822282e-5,5.865803988119975e-5,9.878549665071302e-5
isogluconic acid,983544,774103,1233916,0.003974061653893051,0.003146297439450968,0.004727833561603491
inulotriose,14895,152,41033,6.018403684505929e-5,6.177953202565383e-7,1.5722074641489052e-4
inosine-5-monophosphate,4520,5819,7226,1.8263299532706812e-5,2.3650993214294716e-5,2.768691330377986e-5
inosine,2027612,2244577,1748553,0.00819267373719264,0.009122955043128027,0.006699700431506253
indole-3-acetate,15633,17722,13034,6.316596495460301e-5,7.203005701043667e-5,4.994066260745456e-5
hypoxanthine,806234,980781,1565090,0.0032576312025337046,0.00398632836839821,0.00599674939698489
hypotaurine,13099,6136,15986,5.2927203667904105e-5,2.4939421612461312e-5,6.125145254279336e-5
homoserine,26880,56784,62163,1.0861006447769008e-4,2.3079532543057417e-4,2.3818178683958862e-4
histidine,6643372,6750846,4745038,0.026842896624601223,0.02743842806955639,0.018180937687398417
heptanoic acid,9885,15630,13219,3.994086634531125e-5,6.352724247111642e-5,5.064950276261638e-5
heptadecanoic acid,45401,65154,113743,1.8344514647885443e-4,2.6481471247364805e-4,4.358140852355151e-4
guanosine,140066,176206,83977,5.659440956522373e-4,7.161792250073921e-4,3.217636200541823e-4
glycyl-proline,31826,32918,33987,1.2859463958582456e-4,1.337933312645048e-4,1.3022351542424108e-4
glycyl-glycine,22020,25052,39462,8.89729769270363e-5,1.0182242344122894e-4,1.5120135244862452e-4
glycolic acid,23329,24453,29480,9.426206079613214e-5,9.938782214627061e-5,1.1295463661713676e-4
glycine,3432515,3110453,3034085,0.01386925876006839,0.01264225860051257,0.011625304227968297
glycerol-alpha-phosphate,232216,238530,206812,9.382810540458065e-4,9.694915640841586e-4,7.92414325239596e-4
glycerol-3-galactoside,80218,75231,143717,3.241250800696184e-4,3.057721035409187e-4,5.506615166453542e-4
glycerol,3710713,3682599,6370938,0.014993332521882544,0.014967713345930316,0.0244106847591692
glyceric acid,116342,107822,145916,4.700860164234903e-4,4.382363619782926e-4,5.590871355707641e-4
glutaric acid,6034,7744,8571,2.4380696765564804e-5,3.147504578991206e-5,3.284037281022657e-5
glutamine,7963141,12334801,4214606,0.032175493208889044,0.05013409430326098,0.016148551194518464
glutamate,10804969,11363593,7636806,0.043658049842613185,0.04618667484671025,0.029260944594490152
glucose-6-phosphate,42399,62242,38616,1.7131540639098145e-4,2.529790547592596e-4,1.4795984557691157e-4
glucose,5315660,7230091,6777093,0.02147820592788237,0.029386292005453393,0.025966895425221886
gluconic acid lactone,113001,108711,156074,4.565865288706643e-4,4.418496517132141e-4,5.980082074417573e-4
gluconic acid,514354,561776,673622,0.0020782745946561682,0.002283306472581823,0.0025810287729752003
galacturonic acid,52069,36811,87638,2.1038755384259096e-4,1.4961620746028575e-4,3.3579099198957364e-4
galactose,261444,394336,363668,0.0010563783369533187,0.001602756154004489,0.0013934188191750642
galactinol,2032,2297,2431,8.210403683730143e-6,9.336025333087294e-6,9.314542795666874e-6
fumaric acid,115417,154243,106847,4.6634850490407574e-4,6.269118656732187e-4,4.093915895058077e-4
fructose-6-phosphate,21805,28538,13324,8.810425803333454e-5,1.1599107137816508e-4,5.1051817445275786e-5
fructose-1-phosphate,5771,2901,7906,2.331803132815288e-5,1.1790948842527749e-5,3.0292379820050314e-5
fructose,88778,160879,172062,3.587122136979304e-4,6.538835087338923e-4,6.592673231213632e-4
ethanolamine,10763166,10066959,13314953,0.04348914260580661,0.04091657999614764,0.051017153245904175
erythritol,242694,494355,404736,9.80617968316537e-4,0.0020092776680619806,0.0015507736704841746
ergosterol,14049,10562,29367,5.6765729012167707e-5,4.2928645872036564e-5,1.1252166938722711e-4
Dopamine,4357,4909,23701,1.760468939469106e-5,1.9952350178548334e-5,9.081200279724418e-5
digalacturonic acid,18595,1983,13838,7.513408292271752e-5,8.059790263609972e-6,5.302124360610375e-5
dehydroabietic acid,1437,1834,3221,5.80627465232294e-6,7.454188272042706e-6,1.2341481836628139e-5
cytidine,4628,6981,2538,1.8699679256054674e-5,2.8373875859940094e-5,9.724520615138843e-6
cystathionine,42323,42978,58679,1.7100832436344038e-4,1.7468162680253622e-4,2.248326025121088e-4
citrulline,504367,345334,315059,0.002037921591905473,0.0014035903231938908,0.0012071701105141957
citric acid,105209,302929,123526,4.251025399417149e-4,0.001231237622171006,4.7329831895415316e-4
cholesterol,22413,13789,88792,9.056091425366323e-5,5.604460309879873e-5,3.4021262193042085e-4
chenodeoxycholic acid,1384,1377,1720,5.592125343642971e-6,5.596737868376667e-6,6.590297658801738e-6
cerotinic acid,826,1210,4951,3.3374967730123513e-6,4.91797590467376e-6,1.8970095179492678e-5
cellobiose minor,13182,14209,11839,5.3262569566402925e-5,5.775166911529706e-5,4.536193836194987e-5
caproic acid,14545,25242,31848,5.87698432971727e-5,1.0259466759154961e-4,1.2202779060320798e-4
capric acid,8430,10141,10531,3.4061861739097e-5,4.1217515412641815e-5,4.0350246886535526e-5
campesterol,11825,17409,27650,4.777953915359692e-5,7.075788638385577e-5,1.0594286643364421e-4
butylamine,110399,133596,207143,4.46073009980376e-4,5.429933131907401e-4,7.936825743820747e-4
biphenyl,8005,6325,6082,3.234462671666329e-5,2.570760131988556e-5,2.3303599046995447e-5
biopterin,5939,5712,14737,2.3996844231138443e-5,2.3216097824377284e-5,5.646582360334954e-5
beta-sitosterol,122656,203198,219066,4.955980680273643e-4,8.258866676676848e-4,8.393663644901521e-4
beta-alanyl lysine,462233,438859,480009,0.0018676769320578913,0.0017837173450820012,0.001839187319130095
beta-alanine,498303,594795,683149,0.002013419678550089,0.0024175103125788668,0.0026175321251818303
Benzaldehyde-4-carboxylic acid,49141,65601,82568,1.9855681467627115e-4,2.666315184483498e-4,3.1636494016973365e-4
behenic acid,27488,31797,60104,1.1106672069801878e-4,1.2923709077761284e-4,2.3029258749105794e-4
azelaic acid,9207,11666,9924,3.720137141540523e-5,4.741579082968932e-5,3.8024484863923514e-5
aspartate,1757492,2079905,509339,0.007101239562463709,0.008453655102487996,0.0019515672204862898
asparagine,1975157,1854327,1295291,0.007980726529894379,0.007536806202798329,0.004962996072538931
arachidic acid,75809,69975,141928,3.0631028191924133e-4,2.84409391677311e-4,5.438068407665192e-4
arabitol,765239,814147,1063228,0.0030919887325462454,0.0033090539907953942,0.004073830813472357
arabinose,6232,25255,29034,2.518072625836922e-5,1.0264750534920314e-4,1.1124575710793584e-4
alpha-ketoglutarate,2150696,2238114,2414584,0.008690001161901419,0.009096686548688435,0.009251643768709381
alpha-aminoadipic acid,10160,8943,1991,4.105201841865071e-5,3.6348312822725146e-005,7.628652696903639e-6
allantoin,60390,31653,26625,2.4400899530534613e-4,1.286518110005277e-4,1.0201550881720714e-4
allantoic acid,115385,90499,216557,4.6621920720826897e-4,3.678280176835294e-4,8.297529593587953e-4
alanine,21304186,15314951,28402227,0.0860806925262166,0.06224674380104074,0.10882507564119506
adipic acid,13966,25494,31356,5.643036311366889e-5,1.0361890720144862e-4,1.201426589473182e-4
adenosine-5-monophosphate,4201,6784,9690,1.6974363127633035e-5,2.7573180609344448e-5,3.7127897856853975e-5
adenosine,12221,21582,8811,4.9379598139205743e-5,8.77188065906356e-5,3.375994922773379e-5
adenine,8638,11836,13233,3.490229676184103e-5,4.81067461220815e-5,5.07031447203043e-5
aconitic acid,4771,6806,3601,1.9277478334191197e-5,2.7662598353065792e-5,1.3797477831014568e-5
9-myristoleate,29049,34470,39968,1.1737402392159297e-4,1.4010134663975578e-4,1.5314012606220225e-4
6-methylcholecalciferol,588,508,1142,2.3758451604494705e-6,2.064736991383694e-6,4.3756511199718514e-006
5-methyluridine,537,603,1777,2.1697769577574246e-6,2.4508590665440307e-6,6.808697057959702e-6
5-aminovaleric acid,23355,15854,22894,9.436711517397515e-5,6.443767767991553e-5,8.771992709337615e-5
4-hydroxybutyric acid,715,662,1135,2.8889953906826046e-6,2.6906611974330817e-6,4.348830141127891e-6
3-phosphoglycerate,42338,43568,45023,1.710689326583498e-4,1.7707964811142674e-4,1.7250870435594803e-4
3-hydroxypropionic acid,54166,48000,59904,2.188605934709286e-4,1.9509325902838053e-4,2.2952627380980192e-4
3-hydroxykynurenine,15265,22329,68019,6.167904145282512e-5,9.075494543426478e-5,2.6061945142676475e-4
3-hydroxy-3-methylglutaric acid,3191,3358,6063,1.2893404603731736e-5,1.3648399246193789e-5,2.3230799247276126e-5
"3-Aminopiperidine-2,6-dione",114003,81699,73230,4.6063516297061393e-4,3.32060920194993e-4,2.805857543918903e-4
3-aminoisobutyric acid,5098,7473,4801,2.059873916321667e-5,3.0373581764980996e-5,1.8395359918550664e-5
"3,6-anhydro-D-galactose",25468,22919,12921,1.0290480365021617e-4,9.315296674315529e-5,4.950769537754491e-5
"3,4-dihydroxyphenylacetic acid",17890,16434,13929,7.228549306197454e-5,6.679505455984179e-5,5.336991633107524e-5
2-picolinic acid,3669,3594,3766,1.482478893484542e-5,1.4607607769749993e-5,1.4429686618050782e-5
2-monoolein,16796,21518,31786,6.786512808658045e-5,8.745868224526442e-5,1.2179023336201863e-4
2-ketoisovaleric acid,41030,32439,32125,1.6578388934224792e-4,1.3184646311711743e-4,1.2308913505174756e-4
2-ketoisocaproic acid,90433,99961,55653,3.6539932890293703e-4,4.062857763694989e-4,2.132382765147053e-4
2-hydroxyglutaric acid,4679053,4915599,9186607,0.0189059616080554,0.01997917143722184,0.03519911314211143
2-Deoxyinosine,2483,2739,3141,1.0032693084006863e-5,1.1132509093306964e-5,1.2034956364125732e-5
2-amino-4-oxo-4-phenylbutanoic acid,1119,1436,3587,4.521378800243125e-6,5.8365399992657175e-6,1.3743835873326647e-5
"2,6-diaminopimelic acid",1620,1680,3056,6.545695850217929e-6,6.828264065993319e-6,1.1709273049591925e-5
1-monopalmitin,7031,7490,2341,2.8409128100544602e-5,3.0442677294220214e-5,8.969701639101667e-6
1-kestose,14895,3873,3050,6.018403684505929e-5,1.5741587337852453e-5,1.1686283639154244e-5
588382,126677,102639,161190,5.118451316160843e-4,4.1717035444612395e-4,6.176105114082862e-4
588380,100129,145863,172833,4.045765307323895e-4,5.928518342011806e-4,6.622214623626051e-4
588375,14270,21086,35895,5.765869122383324e-5,8.5702842914009e-5,1.3753414794342346e-4
588374,87448,71787,60676,3.5333827821596136e-4,2.9177416220563235e-4,2.3248424461945014e-4
588356,5488,7495,5027,2.2174554830861723e-5,3.0462999508702337e-5,1.926129437836996e-5
562527,50486,46352,89418,2.0399135845314961e-4,1.883950571350728e-4,3.426111837527522e-4
554665,704,830,605,2.844549307749026e-6,3.3734876040324133e-6,2.3180988857994483e-6
553510,15939,15603,23546,6.440237417075529e-5,6.341750251291295e-5,9.021810969427077e-5
553483,69373,63367,75976,2.803052828501039e-4,2.575515530177373e-4,2.911072412355354e-4
553440,14482,25487,33534,5.8515288458553116e-5,1.0359045610117364e-4,1.284878149361962e-4
553439,9850,11748,12123,3.9799446990522595e-5,4.774907514719614e-5,4.645010378933341e-5
553386,110399,133596,75310,4.46073009980376e-4,5.429933131907401e-4,2.8855541667695283e-4
553359,33039,35521,45756,1.334958303675001e-4,1.4437307612389803e-4,1.7531724399775134e-4
553345,27862,27732,31967,1.1257788751776046e-4,1.1271513040364686e-4,1.224837472435553e-4
553344,117706,126235,170733,4.7559733070725403e-4,5.130749490301587e-4,6.541751687094169e-4
553268,36734,39276,45661,1.4842567368018853e-4,1.5963505919997238e-4,1.7495324499915474e-4
553263,65305,67253,111024,2.638683132706678e-4,2.7334597811324326e-4,4.253960507388396e-4
550987,25264,39633,20060,1.02080530839448e-4,1.6108606531399595e-4,7.686126222997841e-5
545358,1561764,771486,6980612,0.006310390206061577,0.003135660792391025,0.026746692395699604
545069,168014,99757,15539,6.788694707274785e-4,4.0545663001862825e-4,5.953874146518616e-5
544748,6558798,6138275,4555989,0.02650117089568991,0.02494866822005068,0.017456583511759577
544707,815,1003,1162,3.2930506900787727e-6,4.076636225113868e-6,4.452282488097453e-6
544105,17183,22678,38921,6.942882209524362e-5,9.217343600511695e-5,1.4912847394082699e-4
544078,7178,10387,11533,2.9003089390656972e-5,4.2217368365162266e-5,4.418947842962816e-5
544032,13242,8449,2116,5.350500274604063e-5,3.43404780318914e-5,8.107598747688649e-6
541377,80973,97400,63603,3.271756975800595e-4,3.958767381117555e-4,2.4369924534463193e-4
540580,6929,7358,20969,2.799699169516051e-5,2.9906170831892165e-5,8.0344157911287e-5
539711,1538,2407,4083,6.21437050471307e-6,9.783114051693998e-6,1.5644293802841568e-5
539702,5047,5110,14299,2.0392670960524622e-5,2.0769303200729677e-5,5.4787596641398867e-5
539604,3147,4262,5323,1.2715620271997421e-5,1.732265562456162e-5,2.0395438626628867e-5
534660,1462,3411,2435,5.907288477171983e-6,1.3863814719704293e-5,9.329869069291995e-6
524550,676,506,473,2.7314138239180987e-6,2.056608105590845e-6,1.8123318561704778e-6
521677,25065,23752,6209,1.0127646079364963e-4,9.653864767587696e-5,2.379020823459302e-5
521666,1286,994,1195,5.196151150234726e-6,4.040056239046047e-6,4.578724245504696e-6
520868,17989,47676,176361,7.268550780837674e-5,1.9377637952993897e-4,6.757392356999612e-4
520865,2933,4756,7962,1.1850941931289621e-5,1.9330490415395372e-5,3.0506947650801996e-5
520862,1702,2061,4247,6.877021195722787e-6,8.37681680953109e-6,1.62726710214715e-5
520631,58960,79147,157804,2.3823100452398092e-4,3.216884619233174e-4,6.046368207846218e-4
519942,3504,4226,909,1.4158097690841743e-5,1.7176335680290337e-5,3.4828956813085928e-6
519090,113270,112120,133565,4.5767343762604e-4,4.5570533754712555e-4,5.117634341847989e-4
517908,8249,10630,16973,3.3330521647189936e-5,4.320502798899344e-5,6.50332105597918e-5
517902,1678,1697,8968,6.780047923867706e-6,6.897359595232537e-6,3.436150546751976e-5
514161,836,935,555,3.377902302951968e-6,3.8002541081569957e-6,2.1265204654854446e-6
513579,3810,4124,2659,1.539450690699402e-5,1.6761762504855027e-5,1.0188140392298733e-5
511804,783,1636,1942,3.163752994271999e-6,6.649428578550637e-6,7.440905844995916e-6
511719,24122,27524,20424,9.746621932034375e-5,1.1186972628119054e-4,7.825595312986436e-5
509844,79641,75270,108482,3.217936809921025e-4,3.059306168138792e-4,4.1565620385007563e-4
488159,251,557,387,1.0141788014843828e-6,2.2638946933084993e-6,1.482816973230391e-6
486463,61,85,245,2.4647373263166274e-7,3.4547764619609054e-7,9.387342595386197e-7
476084,2850,2105,1689,1.15155760327908e-5,8.555652296973772e-6,6.471519038207055e-6
474821,21917,8991,36979,8.855679996865823e-5,3.654340608175353e-5,1.4168756809583108e-4
474672,88109,88007,111773,3.5600908374497006e-4,3.576994259856393e-4,4.282658954751434e-4
474251,18581,11137,6438,7.507751518080206e-5,4.526570053748071e-5,2.4667637399631156e-5
474221,42558,40463,50270,1.7195785431702138e-4,1.6445955291802836e-4,1.9261294378369962e-4
474043,35157,19958,20151,1.4205372160871094e-4,8.111815132684205e-5,7.72099349549499e-5
425777,10720,5093,716,4.3314728095269255e-5,2.070020767149046e-5,2.7434029788965372e-6
425770,15959,18315,31481,6.448318523063453e-5,7.444027164801644e-5,1.206216049981032e-4
425127,3218,2233,27512,1.30024995345687e-5,9.07590098771612e-6,1.0541410999357756e-4
422265,218122,211314,223307,8.813335001489106e-4,8.588736862150668e-4,8.556160461011858e-4
421543,6352,8816,2618,2.566559261764462e-5,3.5832128574879224e-5,1.0031046087641249e-5
417901,3630,4579,15887,1.4667207368080915e-5,1.861108402272822e-5,6.0872127270571634e-5
417820,4353,5187,5082,1.7588527182715212e-5,2.108226530375437e-5,1.9472030640715367e-5
417688,2651,5091,9227,1.0711505986992425e-5,2.0692078785697612e-5,3.53538816847463e-5
412153,1750,3059,3869,7.070967739432948e-6,1.2433130820162834e-5,1.482433816389763e-5
407336,26857,29806,43343,1.0851713175882896e-4,1.2114478497083146e-4,1.660716694333975e-4
406926,246,2574,2302,9.939760365145745e-7,1.0461876015396906e-5,8.820270471256744e-6
406851,363594,415387,342869,0.0014691208252865047,0.001688316741417123,0.0013137260278928448
406846,167580,158891,94333,6.77115870728099e-4,6.458033962558002e-4,3.614433424696188e-4
405282,9015,10572,6135,3.6425585240564585e-5,4.2969290301000816e-5,2.3506672172528292e-5
404192,5715,5633,14673,2.3091760360491027e-5,2.289500683555974e-5,5.6220603225347617e-005
404164,12236,17127,126300,4.944020643411517e-5,6.961171348706403e-5,4.839270897131741e-4
404049,23866,25731,28711,9.643183775388956e-5,1.0458218016790124e-4,1.1000816051270738e-4
