BinBase name,L1_SAC_440,L2_SAC_440,L3_SAC_440,normL1_SAC_440,normL2_SAC_440,normL3_SAC_440
"3,4-dihydroxyphenylacetic acid",12925,25023,24175,5.1430905683963834e-5,1.0585335686871023e-4,9.896842761827883e-5
2-picolinic acid,3278,1500,3175,1.3043753101124445e-5,6.3453636775392785e-6,1.299792172442752e-5
2-monoolein,13199,16450,6653,5.252120109266063e-5,6.958748833034741e-5,2.7236275033894895e-5
2-ketoisovaleric acid,46470,27399,50646,1.8491250964284715e-4,1.1590441293393246e-4,2.073362972142854e-4
2-ketoisocaproic acid,175139,129497,172016,6.969096627144095e-4,5.478037067668692e-4,7.04204882944606e-4
2-hydroxyglutaric acid,5954061,2213710,6121585,0.023692282377374654,0.009364530017736983,0.02506075044391485
2-Deoxyinosine,3695,3041,2920,1.4703071296111906e-5,1.2864167295597964e-5,1.1953994152859326e-5
2-amino-4-oxo-4-phenylbutanoic acid,1078,1443,713,4.289556388960388e-6,6.1042398577927856e-6,2.918903366776952e-6
"2,6-diaminopimelic acid",2145,1129,1160,8.535341794359956e-6,4.77594372796123e-6,4.748846992231787e-6
1-monopalmitin,11007,20282,8452,4.379883782308626e-5,8.579777740523443e-5,3.460108170546816e-5
1-kestose,1508,2897,7238,6.00060392815609e-6,1.2255012382554192e-5,2.9631167698080755e-5
588382,96727,49086,65306,3.848941751715876e-4,2.0764568098379535e-4,2.673518979954216e-4
588380,110120,207425,60639,4.381873372470482e-4,8.774580405423899e-4,2.4824597651891664e-4
588375,17952,7424,12965,7.143424517125871e-5,3.140531996136773e-5,5.3076552805418206e-5
588374,58132,118584,82677,2.3131771057796407e-4,5.016390708915451e-4,3.3846588170409264e-4
588356,3080,8954,3100,1.2255875397029681e-5,3.7877590912457796e-5,1.269088420337805e-5
562527,40739,15769,28170,1.6210782720765978e-4,6.670669322074458e-5,1.1532329290618055e-4
554665,547,510,849,2.1766116370698817e-6,2.1574236503633546e-6,3.475664738279989e-6
553510,26157,16113,17368,1.0408341972730693e-4,6.816189662412693e-5,7.110170220782903e-5
553483,73114,55250,69904,2.909337901878013e-4,2.3372089545603008e-4,2.8617534495256104e-4
553440,29070,17290,20886,1.1567477201027689e-4,7.314089198976941e-5,8.550380886185613e-5
553439,11332,6343,6028,4.509207142829232e-5,2.683242787108776e-5,2.467762902514932e-5
553386,182440,115431,149131,7.25961658257823e-4,4.883011164413577e-4,6.105175006883781e-4
553359,37659,27323,30385,1.4985195181063012e-4,1.1558291450760379e-4,1.2439113436117486e-4
553345,18814,20101,20433,7.486429861029753e-5,8.503210352147802e-5,8.364930223471733e-5
553344,119284,101755,111281,4.746525457335352e-4,4.3044832067200614e-4,4.555658983987461e-4
553268,48758,31390,22061,1.9401687422349777e-4,1.3278731055863863e-4,9.03140633582978e-5
553263,91764,59617,65199,3.6514550322501026e-4,2.5219436424257275e-4,2.669138577987244e-4
550987,19560,25411,27221,7.783276713178589e-5,1.0749469093996706e-4,1.1143824480650127e-4
545358,794651,623576,946587,0.0031620596234172185,0.002637877667056822,0.003875169679168716
545069,70134,254835,104748,2.7907583282314275e-4,0.001078013835177148,4.288208833985304e-4
544748,3461873,3936603,5897367,0.013775416924786146,0.016652785126061435,0.024142839258652585
544707,1283,1086,1175,5.10528835532113e-6,4.594043302538437e-6,4.810254496441681e-6
544105,17347,7136,11081,6.902684107541359e-5,3.0187010135280193e-5,4.536377027665554e-5
544078,8654,6729,6516,3.4435826521394435e-5,2.8465301457441203e-5,2.6675419828777867e-5
544032,1794,11277,7023,7.138649500737418e-6,4.770444412774029e-5,2.8750993471072275e-5
541377,120863,160271,112040,4.8093567146467476e-4,6.779851879752651e-4,4.586731181117667e-4
540580,7317,1859,2433,2.9115662428592914e-5,7.864020717697012e-6,9.960297182844774e-6
539711,3405,1314,1425,1.3549109002235735e-5,5.558538581524408e-6,5.833712899939911e-6
539702,3387,3145,2319,1.3477483756408937e-5,1.330411251057402e-5,9.493600150849582e-6
539604,2676,3493,3640,1.0648286546250463e-5,1.4776236883763133e-5,1.4901554354934227e-5
534660,3160,1964,2429,1.2574209822926556e-5,8.308196175124762e-6,9.943921848388802e-6
524550,968,501,670,3.851846553352185e-6,2.119351468298119e-6,2.7428685213752564e-6
521677,4089,18052,30473,1.6270868343654012e-5,7.636433673795936e-5,1.2475139171920624e-4
521666,1102,970,1241,4.38505671672945e-6,4.1033351781420666e-6,5.080447514965213e-6
520868,52683,11375,23073,2.096351569940632e-4,4.811900788800619e-5,9.445702297565864e-5
520865,8378,3800,5685,3.333757275205022e-5,1.607492131643284e-5,2.3273444095549748e-5
520862,5218,2474,3444,2.0763362929123658e-5,1.0465619825488116e-5,1.4099162966591615e-5
520631,77187,58390,62472,3.0714099164627596e-4,2.470038567543456e-4,2.557499735333657e-4
519942,2637,4744,6452,1.0493098513625737e-5,2.006827019083089e-5,2.641341447748232e-5
519090,117105,94152,98426,4.659819118081691e-4,3.982857873117854e-4,4.0293966729086715e-4
517908,3746,12679,9369,1.4906009492621163e-5,5.3635244045013673e-5,3.8355127129499664e-5
517902,3586,385,731,1.4269340640827413e-5,1.628643343901748e-6,2.992592371828824e-6
514161,681,1210,1009,2.7098218004471468e-6,5.118593366548351e-6,4.130678116518856e-6
513579,1412,2068,3918,5.618602617079841e-6,8.748141390100818e-6,1.603964009962426e-5
511804,2917,3844,1942,1.1607269004264797e-5,1.6261051984307323e-5,7.95022487837425e-6
511719,12734,53221,46654,5.067088224213505e-5,2.2513773352154527e-4,1.9099371342722567e-4
509844,80105,63604,64074,3.187522398308645e-4,2.6906034089747215e-4,2.623082949829823e-4
488159,894,725,711,3.557387209397576e-6,3.066925777477318e-6,2.910715699548966e-6
486463,11225,5361,45,4.4666299133655247e-005,2.267832978352538e-5,1.8422251262968138e-7
476084,1753,2597,2369,6.975503107465269e-6,1.0985939647046337e-5,9.698291831549228e-6
474821,22046,13043,8346,8.772500941653128e-5,5.517505229742987e-5,3.416713534238491e-5
474672,75265,76503,50952,2.9949300706410355e-4,3.2362623828185826e-4,2.0858901030016726e-4
474251,7756,14742,11210,3.086252259070201e-5,6.236223422285602e-5,4.589187481286063e-5
474221,37524,34049,37306,1.4931476246692914e-4,1.4403552523768992e-4,1.5272455680361986e-4
474043,17535,27500,43624,6.977492697627126e-5,1.1633166742155343e-4,1.7858939757682714e-4
425777,692,8459,5665,2.753592784007967e-6,3.5783620898869834e-5,2.3191567423269892e-5
425770,23204,19698,13998,9.233290023138854e-5,8.33273158134458e-5,5.730548292867289e-5
425127,5733,2747,2878,2.281264079583479e-5,1.1620476014800265e-5,1.1782053141071623e-5
422265,196936,93963,166373,7.836438562303367e-4,3.9748627148841547e-4,6.81103379860844e-4
421543,4784,7116,9371,1.9036398668633115e-5,3.0102405286246337e-5,3.836331479672765e-5
417901,28799,30412,27188,1.1459641414255122e-4,1.2865013344088303e-4,1.1130314829723951e-4
417820,5402,4204,4618,2.1495532108686472e-5,1.778393926691675e-5,1.8905323629419303e-5
417688,11094,2097,4134,4.4145026511249113e-005,8.87081842119991e-6,1.6923908160246732e-5
412153,3601,683,2144,1.4329028345683078e-5,2.889255594506218e-6,8.77717926840082e-6
407336,40533,23386,28514,1.6128811606097533e-4,9.892844997528904e-5,1.1673157166939412e-4
406926,1037,456,2059,4.12640999568824e-6,1.9289905579719407e-6,8.429203411211421e-6
406851,345137,350344,348977,0.001373362359384621,0.0014820400614958807,0.001428653773110407
406846,249550,177974,156094,9.930044497820638e-4,7.528731700975836e-4,6.390228641426108e-4
405282,9508,7395,9239,3.783404651784357e-5,3.128264293026864e-5,3.7822928759680584e-5
