BinBase name,L1_SAT_907,L2_SAT_907,L3_SAT_907,normL1_SAT_907,normL2_SAT_907,normL3_SAT_907
404164,21385,71061,33587,8.27566197933456e-5,2.6603511881455013e-4,1.3797851043548395e-4
404049,29523,29004,10600,1.1424941249281936e-4,1.085839291045329e-4,4.3545782910534726e-5
400553,213,295,107,8.242768303008001e-7,1.1044083259494278e-6,4.3956592183275624e-7
400202,6294,5518,4081,2.4356799858747587e-5,2.0658051330809975e-5,1.676512642055587e-5
396760,2748,6051,2826,1.0634332064162436e-5,2.265347383159318e-5,1.1609470047657656e-5
396036,169037,159162,176561,6.541468664955697e-4,5.958638575415689e-4,7.253289600440493e-4
391901,139267,53181,174378,5.389416024671434e-4,1.9909674299090345e-4,7.163609936201155e-4
391335,2508,8200,2453,9.705569438471394e-6,3.0698807704356973e-5,1.0077151460334121e-5
390198,2254,10034,2820,8.722628992948374e-6,3.756485811042901e-5,1.1584821491293201e-5
390194,5867021,5152717,4355280,0.022704457620602022,0.019290520529020874,0.017891894093829595
390145,21006,26577,15033,8.128994881360849e-5,9.949783077545064e-5,6.175695797113854e-5
390130,50223,47980,29116,1.9435518895867177e-4,1.7962546264085948e-4,1.196112278512386e-4
389549,4241,6019,5031,1.6412009564815463e-5,2.2533673606405443e-5,2.0667814511594362e-005
385008,41235,61847,36016,1.5957302862654223e-4,2.315401414745568e-4,1.4795706767036028e-4
384914,8885,11244,7805,3.4383566371937135e-5,4.209480412534022e-5,3.206366373742675e-5
383524,41729,47136,48554,1.614847316977563e-4,1.7646573170153297e-4,1.994643342866135e-4
382948,9279,2617,4144,3.590828501577993e-5,9.797412166134415e-6,1.7023936262382635e-5
382947,1079,474,482,4.175561971335979e-6,1.7745408355933177e-6,1.9801006946111077e-6
382905,38441,33237,4516,1.4876068372578902e-4,1.244312526426479e-4,1.855214675697876e-5
382622,1171,1306,779,4.531587644517544e-6,4.889346690474416e-6,3.2002042346515617e-6
382616,117927,74298,84128,4.5635912566611487e-4,2.781536603436969e-4,3.4560562497145905e-4
382613,47518,18744,19598,1.8388726019827898e-4,7.01729819037155e-5,8.051040127176034e-5
382601,2306,3099,2356,8.923860895181432e-6,1.1601903058024667e-5,9.678666465775455e-6
381736,8011,8418,6636,3.1001322476712255e-5,3.151494673844842e-5,2.7261303339085704e-5
381214,43098,41189,2757,1.6678254850846895e-4,1.5420160860179992e-4,1.1326011649466439e-5
380652,4270,4540,4299,1.652423504875313e-5,1.6996656948509838e-5,1.7660690635131018e-5
380602,4727,6642,2287,1.8292753881839825e-5,2.486603424052915e-5,9.395208067584238e-6
380297,19575,7047,10358,7.575220165792564e-5,2.6382255840561416e-5,4.2551624470501764e-5
380205,14784,15270,14562,5.7211777742568215e-5,5.7167169956772075e-5,5.982204629652894e-5
379924,105498,124097,111644,4.0826083118814e-4,4.6458901703507166e-4,4.5864390445884333e-4
379876,2189,2743,3990,8.471089115157049e-6,1.026912555281112e-5,1.6391289982361656e-5
379063,15113,1511,3615,5.848495650861968e-5,5.65681688308334e-6,1.4850755209583306e-5
378996,58674,60460,155464,2.270592429158176e-4,2.2634755046407594e-4,6.386605277739029e-4
377666,1866,1662,1005,7.221129414747855e-6,6.222124195687963e-6,4.1286331910459816e-6
377276,915,1255,4156,3.5409075104470993e-6,4.698415081581464e-6,1.707323337511154e-5
377232,102251,113920,82140,3.956954468313949e-4,4.2648880166833495e-4,3.3743873662937004e-4
377204,28503,11748,13966,1.1030217133363242e-4,4.398165767204704e-5,5.737362303099321e-5
376958,14607,21934,12599,5.652681530612107e-5,8.211556685211778e-5,5.1757860272625196e-5
374861,124776,121007,721804,4.8286368909677296e-4,4.53020807790381e-4,0.00296523776301468
371572,2023,2711,9909,7.828694965720746e-6,1.0149325327623385e-5,4.0707090835895156e-5
371569,1510,1228,1003,5.843464853306142e-6,4.5973336415793125e-6,4.120417005591164e-6
371565,116629,25103,57034,4.5133606779883576e-4,9.397953290274063e-5,2.343009606150413e-4
371564,31677,30864,29296,1.2258505705839645e-4,1.1554731719356996e-4,1.2035068454217221e-4
371554,59933,53954,14389,2.3193137685642185e-4,2.0199066718059466e-4,5.911134625468719e-5
371553,31677,27259,29296,1.2258505705839645e-4,1.0205107307476423e-4,1.2035068454217221e-4
371547,168168,196926,151213,6.507839718217134e-4,7.372430982912441e-4,6.211970255896876e-4
371541,1768,1996,1641,6.841884675924013e-6,7.472539046084942e-6,6.7413801656780654e-6
371280,4643,5857,2812,1.7967686962847958e-5,2.1927184966392536e-5,1.155195674947393e-5
371271,11297,4302,23615,4.371763076013211e-5,1.610564277367606e-5,9.701260975776204e-5
370221,48916,68367,155464,1.892973024929293e-4,2.559494373565577e-4,6.386605277739029e-4
370173,11534,11974,5682,4.463478385300202e-5,4.482774676243541e-5,2.3342182877137578e-5
370157,2178,3221,2735,8.42852082814621e-6,1.2058641416552905e-5,1.1235633609463441e-5
367427,10262,17804,4962,3.971234193683949e-5,6.66538502888258e-5,2.0384356113403143e-5
367202,36688,30652,27949,1.4197684671397068e-4,1.1475364070170121e-4,1.1481708363835237e-4
366123,2107,2787,2816,8.15376188471261e-6,1.0433850862444254e-5,1.1568389120383566e-5
361344,2335,2851,1173,9.036086379119101e-6,1.0673451312819723e-5,4.818792769250683e-6
360157,15512,4998,9397,6.002902437383104e-5,1.871129767150929e-5,3.8603747359461775e-5
360148,34988,39965,30620,1.3539811144865915e-4,1.496192499883691e-4,1.2578979931326164e-4
360106,2581,2578,2389,9.988068070452419e-6,9.651405641686864e-6,9.8142335257799492e-006
359906,43031,43876,46057,1.665232689421302e-4,1.6426108376053252e-4,1.892064267462734e-4
357445,148430,168455,2026,5.744009855471726e-4,6.306545916874944e-4,8.322995865730506e-6
356187,4507,4434,3177,1.7441388141623034e-5,1.6599818702575465e-5,1.3051410594978191e-5
355602,2508,8200,2453,9.705569438471394e-6,3.0698807704356973e-5,1.0077151460334121e-5
354270,13355,27808,11405,5.16817702754328e-5,1.041063956881413e-4,4.685279755609892e-5
354256,113011,129211,85967,4.3733497121654333e-4,4.837345905228865e-4,3.5316040749716404e-4
354254,7030,7107,5433,2.720500524420012e-5,2.6606881262788417e-5,2.2319267788012753e-5
354252,201770,229249,147275,7.808184791070069e-4,8.582525570019673e-4,6.050193564291511e-4
354246,219314,230158,242936,8.48711027045022e-4,8.616556321487064e-4,9.980036148258173e-4
353481,447924,597799,272475,0.001733396126458477,0.0022380142130313287,0.00111935256590075
351741,1922,2456,1143,7.437840694075765e-6,9.194667283158625e-6,4.695549987428414e-6
351285,53074,34687,48439,2.053881149830266e-4,1.2985970034646712e-4,1.9899190362296148e-4
351222,9021,12178,4646,3.4909865193162056e-5,4.5591473198007224e-5,1.908619881154192e-5
350330,1907,2071,1181,7.379793029970075e-6,7.753320823868694e-6,4.851657511069954e-6
350308,8663,11355,6345,3.352446094317292e-5,4.251036115646018e-5,2.6065848355409704e-5
348293,2794,4179,80,1.0812344900753219e-5,1.5645160658110706e-5,3.2864741819271495e-7
347607,295991,383094,110914,0.001145439076420489,0.0014342108583771866,4.556449967678348e-4
346922,3732,3636,3817,1.444225882949571e-5,1.3612300586956336e-5,1.5680589940519913e-5
346416,11203,12066,7774,4.335386539840312e-5,4.517217240985015e-5,3.193631286287707e-5
346408,1833,3426,2639,7.093424553715336e-6,1.2826111609161829e-5,1.0841256707632184e-5
346346,2166,12242,1955,8.382082696861657e-6,4.583107364838269e-5,8.031321282084472e-6
346256,43462,26700,21973,1.6819117182410037e-4,9.9958312891016e-5,9.026712149935656e-5
346225,50122,36713,32044,1.939643346870268e-4,1.3744455210366557e-4,1.3163972335709196e-4
344676,30824,33028,28914,1.1928407989291956e-4,1.2364880742189052e-4,1.1878139312030199e-4
342924,42428,46271,47801,1.6418975284508146e-4,1.7322738186442702e-4,1.963709404628746e-4
342840,29964,35974,27503,1.1595601381752664e-4,1.3467791565323632e-4,1.1298487428192798e-4
342183,2361,3009,2026,9.13670233023563e-6,1.1264964924684164e-5,8.322995865730506e-6
341344,26614,13724,10276,1.0299203550058918e-4,5.1379321577389646e-5,4.2214760866854235e-5
328993,1976,4435,3177,7.646812284856249e-6,1.6603562459612584e-5,1.3051410594978191e-5
328824,16416,20769,14656,6.35273635972673e-5,7.775408990387682e-5,6.020820701290538e-5
324432,5257,5714,3526,2.034377134690754e-5,2.1391827710084848e-5,1.448513495684391e-5
323841,12356,11059,9896,4.781579584599384e-5,4.140220907347363e-5,4.0653685630438836e-5
321802,7531,11365,8943,2.914379722533017e-5,4.254779872683134e-5,3.673867326121812e-5
320847,136534,227185,213225,5.283653180670866e-4,8.505254424773584e-4,8.759480718017706e-4
320842,19800,7788,15152,7.6622916619511e-5,2.915637980506489e-5,6.22458210057002e-5
250667,4172,3750,503,1.614499030992929e-5,1.403908888918764e-5,2.066370641886695e-6
250558,4934,4822,2262,1.9093811646498348e-5,1.8052396432976747e-5,9.292505749399015e-6
242849,4189,4275,2816,1.6210777662582403e-5,1.600456133367391e-5,1.1568389120383566e-5
241382,3760,4245,3969,1.4550614469159665e-5,1.589224862256041e-5,1.630502003508607e-5
237707,13606,19866,11861,5.265310118813468e-5,7.437347729936045e-5,4.87260878397974e-5
234465,186830,187451,161399,7.230030056577394e-4,7.017710003645633e-4,6.63042058111075e-4
232320,25365,14901,19565,9.815860000272204e-5,5.578572361007601e-5,8.037483421175585e-5
230854,43320,25615,33716,1.6764165393723317e-4,9.589633650574438e-5,1.385084543973197e-4
228851,44971,51864,41513,1.7403076683313279e-4,1.9416621497302076e-4,1.7053925339292718e-4
228833,7446,9408,12348,2.8814860462064592e-5,3.522126620519395e-5,5.072672899804555e-5
228307,4454,5882,3042,1.7236286395116263e-5,2.2020778892320456e-5,1.2496818076777985e-5
227159,15023,17025,25158,5.8136670523985545e-5,6.37374635569119e-5,1.0335139683615403e-4
224423,1739,3358,2271,6.729659191986345e-6,1.2571536130637893e-5,9.329478583945695e-6
224377,10840,13749,8517,4.194911192704542e-5,5.147291550331756e-5,3.498862575934191e-5
223738,1650,2238,1211,6.3852430516259166e-6,8.378528249067185e-6,4.974900292892222e-6
223237,521,2644,2026,2.0161888666043046e-6,9.898493606136566e-6,8.322995865730506e-6
223227,8603,13663,9358,3.329227028675016e-5,5.115095239812553e-5,3.8443531743092826e-5
223171,2418,1755,1946,9.357283453837252e-6,6.570293600139816e-6,7.994348447537791e-6
223160,6903,6693,1050,2.6713535021438607e-5,2.50569658494221e-5,4.313497363779383e-6
223108,8537,7415,9506,3.3036860564685125e-5,2.775995843022036e-5,3.905152946674935e-5
222288,9316,11601,7690,3.6051469253907295e-5,4.3431325387590886e-5,3.159123307377472e-5
219979,24990,23906,15756,9.67074084000798e-5,8.949825572931193e-5,6.472710901305521e-5
219417,11092,5712,7521,4.2924312684021014e-5,2.1384340196010614e-5,3.089696540284261e-5
215929,3208,7073,1095,1.2414460430070267e-5,2.6479593523526447e-5,4.4983615365127855e-6
215683,15874,17871,17686,6.142990800091503e-5,6.690468201031263e-5,7.265572797695445e-5
215676,6620,5857,4719,2.5618369091977922e-5,2.1927184966392536e-5,1.9386089580642773e-5
215644,13547,19471,8022,5.242478037598563e-5,7.289469326969935e-5,3.295511985927449e-5
214058,6407,13316,6770,2.479409226167712e-5,4.985186870624603e-5,2.7811787764558503e-5
212017,10362,7815,8740,4.009932636421076e-5,2.9257461245067044e-5,3.5904730437554104e-5
211126,10816,14312,7186,4.185623566447631e-5,5.358065071521427e-5,2.952075433916062e-5
210861,7997,5193,6761,3.094714465688028e-5,1.9441330293747043e-5,2.777481493001182e-5
210845,3961,2816,3103,1.5328453168175914e-5,1.054241981652064e-5,1.2747411733149931e-5
210842,8826,4858,3496,3.415524555978809e-5,1.818717168631295e-5,1.4361892175021642e-5
210393,21127,31127,15610,8.175819997072772e-5,1.1653192529433165e-4,6.41273274748535e-5
210312,44595,87036,64140,1.7257570538621684e-4,3.258416374824895e-4,2.634930675360092e-4
210297,23982,37119,42968,9.280660537217741e-5,1.3896451746073495e-4,1.7651652831130718e-4
210259,38984,188907,5767,1.50862009166415e-4,7.072219106106052e-4,2.3691370758967338e-5
210228,56415,71470,59241,2.1831726470150067e-4,2.6756631544273086e-4,2.4336752126443283e-4
209687,347275,836689,360897,0.00134390017015357,0.003132360331628138,0.001482598341043703
209676,210531,227769,173356,8.147221847890036e-4,8.527117965870346e-4,7.121625228527036e-4
209172,6651263,8854780,7309330,0.025739352033507,0.03315014493712025,0.030027405415231963
208244,9750,9016,5158,3.77309816686986e-5,3.3753713446644204e-5,2.1189542287975294e-5
205795,494,254,1553,1.9117030712140622e-6,9.509142874276428e-7,6.379868005666078e-6
199152,8466,8673,5650,3.276210162125152e-5,3.246960478291317e-5,2.3210723909860492e-5
190197,26737,30981,19575,1.0346802634625584e-4,1.1598533676691261e-4,8.041591513902994e-5
190007,867,2806,2283,3.3551549853088906e-6,1.0504982246149471e-5,9.378775696674603e-6
189939,1051,7341,3829,4.067206331672023e-6,2.7482920409473727e-5,1.572988705324882e-5
189234,6440,5050,4109,2.492179712270964e-5,1.8905973037439355e-5,1.688015301692332e-5
188923,16409,19141,9288,6.350027468735131e-5,7.165925344745084e-5,3.815596525217421e-5
187931,9671,10393,8197,3.74252639710753e-5,3.890886688675391e-5,3.367403608657105e-5
187846,8906,6548,5486,3.44648331016851e-5,2.451412107904018e-5,2.2536996702565427e-5
187839,786,1176,581,3.041697599138164e-6,4.402658275649244e-6,2.3868018746245923e-6
187836,1569,1996,892,6.07178566545519e-6,7.472539046084942e-6,3.6644187128487716e-6
183432,1509,3085,1467,5.8395950090324295e-6,1.1549490459505033e-5,6.02657203110891e-6
170841,72816,63130,66222,2.817865806346623e-4,2.3634338175317754e-4,2.720461165944746e-4
170728,34181,28964,13959,1.3227514711977302e-4,1.0843417882304822e-4,5.7344866381901346e-5
170630,43897,44482,17544,1.6987455408316537e-4,1.6652980052502523e-4,7.207237880966239e-5
170487,22794,12022,22855,8.820923037500676e-5,4.5007447100217016e-5,9.389045928493125e-5
170319,38057,35865,14079,1.4727466352468333e-4,1.3426984613619058e-4,5.783783750919042e-5
170278,4616,4844,4118,1.7863201167457717e-5,1.8134759087793314e-5,1.691712585147e-5
170275,13550,3838,8554,5.243638990880677e-5,1.436853950845391e-5,3.514062519025604e-5
170242,5609,1583,2795,2.1705956531254404e-5,5.926367389755743e-6,1.1482119173107978e-5
169614,16906,20291,15140,6.542358729138652e-5,7.596457404013504e-5,6.219652389297131e-5
169611,38097,44448,29274,1.4742945729563186e-4,1.6640251278576327e-4,1.2026030650216922e-4
169610,60950,69473,45031,2.3586700848278764e-4,2.600900326396088e-4,1.8499152360795183e-4
168880,2392,1912,1303,9.256667502720722e-6,7.158063454967139e-6,5.352844823813845e-6
163829,3204,5208,2195,1.2398981052975417e-5,1.9497486649303795e-5,9.017263536662616e-6
163410,6578,8972,12169,2.545583563248199e-5,3.358898813701107e-5,4.999138039983935e-5
161401,29351,21629,17238,1.1358379927774078e-4,8.097372095579719e-5,7.081530243507525e-5
161388,5666,3774,3328,2.1926537654856027e-5,1.4128939058078442e-5,1.3671732596816942e-5
160575,7214,6090,7581,2.791705659056325e-5,2.2799480356040727e-5,3.114345096648715e-5
146435,19306,4098,14081,7.471121354829694e-5,1.5341916338104253e-5,5.7846053694645235e-5
146430,8568,8289,7025,3.3156825737170215e-5,3.103200208066036e-5,2.8859351410047782e-5
146264,3578,6359,1429,1.3846302811343958e-5,2.3806550999025122e-5,5.870464507467371e-6
138111,1004,1310,1405,3.885323650807527e-6,4.904321718622883e-6,5.771870282009556e-6
135765,23092,18873,11723,8.936244396857313e-5,7.0655926561503555e-005,4.8159171043414964e-5
135325,11770,9699,10725,4.554806710159821e-5,3.631069950299491e-5,4.405929450146085e-5
135323,6052,6243,6950,2.342029754450912e-5,2.3372275182719584e-5,2.855124445549211e-5
135260,28392,11514,13966,1.0987261861925032e-4,4.3105618525361735e-5,5.737362303099321e-5
135163,1127,1123,715,4.361314496474187e-6,4.204239152682059e-6,2.93728630009739e-6
134328,68166,88525,45393,2.637918047618983e-4,3.3141609171075624e-4,1.8647865317527386e-4
133924,1844,2264,1801,7.135992840726176e-6,8.475865932032218e-6,7.398675002063495e-6
133605,19161,18988,16154,7.41500861286086e-5,7.108645862077198e-5,6.636212991856396e-5
133467,45591,33071,30588,1.7643007028283466e-4,1.2380978897448653e-4,1.2565834034598456e-4
132335,74020,93949,61358,2.8644587314021234e-4,3.517222298800772e-4,2.520643535683575e-4
132248,6659,5091,3133,2.5769293018652714e-5,1.905946707596114e-5,1.28706545149722e-5
131989,12056,18474,8315,4.665484256388003e-5,6.916216750369399e-5,3.415879102840531e-5
131524,25295,32933,18427,9.788771090356217e-5,1.2329315050336442e-4,7.569982468796448e-5
131446,765828,542415,571086,0.002963635100448832,0.002030669973287657,0.00234607424332506
131427,1265,1270,3152,4.895353006246536e-6,4.754571437138214e-6,1.2948708276792968e-5
131421,536483,857667,551459,0.002076105665494198,0.0032108968667527724,0.0022654447073642047
130738,8683,2821,5139,3.360185782864717e-5,1.0561138601706222e-5,2.1111488526154525e-5
130659,9465,6106,7412,3.662807605069049e-5,2.2859380468634597e-5,3.044918329555504e-5
130582,35051,39492,34718,1.3564191163790304e-4,1.4784845290981288e-4,1.4262476331018347e-4
130549,4281,5796,4962,1.656680333576397e-5,2.1698815787128416e-5,2.0384356113403143e-5
130548,43850,24420,25198,1.6969267140230088e-4,9.142254684638991e-5,1.0351572054525039e-4
130530,53744,67422,49803,2.079809106464141e-4,2.524115869564824e-4,2.0459534210314729e-4
130528,4313,8546,16180,1.6690638352522776e-5,3.1994147639199354e-5,6.64689403294766e-5
130463,16611,53993,86795,6.428198323064128e-5,2.021366737050422e-4,3.5656190827545867e-4
128059,4113,3724,2755,1.591666949778024e-5,1.3941751206222606e-5,1.1317795464011621e-5
127630,5488,2587,4817,2.123770537413517e-5,9.685099455020914e-6,1.9788682667928847e-5
125960,26255,82900,11079,1.0160276140632633e-4,3.1035745837697476e-4,4.551355932696361e-5
125942,4483,13127,9127,1.7348511879053932e-5,4.914429862623098e-5,3.749456232306136e-5
125898,400,659,2763,1.5479377094850707e-6,2.467135887459908e-6,1.1350660205830892e-5
125897,23982,37119,42968,9.280660537217741e-5,1.3896451746073495e-4,1.7651652831130718e-4
125868,13476,4246,5158,5.2150021432552036e-5,1.5895992379597527e-5,2.1189542287975294e-5
125802,34807,32643,23634,1.3469766963511713e-4,1.2220746096260057e-4,9.70906635195828e-5
124996,25806,28429,22900,9.986520132742934e-5,1.0643126880819078e-4,9.407532345766465e-5
121191,2009,2908,2258,7.774517145888768e-6,1.0886845463935375e-5,9.27607337848938e-6
118967,480,752,644,1.857525251382085e-6,2.8153052919117617e-6,2.6456117164513553e-6
118602,18173,14088,15174,7.032667998618047e-5,5.274204913890013e-5,6.23361990457032e-5
118128,9273,12257,12821,3.588506595013765e-5,4.588723000393944e-5,5.266985685810998e-5
118125,13739,4257,3973,5.316779047653847e-5,1.593717370700581e-5,1.6321452405995707e-5
118060,220928,104631,105027,8.549569557027943e-4,3.917130425505579e-4,4.314606548815784e-4
117962,27292,6395,8709,1.0561578991816637e-4,2.3941326252361322e-5,3.577737956300443e-5
117769,47086,87468,44866,1.822154874720351e-4,3.274589405225239e-4,1.8431368830792937e-4
117750,65882,72779,40768,2.549530804407386e-4,2.7246689340431663e-4,1.6747872431100753e-4
117745,39212,31766,10295,1.5174433366082148e-4,1.1892418604104923e-4,4.2292814628675003e-5
117300,2121,2023,2132,8.207939704544587e-6,7.5736204860870926e-006,8.758453694835854e-6
117249,7716,5008,6053,2.9859718415967015e-5,1.8748735241880454e-5,2.4866285279006295e-5
117245,18161,5990,5170,7.028024185489593e-5,2.242510465232906e-5,2.1238839400704203e-5
117242,14603,9871,11755,5.651133592902622e-5,3.695462571337899e-5,4.829063001069205e-5
117235,5766,5075,5182,2.2313522082227295e-5,1.8999566963367275e-5,2.128813651343311e-5
117213,48646,33389,55777,1.8825244453902687e-4,1.2500030371228964e-4,2.2913708805668827e-4
117212,27619,25562,16405,1.0688122899567042e-4,9.56979173827772e-5,6.739326119314361e-5
117201,49052,71663,53571,1.8982360131415422e-4,2.6828886055089437e-4,2.2007463550002414e-4
117200,27789,26802,24028,1.0753910252220157e-4,1.003401761088019e-4,9.870925205418194e-5
117199,404149,256971,261544,0.0015639936933767046,9.620369895849166e-4,0.001074447004297443
117196,4432,1503,1228,1.7151149821094582e-5,5.626866826786407e-6,5.044737869258174e-6
117195,7465630,6056219,5786988,0.02889082550515757,0.022673012499569888,0.023773483316402787
117192,45052,37805,66468,1.7434422421930352e-4,1.41532734788197e-4,2.730567074054172e-4
117191,5967,5815,3457,2.3091360781243544e-5,2.1769947170833635e-5,1.4201676558652694e-5
117190,18924,9959,63990,7.32329330357387e-5,3.728407633264526e-5,2.6287685362689784e-4
117182,646376,10414,13098,0.0025013744622653052,3.898748578453336e-5,5.380779854360225e-5
116942,59760,71977,53069,2.3126189379706958e-4,2.69464400260549e-4,0.00021801237295086486
115895,45134,9392,7212,1.7466155144974795e-4,3.516136609260009e-5,2.962756475007325e-5
114282,2895,2940,1759,1.12031991723982e-5,1.1006645689123111e-5,7.22613510751232e-6
113559,15066,5580,7822,5.830307382775519e-5,2.089016426711121e-5,3.21335013137927e-5
113534,11109,10232,9077,4.299010003667413e-5,3.8306122003778115e-5,3.7289157686690916e-5
112543,3811,4217,1928,1.474797652711901e-5,1.578742342552114e-5,7.92040277844443e-6
112530,4711,1864,3028,1.823083637346042e-5,6.9783631171855365e-6,1.243930477859426e-5
111776,45005,30754,37101,1.7416234153843903e-4,1.1513550391948713e-4,1.5241434827959895e-4
111772,43437,54528,2584,1.6809442571725754e-4,2.0413958371989964e-4,1.0615311607624692e-5
111739,31610,23788,16687,1.2232577749205772e-4,8.905649239893216e-5,6.855174334227292e-5
111732,60598,89416,40765,2.345048232984408e-4,3.347517792308272e-4,1.674664000328253e-4
110962,3435,11235,8971,1.3292915080203045e-5,4.206111031200617e-5,3.685369985758557e-5
110647,34383,44889,36190,1.3305685566306297e-4,1.6805350963913174e-4,1.486718758049294e-4
110628,80582,80232,85452,3.1183979126431493e-4,3.0036911460194744e-4,3.510447397425485e-4
110612,39844,34287,22205,1.541900752418079e-4,1.2836219753162043e-4,9.122019901211543e-5
110605,23748,24294,41324,9.190106181212864e-5,9.095083345971321e-5,1.697628238674469e-4
110346,20684,65563,17753,8.004385895747301e-5,2.454519426244825e-4,7.293097018969085e-5
110328,14997,15229,13557,5.8036054572869015e-5,5.701367591825029e-5,5.569341310548296e-5
110321,23366,21184,29222,9.04227812995704e-5,7.930774907428026e-5,1.2004668568034395e-4
110283,13500,13818,3693,5.224289769512114e-5,5.173123473887862e-5,1.5171186442321203e-5
110182,3186,4718,3842,1.2329323856048588e-5,1.766304570111661e-5,1.5783292258705136e-5
110123,4082,3073,3009,1.5796704325295148e-5,1.1504565375059632e-5,1.2361251016773491e-5
110031,13547,19369,8022,5.242478037598563e-5,7.251283005191345e-5,3.295511985927449e-5
110021,22276,25612,15729,8.62046510412236e-5,9.588510523463303e-5,6.461619050941516e-5
109714,7104,6534,5506,2.7491373720454856e-5,2.4461708480520546e-5,2.2619158557113604e-5
109387,164870,160534,101937,6.38021225407009e-4,6.01000292196493e-4,4.187666483538848e-4
109386,5926,11888,9033,2.2932697166021324e-5,4.450578365724338e-5,3.7108401606684924e-5
108314,3310413,4712851,4996532,0.012810782791674004,0.017643769096132498,0.02052621677146603
107960,19338,20301,10378,7.483504856505574e-5,7.600201161050621e-5,4.2633786325049944e-5
107143,175810,200516,3189,6.803573217614257e-4,7.50683186054493e-4,1.3100707707707099e-5
106940,187470,204605,195858,7.254797059929155e-4,7.659914085792632e-4,8.046028254048596e-4
106931,2909,7558,5679,1.1257376992230177e-5,2.829531568652805e-5,2.332985859895535e-5
106902,5014,5294,2174,1.9403399188395362e-5,1.981944975449583e-5,8.930993589387028e-6
106482,31139,33101,18498,1.2050308083913905e-4,1.2392210168560001e-4,7.599149927161052e-5
106427,173418,186050,167545,6.71100654258705e-4,6.965259967555628e-4,6.882903960137303e-4
105769,895,900,2280,3.4635106249728457e-6,3.3693813334050336e-6,9.366451418492376e-6
105406,43855,54718,43861,1.6971202062366944e-4,2.0485089755695182e-4,1.8018505511688338e-4
105370,107278,132443,107139,4.1514915399534856e-4,4.958344132668476e-4,4.401369467218661e-4
105085,339,418,299,1.3118772087885974e-6,1.5648904415147824e-6,1.228319725495272e-6
105081,3465,3601,13703,1.3409010408414426e-5,1.3481269090657251e-5,5.629319464368466e-5
104990,5568,5925,3943,2.1547292916032184e-5,2.2181760444916472e-5,1.6198209624173437e-5
104933,34810,44483,27586,1.3470927916793828e-4,1.6653354428206236e-4,1.1332584597830293e-4
104931,5496,6546,5257,2.126866412832487e-5,2.4506633564965945e-5,2.159624346798878e-5
104924,50910,53209,39371,1.9701377197471238e-4,1.9920156818794272e-4,1.6173971877081724e-4
104918,153724,189971,105177,5.948879411322075e-4,7.112052680980975e-4,4.320768687906897e-4
104417,1639,6009,10668,6.342674764615077e-6,2.2496236036034274e-5,4.3825133215998536e-5
104390,1313,1250,795,5.081105531384745e-6,4.67969629639588e-6,3.2659337182901046e-6
104378,53065,55807,40679,2.053532863845632e-4,2.0892784897037192e-4,1.6711310405826814e-4
104312,494158,516655,5769,0.001912314506609309,0.001934230792011531,2.3699586944422157e-5
104238,998,965,588,3.862104585165252e-6,3.6127255408176194e-6,2.415558523716455e-6
104135,11939,19335,7626,4.620207078385565e-5,7.238554231265147e-5,3.132831513922055e-5
104131,19755,19133,15996,7.644877362719393e-5,7.16293033911539e-5,6.571305126763335e-5
103821,71729,60840,36901,2.775800599091366e-4,2.2777017813818028e-4,1.5159272973411716e-4
102904,81653,96895,53694,3.159843944814612e-4,3.6275133811142305e-4,2.2057993090549545e-4
100922,7417,6312,5187,2.8702634978126924e-5,2.363059441828064e-5,2.1308676977070156e-5
100908,1821,1254,908,7.0469864224307846e-6,4.694671324544347e-6,3.7301481964873146e-6
100877,566,831,381,2.190331858921375e-6,3.1110620978439813e-6,1.565183329142805e-6
100869,12464,18202,10435,4.823373902755481e-5,6.814386558959825e-5,4.2867947610512256e-5
100865,10188,15209,12330,3.9425973460584754e-5,5.693880077750795e-5,5.065278332895219e-5
100727,15999,12639,7863,6.191363853512911e-5,4.731734519211802e-5,3.230193311561647e-5
100468,1994,3578,76,7.716469481783077e-6,1.3395162678803567e-5,3.122150472830792e-7
100114,9111,56868,7955,3.52581511777962e-5,2.1289997518675273e-4,3.267987764653809e-5
100017,177490,167176,94307,6.86858660141263e-4,6.258663264370221e-4,3.874219008437546e-4
99877,5023,4086,2545,1.9438227786858775e-5,1.5296991253658854e-5,1.0455095991255743e-5
98053,87252,155886,66862,3.376516525699785e-4,5.835993094879746e-4,2.746752959400163e-4
98027,34322,29809,34553,1.328207951623665e-4,1.1159765351941184e-4,1.4194692801016098e-4
97891,18106,26107,21724,7.006740041984173e-5,9.77382649680058e-5,8.924420641023174e-5
97693,18620,17903,15225,7.205650037653005e-5,6.702448223550035e-5,6.254571177480106e-5
95422,34001,39003,48518,1.3157857515050473e-4,1.460177557186628e-4,1.993164429484268e-4
95404,3528,4413,3134,1.3652810597658324e-5,1.6521199804796016e-5,1.2874762607699607e-5
94586,6414,7001,4059,2.482118117159311e-5,2.6210043016854047e-5,1.6674748380552875e-5
94582,74568,101081,61682,2.885665478022069e-4,3.7842270506879355e-4,2.53395375612038e-4
92552,2308,2966,6482,8.931600583728859e-6,1.1103983372088144e-5,2.662865705906473e-5
91648,4853,3427,2995,1.878035426032762e-5,1.2829855366198946e-5,1.2303737718589766e-5
91401,765,192,668,2.9604308693901977e-6,7.188013511264072e-7,2.7442059419091698e-6
